VIA,Viacom Inc. - Class A Common Stock,NASDAQ
67.94,66.84,67.94,66.74
66.45,66.94,67.70,66.45
66.50,66.16,66.68,65.23
66.64,66.47,67.09,66.34
67.09,67.90,67.99,67.03
68.15,68.09,69.03,67.97
67.88,68.44,69.01,67.66
68.84,68.21,69.20,68.00
68.15,68.12,68.43,67.44
67.71,69.12,69.24,67.71
69.51,69.75,69.92,69.11
70.15,70.31,70.59,70.10
70.85,69.71,71.03,69.59
69.76,70.63,70.74,69.76
71.33,71.47,72.89,71.10
71.81,72.41,72.41,71.66
72.25,72.75,73.07,72.25
73.00,72.33,73.09,71.93
72.42,72.98,73.20,72.42
72.75,74.40,74.81,72.75
74.00,74.78,75.09,73.98
74.54,73.65,74.58,73.50
74.10,74.00,74.25,73.75
74.02,73.04,74.59,72.93
73.10,73.39,73.43,72.50
73.24,73.42,73.64,72.97
73.40,72.69,73.42,72.49
72.89,72.63,72.89,72.53
73.01,73.30,73.62,72.83
73.11,74.89,75.01,73.11
79.26,79.78,82.30,78.63
79.38,79.34,80.05,78.87
79.00,79.35,79.71,79.00
79.00,79.97,80.35,79.00
80.77,80.60,81.11,79.93
80.25,80.44,81.11,80.25
80.10,80.03,80.76,79.95
80.32,80.17,80.79,79.82
80.22,79.96,80.22,79.69
79.13,78.63,79.25,78.50
78.31,78.82,79.62,77.52
78.55,78.13,78.85,78.13
78.05,78.56,79.38,78.05
77.77,78.30,79.42,77.77
78.69,79.65,80.05,78.61
79.87,79.73,80.24,79.13
80.31,80.00,81.27,80.00
79.52,78.72,80.16,78.70
78.50,79.61,80.20,78.50
79.51,79.81,80.34,79.14
79.66,79.83,80.30,79.55
80.94,80.03,82.26,79.80
79.88,80.33,81.37,79.88
79.47,80.16,80.88,79.26
79.85,80.73,81.35,79.45
80.54,80.66,81.27,80.51
80.87,80.91,81.29,80.87
80.89,82.31,82.53,80.89
82.49,82.81,83.62,82.33
83.17,82.67,83.25,82.24
83.51,83.23,83.97,83.13
83.47,83.65,84.17,83.34
83.18,83.68,84.16,82.99
84.33,83.64,84.90,83.60
83.64,83.60,84.58,83.50
83.65,83.59,84.27,83.01
83.81,83.24,84.05,83.11
83.12,83.17,83.88,82.93
83.11,84.09,84.32,83.11
83.56,84.65,85.44,83.56
83.66,83.81,84.54,83.66
84.02,84.44,84.66,84.02
84.30,83.12,84.30,82.55
82.99,82.37,83.04,81.87
82.60,83.39,83.59,82.54
82.64,82.58,83.21,82.58
82.43,80.83,82.43,80.83
80.87,80.45,81.15,79.70
81.29,81.40,81.83,81.12
81.17,82.36,82.42,81.17
82.17,83.31,83.31,82.00
82.95,82.73,83.40,82.67
83.21,82.61,83.64,82.32
82.20,83.26,83.41,82.20
83.51,83.63,83.92,83.26
83.80,84.09,84.09,83.66
84.39,84.69,85.18,84.08
84.54,84.44,84.60,84.26
84.77,84.65,85.49,84.55
85.12,85.09,85.37,84.70
84.76,84.63,85.45,84.60
84.59,84.93,85.11,84.59
85.00,83.76,85.15,83.35
83.10,83.52,84.30,83.10
83.99,83.67,84.00,83.08
83.50,83.13,83.82,82.54
82.59,84.19,84.30,82.43
85.19,83.77,85.50,82.83
83.76,81.04,84.04,80.90
81.27,82.28,82.54,80.84
82.17,82.46,82.69,82.17
82.20,82.15,82.32,81.75
81.81,83.16,83.23,81.36
82.49,81.11,83.55,80.67
81.70,80.46,81.70,80.17
80.46,79.64,80.82,79.32
79.46,79.65,79.99,79.39
79.39,80.07,80.20,79.24
80.66,80.30,80.97,79.78
80.67,79.82,80.67,79.72
80.43,79.77,80.43,79.55
79.87,79.31,79.87,79.02
79.46,79.88,80.13,79.18
79.85,80.26,80.94,79.85
81.00,80.85,81.67,80.67
80.65,81.20,81.53,80.65
80.90,81.55,81.80,80.90
81.80,81.71,82.41,81.46
82.50,82.34,82.70,81.73
82.32,82.09,82.88,81.51
82.31,82.81,83.12,81.87
82.82,81.03,82.89,80.95
81.34,80.81,81.38,80.78
80.91,81.35,81.82,80.91
81.79,82.15,82.29,81.21
81.93,82.36,82.74,81.52
83.30,83.57,83.84,81.20
83.77,84.32,85.01,83.77
84.75,84.29,85.54,84.29
84.86,85.91,86.06,84.84
86.29,86.10,86.29,85.85
86.56,86.35,86.56,86.08
86.41,86.51,86.80,86.03
86.99,87.54,87.67,86.43
87.97,87.77,88.20,87.45
87.39,87.25,87.86,87.07
87.80,87.09,87.80,86.77
87.18,86.26,87.18,85.90
86.70,86.60,86.89,86.53
86.14,86.84,86.97,86.09
86.74,86.13,86.74,86.00
86.16,85.89,86.26,85.23
85.45,84.66,86.50,84.32
84.83,84.88,84.98,84.15
84.37,85.38,85.38,84.37
84.72,85.14,85.40,84.72
84.70,83.28,85.72,82.43
83.76,82.66,83.84,82.32
83.75,84.30,84.49,83.28
83.45,83.48,84.08,82.94
83.33,81.75,83.33,81.57
81.49,81.11,82.01,80.75
80.53,82.22,82.40,80.53
81.37,81.09,82.01,81.08
82.70,84.12,85.43,82.70
83.52,82.38,83.52,81.70
81.93,79.02,82.29,78.83
79.34,79.85,80.10,79.00
79.70,80.19,80.20,78.70
80.43,81.02,81.38,80.40
81.87,82.06,82.21,80.93
82.00,82.63,82.66,81.95
83.06,83.23,83.51,82.83
83.60,84.39,84.39,83.60
83.75,84.72,85.84,83.75
84.81,85.49,86.28,84.73
85.36,85.84,86.28,85.00
85.52,86.06,86.68,85.52
86.00,86.61,86.99,86.00
87.06,86.98,87.27,86.78
87.34,87.29,88.14,87.23
87.06,86.62,87.26,86.30
86.85,86.25,87.19,85.92
86.00,87.02,87.13,86.00
86.94,87.76,88.60,86.94
87.37,86.05,87.37,85.77
86.58,87.05,87.41,86.58
86.81,87.21,87.37,86.68
87.32,88.21,88.41,87.22
88.59,88.28,89.09,88.07
88.28,88.94,89.00,87.26
89.00,88.39,89.20,87.91
87.51,88.08,88.29,87.01
88.54,87.19,88.96,87.05
87.38,87.15,87.83,87.15
88.03,88.42,88.57,87.84
88.22,88.41,89.30,88.02
88.73,87.90,89.00,87.62
87.67,87.63,88.22,86.98
89.01,87.20,89.01,87.07
87.28,85.96,87.41,85.21
86.38,85.48,86.38,84.61
86.28,84.74,86.28,84.74
84.86,84.28,84.86,83.62
84.50,84.72,85.48,84.33
85.09,85.26,85.71,84.92
85.97,86.82,86.85,85.84
86.82,87.48,87.97,86.82
87.47,87.33,88.13,86.97
87.57,85.00,87.57,84.71
84.50,83.06,88.33,82.33
82.82,83.94,83.96,82.70
84.52,86.04,86.10,84.29
85.88,83.14,85.88,83.07
82.76,82.22,83.03,81.91
82.56,82.92,82.98,82.06
83.57,82.30,83.57,81.35
83.41,83.37,83.53,83.11
83.49,84.15,84.54,83.37
84.40,84.56,84.56,83.97
84.63,84.10,84.77,83.59
84.15,84.40,84.71,84.15
85.35,84.97,85.35,84.51
84.39,83.64,84.39,83.36
83.97,83.73,84.59,82.79
84.48,83.87,84.70,83.40
83.86,84.97,85.61,83.31
84.17,83.45,84.36,82.88
83.93,84.26,84.68,83.92
83.55,84.38,84.55,83.21
84.44,83.23,84.50,83.17
83.34,83.41,83.83,82.90
83.32,83.98,84.86,83.32
83.98,83.51,83.98,82.99
84.30,84.62,85.01,84.13
84.91,83.78,85.18,83.74
83.80,83.28,83.93,83.01
82.94,83.15,83.39,82.18
83.53,83.96,83.97,82.42
83.57,84.37,84.61,83.57
84.17,83.48,84.48,83.07
83.99,84.60,84.88,83.90
84.58,84.80,85.22,84.44
84.86,85.20,85.50,84.86
85.43,85.54,85.91,85.20
85.57,85.73,86.01,84.88
86.08,85.63,86.15,85.54
85.74,85.40,85.90,85.30
85.72,86.71,86.74,85.62
86.80,87.11,87.20,86.73
86.90,86.94,87.10,86.71
87.29,87.67,87.84,86.77
88.00,87.74,88.00,87.42
87.78,88.01,88.47,87.76
87.57,87.44,87.57,86.91
86.87,86.73,87.11,86.55
86.54,85.96,86.54,85.60
86.11,85.94,86.11,85.45
85.94,86.53,86.65,85.86
86.39,86.32,86.54,86.16
86.50,86.98,87.10,85.99
87.00,86.94,87.30,86.91
86.66,85.84,86.66,85.59
86.32,85.49,86.32,85.35
85.35,85.34,85.92,85.11
84.98,85.20,85.97,84.70
84.71,85.44,85.46,84.33
86.01,86.37,86.52,85.88
86.15,86.75,87.01,86.15
87.00,86.91,87.13,86.58
86.70,87.24,87.66,86.35
87.30,87.68,87.97,87.12
87.25,87.35,87.57,87.13
86.99,86.61,87.31,86.55
86.23,86.58,86.69,85.58
85.80,86.20,86.84,85.74
86.04,85.44,86.29,85.08
85.43,85.03,85.45,84.98
85.16,84.67,85.31,84.58
86.84,87.57,89.64,86.84
87.10,87.68,88.89,87.10
87.80,88.28,88.47,87.76
87.92,87.48,88.10,87.27
87.83,87.15,87.83,87.15
87.62,85.99,87.62,85.35
86.33,85.96,86.33,85.69
85.54,86.15,87.80,85.54
86.37,86.17,86.37,85.45
86.48,85.62,86.48,85.62
85.59,85.29,86.55,84.92
84.93,83.14,84.93,82.88
82.97,82.56,82.98,82.37
82.99,82.97,82.99,82.29
82.14,82.06,82.65,81.62
81.00,80.39,81.33,79.78
80.40,79.74,81.12,79.40
80.07,80.53,80.70,80.05
81.04,81.19,81.27,80.48
81.16,80.61,81.16,80.28
80.89,80.31,80.89,80.27
80.66,81.02,81.02,80.66
81.36,81.52,81.57,80.85
82.22,82.16,82.36,81.98
82.19,81.25,82.19,81.23
81.29,81.24,81.64,81.24
81.29,80.90,81.37,80.74
80.85,81.00,81.10,80.77
81.46,80.62,81.46,80.51
80.45,80.54,80.87,80.38
80.67,80.99,80.99,80.45
80.47,80.81,81.26,80.47
80.80,81.03,81.24,80.50
80.85,81.45,81.87,80.85
81.97,80.96,81.97,80.96
81.04,81.18,81.49,81.00
81.38,81.34,81.45,81.03
81.27,80.99,81.27,80.64
80.51,79.33,80.51,79.20
79.05,80.24,80.54,78.99
79.95,79.98,80.20,79.59
80.00,79.70,80.01,79.18
79.44,79.32,79.56,79.12
79.32,80.01,80.48,79.32
80.01,79.58,80.06,79.40
79.71,80.48,80.53,79.59
81.01,80.96,81.16,80.77
80.55,79.63,80.79,79.39
79.25,77.60,79.33,77.47
77.42,78.18,78.31,76.87
78.00,77.27,78.38,76.97
77.20,77.34,77.48,76.75
76.92,76.81,77.15,76.65
77.00,77.01,77.50,76.78
76.48,75.39,76.48,75.11
75.40,74.85,75.40,73.21
74.94,75.30,75.92,74.87
75.37,74.76,75.65,74.69
74.43,73.92,74.65,73.92
73.83,74.61,75.07,73.31
74.41,72.17,74.54,71.86
71.84,70.70,72.73,70.69
70.44,68.42,70.55,68.36
69.00,69.08,69.95,68.77
68.28,68.25,69.19,67.00
67.23,68.30,68.66,66.11
69.38,69.41,70.02,68.72
69.42,69.39,69.42,68.66
69.60,71.92,72.20,69.51
71.88,70.45,72.22,70.45
71.04,71.74,71.98,70.76
71.68,71.99,71.99,71.36
71.42,72.06,72.58,71.38
72.35,73.23,73.36,72.35
73.48,73.46,73.88,72.91
73.30,72.95,73.30,72.38
73.19,73.06,73.91,73.06
73.03,73.19,73.20,72.65
73.11,70.11,73.11,70.01
70.69,70.52,70.82,69.13
70.63,71.03,71.41,70.63
70.80,70.87,71.45,70.35
70.65,70.35,70.67,70.28
70.83,69.71,70.83,69.63
69.31,69.53,70.23,68.83
69.53,71.53,73.16,69.53
71.53,73.34,73.41,71.06
73.48,74.45,74.99,73.34
75.66,73.99,75.66,73.85
73.80,73.54,73.84,73.20
73.25,74.07,74.45,73.10
75.18,73.76,75.18,73.50
73.81,74.51,74.63,73.81
75.28,75.06,75.29,74.73
75.19,75.30,75.74,74.67
75.48,75.63,75.66,75.34
75.66,74.42,75.66,74.11
74.69,74.47,74.69,74.22
74.01,74.94,75.13,73.95
74.75,74.78,75.28,73.51
75.40,77.40,77.98,75.34
77.02,75.28,77.02,74.75
74.59,74.64,74.88,73.93
74.43,73.26,74.43,73.00
73.08,73.17,73.76,72.82
72.19,73.26,74.03,71.79
73.85,73.31,74.01,72.74
72.72,72.42,73.74,72.42
73.00,73.73,73.83,73.00
74.75,75.69,75.80,74.70
75.76,76.03,76.26,75.04
76.00,76.33,76.41,75.72
77.00,77.31,77.82,76.89
78.08,76.94,78.08,76.94
77.00,76.94,78.02,76.70
76.69,76.81,77.52,76.69
76.81,76.45,77.02,76.39
76.55,75.50,77.03,75.30
75.63,75.46,76.29,74.89
74.75,73.40,74.75,73.21
73.26,72.01,73.39,71.80
72.35,71.42,72.41,71.06
72.18,72.41,72.60,72.02
72.55,71.68,72.55,71.31
71.71,72.41,72.82,71.23
73.26,72.67,74.02,72.34
71.44,68.07,71.44,67.44
68.05,66.78,69.29,66.01
66.74,68.68,68.94,66.74
68.35,66.77,68.35,65.14
66.64,67.76,67.79,66.41
68.14,68.81,68.98,67.86
68.99,68.18,69.09,67.99
68.20,67.74,68.20,67.17
67.44,67.60,67.77,66.57
67.27,66.83,67.82,66.51
66.77,67.85,68.03,65.19
67.10,64.84,67.10,64.53
64.96,65.45,65.45,63.50
65.86,67.13,67.16,65.86
67.00,66.04,67.26,65.85
67.11,66.35,67.11,65.76
66.36,67.14,67.74,66.36
66.72,68.41,68.58,66.72
69.00,68.26,69.00,67.65
68.24,67.27,68.24,66.88
67.84,68.06,68.19,66.83
68.06,69.08,69.16,68.06
69.21,69.39,69.62,68.40
69.20,68.31,69.56,68.17
68.05,69.56,69.70,67.92
69.38,70.03,70.07,68.67
70.03,70.60,70.66,69.55
70.57,70.88,71.16,70.44
71.03,70.38,71.03,70.24
70.69,69.84,70.69,69.23
70.16,70.22,70.98,69.91
70.50,71.08,71.53,70.50
71.11,71.94,72.12,70.98
72.00,71.20,72.00,70.49
71.31,70.50,71.31,70.34
70.44,70.35,71.08,69.78
70.45,71.45,71.99,70.12
71.01,69.95,71.05,69.94
69.80,69.34,69.83,69.02
69.54,69.90,70.18,69.25
69.79,68.35,69.81,67.90
68.92,69.49,69.87,68.53
68.99,69.12,69.40,68.72
68.66,69.12,69.36,68.21
68.88,69.22,69.56,68.82
69.30,70.11,70.54,69.26
70.43,70.96,71.22,70.36
70.59,69.29,70.65,69.29
69.20,68.02,69.31,68.02
67.89,67.51,67.89,67.12
67.53,68.25,68.28,67.53
68.32,68.44,69.27,68.32
68.18,68.72,69.19,67.96
68.32,67.76,68.52,66.10
67.85,67.94,68.26,67.40
67.55,68.92,68.92,67.38
68.07,67.53,68.83,67.38
67.53,68.68,69.01,67.53
69.13,69.64,69.64,68.89
69.89,69.49,69.89,69.39
69.49,69.80,70.50,69.49
70.26,69.77,70.26,69.13
70.00,70.82,70.99,70.00
70.65,71.19,71.40,70.48
70.73,69.40,70.73,69.00
69.54,70.52,70.60,69.54
70.51,70.46,70.82,70.34
70.72,70.60,70.86,69.93
70.49,70.85,71.50,70.24
71.03,71.00,71.15,70.50
70.90,69.94,71.25,69.93
70.32,71.44,71.52,70.32
71.28,72.34,72.34,71.05
72.35,69.13,72.72,68.72
69.74,69.25,70.19,68.57
69.81,70.03,70.38,69.58
69.66,69.08,70.59,69.02
69.20,67.90,69.81,67.50
67.65,66.95,67.65,66.49
67.35,66.81,67.73,66.35
67.00,65.66,67.00,65.63
65.43,64.74,65.43,64.28
64.64,64.51,65.08,64.27
64.86,65.29,65.30,64.55
65.29,66.01,66.01,65.22
65.53,66.16,66.19,65.53
65.82,65.90,66.02,65.45
66.21,66.43,66.72,65.67
66.81,67.45,67.45,66.22
67.48,67.30,67.58,67.13
67.50,66.39,67.50,66.02
66.32,68.78,68.98,66.32
68.40,67.89,68.63,67.54
67.89,67.55,67.96,67.20
67.51,67.30,67.90,67.13
67.30,66.65,67.54,66.65
67.14,68.37,68.55,66.96
68.37,68.22,69.30,67.93
68.06,68.39,68.70,68.06
67.98,67.44,67.98,67.12
67.21,67.02,67.21,66.53
67.21,67.25,68.06,67.21
66.98,67.73,67.73,66.98
67.43,66.62,67.43,66.56
66.21,66.57,66.58,65.77
66.28,67.39,67.49,66.28
67.31,67.30,67.42,66.69
67.80,67.83,68.32,67.37
67.87,67.96,68.31,67.48
68.17,68.55,68.88,68.16
68.37,67.90,68.44,67.59
67.56,67.10,67.80,66.90
67.25,66.97,67.36,66.96
67.36,66.91,67.77,66.82
66.16,64.72,66.66,64.57
65.03,64.87,65.12,64.41
65.55,64.87,65.55,64.56
64.80,64.47,64.90,64.24
64.01,63.49,64.46,63.03
63.25,63.29,63.29,61.73
62.80,61.53,62.80,61.35
62.53,61.70,62.75,61.33
62.46,62.22,62.58,61.66
62.64,62.94,63.00,62.38
62.71,62.15,62.71,61.64
61.98,61.62,62.08,61.36
62.22,62.19,62.43,61.63
61.95,61.01,61.95,60.64
61.31,60.31,61.31,59.88
59.94,59.98,60.32,59.68
59.85,58.78,59.85,57.81
58.88,58.37,58.93,58.21
58.43,56.68,58.43,56.34
56.51,56.52,56.55,55.83
56.83,56.79,56.98,55.94
56.97,56.60,57.37,56.50
56.42,56.61,57.01,56.31
56.60,57.15,57.44,56.60
57.51,56.31,57.51,56.05
56.67,55.85,56.97,55.71
55.80,51.67,55.80,51.37
49.79,44.77,49.79,40.25
46.58,45.93,47.31,45.32
46.02,47.40,47.61,46.02
46.76,46.23,47.13,45.75
45.67,46.40,46.54,45.51
46.35,46.55,46.76,45.37
46.53,44.49,46.53,44.29
44.40,44.94,45.04,43.56
44.93,43.87,44.93,43.41
43.62,43.72,44.13,43.17
43.47,41.24,43.47,41.18
41.01,40.85,41.88,40.65
40.27,40.17,41.34,38.06
41.53,40.37,41.63,40.27
40.92,40.63,41.28,39.95
41.32,41.51,41.89,40.55
41.41,43.51,43.94,41.41
43.57,43.29,43.91,42.63
42.50,42.46,42.99,42.23
42.91,43.46,43.98,42.91
43.59,44.50,44.92,43.36
44.21,44.45,44.97,43.87
45.54,45.06,45.69,44.36
45.47,45.18,46.01,44.92
44.95,45.54,46.15,44.95
45.40,45.23,45.40,44.25
45.30,44.81,45.63,44.39
45.12,45.61,45.89,44.97
45.55,46.57,46.68,45.55
46.48,46.27,46.86,46.08
45.77,46.71,47.74,45.41
47.11,45.86,47.11,45.41
45.28,45.19,45.45,44.80
45.18,44.65,45.20,44.61
44.30,44.62,44.64,44.00
44.85,44.52,44.93,44.40
44.26,44.26,44.43,44.00
44.31,43.95,44.39,43.66
44.04,44.27,44.77,44.00
44.58,44.03,44.74,43.60
43.60,45.60,45.60,43.51
45.75,46.77,46.87,45.60
46.77,47.85,47.96,46.77
47.93,48.96,49.23,47.93
48.95,49.72,49.72,48.20
49.75,49.41,49.75,48.51
49.33,48.71,49.48,48.11
48.81,48.79,49.36,47.87
48.78,49.45,49.96,48.63
49.76,51.17,51.25,49.56
50.72,51.65,51.65,50.61
51.45,50.59,51.58,50.50
50.59,51.24,51.75,50.59
51.53,50.37,51.88,50.37
50.56,51.20,51.63,50.56
51.04,51.60,52.15,51.04
51.71,51.18,52.00,51.01
50.83,50.07,51.11,49.67
50.35,51.36,51.44,50.19
51.21,51.33,51.80,50.64
51.34,51.33,51.73,49.90
51.48,52.20,52.50,50.91
52.23,52.74,53.50,52.23
52.70,49.80,53.03,48.03
49.83,48.50,49.83,47.38
48.48,49.22,49.65,48.00
49.11,49.00,49.53,48.02
48.60,49.59,49.68,48.60
49.66,50.25,50.67,49.06
50.76,51.24,52.69,50.76
50.89,51.88,52.05,50.31
52.01,53.75,53.84,52.00
53.85,52.81,53.85,52.40
52.80,54.57,54.69,52.52
54.28,53.57,54.28,53.23
53.97,54.16,54.17,53.32
53.46,52.63,53.89,52.20
52.49,52.85,53.00,52.06
53.03,53.92,54.14,52.24
54.04,52.73,54.04,51.72
52.94,51.80,52.94,51.47
52.05,51.66,52.24,51.53
51.30,49.61,51.30,49.46
49.69,48.79,49.73,47.98
48.79,48.49,48.99,47.88
48.30,49.59,49.59,47.98
48.96,47.05,48.96,47.02
47.05,46.35,47.42,46.10
46.45,46.34,47.03,46.22
45.72,44.10,45.72,43.88
44.00,43.02,44.33,42.39
42.54,43.39,44.21,42.54
43.73,43.61,43.78,42.67
43.59,41.90,43.78,41.90
41.72,41.64,42.55,41.30
42.16,41.48,42.21,41.36
41.67,43.30,43.53,41.67
43.53,43.41,43.85,43.00
43.38,43.42,43.50,43.16
43.46,43.34,43.67,42.77
43.47,43.48,44.30,43.33
43.26,43.32,43.79,43.14
43.16,43.99,44.21,43.00
43.26,43.24,43.75,42.50
43.36,43.32,43.92,42.93
42.60,42.80,43.41,42.49
42.21,41.57,43.12,41.31
41.78,43.37,44.06,41.76
43.37,43.50,43.58,42.71
43.66,43.91,45.08,43.42
44.15,43.06,44.60,42.93
43.25,43.65,44.24,42.67
42.70,42.38,42.79,41.65
43.29,43.79,45.10,43.29
43.10,43.02,43.53,41.68
42.81,44.08,44.72,42.21
47.64,45.90,47.64,45.20
45.60,44.93,45.62,44.53
45.48,46.77,47.48,45.48
46.49,46.58,47.64,46.34
47.19,47.31,47.44,45.74
48.21,48.54,48.54,47.56
48.49,49.01,49.18,47.31
48.47,46.67,48.47,46.50
46.99,47.57,47.90,46.06
48.25,48.68,50.55,47.57
48.55,46.30,48.55,45.50
45.36,44.71,45.82,44.24
43.80,36.77,43.80,36.77
36.75,35.15,36.84,35.04
34.90,36.36,36.70,33.88
36.63,36.63,36.67,35.24
37.27,38.25,38.92,37.27
39.04,39.84,40.22,38.51
40.38,39.69,40.38,38.99
39.67,39.18,39.73,39.12
39.50,40.60,40.68,39.17
40.13,41.01,43.37,39.50
40.74,41.47,41.89,40.41
41.78,41.29,41.78,40.19
41.98,40.56,42.00,40.56
40.76,41.46,41.84,40.61
41.85,42.17,42.27,40.87
42.00,41.90,42.56,41.40
41.72,43.43,43.54,41.72
43.73,43.50,43.73,42.52
43.70,45.40,45.99,43.62
45.32,43.94,45.69,43.34
44.51,43.57,44.51,43.16
43.75,42.74,43.85,42.01
43.22,43.50,44.07,43.22
43.22,44.15,44.35,43.22
43.76,43.23,43.76,42.86
43.30,44.58,44.70,42.99
44.83,45.64,46.41,44.78
45.82,45.62,46.32,44.85
45.51,45.34,45.81,44.51
44.96,45.24,45.43,44.96
45.04,44.17,45.04,43.95
43.94,44.05,44.05,42.86
44.09,44.77,44.96,43.84
44.65,44.41,44.65,43.82
44.67,44.24,45.40,42.72
44.18,45.30,45.43,44.18
44.64,44.87,45.80,44.64
44.76,43.00,44.76,43.00
42.61,42.27,43.00,41.41
42.68,42.95,43.01,41.87
42.63,41.64,43.25,41.33
42.15,41.39,42.15,40.73
41.58,41.44,42.22,41.23
41.49,41.97,42.71,41.49
42.13,43.28,43.77,42.13
43.37,41.96,43.37,41.76
41.82,41.67,42.12,41.25
41.09,42.06,42.41,41.09
42.31,39.06,43.04,38.60
38.75,40.30,40.52,37.90
40.50,45.07,45.26,40.30
45.25,46.50,47.45,45.25
46.58,46.04,46.58,45.56
46.35,46.15,46.56,45.67
46.18,46.56,46.94,45.49
45.83,45.47,46.16,43.12
45.52,43.93,45.52,43.59
43.80,45.09,45.24,43.38
44.70,44.54,44.84,44.26
44.43,44.23,45.37,43.96
44.51,44.35,45.06,44.10
44.46,44.54,44.57,44.03
44.54,43.35,44.64,43.32
43.35,44.12,44.15,43.27
43.75,43.76,43.81,43.36
43.94,43.01,44.29,42.65
42.78,42.68,43.09,42.36
42.79,42.45,42.79,41.96
42.27,42.56,43.52,42.27
42.53,42.10,42.53,41.51
42.17,41.65,42.17,41.15
42.01,42.18,42.49,41.88
43.00,43.34,44.00,42.42
43.89,44.88,44.98,43.75
45.39,45.37,45.67,44.81
45.59,46.05,46.18,45.24
46.40,48.77,48.90,46.40
49.18,48.20,49.18,47.63
48.69,48.43,48.69,47.24
48.29,49.21,49.26,47.37
49.21,49.17,49.25,47.69
49.77,49.78,50.16,48.71
49.65,48.83,49.85,48.71
48.77,48.50,49.26,48.42
48.22,48.42,48.54,47.55
47.66,46.22,47.66,45.70
46.25,46.01,46.73,45.38
45.93,45.94,46.56,45.31
46.00,47.01,47.65,46.00
46.85,49.32,49.92,46.45
48.48,49.59,50.57,48.48
50.04,49.62,50.81,49.60
49.83,48.18,49.83,48.01
48.30,48.86,49.06,48.30
49.43,48.15,49.43,47.85
46.50,46.04,47.09,45.51
45.67,43.60,45.67,43.36
44.23,44.83,44.93,44.00
45.36,45.23,45.36,44.19
45.41,46.42,46.43,44.66
46.56,46.35,46.99,45.99
46.20,45.54,46.20,45.02
45.07,45.82,45.96,44.77
45.70,47.77,47.77,45.70
48.43,49.93,50.01,48.07
49.65,48.93,49.77,48.13
49.27,49.83,50.03,49.04
49.84,49.23,49.84,48.75
49.44,49.26,50.12,49.10
49.10,48.55,49.10,48.07
48.43,49.19,49.36,48.43
49.19,48.97,49.19,48.56
48.95,49.07,49.35,48.30
49.22,49.61,49.93,49.22
49.84,49.70,49.86,49.26
49.66,49.61,49.93,49.35
49.61,49.84,49.91,48.84
49.95,50.08,50.24,49.52
50.07,50.18,50.40,49.33
50.20,49.64,50.20,49.07
49.54,48.51,49.64,48.38
48.41,47.92,48.98,47.36
47.85,48.64,48.67,47.20
49.42,48.77,49.60,48.42
49.02,48.76,49.10,47.91
49.15,47.25,49.15,47.20
47.19,47.07,47.58,46.94
47.12,46.37,47.35,46.30
46.66,47.26,47.34,46.66
47.14,47.62,47.83,47.14
47.65,47.54,47.95,47.43
47.47,47.71,48.10,47.47
47.85,48.84,49.02,47.85
48.74,47.85,49.23,47.76
48.12,48.70,49.23,48.11
48.82,46.84,48.82,46.21
46.95,46.69,47.15,46.49
46.58,46.39,47.17,46.19
46.00,46.31,46.77,46.00
46.57,45.92,46.60,45.88
46.49,46.51,46.82,46.20
46.73,45.85,46.77,45.73
45.69,45.19,45.69,45.00
45.27,44.42,45.27,44.34
44.82,44.70,45.09,44.46
44.62,44.21,44.62,43.71
44.12,45.34,45.77,43.97
45.16,44.18,45.16,44.02
43.88,41.67,43.88,41.60
41.50,42.66,42.79,41.50
42.84,41.42,43.00,41.27
41.28,41.89,42.94,41.28
41.64,41.68,41.87,41.18
41.36,41.43,41.66,41.06
41.35,41.23,41.63,40.39
41.37,40.49,41.71,40.44
40.46,40.51,41.10,40.00
40.51,40.19,40.60,40.13
40.10,39.74,40.47,39.65
39.61,39.10,39.83,39.05
39.02,39.86,39.86,38.61
39.84,40.92,42.79,39.21
41.29,42.52,43.02,40.81
42.59,42.82,43.10,42.41
41.64,42.50,42.80,41.59
43.02,42.49,43.02,42.30
42.54,42.71,43.17,42.53
42.44,41.37,42.44,41.31
41.37,40.99,41.37,40.85
41.34,40.95,41.44,40.93
40.88,40.30,40.89,39.94
40.29,39.55,40.29,39.55
40.66,40.44,40.66,39.80
40.85,40.34,40.85,40.22
40.45,40.55,41.50,40.30
40.95,40.75,41.00,40.65
40.90,40.70,40.95,40.56
40.50,40.95,41.00,40.10
40.60,42.05,42.65,40.60
42.50,41.90,42.55,41.50
41.85,41.85,41.91,41.50
41.70,42.35,42.50,41.60
42.60,42.50,42.60,41.85
42.50,42.35,42.85,42.20
42.40,42.30,42.75,42.15
42.45,41.25,42.45,41.00
41.40,40.20,41.40,40.05
40.30,41.10,41.35,40.30
41.15,40.95,41.70,40.80
41.50,41.95,42.00,41.25
41.90,41.70,42.00,41.20
40.00,42.35,42.65,40.00
41.95,42.50,43.05,41.95
42.20,42.85,43.00,42.20
42.85,43.45,43.55,42.70
43.35,42.95,43.40,42.60
42.75,42.85,43.34,42.35
42.85,42.75,43.10,42.65
42.60,42.05,42.95,41.95
42.20,41.45,42.40,41.40
41.55,41.60,41.80,41.50
41.10,41.55,41.65,41.10
41.75,41.90,41.95,41.35
41.55,41.00,42.13,40.95
40.95,41.20,41.40,40.95
41.30,41.58,42.00,41.30
41.75,41.35,42.10,41.35
41.35,40.35,41.40,40.30
40.45,40.50,40.75,40.35
