IDXX,IDEXX Laboratories,NASDAQ
88.77,89.90,91.04,88.24
89.01,89.47,90.32,88.41
89.94,90.26,90.58,88.81
91.08,90.71,91.23,90.43
90.91,90.72,91.94,90.72
90.72,89.69,91.26,89.65
90.44,90.73,92.19,89.51
90.85,89.85,91.58,89.64
89.90,88.73,89.90,87.99
89.47,91.06,91.39,89.00
91.04,91.10,91.73,90.31
91.60,92.54,92.85,91.19
92.26,91.47,92.54,90.96
92.66,93.26,93.42,91.73
93.26,93.89,94.00,92.69
95.60,96.08,96.97,95.60
96.41,95.56,96.42,95.39
96.00,96.05,96.21,95.24
95.95,95.60,96.48,95.45
95.38,96.02,96.50,95.20
95.79,97.42,97.80,95.60
96.00,96.37,97.04,91.03
96.99,96.79,98.70,96.52
96.43,97.37,98.02,96.43
97.28,96.60,97.40,96.04
96.02,97.73,97.82,96.02
97.75,97.85,98.62,97.31
98.11,97.99,98.90,97.61
98.29,99.19,100.37,98.29
98.88,98.91,99.59,98.41
98.69,98.65,99.36,98.09
98.42,97.49,98.86,97.18
97.22,96.77,97.66,96.73
97.00,97.00,97.37,96.79
97.02,96.84,97.31,96.54
96.56,97.05,97.15,96.31
97.00,97.00,97.14,96.19
97.11,96.53,97.19,96.28
95.75,95.66,96.16,94.86
95.42,95.76,96.02,95.05
95.48,96.00,96.44,95.48
96.12,96.51,96.93,95.54
96.06,95.87,96.73,95.81
96.31,97.14,97.97,96.09
97.51,97.29,97.73,96.57
97.19,97.64,98.35,97.19
96.82,95.54,96.90,94.95
95.34,95.28,96.26,94.68
95.30,95.17,95.81,94.50
94.85,93.82,95.48,93.70
94.26,93.19,94.90,92.09
93.09,95.34,95.61,92.84
94.00,95.25,95.72,94.00
95.62,95.40,96.25,94.49
95.76,96.41,96.65,95.36
96.61,97.19,97.29,96.49
96.80,97.23,97.32,96.32
97.20,96.36,98.00,96.20
96.35,96.74,97.16,95.85
97.09,97.04,97.56,96.61
97.20,98.07,98.34,96.65
98.04,98.35,98.75,96.81
98.55,98.08,98.92,97.63
98.26,98.46,98.95,97.61
98.05,99.19,99.55,97.92
99.42,98.01,99.44,97.94
97.85,97.69,98.24,97.46
97.94,98.26,98.39,97.64
97.68,98.57,98.80,97.28
97.95,99.65,100.35,96.79
99.67,102.74,102.81,99.13
101.79,102.78,103.51,101.07
102.29,101.26,102.77,100.45
101.08,101.99,102.72,101.08
101.22,101.60,102.27,100.90
101.81,101.21,102.22,100.97
101.81,101.35,102.31,101.21
102.33,103.15,103.21,102.04
103.18,104.17,104.18,102.61
103.72,106.18,106.28,103.47
105.68,105.18,106.87,104.92
105.55,105.80,106.63,105.14
105.24,106.24,106.37,105.24
106.36,106.47,106.79,105.67
106.32,105.97,106.64,105.68
105.84,103.23,106.80,102.08
102.35,104.94,105.40,102.35
104.71,103.95,105.25,103.84
103.90,104.60,104.92,103.48
104.37,107.41,107.41,104.06
107.54,108.30,108.77,106.92
108.17,107.83,108.78,107.43
107.63,107.86,108.67,106.91
108.00,108.20,108.60,106.93
113.11,108.83,113.11,107.45
108.12,108.68,109.02,107.20
109.37,108.64,109.37,107.63
109.27,108.56,109.82,108.41
108.80,109.61,109.72,108.05
109.04,108.48,109.04,108.21
108.00,106.70,108.11,106.57
106.63,105.92,106.63,105.16
106.26,106.45,107.63,106.00
106.93,107.00,108.53,106.61
107.40,106.09,107.71,105.77
106.03,107.07,107.51,105.57
106.95,107.35,108.18,106.64
107.79,107.51,108.83,107.00
107.84,105.49,108.43,105.47
106.02,105.39,106.59,104.90
105.33,104.53,105.61,104.21
104.98,104.48,105.08,104.05
104.84,104.16,105.22,103.78
103.96,105.02,105.48,103.11
104.57,104.96,105.32,104.41
104.32,104.38,105.22,103.45
104.27,104.00,104.88,103.26
104.67,104.00,105.42,103.75
104.00,104.12,105.64,103.02
103.89,103.50,104.50,103.02
103.75,102.15,103.94,101.96
102.31,101.59,103.23,101.33
101.41,102.27,102.77,101.41
102.92,103.43,104.79,102.69
103.66,104.34,104.69,103.06
104.74,104.00,105.31,103.54
103.43,103.81,104.77,102.70
103.82,105.21,106.14,103.82
105.75,105.34,105.75,104.27
105.19,106.00,106.44,104.20
106.16,105.72,106.51,105.66
106.02,106.77,107.06,105.71
106.56,106.69,106.95,105.60
107.18,106.37,107.18,105.56
105.99,105.03,107.47,104.64
105.59,106.29,106.56,105.06
106.60,105.32,106.93,105.01
105.67,107.86,107.90,105.05
107.96,108.31,108.90,107.15
108.35,108.98,109.09,107.47
109.00,109.05,109.99,108.23
108.52,108.38,109.50,107.75
108.88,110.01,110.58,108.01
109.99,112.11,112.56,109.99
112.01,112.51,112.75,111.37
112.22,113.58,113.72,111.94
113.83,114.18,115.00,113.35
114.34,114.58,114.98,113.62
113.96,114.60,114.93,113.61
114.36,113.28,114.36,111.70
113.43,112.91,114.69,112.43
113.23,113.11,113.61,112.77
112.07,113.45,113.88,112.07
112.31,113.76,114.15,111.32
112.27,114.26,114.39,110.95
113.69,109.09,113.69,108.58
115.00,115.10,116.88,110.85
114.50,116.23,116.47,113.03
116.80,117.05,117.80,115.39
117.80,118.89,119.13,116.85
119.11,120.88,120.98,118.75
120.75,122.28,123.07,119.83
122.04,122.68,123.86,120.61
121.79,124.07,124.23,119.08
123.48,124.00,124.30,122.51
124.00,125.60,125.70,123.44
124.65,125.09,125.79,124.06
125.22,126.33,126.83,124.22
126.22,124.64,126.43,124.38
125.31,125.44,126.19,124.65
125.71,125.54,126.36,125.08
126.00,126.13,126.72,125.64
126.20,126.35,126.85,124.93
126.12,125.90,126.99,125.08
124.69,124.58,125.56,124.07
126.05,126.09,126.82,125.32
126.43,126.00,126.76,125.23
126.38,126.67,127.45,125.77
127.06,126.73,127.38,126.00
126.16,127.55,128.25,126.16
128.02,127.59,129.27,127.44
126.81,128.26,128.47,126.22
128.56,126.09,128.56,126.03
125.59,127.91,128.05,125.59
127.99,123.68,129.17,123.64
124.09,124.94,125.62,123.14
124.71,123.74,124.71,122.96
123.89,123.54,124.15,122.87
123.99,121.75,124.82,121.49
122.32,121.73,122.38,120.05
121.95,122.18,123.45,121.63
122.98,121.55,123.10,121.50
121.68,121.55,122.52,120.19
122.09,121.59,122.72,120.96
121.94,121.40,122.35,121.27
122.00,121.65,122.00,120.81
122.00,122.32,122.36,121.20
122.49,124.20,124.65,121.31
124.99,121.95,125.20,121.78
121.44,120.02,122.73,119.58
120.21,120.97,121.20,118.92
121.48,122.54,122.63,120.67
122.51,119.64,123.83,119.18
118.83,117.50,120.17,117.38
118.87,118.39,119.54,116.11
118.63,118.14,119.26,115.84
118.72,118.24,119.52,117.89
118.42,117.94,119.73,117.86
118.30,118.33,119.16,118.03
118.35,118.75,119.48,117.15
118.76,119.88,119.90,117.73
120.55,120.65,121.15,118.62
122.20,123.75,125.33,120.01
124.35,124.09,125.47,122.24
124.21,126.51,126.73,124.21
126.05,126.44,126.83,125.76
126.45,127.72,128.20,125.67
127.59,128.38,128.83,127.09
128.81,129.88,129.98,127.03
129.40,129.93,130.15,128.27
130.22,129.38,131.00,127.69
129.61,130.85,131.92,128.95
130.55,131.30,131.44,129.66
132.21,132.46,133.40,131.94
132.31,128.88,132.31,128.38
128.41,127.98,128.79,127.59
127.77,126.79,128.94,126.04
127.00,127.09,127.46,126.13
126.73,127.71,128.57,125.96
127.44,127.56,128.48,126.20
127.76,127.64,128.54,126.77
127.63,128.24,129.07,127.57
128.22,128.59,128.98,127.50
128.69,129.20,130.07,128.38
128.96,127.55,129.00,127.00
128.03,128.10,128.10,126.71
128.38,128.48,128.95,127.85
128.50,129.17,129.47,127.52
128.77,129.83,130.23,128.53
129.51,130.77,131.04,129.05
131.21,130.97,131.93,130.33
131.00,131.35,132.08,130.42
131.25,130.79,131.25,130.34
130.39,130.68,130.92,129.31
130.36,131.94,132.83,130.18
132.04,131.02,132.27,130.93
131.03,130.98,131.76,130.16
130.51,130.29,131.66,129.84
130.44,130.72,132.30,129.53
130.73,131.35,132.18,130.57
131.70,130.70,131.70,130.39
130.66,131.94,132.07,130.63
131.68,132.62,133.27,130.81
134.16,134.38,136.13,134.16
134.93,134.88,135.97,134.53
134.45,134.17,135.75,133.36
133.62,133.71,134.38,132.96
133.78,133.57,134.42,132.26
133.57,136.71,137.01,132.72
136.51,135.51,137.68,135.19
135.76,136.41,136.72,135.36
136.13,135.01,136.31,134.82
134.68,133.97,135.10,133.43
134.53,134.30,135.02,132.99
132.80,133.39,133.90,131.74
133.74,133.61,134.22,132.58
134.56,135.29,135.56,133.64
135.00,132.81,135.43,132.72
133.00,131.43,134.00,130.38
130.76,130.20,131.48,129.96
130.25,131.25,133.15,129.45
131.15,129.96,131.15,129.69
130.85,131.55,132.69,130.69
131.88,133.51,133.81,131.88
134.09,133.05,134.32,132.57
140.00,129.06,140.00,128.18
129.82,129.40,130.77,128.85
129.09,128.27,129.70,128.26
129.15,126.71,129.99,125.58
126.14,124.48,126.51,124.44
124.43,124.67,125.48,123.66
125.19,126.32,126.63,124.30
125.59,125.76,126.66,125.19
125.47,126.21,126.93,125.38
126.55,126.27,127.44,125.94
126.58,127.88,127.95,126.33
128.87,125.90,129.09,125.72
125.90,126.65,126.84,125.41
126.84,127.59,128.14,126.62
127.95,127.30,128.66,126.40
127.92,126.34,128.13,125.58
127.25,127.37,127.82,126.37
127.68,128.78,128.80,126.72
126.90,124.84,127.07,124.17
124.76,122.39,124.99,122.08
122.15,123.10,123.65,121.54
123.92,124.51,125.08,123.35
124.45,124.87,125.12,124.04
124.76,124.00,125.44,123.92
123.84,123.71,123.94,123.15
124.00,123.97,124.12,122.84
124.30,124.02,125.10,123.37
125.00,126.72,127.76,125.00
126.57,126.51,127.62,125.85
126.44,125.57,126.51,124.93
125.61,124.93,126.24,123.75
124.52,124.89,125.92,124.52
124.67,124.65,125.28,124.17
124.24,124.12,125.18,123.94
123.85,123.68,125.27,123.61
122.90,121.78,123.67,120.69
121.43,122.71,122.92,121.03
122.34,120.90,122.91,120.71
121.27,119.79,121.27,119.68
119.77,116.78,121.12,116.48
116.54,114.67,116.54,114.52
113.99,115.25,116.11,113.49
115.53,118.71,119.04,115.41
118.63,117.31,119.83,117.31
117.31,117.76,118.37,117.04
116.66,119.52,119.77,116.59
119.52,117.83,119.77,117.79
117.39,120.96,122.10,116.01
120.62,121.56,121.90,120.36
122.61,121.95,122.61,120.49
122.29,122.05,123.32,121.70
121.82,121.50,122.69,121.11
121.39,122.98,123.19,120.43
122.69,120.84,123.15,120.49
120.94,119.99,122.17,119.96
120.20,118.46,120.72,118.32
118.75,117.81,119.39,117.37
116.33,117.67,118.47,115.12
115.98,118.19,118.60,115.83
119.00,119.35,119.99,118.10
118.85,120.58,120.60,118.19
121.54,124.40,124.47,120.56
124.39,124.74,125.38,123.30
125.87,126.35,126.42,123.92
133.00,135.20,140.42,130.06
135.33,138.76,138.99,135.33
139.66,142.59,143.13,138.27
142.17,141.95,143.68,140.62
141.15,142.86,143.11,139.67
144.51,141.67,144.51,141.54
142.09,142.83,142.99,139.98
142.84,144.29,144.45,141.83
144.93,144.11,145.62,142.15
144.43,145.91,145.94,143.04
145.61,145.16,146.00,143.86
145.75,147.18,147.67,144.19
147.09,152.19,152.23,146.62
151.40,152.88,153.16,150.96
153.48,152.50,153.89,152.12
152.08,150.22,152.11,149.52
150.01,149.41,151.00,149.40
149.36,149.97,150.95,149.25
149.99,148.58,150.07,147.94
147.72,147.86,149.05,146.70
149.35,147.75,149.51,147.46
148.26,149.59,149.75,147.50
149.48,148.12,150.00,146.85
148.02,148.94,149.68,147.21
148.86,149.35,150.45,147.81
149.12,147.55,150.28,147.11
147.83,149.07,149.99,147.13
149.00,148.65,149.05,147.37
148.10,148.72,150.14,147.50
148.85,148.62,149.85,148.18
148.22,147.84,148.22,146.21
146.41,149.26,149.49,145.01
149.55,147.04,149.73,146.89
148.06,149.09,150.16,147.15
148.08,148.86,150.37,147.75
149.29,146.50,150.45,146.47
146.35,143.37,147.17,143.26
143.98,144.50,145.13,142.63
146.11,147.98,148.01,144.62
147.93,148.24,150.20,147.93
147.89,148.48,149.66,147.07
149.45,147.23,149.64,146.26
147.19,148.68,150.19,146.70
148.85,148.64,150.14,148.17
148.22,150.25,150.71,147.52
150.00,149.70,150.99,149.42
150.00,148.27,150.60,148.11
148.63,147.33,150.15,146.29
147.52,146.31,147.96,145.47
146.62,146.78,147.81,144.76
147.88,149.74,149.80,146.39
150.25,150.83,151.43,149.69
150.64,149.99,151.51,149.33
150.44,151.27,152.25,150.00
152.42,156.00,156.05,151.29
155.26,160.45,162.46,153.70
160.45,158.33,161.52,157.91
159.32,159.49,164.86,156.71
160.35,160.00,160.88,157.61
160.45,159.83,161.09,158.69
160.00,165.34,166.54,158.77
165.50,167.06,168.51,164.48
167.63,166.10,168.28,164.62
164.41,164.88,166.08,163.54
166.26,162.13,166.33,161.59
163.30,163.32,164.23,161.20
162.26,158.42,164.23,157.92
159.07,158.26,160.92,155.61
158.26,156.91,159.84,154.61
156.63,155.37,157.63,154.68
156.10,155.98,157.40,155.60
155.75,154.74,157.72,153.44
153.77,152.87,155.17,152.32
154.27,154.30,155.53,152.88
153.77,157.27,158.16,153.32
157.49,157.36,158.32,155.37
158.82,159.08,159.71,157.38
157.62,156.01,159.98,155.21
155.57,156.68,157.08,154.53
155.90,156.54,157.44,155.46
155.95,158.15,158.72,155.74
157.96,158.46,159.58,157.48
158.31,156.99,159.18,156.27
157.20,157.09,157.81,156.01
157.33,158.03,158.43,156.15
158.20,156.83,159.00,156.72
156.53,159.46,159.86,156.53
158.82,157.23,159.08,155.85
157.01,157.57,158.89,156.23
157.60,157.89,159.71,156.64
157.11,154.53,157.66,153.90
154.28,152.42,154.31,152.02
152.00,150.48,152.05,149.28
150.86,149.97,150.86,149.12
150.02,150.32,150.64,148.63
149.55,149.00,150.33,148.74
150.24,152.43,153.68,150.00
152.49,151.68,152.63,151.06
151.06,151.65,152.84,150.45
151.40,154.45,155.72,150.42
155.24,152.80,156.37,150.84
152.56,154.43,154.65,151.43
154.93,152.57,155.74,152.51
152.42,150.10,153.49,149.69
148.96,150.15,151.32,148.04
150.17,153.17,153.45,149.50
154.30,156.11,157.20,153.42
155.16,154.48,157.32,154.38
153.77,151.76,153.77,150.05
152.05,153.08,153.65,151.48
152.16,153.08,154.61,152.06
152.94,151.07,153.90,150.87
151.00,153.41,154.61,150.57
154.04,152.78,154.06,151.38
153.26,153.56,154.52,153.14
153.16,152.81,154.70,152.65
152.92,151.81,153.04,150.18
152.01,150.99,153.11,150.66
150.19,151.99,152.22,149.78
150.91,149.42,151.32,148.35
150.08,152.12,154.15,149.36
152.86,155.22,155.74,152.37
155.70,155.97,156.11,153.43
155.01,159.40,162.00,155.01
160.00,164.05,164.48,158.82
163.84,161.06,163.94,160.59
147.01,133.56,149.50,133.46
129.77,130.58,131.91,122.74
130.05,125.37,130.60,124.99
125.00,132.93,133.06,125.00
132.99,130.52,133.90,130.20
131.41,126.96,131.50,126.17
131.82,127.90,133.65,126.44
128.50,130.26,131.95,128.25
131.59,130.20,133.07,129.63
130.00,130.54,131.03,129.28
130.00,131.69,132.49,129.57
132.00,130.74,133.36,130.33
131.89,133.28,133.82,130.12
133.73,135.24,136.17,132.22
135.02,135.54,136.48,134.18
135.96,135.35,136.62,133.61
136.03,137.14,139.25,135.79
136.80,138.03,138.12,134.96
138.47,138.72,139.63,137.32
137.84,137.81,139.20,136.29
137.61,137.34,137.75,135.69
137.48,136.05,137.68,133.81
136.34,135.60,137.37,134.90
135.78,135.53,137.03,134.17
134.56,134.07,136.34,133.78
134.98,132.17,134.98,131.00
132.04,132.41,133.35,131.16
131.89,131.20,132.35,130.63
130.84,130.99,132.23,130.39
130.48,129.26,131.17,128.78
129.32,130.29,130.70,128.13
130.36,130.80,131.77,129.61
129.93,129.63,130.78,129.52
129.00,132.44,132.44,128.00
66.40,66.44,66.97,66.01
66.34,66.40,67.16,66.20
66.47,67.26,67.95,66.47
67.47,66.50,67.78,66.40
66.50,66.51,66.73,66.08
66.37,65.77,66.48,65.53
65.83,64.78,65.91,64.57
65.12,64.38,65.63,64.26
64.35,63.69,64.72,63.47
63.50,63.52,65.85,63.39
64.17,64.14,64.63,63.37
64.97,63.13,65.25,62.90
62.96,62.40,63.48,62.09
62.00,62.59,63.07,61.91
62.90,62.64,63.12,61.58
62.11,61.96,63.33,61.77
62.51,62.87,63.45,62.31
63.50,64.09,64.39,62.97
64.57,64.90,65.05,64.06
64.86,64.72,65.24,64.57
64.64,64.12,65.36,63.54
64.76,63.83,64.89,63.01
63.92,63.25,64.14,63.05
63.14,63.40,63.58,62.63
63.47,63.99,64.39,63.47
63.89,70.36,70.36,63.89
70.88,67.05,71.17,66.79
66.60,66.27,66.80,65.54
66.25,66.30,67.11,65.61
66.27,65.84,66.34,65.28
65.84,66.46,66.84,65.56
66.00,71.34,73.47,65.06
71.95,72.73,73.77,71.62
73.19,74.17,74.27,72.88
74.31,73.45,74.80,73.08
73.44,75.12,75.21,73.44
75.98,75.21,77.70,74.87
75.34,76.55,76.68,74.55
76.92,77.47,78.19,76.76
76.95,77.23,78.06,76.50
76.73,77.13,77.20,75.80
77.21,77.16,77.76,76.51
77.35,77.61,77.80,76.75
77.22,78.66,78.86,76.86
78.14,78.40,79.62,78.14
78.47,78.21,78.81,77.29
77.17,75.83,77.34,75.77
75.29,74.20,75.80,73.96
71.28,70.86,72.91,69.90
72.96,69.94,73.78,69.88
71.23,71.93,72.06,69.77
73.02,73.42,73.48,71.61
71.95,73.21,73.68,71.17
73.06,71.47,73.86,71.25
69.94,70.54,71.41,69.46
71.62,72.91,72.91,71.08
72.95,72.97,73.68,72.20
71.97,72.56,72.92,71.89
73.50,74.76,74.97,73.01
75.21,74.35,75.48,74.21
74.48,75.33,75.93,74.19
75.13,76.35,76.58,74.56
76.40,75.70,76.40,74.66
75.76,76.94,77.12,74.96
76.55,76.96,77.24,76.04
77.17,77.92,79.11,76.82
76.80,76.64,77.54,76.47
77.03,76.45,78.32,76.12
75.63,76.16,76.36,75.40
76.13,76.65,77.52,75.98
76.05,76.08,76.53,75.14
76.90,74.54,76.91,73.93
74.26,72.45,74.57,71.81
72.58,72.03,72.94,71.29
72.77,74.25,74.42,71.90
74.08,73.68,74.47,72.19
73.08,75.56,75.59,72.17
75.83,75.01,77.27,74.55
75.07,71.70,75.07,70.93
71.74,72.64,74.25,71.14
72.35,73.20,73.44,70.97
73.62,74.05,74.65,72.74
73.90,75.21,75.41,73.73
74.74,72.74,75.14,72.65
72.99,71.57,73.75,71.06
71.25,73.36,73.55,71.18
73.69,73.70,74.41,72.41
73.75,74.22,74.91,73.33
73.91,74.27,74.86,73.49
74.93,74.68,75.48,73.66
75.03,73.30,75.10,71.67
74.01,75.02,75.12,73.15
74.80,75.94,76.20,74.45
75.78,76.74,77.08,73.68
68.75,68.92,69.13,65.03
67.92,69.96,71.90,66.89
70.27,68.62,70.30,67.85
68.66,69.60,69.61,68.56
69.20,70.03,70.44,68.29
70.26,70.42,71.44,68.96
70.12,70.70,70.91,69.20
70.60,70.54,70.99,69.91
70.01,70.68,70.92,69.25
70.45,70.85,71.16,69.43
71.34,69.74,71.34,69.00
69.64,67.21,69.77,67.13
68.02,66.96,68.02,66.08
66.98,67.92,68.15,66.51
68.17,68.18,68.55,67.43
68.32,68.37,68.59,67.70
68.59,69.06,69.38,68.03
69.50,69.23,70.53,68.94
68.66,69.08,69.99,68.01
68.59,69.01,69.16,68.16
69.15,70.24,70.47,68.87
70.28,70.67,71.20,69.98
70.86,70.82,71.35,69.53
70.25,71.54,71.87,69.16
71.54,71.88,72.80,71.05
71.96,70.02,72.57,69.85
70.00,70.40,71.18,69.69
70.52,70.19,70.71,69.71
69.75,69.54,70.95,68.61
69.34,69.01,69.89,68.12
69.16,69.05,69.61,68.00
68.32,68.45,69.58,68.18
68.29,68.82,69.45,68.05
69.33,69.20,69.74,68.55
69.75,69.82,70.27,68.25
70.04,69.83,70.19,69.41
69.82,69.96,70.56,68.84
70.24,71.34,71.37,70.05
71.52,72.20,72.34,71.30
72.53,72.47,73.59,72.17
72.48,72.95,73.24,71.91
72.79,74.16,74.36,72.48
74.32,74.30,74.97,73.75
74.33,73.97,74.99,73.70
73.53,72.92,74.17,72.90
72.35,71.12,72.66,70.60
71.23,71.83,72.82,70.95
71.50,71.32,72.74,70.58
70.49,69.81,70.74,69.60
70.35,69.10,70.95,69.05
69.30,68.47,69.78,67.93
68.95,69.26,69.78,68.65
69.50,67.40,69.72,67.33
67.48,68.10,68.36,66.70
66.87,67.12,68.00,66.18
67.67,66.95,68.38,66.42
66.20,66.43,67.00,63.84
66.71,65.58,67.24,65.39
66.01,66.36,66.47,63.66
66.18,65.87,66.73,65.57
66.04,65.79,66.49,65.26
65.62,65.19,66.54,64.84
65.61,64.67,65.68,63.48
67.70,70.14,70.44,67.50
69.85,71.40,71.89,68.56
70.29,71.44,72.01,70.29
71.68,71.46,71.95,70.42
71.59,70.92,72.37,70.72
70.76,71.04,71.83,69.70
70.27,69.58,70.46,68.44
67.74,68.49,70.07,67.22
69.05,69.66,71.05,68.96
68.66,67.27,69.55,67.00
68.09,67.85,68.86,66.82
68.39,69.41,69.93,68.16
69.70,71.52,71.60,69.53
71.52,70.63,71.52,70.03
70.11,71.34,71.61,70.08
71.84,71.42,72.49,71.05
71.17,71.70,71.97,70.43
71.09,72.06,72.26,70.26
71.73,73.16,73.21,71.58
73.51,73.48,74.12,73.04
73.31,73.16,74.40,72.82
73.42,75.48,75.76,72.60
75.23,75.59,75.94,74.72
75.21,75.50,75.88,74.37
75.70,76.43,76.60,75.24
76.22,77.77,77.94,76.22
77.80,77.18,77.82,76.19
77.18,77.91,78.04,75.08
78.38,77.41,78.38,76.66
78.00,78.15,78.49,77.61
78.13,78.18,78.38,76.84
77.49,77.04,78.17,76.79
76.26,74.36,76.41,72.88
74.10,74.62,74.87,72.29
74.23,75.45,75.57,74.16
75.90,76.16,76.68,75.45
75.67,76.60,76.91,75.67
76.37,75.46,76.53,75.30
75.40,75.59,75.74,74.48
76.00,75.86,76.35,75.39
75.71,78.13,78.34,75.55
78.43,77.75,78.95,77.56
77.50,78.32,79.03,75.03
77.53,79.37,79.43,76.55
79.27,79.75,80.19,78.58
79.23,79.19,79.84,78.82
79.08,80.16,80.23,76.98
80.00,80.48,80.56,78.90
80.92,80.54,81.19,79.03
81.02,80.33,81.20,80.07
80.29,80.34,80.88,79.75
80.99,80.45,80.99,79.97
80.36,79.82,80.77,79.29
79.62,79.73,79.96,78.87
79.73,79.93,80.35,79.30
80.42,80.32,80.42,79.86
80.44,80.99,81.43,80.11
80.82,80.73,81.23,80.17
80.48,81.11,81.64,80.33
80.91,81.22,81.49,80.53
81.29,81.84,81.99,81.05
81.61,81.93,82.41,80.61
81.52,80.79,82.06,80.57
84.00,84.35,84.50,81.39
85.00,85.28,85.43,84.35
84.48,85.15,85.29,84.40
84.72,85.00,85.46,83.65
84.48,86.13,86.61,84.48
85.63,86.59,87.19,85.63
86.23,87.20,87.37,86.23
87.67,87.81,87.85,87.09
87.82,87.12,87.87,87.08
87.52,87.15,87.76,86.52
87.03,86.67,87.53,86.52
87.06,88.46,88.54,86.97
88.02,87.23,88.62,86.74
87.23,88.33,88.88,87.21
87.75,88.18,88.39,87.22
88.29,88.97,89.24,88.29
89.27,88.12,89.38,87.90
88.71,90.22,90.33,88.39
90.80,90.08,91.38,89.70
89.99,89.74,91.94,89.50
89.63,90.07,90.45,89.42
89.96,87.57,90.48,87.30
87.56,88.18,88.23,87.14
87.42,88.89,88.89,87.42
89.04,88.10,89.04,88.03
88.06,88.04,88.47,87.00
88.38,88.81,89.32,88.04
88.63,88.88,89.34,87.68
88.52,90.25,90.25,88.52
89.76,88.88,89.98,88.65
88.60,88.92,89.43,88.56
89.03,89.57,89.62,88.36
89.92,88.99,89.92,88.77
88.24,89.01,89.02,87.81
88.71,87.66,89.42,87.05
88.71,89.13,90.24,88.44
89.13,89.66,89.82,88.83
89.81,90.04,90.57,89.20
90.59,91.67,91.74,89.25
88.88,87.76,89.77,87.68
87.52,86.62,88.63,85.98
87.83,88.53,88.55,86.84
89.50,91.11,91.15,89.10
91.60,92.86,92.87,90.70
93.16,93.07,93.66,92.58
93.10,93.38,93.69,92.73
93.50,93.57,93.70,92.72
93.86,93.86,94.15,93.44
94.20,94.96,95.00,93.68
94.97,94.60,95.30,94.45
94.80,94.22,95.50,94.08
94.23,93.65,94.68,93.44
93.81,93.21,94.02,93.03
93.22,93.49,93.56,92.93
93.69,93.76,94.24,93.51
93.51,94.06,94.16,93.00
94.63,95.25,95.47,94.33
95.00,94.26,95.55,93.96
94.55,94.44,94.57,93.33
94.51,93.07,94.51,92.90
93.00,93.70,93.83,93.00
93.75,92.77,94.16,92.54
92.77,93.21,93.79,92.52
93.01,93.79,94.46,93.01
93.43,93.51,94.46,93.14
103.76,105.88,108.64,103.13
105.00,107.97,109.93,104.02
107.18,107.98,108.50,107.02
108.57,109.05,109.49,108.11
108.80,108.62,109.37,108.27
108.87,110.98,111.37,108.72
110.75,109.89,110.75,109.06
110.00,110.96,111.13,109.74
110.90,110.78,111.20,110.38
111.48,111.92,112.26,111.07
111.75,110.94,111.98,110.87
111.41,110.81,111.41,110.36
110.87,110.84,111.15,110.36
111.00,111.17,111.77,110.27
111.43,110.46,111.88,110.05
110.36,110.68,111.38,110.35
110.34,109.76,110.79,109.50
109.48,109.91,110.56,109.43
109.74,110.15,111.27,109.48
110.15,112.09,112.78,110.02
112.35,113.06,113.48,112.21
112.60,112.68,113.07,111.75
113.01,113.16,113.89,112.26
113.30,114.09,114.19,113.30
114.21,113.95,114.51,113.08
114.07,114.76,115.06,113.80
114.61,114.20,114.83,113.82
113.35,109.97,113.39,109.92
109.60,111.64,111.75,109.17
111.00,108.17,111.00,108.16
108.18,108.57,109.04,107.71
108.48,109.56,109.84,108.31
108.89,109.54,110.00,108.11
109.53,110.64,111.26,109.50
111.70,111.83,112.22,111.07
111.85,112.07,112.49,110.42
112.89,113.09,114.10,112.45
112.51,111.36,112.87,111.13
111.55,110.96,111.70,110.87
111.29,113.27,113.98,110.51
113.36,113.41,113.52,112.32
112.94,111.87,113.29,111.27
111.98,112.73,113.22,111.57
112.37,113.12,113.27,112.07
112.92,112.93,113.81,112.22
112.95,112.92,113.69,112.57
112.90,113.11,114.07,112.65
113.33,115.32,115.52,112.77
115.47,117.04,117.84,115.46
117.03,112.84,117.03,112.45
113.14,111.73,113.73,111.57
111.01,110.73,111.71,110.47
111.61,111.10,111.73,110.65
111.00,111.27,111.73,110.57
112.60,112.57,113.12,111.70
112.39,112.78,113.30,112.21
112.42,112.06,113.26,111.60
111.31,110.48,111.31,110.24
111.28,113.38,113.64,110.65
113.68,110.98,114.11,110.83
109.50,106.67,110.43,105.89
107.21,104.91,107.27,104.55
104.32,105.05,106.47,104.22
104.90,107.14,107.65,103.77
110.05,103.98,110.45,102.45
103.71,105.44,105.89,103.26
105.40,105.07,106.44,104.93
105.49,106.21,107.65,105.49
107.90,108.53,109.66,107.57
108.31,109.45,110.97,107.97
107.35,109.11,109.27,104.21
110.13,108.76,111.03,106.55
108.46,109.17,109.64,107.59
109.91,109.30,110.35,108.99
109.35,113.09,113.43,109.35
112.41,112.75,114.17,112.41
112.76,115.19,115.41,112.67
115.53,116.13,116.50,114.72
119.64,118.54,119.86,118.12
118.74,119.88,120.08,117.78
119.90,120.16,120.78,119.09
120.16,120.27,120.80,119.78
120.15,119.48,120.79,118.82
119.75,120.34,121.06,119.44
120.53,117.65,120.81,117.65
118.19,114.17,120.94,113.47
114.17,114.58,115.81,114.11
114.80,114.10,115.87,113.74
114.71,115.72,115.76,113.71
