CP,Canadian Pacific Railway Limited Common Stock,NASDAQ
121.69,120.33,122.25,119.82
120.02,119.01,120.45,117.72
116.37,116.80,117.82,113.82
117.19,120.26,120.43,116.49
120.77,121.57,122.09,119.81
121.69,120.74,122.47,120.72
120.44,121.38,122.34,119.33
122.39,122.74,125.71,122.18
121.96,122.75,123.99,121.67
122.31,120.38,122.43,120.35
120.63,120.43,121.36,119.63
119.63,119.83,120.86,118.30
120.46,122.05,122.39,120.33
122.39,122.76,123.47,121.82
124.65,124.83,125.00,124.02
124.95,126.71,127.46,124.94
127.05,126.68,128.38,126.62
126.66,127.06,127.23,126.31
127.59,127.96,129.50,127.20
128.35,128.87,129.51,127.59
128.81,128.98,129.16,128.00
128.94,128.25,129.79,127.72
128.94,126.64,129.06,126.42
126.71,123.58,126.89,121.21
123.78,127.98,128.33,123.26
127.55,127.36,128.48,126.78
127.30,126.77,127.56,126.10
126.49,124.69,126.73,124.36
124.78,122.88,125.76,122.08
124.66,125.42,126.22,123.10
124.86,125.32,126.01,124.60
125.22,124.78,125.72,124.54
125.40,124.18,125.40,123.40
123.14,122.66,124.14,122.39
123.16,123.79,124.20,121.95
123.02,122.66,123.58,121.83
122.49,122.00,122.59,121.54
121.81,124.68,124.76,121.57
123.97,122.35,124.11,122.25
121.60,121.00,122.34,119.55
121.00,122.03,122.33,120.63
121.69,120.68,121.93,120.60
119.90,120.56,121.24,119.50
119.62,118.22,120.32,117.51
119.33,121.99,122.10,118.89
121.62,122.62,123.15,121.06
122.68,119.74,122.95,119.73
118.43,117.59,118.77,115.54
117.69,118.53,118.59,116.85
118.23,118.98,119.45,118.22
119.19,118.03,119.45,117.76
118.75,117.44,119.86,116.51
117.63,120.01,120.06,117.52
119.61,121.42,121.47,119.61
122.80,121.02,122.88,119.84
121.39,121.26,121.87,120.07
122.23,122.67,122.72,121.65
122.58,123.11,123.14,121.38
122.44,121.60,122.57,120.80
122.01,123.78,124.15,121.55
124.94,125.67,126.04,124.93
125.43,126.50,126.50,125.08
126.60,127.99,129.14,125.63
128.46,129.30,129.81,128.31
129.31,126.69,129.62,126.21
125.94,125.64,126.50,124.83
125.59,126.37,126.87,124.60
126.59,125.33,126.59,124.88
125.40,125.58,126.01,124.36
125.66,125.25,126.00,124.74
124.51,123.30,124.96,123.00
123.21,125.23,125.58,123.05
124.32,125.61,125.79,123.84
125.05,124.58,125.05,122.50
124.12,125.39,125.53,123.36
123.77,127.69,128.16,123.74
127.55,128.17,130.48,127.43
128.35,129.14,129.72,127.38
129.54,130.60,131.35,129.53
130.60,129.58,130.87,129.05
129.30,129.91,130.05,129.02
129.53,128.96,129.76,128.36
129.00,130.41,130.58,128.63
130.12,129.27,130.28,128.83
129.54,131.49,132.01,129.42
131.10,130.12,131.42,129.64
130.43,130.96,131.06,129.89
134.01,142.99,144.93,134.00
142.43,141.72,143.28,140.51
142.39,143.37,143.72,139.76
143.37,141.80,143.96,141.10
142.03,144.05,144.40,142.03
144.21,144.50,145.39,143.43
144.40,143.07,145.41,142.88
143.56,145.47,145.47,143.31
146.00,145.78,147.29,145.02
144.91,146.00,146.34,144.67
146.37,146.22,147.04,145.95
146.52,145.34,146.97,144.62
145.77,145.20,146.28,144.71
145.01,146.58,146.90,144.50
145.55,146.74,147.05,145.55
146.57,148.50,148.88,145.87
148.68,148.98,149.53,147.95
149.20,149.48,149.95,148.76
149.74,149.82,150.53,148.76
149.44,147.55,150.20,147.38
148.00,147.25,148.45,146.86
147.01,149.29,149.30,146.74
149.26,151.28,151.95,148.40
151.73,152.91,154.04,151.51
152.53,152.50,153.25,151.94
150.91,152.12,153.65,150.82
152.12,153.88,155.30,151.56
153.57,156.52,156.96,152.91
156.10,153.31,156.40,151.36
152.20,152.96,154.64,150.55
153.11,151.79,153.11,151.36
152.74,154.19,155.11,152.45
154.12,152.96,154.89,152.29
152.96,151.97,152.96,151.76
152.27,149.99,152.42,149.46
149.07,150.28,151.15,148.22
151.81,150.60,151.81,149.68
151.72,149.68,152.58,149.58
149.90,149.49,150.50,149.15
149.00,150.68,151.23,148.51
150.65,153.27,153.45,150.21
153.54,152.71,154.90,152.64
153.39,152.35,153.91,151.68
152.39,152.07,152.69,150.88
152.24,152.62,153.64,152.04
153.00,150.87,153.09,150.51
151.02,150.50,151.65,150.25
150.56,151.32,151.92,150.56
150.23,149.20,151.64,149.17
150.35,149.94,151.42,148.80
150.01,147.47,150.09,146.86
146.99,146.92,147.80,145.89
146.94,146.16,147.59,144.53
145.85,148.63,149.26,145.72
148.03,153.25,153.58,147.96
153.19,150.67,153.26,150.00
150.73,149.79,151.18,148.51
149.93,150.03,150.39,149.34
149.20,149.68,149.73,147.66
148.84,149.31,150.05,148.84
149.35,149.18,150.40,148.70
149.65,149.12,151.29,148.29
147.97,148.05,148.92,147.12
146.97,141.70,147.26,141.35
142.50,141.60,142.64,140.41
141.55,141.86,142.68,140.22
141.19,147.61,153.68,139.37
149.94,153.16,153.86,148.45
150.52,151.48,153.01,149.31
151.47,147.28,152.79,146.40
147.75,148.41,148.51,145.40
147.09,148.26,148.51,145.01
147.62,150.65,150.95,146.99
151.89,151.81,152.64,149.32
151.26,151.79,152.59,150.78
151.78,152.98,153.44,151.10
153.48,154.54,154.59,152.50
153.78,154.97,155.35,152.45
154.75,154.65,156.90,153.61
155.15,156.81,157.37,154.65
156.35,155.61,157.30,155.45
155.84,156.34,156.97,155.35
156.40,156.22,156.95,155.64
157.91,157.95,159.70,157.20
158.00,156.00,158.66,155.69
157.04,155.06,157.04,154.72
155.69,154.74,155.69,154.10
154.97,157.00,159.05,154.43
155.40,156.15,156.75,154.81
157.95,157.85,159.07,157.65
158.24,158.68,159.40,158.01
159.12,158.58,159.77,158.07
158.70,156.10,158.70,155.67
156.00,154.35,156.02,153.72
154.91,152.95,155.55,152.49
152.61,156.83,157.03,151.60
157.39,154.87,158.23,154.50
154.20,153.24,154.29,153.04
153.96,154.80,155.99,153.66
155.38,155.99,157.98,155.16
156.12,153.79,156.12,152.71
152.95,151.40,153.24,150.99
152.25,150.36,152.37,150.01
150.75,150.09,151.98,149.18
150.86,150.46,151.16,149.61
150.73,149.18,151.82,149.00
149.04,147.48,149.27,147.15
147.96,148.23,149.65,147.53
149.40,150.43,152.28,149.30
150.64,150.72,151.21,149.15
150.96,153.28,153.96,150.32
153.41,153.70,154.00,151.45
153.11,151.95,154.86,151.46
150.97,147.91,151.51,147.91
148.30,147.75,148.76,146.33
148.14,149.01,149.92,147.91
148.94,144.60,148.94,144.15
143.38,143.86,145.36,142.73
144.43,145.15,145.76,143.65
145.28,145.29,147.53,143.75
145.88,147.26,147.43,145.40
147.32,148.18,149.70,147.32
148.24,148.94,149.36,146.72
151.72,156.76,158.47,151.72
156.46,154.87,157.03,154.53
155.54,153.03,155.62,152.04
152.85,155.20,155.35,152.36
155.76,154.98,156.19,153.31
149.90,151.22,151.70,149.60
151.24,155.97,156.35,150.62
155.29,156.20,157.48,155.20
157.44,157.75,159.84,156.60
157.32,156.65,157.39,155.29
156.65,156.08,157.05,155.91
156.07,158.17,158.43,155.63
158.26,160.10,161.20,157.89
159.51,159.18,160.50,158.68
159.85,162.26,162.58,159.58
162.11,160.29,162.32,160.22
160.44,160.98,162.05,159.80
160.81,158.93,161.71,158.04
159.37,160.36,160.53,158.72
160.65,162.14,162.43,159.12
161.31,162.15,164.37,161.13
162.64,163.36,163.92,162.22
163.20,164.73,165.81,162.81
165.23,165.68,165.91,164.03
166.62,166.52,167.14,165.75
166.78,166.81,167.60,165.73
166.98,167.40,167.68,166.08
167.36,167.52,167.90,166.34
168.24,169.74,169.85,167.81
169.78,171.46,171.83,168.68
172.58,174.28,175.10,172.30
174.77,177.45,177.57,173.55
177.62,179.75,179.77,177.30
179.91,179.57,181.13,178.44
178.95,179.60,179.77,177.38
179.38,180.97,181.58,179.05
180.03,181.74,181.92,179.35
181.10,184.82,186.00,180.91
184.72,184.41,185.68,183.20
184.32,182.09,184.90,182.05
182.00,182.73,182.84,181.43
183.16,182.54,183.42,182.20
183.52,184.16,184.46,181.38
183.68,183.27,184.24,182.39
181.18,177.03,181.18,176.96
176.88,178.69,179.51,176.81
179.20,179.82,180.03,178.10
179.74,180.13,180.56,179.02
179.99,181.14,184.98,179.68
181.20,180.20,182.36,179.90
183.84,181.39,184.34,181.05
182.18,183.08,184.27,181.96
186.90,183.31,186.90,182.53
182.64,182.28,182.90,180.60
182.41,184.00,184.04,181.58
182.22,181.89,182.56,180.76
181.76,182.85,183.50,180.74
183.59,182.79,184.18,182.30
182.30,182.69,183.30,181.52
182.75,183.91,184.27,182.25
185.22,188.04,192.79,184.65
188.99,194.84,194.84,188.99
194.69,195.53,196.91,193.78
196.33,198.03,199.65,196.09
199.14,198.51,199.58,197.18
199.19,195.75,199.19,195.46
195.11,194.60,195.71,194.19
194.56,192.61,194.82,192.06
193.08,190.49,193.28,190.13
190.18,192.73,192.97,190.17
192.31,189.95,192.68,189.65
189.32,187.18,190.41,186.09
188.36,191.92,192.18,187.01
189.12,190.30,190.59,188.59
189.43,189.75,191.32,188.94
190.45,187.54,191.09,186.43
188.03,189.50,189.75,186.77
190.00,191.72,192.27,189.80
191.59,191.11,193.01,190.06
191.56,190.57,192.32,190.19
191.20,194.08,194.16,190.97
195.24,195.53,195.59,191.81
196.24,196.91,197.69,195.80
197.12,197.73,198.12,196.67
197.52,200.22,200.51,197.11
200.92,199.92,200.92,198.65
200.00,199.61,200.47,198.90
200.06,199.74,200.40,199.38
200.62,200.05,201.23,199.97
200.75,200.44,200.91,198.52
200.32,200.36,200.55,199.00
201.01,200.60,201.21,199.59
200.84,203.93,204.44,200.70
205.50,205.02,207.22,204.74
205.90,206.82,208.20,205.05
206.98,207.41,207.93,206.40
207.42,205.70,208.65,205.59
205.65,206.25,207.24,204.80
206.68,204.62,206.71,204.04
202.80,206.29,206.38,202.52
205.89,201.36,206.07,200.96
201.80,201.53,202.44,201.27
201.81,205.94,206.56,200.75
206.31,208.78,209.82,205.98
210.41,206.80,210.71,205.82
207.35,205.69,208.00,204.59
206.08,202.98,206.84,202.49
202.68,201.15,203.04,201.00
200.30,202.27,202.44,199.72
201.10,199.15,202.12,198.42
198.72,202.28,202.93,198.68
201.09,205.15,205.44,199.80
206.70,207.47,210.87,204.61
205.51,199.55,206.39,196.45
201.53,210.22,210.43,201.47
212.05,214.67,220.20,211.65
219.28,214.82,219.33,213.37
213.25,207.22,213.25,206.71
207.21,207.84,208.00,201.36
208.03,199.26,208.18,198.31
197.96,189.37,198.01,180.51
194.51,184.97,200.75,184.71
185.42,188.69,192.28,182.62
183.99,187.12,188.37,180.13
182.79,193.81,197.07,181.93
198.17,199.50,201.98,198.17
198.00,196.43,199.25,194.47
194.99,200.02,204.50,191.83
201.41,196.69,202.30,196.25
199.09,203.27,204.87,198.01
204.02,204.83,205.39,201.00
204.15,202.90,204.34,200.56
204.75,205.49,206.41,203.74
206.34,204.47,207.33,202.52
204.10,204.94,207.13,202.75
207.59,207.68,208.30,205.93
207.30,202.60,207.44,202.25
201.78,202.84,203.28,200.11
203.93,203.91,205.14,202.12
204.10,205.69,206.42,203.54
206.26,206.47,208.66,205.93
207.51,208.93,209.51,206.16
208.80,210.01,211.06,208.25
210.24,207.81,212.19,207.46
208.08,206.71,209.65,206.51
206.94,204.56,207.32,204.14
203.95,204.08,207.01,203.15
205.06,202.55,205.18,202.01
202.72,202.19,202.82,200.51
201.74,203.95,205.25,201.52
206.47,204.53,206.62,203.08
205.78,207.69,208.82,205.72
208.95,208.38,209.90,207.90
208.33,209.88,209.98,207.51
206.12,193.16,206.12,192.09
193.76,187.79,193.79,181.64
187.01,193.55,194.25,186.34
193.56,197.84,198.14,192.51
197.20,194.15,198.50,193.15
192.95,191.58,195.36,191.27
186.72,181.03,187.53,179.70
179.58,184.43,184.55,177.88
181.96,176.15,183.52,174.10
175.51,174.70,178.82,173.90
172.89,176.41,179.84,170.51
177.86,177.81,180.51,174.59
177.80,182.52,185.39,176.57
183.03,190.34,191.98,181.25
193.50,191.57,195.00,185.51
192.21,190.93,192.46,187.53
191.16,191.52,192.86,190.54
191.49,194.98,195.15,190.62
196.58,194.85,197.82,193.90
194.89,194.67,195.59,193.75
194.70,195.67,196.19,192.61
195.27,193.20,195.38,192.62
193.43,192.69,194.26,192.00
191.78,188.61,194.22,186.12
186.48,181.03,187.47,180.00
180.23,177.08,180.59,174.43
179.11,176.52,179.55,175.29
178.09,180.78,181.78,176.90
180.84,178.99,181.46,178.31
178.05,176.96,178.05,173.75
177.94,176.83,180.20,174.99
175.07,176.36,176.86,173.69
177.00,177.12,179.90,175.86
175.62,178.71,178.98,175.49
179.53,182.33,183.12,178.65
182.32,183.96,185.24,181.30
180.29,182.49,189.89,180.17
181.83,175.92,181.93,175.73
175.42,178.14,179.72,175.42
176.81,179.40,180.49,175.91
180.78,176.32,180.78,176.23
176.31,178.11,178.62,174.48
175.12,174.67,177.44,174.41
176.22,181.35,182.75,174.68
182.24,185.92,186.33,181.43
184.60,184.53,186.53,183.85
186.26,187.58,189.95,185.66
187.71,187.69,190.36,186.79
187.61,186.41,189.93,185.80
187.31,188.00,189.72,184.46
186.22,185.10,186.27,182.91
186.49,186.84,188.63,184.60
187.12,186.30,189.21,185.77
188.53,194.15,194.66,187.23
192.51,192.57,193.45,191.01
190.49,189.78,193.66,189.48
189.53,189.79,190.85,188.57
190.68,188.24,190.68,187.60
188.24,187.87,189.37,187.52
188.84,190.29,191.49,188.57
189.32,188.59,190.74,188.07
188.50,187.62,189.88,187.21
187.72,188.92,189.75,187.01
188.90,187.94,189.12,186.40
187.28,190.79,190.94,186.11
190.26,193.88,194.24,189.76
191.85,187.97,193.64,187.64
188.19,186.04,188.32,185.87
184.50,183.26,185.27,183.14
183.56,185.58,185.68,183.13
187.28,186.66,187.83,185.16
184.69,184.82,186.50,184.46
185.80,189.72,191.73,185.13
187.97,188.87,189.78,186.96
188.22,190.56,191.72,186.00
189.05,187.26,190.51,186.60
189.03,189.01,191.15,187.66
188.75,185.42,189.29,184.35
185.76,186.80,187.79,184.31
187.45,184.32,188.00,183.86
184.65,184.32,185.12,180.95
184.08,182.20,184.32,181.55
181.73,182.51,184.17,181.55
181.01,182.70,183.79,179.99
182.86,183.82,184.68,181.81
183.63,184.49,185.58,183.63
185.72,182.99,185.89,182.41
183.90,183.54,185.72,183.40
184.51,184.53,185.67,183.20
184.66,187.92,187.98,184.66
188.56,188.62,189.31,187.01
187.71,187.43,189.33,187.15
184.46,186.68,187.29,183.88
187.78,189.10,189.40,187.06
189.10,188.48,189.98,187.56
188.15,189.96,190.27,187.23
189.68,193.87,194.08,189.68
195.25,188.92,196.31,188.06
190.32,195.00,197.67,189.77
194.80,197.43,198.44,192.30
197.57,197.47,198.06,195.63
198.02,195.33,198.02,194.05
195.61,195.00,195.61,193.15
194.55,193.71,195.04,191.58
193.05,190.58,193.05,190.01
190.75,194.34,195.15,190.62
196.09,195.44,197.59,194.46
195.92,189.14,196.04,188.71
190.10,187.30,190.10,186.19
186.36,189.10,189.52,184.47
191.19,188.88,191.51,188.21
188.62,186.81,190.22,186.73
187.12,182.71,187.13,182.59
183.10,179.10,183.39,177.14
177.84,178.27,180.44,174.69
177.86,179.54,180.65,177.44
178.76,176.97,179.50,176.58
176.34,173.92,176.78,172.73
174.69,173.68,174.96,172.18
172.62,176.73,178.27,172.50
174.94,176.74,177.11,174.45
177.13,173.84,177.88,173.62
174.01,174.72,175.58,173.64
173.59,167.84,173.64,165.50
166.14,164.71,167.00,164.29
163.66,167.22,167.53,163.10
167.43,167.20,169.11,166.12
166.68,167.00,169.42,166.51
167.16,167.83,168.41,165.65
166.96,169.27,169.62,166.64
168.98,165.39,168.98,164.25
165.95,164.81,166.71,164.07
165.85,166.11,167.99,165.32
166.49,167.05,168.64,165.30
165.36,167.13,168.50,165.20
165.60,167.02,167.88,165.48
166.87,166.92,168.57,166.70
168.46,168.16,168.98,166.32
168.58,169.61,171.45,168.55
168.42,167.45,170.12,167.15
169.23,168.31,169.90,167.98
168.03,167.90,169.32,167.66
167.15,162.78,168.60,162.46
164.20,162.04,164.90,161.91
161.79,161.73,163.21,161.35
159.27,159.74,160.85,158.04
159.51,160.23,160.81,158.61
160.73,160.20,161.30,158.54
159.46,161.51,161.93,159.16
160.63,160.31,163.39,159.62
159.33,160.71,161.12,156.91
159.07,155.80,159.20,155.79
157.70,154.69,158.27,154.24
155.75,157.36,157.99,154.28
157.53,157.20,158.76,156.80
156.49,156.49,157.97,155.66
156.54,156.46,159.55,156.01
157.03,156.49,157.40,155.54
157.00,157.57,158.64,156.16
157.93,158.72,160.12,157.15
156.99,150.50,160.60,146.42
151.57,157.33,158.30,151.57
156.66,154.20,157.77,153.58
154.66,156.13,158.00,154.39
155.00,154.55,156.00,153.44
155.86,157.49,158.08,155.04
157.35,161.49,161.86,156.74
160.20,161.50,161.80,160.07
162.12,160.85,162.83,160.14
160.49,159.63,161.21,158.54
159.32,158.82,160.63,158.44
159.52,158.45,160.72,158.26
158.41,156.93,158.42,155.10
156.44,156.45,158.38,155.98
157.24,160.94,161.28,157.24
159.37,159.53,160.11,158.80
159.00,159.40,159.89,156.33
158.47,158.09,159.84,157.84
157.89,159.15,160.33,157.89
158.73,157.14,158.73,156.50
156.58,155.24,157.30,154.96
154.60,151.40,155.00,150.47
149.42,146.42,149.48,144.01
143.77,140.88,144.57,140.15
131.50,135.92,140.00,129.83
138.65,133.65,139.98,132.95
136.88,136.21,136.93,133.08
137.60,144.05,144.78,137.60
142.93,146.16,146.86,142.05
146.11,145.20,146.23,143.09
142.74,140.42,143.76,139.21
141.90,139.18,142.48,137.88
140.19,140.87,142.07,138.98
138.71,138.75,140.28,138.23
141.19,143.65,143.94,140.85
144.21,143.62,146.20,143.05
142.45,145.55,147.79,142.36
145.25,143.62,147.15,143.11
143.81,143.26,144.22,142.43
143.38,146.48,146.81,143.38
146.49,149.31,150.10,146.16
148.91,149.33,152.56,148.91
147.61,147.06,149.51,146.58
147.54,147.95,151.78,146.64
145.42,143.26,145.62,142.44
143.10,140.85,143.62,139.45
139.06,139.33,139.73,136.60
141.18,141.51,142.54,140.61
140.18,137.91,140.90,137.46
137.79,138.14,138.71,136.61
141.06,143.57,143.65,140.72
144.32,146.36,146.84,144.31
144.53,149.47,149.66,143.75
150.72,151.11,152.22,149.95
150.93,148.99,151.64,148.77
150.70,152.93,154.20,150.66
152.88,156.24,156.83,152.74
156.57,157.60,157.82,155.34
157.39,154.92,157.80,153.59
153.44,151.21,154.02,151.06
151.13,151.12,151.62,149.39
152.20,152.23,152.87,149.99
151.80,148.41,152.14,148.34
147.90,146.29,148.45,144.95
148.00,151.43,152.66,143.16
152.59,148.62,153.14,148.35
149.07,153.12,154.34,149.07
153.46,153.32,154.53,150.88
153.34,152.69,154.20,152.18
151.22,144.44,151.31,143.90
146.35,144.04,147.65,142.22
143.47,143.83,145.16,143.02
144.84,140.50,144.87,140.24
140.17,140.06,140.45,138.23
139.86,141.94,142.49,138.29
141.84,138.15,142.39,136.69
137.95,136.00,138.44,134.83
135.15,134.31,135.57,133.39
133.71,142.18,144.76,130.91
141.26,139.95,143.44,139.05
140.85,137.54,141.03,136.93
136.26,137.61,138.38,135.00
136.82,135.99,139.10,135.63
135.67,137.39,137.53,134.13
137.48,138.58,140.00,133.84
143.48,146.65,148.80,142.30
146.71,148.58,149.02,145.20
149.40,149.24,150.70,147.80
149.46,146.75,149.56,146.10
146.20,146.45,147.26,145.65
146.28,147.93,148.19,146.10
147.53,147.96,149.40,147.16
146.81,147.47,148.26,146.39
147.27,147.27,148.80,146.60
146.63,143.25,147.48,141.88
143.57,140.91,144.06,139.80
138.46,134.49,138.90,134.17
133.55,130.48,133.70,129.98
128.25,126.13,128.25,124.01
125.95,129.02,129.43,125.79
129.10,126.02,129.10,125.54
124.29,123.47,125.30,122.75
123.34,123.03,124.68,122.27
123.71,125.00,125.38,123.11
125.26,128.56,128.72,125.05
128.85,126.93,129.54,126.41
126.58,125.07,127.46,124.34
125.68,123.52,126.51,122.66
123.87,126.28,126.86,123.27
127.13,128.50,128.51,126.29
128.51,127.86,129.48,127.74
127.76,127.12,128.04,126.80
128.43,128.54,129.56,127.92
127.68,127.35,128.29,126.70
126.12,127.60,127.91,126.00
125.47,126.48,126.54,122.48
125.79,125.99,127.18,124.14
123.60,117.10,124.30,115.98
113.78,112.51,115.08,112.19
113.70,112.67,114.25,112.34
113.49,111.80,113.81,109.09
112.76,111.26,114.28,109.93
112.20,104.82,112.43,104.71
105.13,106.50,107.43,103.91
102.34,104.37,105.04,102.21
106.06,106.92,107.22,104.40
104.27,104.17,105.09,100.92
103.82,104.67,105.22,97.09
108.73,116.80,118.12,108.46
116.48,113.80,116.98,113.57
115.18,116.07,117.10,113.90
115.63,115.23,117.97,113.66
117.15,120.37,121.23,116.24
120.78,119.73,122.70,119.57
116.38,119.53,120.12,115.00
116.77,113.38,116.77,111.87
115.31,115.59,116.05,111.65
116.17,123.47,126.37,116.02
121.90,120.91,122.59,119.40
118.68,121.85,122.33,117.42
120.27,124.10,126.23,119.18
123.00,124.84,126.14,123.00
120.15,121.08,122.24,117.36
122.19,124.01,125.30,120.76
125.80,124.75,126.00,121.53
126.50,129.78,130.57,125.55
130.44,126.63,130.46,125.00
124.90,125.90,127.17,123.93
128.01,127.29,129.22,127.21
126.81,122.34,126.90,121.82
120.27,120.35,121.01,117.21
121.53,120.25,121.86,119.01
121.73,120.80,123.80,120.36
120.95,121.19,122.71,120.19
122.28,122.96,125.37,121.81
121.81,119.95,123.13,119.92
119.90,121.98,122.61,119.41
122.36,125.26,126.84,121.79
124.90,131.80,131.93,124.60
130.56,125.63,131.52,125.40
126.87,129.08,129.62,125.83
129.26,125.70,131.10,124.50
127.50,131.97,132.22,127.31
130.85,131.95,132.98,130.53
130.95,126.99,130.99,126.72
128.00,127.29,128.14,125.70
128.11,130.14,131.39,126.23
131.98,133.87,134.23,131.49
133.51,134.77,135.77,133.30
133.33,130.76,134.01,130.60
131.09,129.19,131.15,129.00
127.51,129.17,129.66,126.63
129.42,128.11,129.87,126.49
127.38,131.14,131.65,126.33
132.63,134.04,135.58,132.63
134.44,132.69,134.62,132.21
131.53,132.00,132.22,128.64
131.92,131.54,133.30,131.19
129.66,130.75,131.93,128.92
131.12,130.05,131.16,128.90
128.77,130.02,130.50,128.39
132.00,134.79,134.97,131.82
136.79,139.37,141.07,136.20
139.77,144.17,144.94,139.77
146.08,149.82,151.36,145.78
149.52,147.83,149.79,147.24
147.39,146.17,147.93,146.06
145.03,145.75,146.95,143.80
147.52,149.83,150.09,147.00
146.23,148.91,150.61,144.18
147.78,150.16,151.01,147.29
150.12,149.44,151.38,148.09
148.10,144.58,148.66,144.13
144.06,143.35,145.65,142.02
144.38,145.24,146.11,143.60
145.24,144.74,147.16,144.12
145.58,144.25,145.71,142.89
144.54,145.44,146.03,142.87
143.17,142.70,143.97,142.13
141.37,140.97,142.30,139.91
141.54,140.00,142.05,139.92
139.00,138.82,140.86,138.48
138.80,136.66,139.03,135.92
137.19,137.96,139.20,137.14
138.00,137.58,138.33,136.01
138.78,137.21,139.89,136.90
136.54,133.62,137.47,133.11
133.99,133.77,136.53,133.73
133.02,133.22,135.88,132.79
132.71,131.96,135.16,131.03
130.74,128.24,130.74,127.59
129.11,129.13,130.29,128.94
128.61,127.95,129.00,127.49
128.98,128.05,130.92,127.65
128.55,129.38,129.95,128.26
130.95,129.25,131.24,128.62
129.11,130.33,130.59,128.38
130.64,129.59,131.78,129.54
128.73,130.77,131.20,127.53
129.48,130.20,130.74,129.04
131.23,132.70,133.19,129.72
133.41,133.76,133.94,132.50
134.16,135.91,136.28,134.09
136.92,136.42,138.73,136.24
135.15,134.15,135.57,133.74
133.51,129.94,133.98,129.80
128.66,128.02,129.55,127.44
127.84,127.28,128.05,126.73
127.26,126.30,127.95,126.22
125.32,124.45,125.32,122.31
125.19,127.59,128.38,124.99
129.64,127.43,130.60,126.90
123.32,124.34,125.42,121.70
124.65,127.36,128.02,124.65
129.28,130.22,130.40,128.55
124.31,123.82,126.55,123.56
120.79,121.01,122.33,119.50
121.87,123.51,124.19,121.70
125.02,126.41,126.95,124.77
127.81,128.79,129.37,125.66
128.38,130.16,131.44,128.38
131.13,129.91,131.31,129.78
128.72,131.08,131.20,127.02
131.43,130.26,132.43,129.75
130.89,133.35,133.77,130.89
133.87,133.01,134.67,132.96
134.87,136.46,137.02,134.61
136.54,139.01,139.83,136.36
139.59,141.70,143.15,139.59
141.82,141.47,142.23,140.89
140.60,143.78,143.87,140.10
142.21,143.09,144.83,141.92
141.96,150.61,151.87,141.64
149.47,149.00,153.00,148.24
149.61,149.16,150.49,148.46
147.93,146.91,148.84,146.75
146.94,146.68,147.38,146.00
146.83,146.40,146.83,144.31
145.94,148.10,148.60,145.53
148.06,149.78,150.70,147.83
148.96,150.10,150.36,148.81
149.48,146.66,150.00,145.41
146.47,147.28,147.78,146.19
141.84,143.18,143.72,141.65
143.19,144.04,145.50,143.19
144.71,144.43,145.99,144.07
145.04,144.86,145.69,144.20
145.89,144.50,145.97,143.67
145.06,146.82,147.50,145.06
146.55,147.50,147.90,146.17
148.07,148.92,150.00,147.99
149.73,149.24,149.96,147.77
149.24,150.05,150.29,148.54
150.17,152.00,152.99,149.76
151.18,152.43,152.90,150.71
151.41,152.75,153.09,150.75
153.77,153.05,153.94,152.65
152.71,152.03,153.72,151.96
151.64,152.29,153.12,151.63
152.90,153.13,154.75,152.30
153.13,154.73,155.68,152.68
154.52,155.20,155.48,154.25
154.31,153.11,154.90,152.09
153.24,153.89,154.93,152.21
155.38,154.59,156.24,153.82
156.02,155.22,156.99,154.84
155.48,155.88,157.34,155.07
155.83,154.10,156.67,152.66
151.78,147.68,152.49,147.66
146.90,150.05,151.39,146.13
148.13,147.67,149.15,146.41
147.21,147.03,149.05,146.04
146.64,148.24,148.56,145.95
147.23,146.95,147.67,145.67
148.17,146.72,148.54,146.27
147.44,144.41,147.99,144.19
145.29,147.84,148.03,145.21
149.44,147.72,149.88,147.39
147.00,146.52,148.02,146.49
145.87,146.36,147.13,145.12
145.84,146.99,148.49,145.57
147.00,150.07,150.70,146.98
150.57,150.61,151.40,149.52
151.91,152.70,153.25,151.37
151.61,152.84,153.88,151.61
153.39,151.75,153.99,151.26
152.36,154.74,155.04,152.32
154.79,153.06,155.03,152.47
152.64,152.09,152.67,149.72
152.63,153.17,153.43,151.96
153.23,152.44,154.20,151.68
152.59,151.33,152.93,150.51
150.43,152.25,152.93,149.24
152.91,150.71,153.98,150.64
149.56,150.35,151.08,148.50
151.68,153.43,153.86,151.18
150.93,150.36,154.96,149.35
149.86,146.03,150.75,145.41
145.27,147.09,147.41,144.88
147.34,145.54,148.34,145.31
145.65,147.10,147.29,145.29
146.31,143.73,146.73,142.63
143.99,145.03,145.51,143.60
144.79,144.11,146.46,143.70
143.97,142.96,145.04,142.90
143.49,141.09,144.03,139.51
140.66,142.21,142.81,140.59
142.22,141.00,142.76,140.57
141.24,140.42,141.66,140.06
142.33,143.50,145.66,142.33
143.36,143.74,145.02,139.29
142.31,143.67,143.93,140.18
144.26,146.10,148.72,142.67
145.66,143.53,146.52,143.11
143.95,142.69,144.82,142.33
143.17,144.84,145.25,142.43
143.68,144.98,145.18,142.82
145.11,146.22,146.77,144.98
145.69,145.60,146.27,145.09
146.53,148.50,148.61,146.53
149.44,150.25,150.42,148.84
149.62,149.15,150.51,149.05
149.05,149.24,149.90,149.05
149.60,148.36,149.62,147.95
148.10,149.02,150.00,147.08
150.14,153.25,154.15,149.22
154.50,155.38,156.36,153.47
155.73,151.16,155.97,150.56
152.52,151.55,153.82,151.40
