IHE,iShares U.S. Pharmaceutical ETF,NASDAQ
101.51,99.32,101.51,98.84
99.98,100.13,100.52,99.10
99.20,98.39,99.22,97.60
99.24,98.84,99.24,98.42
99.14,99.76,100.22,99.14
100.30,100.39,100.84,100.20
100.68,99.65,100.68,99.65
100.39,100.45,101.46,100.13
100.56,100.08,100.88,99.75
99.96,99.72,100.08,99.04
100.42,101.15,101.15,100.30
101.72,101.92,101.92,101.66
102.32,102.50,102.71,102.18
102.66,102.99,103.01,102.58
103.59,104.24,104.29,103.59
104.20,104.80,104.90,103.89
104.97,105.07,105.24,104.59
105.47,104.14,105.47,103.92
104.73,104.21,104.77,104.13
104.39,104.07,104.59,104.05
104.29,104.87,105.09,103.59
104.88,105.23,105.39,104.67
105.56,105.08,105.56,104.89
105.46,104.45,105.46,104.42
104.29,105.53,105.53,103.97
105.30,106.36,106.39,104.87
106.36,105.98,106.62,105.80
106.50,106.31,106.96,106.00
106.86,107.03,107.69,106.86
108.22,108.16,108.32,107.73
108.15,108.72,108.77,108.15
108.94,108.70,109.08,108.45
109.00,108.18,109.09,108.10
107.91,107.86,108.07,107.60
108.16,107.76,108.16,107.11
107.67,107.25,107.76,106.92
107.00,106.94,107.27,106.59
107.32,107.20,107.43,106.60
107.20,106.58,107.67,106.58
105.95,104.99,105.95,104.74
104.64,104.13,104.64,103.88
103.75,103.97,104.59,103.75
104.18,104.56,104.86,104.18
104.62,104.36,105.19,103.97
104.40,104.76,104.97,104.29
104.89,105.22,105.22,104.35
105.07,105.45,105.99,105.07
104.32,103.26,104.89,103.14
103.31,103.80,104.07,102.83
103.57,104.57,104.89,103.57
104.83,103.95,104.83,103.72
104.50,104.47,104.99,103.87
104.65,105.59,105.80,104.61
105.98,105.73,105.98,105.44
106.16,105.87,106.47,104.61
106.07,106.47,106.54,105.79
107.08,107.34,107.50,107.00
107.34,106.90,107.59,106.76
107.00,107.30,107.56,106.92
107.47,107.57,107.57,106.76
108.60,108.63,109.09,108.28
108.77,108.92,108.96,108.40
108.72,109.53,109.79,108.05
109.50,109.41,109.71,109.08
109.58,108.90,109.58,108.79
108.89,107.82,108.89,107.58
107.49,107.14,107.72,107.04
107.29,106.43,107.32,106.43
106.43,106.89,107.15,106.43
106.53,106.62,106.99,106.47
105.88,106.39,106.62,105.55
106.97,107.82,107.91,106.90
107.56,108.09,108.19,107.56
108.05,107.55,108.08,107.13
107.70,108.24,108.32,107.70
107.55,107.07,107.72,107.05
106.90,105.06,106.90,105.06
104.31,103.42,104.41,102.64
104.07,105.60,105.61,104.07
105.93,105.79,106.09,105.50
105.36,106.01,106.06,104.81
106.00,105.35,106.11,105.35
105.64,107.45,107.45,105.64
107.45,108.66,108.72,107.36
109.03,108.18,109.03,107.65
108.45,107.48,108.45,107.09
107.86,108.64,108.82,107.86
108.49,108.76,108.85,108.14
108.87,109.45,109.64,108.87
109.52,109.47,109.52,108.80
109.70,109.59,109.71,109.22
110.00,110.54,110.59,109.81
111.00,108.90,111.00,108.60
109.16,108.66,109.33,108.45
108.97,109.54,109.60,108.36
109.92,110.06,110.06,109.50
110.16,110.68,110.68,109.86
111.09,109.87,111.11,109.65
109.97,109.14,110.46,109.14
109.71,112.14,112.14,109.71
112.54,113.37,113.38,112.54
113.00,113.73,113.73,113.00
113.55,114.83,114.86,113.19
115.10,115.45,115.64,115.10
115.69,116.22,116.23,115.46
116.30,115.31,116.65,115.31
115.20,115.58,115.80,114.91
115.59,115.61,116.21,115.36
115.87,116.42,116.42,115.86
116.50,117.24,117.25,116.42
117.55,117.45,117.91,117.35
117.92,117.25,117.92,117.22
117.25,117.38,117.42,117.09
117.78,117.31,118.69,117.25
117.37,117.69,117.95,117.37
117.81,116.76,117.81,116.27
116.36,116.51,117.07,115.59
116.36,116.21,116.39,115.96
116.80,117.34,117.44,116.62
117.71,117.20,117.71,117.13
117.21,116.57,117.21,116.02
115.99,114.20,115.99,114.10
114.18,113.99,114.44,113.91
114.29,113.97,114.29,113.51
114.43,114.33,115.03,114.07
114.41,113.81,114.41,113.24
114.01,116.19,116.19,113.73
115.89,116.02,116.12,115.61
116.57,116.79,117.22,116.57
117.75,117.13,117.75,116.83
116.90,117.03,117.26,116.62
117.08,117.67,117.75,117.08
117.91,117.40,117.91,117.11
117.55,117.81,117.90,116.96
117.83,118.10,118.10,117.54
117.88,117.30,117.88,117.00
117.59,117.75,117.91,117.47
118.20,117.03,118.34,116.87
117.54,118.18,118.41,117.37
118.53,120.03,120.09,118.53
120.85,120.85,120.90,119.61
120.95,122.00,122.00,120.75
122.48,122.21,123.49,121.93
122.18,123.61,123.69,122.12
124.37,123.40,124.37,123.29
123.45,123.93,123.93,123.05
124.15,123.90,124.72,123.88
124.76,124.82,124.93,123.78
124.92,124.55,124.92,124.23
124.35,123.71,124.35,122.94
123.07,120.76,123.21,120.76
121.14,119.35,121.14,118.48
119.86,121.18,121.33,119.86
119.66,119.82,120.88,119.28
120.49,121.84,122.14,120.49
120.53,120.82,121.42,120.35
121.11,118.07,121.63,117.93
118.92,119.44,119.61,118.49
119.41,118.90,119.61,117.74
119.46,118.84,119.66,118.42
119.33,120.39,121.35,119.33
121.35,123.03,123.04,121.35
123.48,124.55,124.82,123.22
125.00,124.48,125.07,124.30
124.06,125.38,125.42,123.46
125.36,125.79,126.22,125.36
128.17,129.60,130.06,128.17
129.65,129.90,130.78,129.29
129.86,132.02,132.07,129.86
132.12,131.45,132.19,131.32
132.16,132.22,132.90,132.01
132.65,132.60,133.03,132.14
132.61,132.77,133.36,132.16
133.20,133.70,133.85,132.62
133.90,132.01,133.97,131.13
130.43,131.34,131.63,129.77
132.55,134.30,134.53,132.55
134.45,134.04,134.45,133.47
134.64,131.53,134.64,131.41
132.18,131.57,132.24,129.97
131.57,131.13,131.57,130.00
130.81,130.48,132.05,130.26
130.01,130.54,130.71,129.15
130.76,128.94,131.47,128.62
128.52,129.66,130.09,128.52
130.25,130.28,131.19,130.02
130.67,132.21,132.35,130.59
132.40,131.50,132.81,130.62
131.55,130.86,131.57,130.37
131.62,128.01,131.62,127.96
128.13,125.59,128.29,124.44
125.88,125.88,127.45,124.81
126.65,125.41,127.66,125.41
125.18,125.28,125.89,123.48
125.67,124.61,127.02,124.04
125.12,126.69,126.69,125.12
126.84,127.12,128.30,126.18
127.01,127.52,127.81,126.79
127.08,126.27,127.68,125.57
126.97,124.28,128.16,124.12
124.39,122.66,125.52,121.99
122.98,122.31,123.01,120.75
122.87,125.72,125.75,122.68
125.88,121.95,125.88,121.13
120.83,120.31,122.59,119.99
121.05,120.02,121.81,118.40
120.53,121.25,121.63,118.12
122.00,122.86,122.86,121.59
122.97,122.97,123.83,122.34
123.01,125.53,125.53,123.01
127.33,128.79,129.54,127.33
128.79,128.14,128.88,127.57
128.46,128.19,128.46,126.42
128.00,127.31,128.00,127.01
128.43,127.78,128.93,126.12
128.32,128.69,128.83,127.82
128.71,129.28,129.37,127.98
129.60,129.81,130.74,129.00
129.68,129.13,129.71,128.72
128.58,129.75,129.76,127.47
129.80,128.42,129.80,128.36
129.00,127.78,129.00,126.00
127.81,126.42,128.44,125.94
125.88,126.42,126.53,124.79
127.40,127.82,127.85,127.07
127.87,128.28,128.90,127.87
129.15,128.40,129.15,127.52
128.40,127.50,128.42,126.38
127.59,127.61,127.68,126.79
127.50,128.40,128.41,127.50
128.57,127.67,128.57,127.25
128.10,128.39,128.74,127.89
128.75,129.54,130.00,128.75
129.68,130.08,130.13,129.45
130.99,130.47,130.99,130.25
130.55,129.82,130.68,129.78
130.16,130.68,130.72,130.16
130.66,131.22,131.45,130.43
131.24,131.49,131.51,130.09
132.00,131.33,132.00,130.74
131.12,130.95,131.19,130.68
131.28,131.28,131.71,130.40
131.48,131.56,131.57,131.26
131.73,131.59,131.98,131.03
131.74,131.87,131.90,130.78
131.55,132.25,132.28,131.55
131.85,131.50,132.32,131.10
131.29,131.74,131.96,130.88
131.42,132.15,132.29,131.22
131.93,132.95,133.28,131.83
133.13,133.96,133.96,132.75
133.96,134.02,134.02,133.35
134.33,135.86,135.86,134.25
135.84,135.49,136.16,135.31
134.96,134.74,135.64,134.74
134.48,135.95,135.95,134.48
136.38,135.67,136.38,135.16
136.33,135.44,136.33,135.11
135.73,135.11,135.93,134.99
135.85,137.20,137.47,134.03
137.92,137.73,137.92,137.20
138.08,138.18,138.42,137.51
138.00,135.90,138.13,135.88
135.97,134.10,135.97,133.14
134.28,134.34,134.51,133.74
133.17,134.08,135.91,132.50
133.56,133.96,134.17,133.07
134.57,135.60,135.71,134.37
135.82,133.49,135.82,133.32
134.04,132.85,134.28,132.62
132.55,130.84,132.92,130.79
131.08,132.81,132.89,130.97
132.64,132.60,132.74,131.90
133.16,133.43,134.31,133.16
134.00,133.96,134.18,133.61
134.15,133.77,134.24,133.41
132.98,132.85,133.21,132.46
132.70,131.69,132.83,131.32
131.81,132.11,132.64,131.53
132.63,133.14,133.32,132.35
132.60,130.24,132.60,130.19
130.04,130.18,131.19,129.10
130.28,130.44,130.66,129.22
129.75,129.18,130.28,128.63
128.53,128.93,129.59,128.08
129.73,127.48,129.73,127.18
127.60,129.25,129.25,126.90
129.70,128.97,130.15,128.96
128.87,128.61,129.50,128.50
129.12,130.00,130.35,129.12
130.57,131.57,131.57,130.57
132.17,132.07,132.89,130.97
132.93,133.07,133.34,132.73
133.53,134.69,134.73,132.84
134.90,134.81,134.99,134.14
135.16,134.33,135.16,134.14
134.54,135.09,135.26,134.32
135.97,136.20,136.36,135.51
136.33,137.22,137.30,136.22
137.50,137.21,137.64,137.00
136.84,136.90,137.21,136.75
137.14,137.62,137.62,136.90
137.67,137.74,137.77,137.31
138.60,138.31,138.75,137.85
138.89,137.03,139.40,136.92
137.72,138.18,138.18,136.31
138.65,138.69,138.69,137.95
138.47,137.62,138.47,137.45
137.78,138.89,138.92,137.70
138.36,139.32,139.32,138.01
139.30,138.48,139.30,138.05
139.01,138.97,139.12,138.09
138.23,140.31,140.31,138.19
140.95,141.67,142.21,140.95
142.30,142.25,142.42,141.84
142.85,142.08,142.97,141.31
142.14,141.12,142.14,140.28
140.12,140.57,141.26,139.45
140.55,142.66,142.66,140.55
142.38,140.74,142.59,140.49
140.85,141.03,141.07,140.03
140.03,141.60,142.04,139.69
141.87,140.35,142.13,140.35
140.51,139.16,140.51,138.47
139.16,139.57,140.07,137.95
140.69,142.08,142.23,140.32
143.36,140.88,143.36,140.44
140.20,138.34,140.20,138.34
138.60,141.16,141.18,137.25
141.46,138.55,141.60,138.49
138.45,136.82,139.76,136.82
137.10,133.54,137.10,133.51
134.52,133.79,135.55,131.84
132.16,133.80,134.23,130.00
132.31,134.29,135.25,131.37
135.96,135.09,136.17,134.30
135.29,136.74,136.75,135.29
137.92,139.66,139.66,137.86
140.14,138.62,140.51,138.62
139.87,141.39,142.41,139.48
141.99,142.97,143.04,141.91
142.97,142.64,142.97,141.83
144.22,143.86,144.22,142.78
144.09,143.72,144.12,143.00
143.85,146.67,147.02,143.75
149.30,145.99,149.30,145.47
146.14,146.52,146.52,145.53
146.51,146.73,146.92,145.50
147.70,145.49,148.00,145.39
146.00,146.60,146.93,146.00
145.52,144.20,145.52,143.01
144.14,145.21,145.21,143.40
145.40,145.55,145.91,144.78
145.15,145.71,145.82,144.78
145.74,145.24,146.60,144.77
145.00,144.92,145.06,143.99
144.88,145.96,146.72,144.88
146.00,148.61,148.80,146.00
148.70,147.52,148.70,147.09
147.12,147.64,147.88,146.57
149.28,148.16,149.55,147.85
148.66,149.93,149.94,148.62
150.38,150.43,150.45,149.63
150.68,152.51,152.51,150.68
152.98,152.58,154.20,152.34
152.28,150.70,152.40,150.69
151.36,152.77,152.80,151.36
152.97,153.23,153.44,152.36
153.33,153.30,153.97,152.74
153.88,154.45,154.50,153.25
154.35,154.58,155.55,154.01
153.78,154.40,154.44,151.75
154.23,152.06,154.23,151.97
152.55,152.42,154.38,152.04
150.82,149.68,151.84,149.58
150.09,148.16,150.23,147.50
147.68,146.91,150.24,146.80
147.21,149.98,150.04,146.84
151.93,153.80,153.80,151.63
154.12,155.18,155.77,153.53
155.15,154.39,155.15,153.43
155.01,150.61,155.10,149.72
149.79,151.19,151.86,149.79
152.37,152.48,152.66,151.90
152.46,152.64,152.94,152.24
152.31,151.82,152.79,151.81
152.09,151.40,153.36,151.37
152.06,151.95,153.04,151.25
151.14,150.95,152.34,150.58
151.00,150.09,152.29,148.56
150.71,153.33,153.42,150.71
155.30,156.04,156.29,154.98
156.61,155.75,156.65,154.80
156.75,155.83,157.82,155.50
156.52,155.75,157.99,154.00
154.50,156.05,156.29,154.26
156.54,153.07,156.59,153.02
153.06,156.83,156.95,152.71
157.19,157.06,157.46,155.00
156.85,156.23,157.69,156.02
157.00,157.47,158.89,154.31
157.39,157.49,158.11,157.27
157.53,159.48,159.48,157.13
158.49,158.84,159.89,157.90
159.52,156.26,159.61,155.94
156.36,157.43,157.53,155.00
157.06,154.62,157.21,154.59
154.81,154.82,155.30,152.72
154.95,155.70,155.78,152.60
154.41,154.22,155.01,153.59
157.01,159.57,159.80,157.01
160.01,158.76,160.12,158.53
158.28,158.04,159.33,157.72
158.97,160.47,160.53,158.57
160.40,160.72,161.79,159.98
161.60,162.10,162.19,160.83
162.60,163.48,163.48,162.10
163.15,165.17,165.27,163.15
165.11,165.21,165.46,163.84
165.55,165.68,165.92,165.16
165.98,167.59,167.59,165.20
167.55,167.54,168.39,166.93
167.58,167.17,167.86,166.46
167.55,167.98,168.32,166.35
168.35,169.72,169.72,167.66
169.49,168.40,169.62,168.36
168.60,169.72,169.95,168.60
168.94,168.62,169.13,167.37
168.50,169.91,170.05,167.16
170.93,171.63,172.71,170.93
170.74,169.33,170.95,169.05
169.89,170.64,170.83,168.45
168.93,168.69,169.82,167.81
169.59,170.02,170.32,168.51
170.63,172.49,172.49,170.49
172.18,172.54,173.42,171.22
173.40,175.36,175.36,173.40
174.86,175.72,175.99,174.11
175.50,178.18,178.92,175.39
178.25,179.17,179.24,177.27
182.12,178.85,182.12,178.34
178.35,177.78,179.01,177.32
178.05,176.26,178.72,176.19
176.30,171.44,177.23,171.40
169.92,171.27,173.02,169.13
171.24,172.81,173.37,171.24
173.63,174.66,174.71,173.27
174.54,172.42,174.54,172.40
172.15,170.90,172.32,168.74
171.70,170.53,171.70,170.15
169.66,170.33,170.93,169.13
170.37,171.41,172.59,170.37
171.85,175.72,176.25,171.85
176.03,176.42,177.20,175.23
176.48,178.16,178.24,176.00
177.85,177.70,179.00,177.46
177.98,178.24,178.24,176.67
179.45,179.00,179.90,178.74
179.13,178.49,179.13,177.89
177.96,177.41,178.00,175.85
178.77,177.60,179.11,176.87
179.05,178.84,179.85,178.56
179.50,178.66,179.50,177.99
177.96,179.84,180.08,177.94
179.65,179.21,180.09,179.10
179.25,173.00,179.25,172.71
173.39,173.03,174.20,170.39
172.50,172.45,173.64,171.33
171.85,167.96,172.13,166.90
168.95,170.69,170.80,168.95
171.31,171.57,173.00,171.31
172.00,169.71,172.00,169.50
170.38,169.06,170.71,167.72
168.60,169.57,170.50,168.54
171.10,172.45,172.98,171.10
172.76,173.36,173.90,172.76
171.94,171.10,171.94,170.47
171.59,171.10,171.99,170.45
171.91,172.80,172.95,170.51
173.19,173.07,173.46,172.42
172.71,174.22,174.50,172.64
174.41,175.24,175.65,174.06
175.25,175.52,176.10,174.95
175.48,175.20,175.48,174.82
174.97,175.01,175.63,174.77
174.61,173.92,174.97,173.39
174.44,176.23,176.32,173.97
175.90,177.12,177.21,175.40
177.12,177.16,178.92,176.73
178.39,177.38,178.39,176.41
177.28,176.81,177.60,175.96
177.34,177.59,177.59,176.47
177.09,176.26,177.96,175.52
176.00,177.15,177.17,174.74
177.29,175.59,177.29,175.55
175.77,175.23,175.88,174.23
175.65,176.85,177.00,174.99
176.97,177.66,177.88,176.68
177.35,175.44,177.35,175.36
174.28,175.11,175.26,173.25
174.91,175.74,175.83,174.49
176.46,176.07,177.14,175.75
176.60,178.56,179.15,176.60
178.49,178.12,179.08,178.12
179.36,180.17,180.29,178.65
180.29,180.51,181.28,180.00
179.75,178.07,179.98,177.94
178.90,179.07,179.20,177.48
178.83,177.04,178.98,176.47
175.69,172.64,176.43,172.56
174.35,174.82,175.00,173.22
175.82,175.84,176.52,175.01
176.25,175.58,176.25,174.96
174.20,176.21,177.03,173.80
177.51,178.00,178.01,175.15
176.71,174.20,176.71,174.20
175.94,176.06,176.81,175.42
177.73,178.77,179.09,177.56
180.75,182.43,182.72,180.75
182.15,183.81,183.91,181.89
184.19,183.13,184.64,182.63
184.43,184.17,184.50,183.73
184.48,184.01,184.48,183.22
184.41,183.89,184.52,183.45
184.02,182.94,184.42,181.72
181.62,183.52,183.66,181.52
184.09,182.90,184.20,182.65
182.85,179.85,182.85,179.71
179.19,178.89,179.69,177.83
179.88,182.19,182.19,178.44
182.19,181.08,182.19,180.13
180.69,180.09,181.44,178.92
180.65,181.61,182.12,180.26
181.90,181.21,182.40,179.87
181.61,180.06,181.87,179.19
180.89,180.48,181.41,179.92
180.84,176.07,180.84,175.65
176.18,175.91,176.18,173.35
177.07,176.71,177.74,176.21
175.12,175.16,176.63,174.19
173.80,174.99,175.34,171.24
174.85,174.41,175.99,174.16
173.92,174.83,174.88,172.54
174.18,177.45,177.45,173.38
177.00,176.65,178.01,176.60
175.55,175.94,176.84,174.58
174.96,171.13,175.29,171.13
169.50,167.93,171.52,167.38
166.72,161.00,166.72,113.55
163.04,158.88,168.00,158.88
160.47,165.63,165.63,159.00
167.11,168.85,169.51,166.02
168.08,169.55,169.55,167.56
169.35,166.92,170.54,166.17
164.95,163.27,165.64,161.93
164.85,166.08,166.08,163.06
167.11,163.95,167.70,163.53
162.47,162.50,163.83,161.19
165.28,166.91,167.08,164.50
168.65,163.45,168.66,163.18
163.14,165.21,166.23,163.14
164.64,166.09,166.11,164.04
166.56,165.70,166.56,165.17
166.21,167.92,168.12,166.13
169.11,169.72,169.78,168.09
169.88,173.22,175.06,169.54
171.54,171.04,172.76,170.76
171.79,165.71,171.79,165.00
163.54,163.27,164.73,161.44
163.28,162.60,165.10,161.90
161.23,160.61,161.23,157.66
161.82,153.84,161.82,152.33
152.33,144.38,152.62,142.92
145.38,143.08,147.88,141.22
145.18,148.02,148.29,144.92
148.15,149.54,149.70,146.19
146.84,153.81,153.84,145.66
155.39,153.68,155.87,151.50
153.25,148.95,153.41,146.12
149.71,150.39,152.11,147.26
149.75,150.99,151.45,147.43
151.44,152.73,153.45,151.05
151.99,151.47,152.13,150.35
151.09,147.92,153.01,147.87
148.94,148.93,151.24,147.85
148.04,153.40,153.40,148.04
153.70,155.24,155.38,153.41
154.87,154.93,156.38,152.18
154.51,149.67,154.64,148.90
150.42,146.48,150.42,142.47
146.46,145.06,146.46,141.64
145.78,150.89,152.11,145.78
150.31,151.28,152.56,149.10
151.74,153.95,154.23,151.74
154.04,158.15,158.22,153.08
158.93,157.81,161.91,157.22
158.05,155.76,158.09,155.76
156.54,159.84,160.14,156.54
159.78,160.74,161.54,158.86
161.21,160.22,161.30,159.10
160.03,158.43,160.16,157.00
158.47,159.22,159.45,157.00
159.06,157.88,159.96,156.88
157.53,158.86,158.97,156.62
159.10,156.87,159.23,156.87
156.31,154.01,156.75,153.95
154.18,155.56,156.70,154.18
155.01,156.67,156.85,154.80
157.06,157.27,158.99,156.08
158.33,161.01,161.22,157.54
160.93,159.13,161.05,158.63
160.31,160.42,161.25,160.09
160.26,161.13,162.06,159.99
160.55,161.64,161.77,160.00
161.96,164.00,164.49,161.96
163.94,164.39,164.63,163.94
163.42,162.14,163.98,161.46
163.15,165.29,165.43,162.12
165.25,163.57,166.49,163.35
164.47,159.41,164.47,159.14
160.00,163.53,163.57,159.74
163.38,160.94,164.00,160.43
160.01,162.50,163.09,160.01
161.89,160.41,162.68,159.54
160.42,162.32,162.88,160.06
160.64,158.94,160.81,158.58
158.83,158.75,159.77,156.59
160.41,162.06,162.72,160.41
164.23,164.92,165.13,162.06
165.47,162.45,165.47,162.41
162.12,161.18,163.32,161.18
162.50,162.27,162.59,160.99
162.90,162.75,162.95,161.57
163.67,165.05,165.22,163.67
162.51,162.77,163.03,162.40
161.91,161.90,162.23,160.85
163.03,163.91,164.02,162.71
163.71,163.45,164.47,163.45
163.22,161.69,163.22,161.69
158.63,157.90,158.77,156.76
158.71,158.75,159.56,157.62
156.66,155.24,157.65,153.99
152.51,150.70,153.29,150.18
151.98,147.48,152.10,147.47
148.59,144.86,148.96,142.59
145.78,146.24,147.84,143.31
147.15,141.02,147.73,140.73
141.47,146.21,147.26,138.95
141.86,144.14,144.22,139.84
145.72,142.82,146.40,140.82
140.25,145.22,147.10,139.00
145.47,144.52,147.36,144.06
147.25,147.10,148.09,145.63
146.50,145.53,147.68,145.21
146.16,146.64,146.99,144.61
146.39,142.70,146.59,141.71
144.15,138.84,144.15,138.01
139.48,141.78,141.78,139.13
141.20,141.63,142.28,139.27
140.12,139.41,140.88,138.20
140.00,139.92,140.53,135.81
139.52,139.91,142.06,138.51
139.54,137.59,139.58,137.01
135.63,133.62,136.11,131.76
132.19,134.47,136.20,131.88
135.51,134.28,137.30,133.90
130.87,131.71,132.59,129.50
132.83,133.38,133.38,130.57
135.18,136.71,136.81,135.01
138.34,140.67,141.00,138.34
140.70,137.80,141.01,137.42
137.20,138.35,138.49,136.24
139.83,139.69,140.31,138.55
139.37,138.01,140.24,137.84
136.78,138.39,138.60,134.94
138.55,139.41,139.68,138.37
141.14,140.16,141.30,139.98
139.45,136.16,139.45,136.07
137.34,138.55,138.58,136.12
138.60,140.85,140.87,138.50
140.53,139.96,140.75,138.65
139.24,138.98,140.20,138.83
138.61,141.98,142.47,137.99
141.58,138.34,141.58,138.20
139.29,138.82,139.29,137.50
139.29,138.53,140.88,137.31
139.58,142.49,142.51,139.53
142.07,141.97,142.68,141.31
140.34,135.73,140.34,135.36
135.25,134.16,135.84,132.81
133.99,131.90,133.99,130.19
132.11,133.43,134.00,131.04
133.21,134.88,135.36,133.21
134.21,138.19,138.60,134.21
137.34,135.59,138.51,135.50
134.72,135.58,136.45,133.64
135.93,133.78,135.93,133.07
133.37,136.93,136.95,132.68
137.77,136.50,138.31,136.19
136.50,136.98,138.50,136.11
136.43,139.16,139.50,136.18
139.36,141.01,142.04,139.36
138.70,139.27,140.06,138.38
139.55,144.88,144.89,137.75
144.13,145.43,146.49,143.45
146.59,144.25,146.75,143.61
145.01,141.67,145.01,141.38
141.54,141.36,142.33,140.10
142.04,143.69,143.85,141.00
143.77,143.96,144.45,142.80
144.01,143.74,144.02,142.67
143.01,145.68,145.81,143.00
146.13,145.57,147.26,145.01
145.65,145.82,146.66,144.60
145.74,148.48,148.51,145.44
148.42,148.82,149.50,147.76
147.80,146.02,148.01,145.84
146.00,145.04,146.00,143.38
145.18,143.84,145.18,143.34
143.31,142.98,144.87,142.24
142.75,141.16,142.93,140.07
141.45,141.98,142.75,140.09
141.84,141.31,142.77,140.81
140.45,138.17,140.45,137.58
138.27,136.81,138.27,136.20
135.02,133.82,135.61,132.02
134.30,136.94,137.56,134.30
137.97,138.26,138.26,136.56
138.08,136.08,138.66,136.07
136.84,134.13,136.84,133.26
134.27,134.99,136.17,133.90
136.43,139.61,139.70,136.43
138.99,139.17,140.49,138.57
138.76,140.44,141.28,138.76
139.66,138.97,140.45,137.44
139.30,141.52,141.69,139.16
141.55,141.36,142.22,141.14
142.19,143.86,143.96,142.19
144.08,144.35,145.01,143.82
144.17,144.34,144.78,143.64
144.89,145.35,145.85,144.69
146.23,146.61,146.66,145.74
146.49,147.68,148.32,146.00
146.75,149.51,149.51,146.75
149.26,148.16,149.26,146.50
148.54,149.83,150.16,147.41
148.70,149.17,149.78,147.85
149.21,149.45,149.68,148.46
148.89,148.30,149.89,148.09
147.10,145.95,147.60,145.32
145.13,144.66,146.72,144.57
143.47,144.63,144.77,141.11
145.04,143.96,145.67,143.93
143.42,143.86,144.03,141.94
143.58,141.27,143.58,141.04
142.55,142.37,143.73,142.09
142.36,140.79,142.36,139.63
140.43,141.13,142.71,140.43
142.38,143.45,143.50,141.98
137.72,139.01,141.45,137.71
137.70,135.27,138.20,134.77
136.94,139.07,139.12,136.94
142.06,143.93,144.30,141.79
143.82,144.40,144.57,142.79
144.72,146.01,146.24,144.40
145.50,145.68,146.37,144.64
145.17,147.68,147.76,144.91
147.92,147.91,148.33,146.49
148.34,149.17,149.76,148.12
150.43,150.00,151.00,149.50
150.59,150.73,151.33,150.17
151.32,149.56,151.95,149.45
150.49,150.66,151.06,149.39
150.88,151.05,151.56,150.60
150.98,151.16,151.46,150.53
151.07,149.57,151.07,149.31
150.24,152.33,152.41,150.24
153.40,153.14,154.61,152.44
153.35,153.26,153.52,152.59
153.31,153.27,153.31,152.09
152.85,152.93,153.74,152.60
153.17,155.86,155.97,153.17
155.97,155.40,155.97,154.22
155.27,155.64,156.15,154.52
155.99,156.29,157.37,155.78
156.52,155.75,156.52,154.90
155.82,156.52,156.56,155.24
157.27,156.11,158.11,156.11
155.73,156.17,156.21,155.03
156.46,154.81,156.46,154.16
155.30,156.05,156.47,155.10
155.76,153.29,155.76,152.74
153.74,154.57,154.98,153.60
154.60,154.98,154.98,153.83
155.31,155.55,156.03,155.31
155.27,154.18,155.48,154.10
154.45,154.10,154.45,152.93
154.04,154.77,154.77,154.04
154.17,154.24,154.38,153.49
154.34,154.66,155.51,154.23
155.12,154.89,155.40,154.73
155.40,150.67,156.31,150.41
151.17,148.95,151.58,148.12
149.05,149.88,150.53,148.01
150.00,149.65,150.51,148.66
149.57,149.68,150.30,149.20
149.47,148.95,150.12,148.03
149.03,148.78,149.03,147.90
149.23,147.95,149.49,147.34
148.36,149.75,150.43,147.58
150.39,149.78,150.46,148.87
149.87,150.79,150.87,149.04
149.54,147.45,149.60,147.45
146.84,151.06,151.13,146.84
149.92,149.28,150.13,148.00
149.60,150.25,151.59,149.60
150.32,152.44,152.62,149.78
152.11,153.34,153.46,151.69
153.83,152.62,153.83,152.43
153.66,153.07,154.01,152.85
153.65,154.15,154.36,151.63
154.87,155.90,156.06,154.72
155.66,156.22,156.80,155.66
155.17,153.04,156.00,153.01
153.21,154.45,154.45,153.21
154.70,154.17,154.70,152.90
152.78,148.27,152.78,148.15
148.66,149.44,149.96,147.73
149.10,150.43,150.43,148.37
150.54,150.32,151.26,149.56
150.75,151.87,152.24,150.75
150.74,149.90,150.83,149.06
149.95,149.33,149.95,148.23
150.66,151.87,152.15,150.66
150.88,147.93,151.44,147.14
147.77,145.13,147.90,145.11
143.93,145.66,146.34,142.68
146.36,142.84,146.36,142.81
142.82,141.93,142.95,141.22
143.29,143.56,143.78,142.68
143.80,142.90,143.80,142.47
143.02,144.22,144.65,143.02
143.52,143.39,144.40,142.78
142.93,142.47,143.46,142.47
142.02,143.08,143.62,142.02
142.32,141.73,143.25,140.76
142.90,141.13,142.90,141.13
140.65,138.30,141.00,137.59
138.53,136.40,138.53,136.33
136.42,137.09,137.90,134.80
136.84,135.34,137.60,135.34
135.75,129.41,135.75,129.41
129.20,132.06,133.24,129.20
134.11,135.99,136.12,134.11
134.71,135.82,137.30,133.92
145.46,145.18,146.36,141.68
148.71,148.12,149.58,145.86
148.36,148.14,148.45,146.33
148.97,149.14,149.45,148.36
148.87,148.02,148.87,146.11
148.00,145.62,148.00,145.55
145.80,146.31,146.93,145.18
147.20,144.90,147.20,144.65
145.07,145.17,145.27,144.57
145.51,143.28,145.51,142.08
140.31,144.10,144.20,139.38
144.53,144.79,144.93,143.59
144.31,142.47,144.31,142.43
142.22,140.99,142.71,140.77
141.22,139.67,141.44,139.27
140.01,137.31,140.60,136.94
137.25,138.46,138.88,136.67
139.28,138.95,140.05,138.08
