MORN,Morningstar,NASDAQ
73.03,74.76,74.99,72.48
74.86,75.53,75.73,74.20
75.49,75.53,75.96,75.22
75.50,76.36,76.70,75.50
76.58,76.41,76.69,75.54
76.84,74.75,76.86,74.48
74.65,74.94,75.45,74.19
74.88,74.70,76.39,74.62
74.61,74.86,75.23,72.02
74.74,75.10,75.20,73.98
75.28,74.57,75.60,74.42
74.59,74.21,74.59,73.28
74.18,74.13,74.43,73.48
74.26,73.93,74.74,73.65
73.86,72.70,74.27,72.59
72.74,73.02,73.32,72.56
71.73,73.56,73.85,71.73
73.95,74.18,75.55,72.85
74.08,75.06,75.32,73.69
75.01,74.93,76.00,74.40
74.98,74.50,75.66,73.76
74.32,75.15,75.33,74.20
75.21,74.39,75.21,73.76
74.36,74.99,75.24,74.21
74.77,74.82,75.08,73.97
74.85,74.90,77.55,74.60
