CVM,Cel-Sci Corporation Common Stock ($0.001 Par Value),NASDAQ
0.12,0.11,0.12,0.10
0.12,0.12,0.12,0.11
0.12,0.11,0.12,0.11
0.12,0.12,0.12,0.11
0.12,0.12,0.14,0.12
0.12,0.12,0.12,0.11
0.11,0.10,0.12,0.09
0.11,0.10,0.11,0.10
0.10,0.11,0.11,0.10
0.10,0.09,0.10,0.09
0.10,0.09,0.10,0.09
0.10,0.10,0.10,0.09
0.09,0.09,0.10,0.09
0.09,0.09,0.10,0.08
0.09,0.09,0.09,0.09
0.09,0.08,0.09,0.06
0.08,0.08,0.09,0.07
0.07,0.08,0.09,0.07
0.08,0.07,0.08,0.07
0.07,0.07,0.08,0.06
0.07,0.07,0.07,0.07
0.07,0.08,0.08,0.07
0.08,0.08,0.09,0.08
0.08,0.11,0.12,0.08
0.11,0.11,0.12,0.11
0.12,0.16,0.17,0.12
0.17,0.15,0.18,0.12
0.15,0.12,0.15,0.12
0.13,0.13,0.14,0.13
