MDYG,SPDR S&P 400 Mid Cap Growth ETF (based on S&P MidCap 400 Growth Index--symbol: MUV),NASDAQ
97.77,97.23,98.21,97.23
97.75,97.62,98.16,97.62
98.07,98.84,99.02,98.07
98.70,97.63,98.70,97.53
96.50,94.61,96.52,94.50
94.43,93.77,94.43,92.95
92.85,93.49,93.49,91.79
93.97,93.80,93.97,93.37
95.64,94.75,95.64,94.46
95.44,96.10,96.19,95.43
95.99,96.41,96.41,95.73
96.25,97.06,97.55,96.25
96.86,96.39,97.40,96.30
96.17,96.82,97.04,96.17
97.74,98.01,98.01,96.80
98.53,98.17,98.54,98.17
98.46,99.21,99.34,98.23
98.94,99.00,99.31,98.60
100.38,100.54,100.65,100.22
100.90,100.82,101.22,100.68
101.12,101.09,101.23,100.76
101.38,100.53,101.38,100.13
101.09,100.82,101.09,100.55
101.32,101.55,101.73,101.32
101.52,101.94,101.94,101.52
102.80,102.11,102.80,101.99
102.65,102.21,102.65,101.95
102.63,101.22,102.63,101.22
101.12,101.84,101.86,101.04
101.18,101.08,101.32,100.61
100.92,100.63,100.92,100.55
101.43,101.21,101.56,100.95
101.65,101.80,102.43,101.39
102.57,104.07,104.26,102.57
103.53,103.63,103.70,103.39
103.55,103.54,103.78,103.21
103.40,102.48,103.61,102.26
101.96,101.47,102.20,101.47
102.00,102.27,102.33,101.76
102.20,102.59,102.65,101.93
101.65,102.50,102.71,101.65
102.88,102.47,102.88,102.29
102.44,101.78,102.54,101.57
102.76,99.73,102.76,99.50
99.98,99.63,99.98,99.50
101.87,98.86,101.87,98.79
98.71,100.02,100.33,98.71
99.81,99.66,100.42,99.50
99.76,100.50,100.90,99.76
100.90,100.58,100.90,100.25
100.50,100.36,101.22,100.36
99.40,98.66,99.60,98.34
98.51,98.71,99.03,98.01
98.74,99.31,99.89,98.74
98.70,98.18,98.72,98.18
99.72,97.51,99.72,97.51
98.33,99.11,99.11,98.33
99.44,99.72,99.83,99.12
100.16,99.51,100.32,99.00
100.06,101.33,101.37,100.06
101.93,102.18,102.22,101.71
102.51,102.15,102.51,102.11
102.46,102.31,102.79,101.99
102.47,102.41,102.47,101.89
103.72,102.68,103.72,102.68
102.97,103.77,103.77,102.97
103.92,104.75,104.99,103.10
105.39,104.67,105.39,104.48
104.85,103.62,104.85,103.58
103.60,102.91,103.60,102.32
103.60,103.00,103.71,103.00
102.79,103.23,103.25,102.79
103.71,103.82,103.82,103.34
103.42,103.42,103.42,103.38
102.29,103.61,103.63,102.29
103.45,104.93,105.25,103.45
104.72,104.66,106.60,104.02
104.79,103.80,104.79,103.33
103.80,104.58,104.58,103.77
103.29,103.87,103.97,103.26
104.01,101.67,104.01,101.55
101.68,101.24,101.86,100.45
102.37,103.38,104.28,102.37
103.42,104.16,104.32,103.42
105.32,104.83,105.32,103.74
104.99,103.81,104.99,103.59
104.68,105.18,105.18,104.68
104.97,105.84,105.86,104.74
106.66,106.97,106.97,105.76
107.32,106.91,107.32,106.66
107.59,107.45,107.92,107.00
107.02,106.73,107.02,106.30
106.79,106.99,107.15,106.79
107.17,106.95,107.17,106.50
107.29,106.70,107.29,106.70
107.11,107.36,107.36,106.69
107.78,106.48,107.78,106.46
106.95,106.74,107.51,106.50
106.84,106.94,107.31,106.27
107.41,107.64,107.64,106.94
106.84,107.10,107.36,106.84
107.44,106.77,107.44,106.52
106.81,104.84,106.81,104.84
104.65,106.31,106.31,104.65
106.31,106.71,106.84,106.27
106.71,106.63,106.71,106.25
106.32,107.94,107.94,106.25
108.00,108.40,108.40,107.75
108.61,108.73,108.76,108.30
109.18,107.73,109.18,107.73
108.04,107.15,108.17,106.89
107.53,106.78,107.69,106.53
107.45,108.25,108.25,107.45
108.48,108.58,108.58,108.20
108.60,108.33,108.68,108.06
108.46,108.81,108.81,108.44
108.82,108.96,109.13,108.55
108.93,108.77,109.01,108.77
108.63,108.54,109.31,108.00
108.26,107.86,108.33,107.77
107.70,107.86,108.30,107.52
107.41,107.93,107.94,107.41
108.88,108.73,108.92,108.62
108.74,108.73,109.39,108.73
109.00,108.93,109.06,108.66
108.91,106.87,108.91,106.87
106.95,107.05,107.06,106.80
107.83,107.32,107.83,106.82
107.58,108.28,108.33,107.58
108.00,108.33,108.43,107.56
108.72,109.50,109.50,107.90
109.62,108.83,109.62,108.80
108.75,109.89,109.94,108.75
110.70,110.78,110.78,110.52
111.03,111.15,111.15,111.02
111.41,111.17,111.53,111.15
111.49,111.08,111.54,111.00
111.24,111.37,111.55,111.24
111.81,111.90,111.96,111.66
111.62,110.44,112.13,110.11
110.74,111.13,111.13,110.57
111.48,110.15,111.48,110.00
110.52,110.80,111.30,110.52
111.11,110.87,111.61,110.65
111.94,111.46,111.94,110.86
111.80,112.05,112.14,111.61
111.76,110.65,112.39,110.35
110.98,112.06,112.06,110.75
112.23,112.48,112.61,112.15
112.42,112.16,112.57,112.14
112.34,111.91,112.50,111.90
112.76,112.01,112.76,111.70
112.19,113.09,113.10,112.19
112.41,111.97,112.42,111.70
111.00,109.12,111.00,108.78
109.07,107.80,109.07,106.79
107.87,108.86,109.04,107.84
108.68,107.49,108.74,107.49
109.00,109.46,109.47,108.76
109.17,109.05,109.43,107.99
108.65,106.38,108.65,104.64
105.28,106.04,106.24,104.79
105.54,105.69,106.06,104.43
106.61,107.58,107.60,106.61
108.22,108.72,108.80,107.93
108.94,109.01,109.04,108.42
109.30,110.20,110.38,109.30
110.96,110.93,111.10,110.60
110.44,111.98,112.01,110.44
111.92,112.10,112.19,111.79
112.42,112.99,113.03,112.10
112.73,111.93,113.10,111.93
112.30,112.95,112.95,111.95
113.34,113.21,113.36,113.08
113.36,113.93,114.50,113.36
113.86,113.43,114.24,113.21
113.97,113.97,114.52,113.83
114.05,114.27,114.27,113.73
114.49,114.61,115.20,114.14
117.13,114.22,118.04,113.17
115.18,115.79,116.07,115.18
116.19,115.48,116.19,115.48
115.91,115.62,116.09,115.62
116.39,115.71,116.39,115.46
115.79,115.24,115.79,114.75
114.71,114.26,114.83,114.15
113.89,114.47,114.90,113.50
114.97,113.02,115.02,112.60
112.84,113.38,113.89,112.84
114.47,114.39,114.83,114.06
115.10,115.48,115.54,114.98
115.68,114.75,115.68,114.36
114.73,115.19,115.19,114.24
115.21,114.37,115.49,114.37
115.00,113.03,115.01,112.52
114.25,113.24,114.25,113.24
113.98,111.77,113.98,111.77
111.98,111.39,112.00,111.10
112.00,111.90,112.83,111.90
113.14,113.98,114.00,113.14
114.48,114.83,114.88,114.32
115.61,115.34,115.61,115.04
115.28,114.70,115.31,114.42
114.77,112.66,115.33,112.04
112.38,110.13,112.38,109.64
110.15,110.67,110.89,109.68
111.07,111.89,112.11,110.64
112.28,109.55,112.28,109.00
108.49,108.10,108.96,107.36
108.29,108.06,108.75,107.45
108.13,108.86,108.92,107.10
109.42,110.26,110.33,109.35
110.32,110.82,111.06,110.18
110.75,110.99,111.23,110.72
111.35,112.14,112.36,111.30
111.84,111.57,111.97,111.38
112.11,111.39,112.11,111.36
110.32,110.00,110.40,109.76
110.36,108.52,110.59,107.96
109.64,109.88,110.18,109.64
109.98,110.64,110.67,109.60
110.68,110.76,111.72,110.44
111.00,111.17,111.62,111.00
110.97,111.38,111.50,110.04
110.90,110.39,110.90,110.26
110.89,110.02,110.89,109.49
111.28,109.89,111.33,109.89
109.70,110.12,110.12,109.30
110.78,112.17,112.18,110.78
112.25,111.60,112.37,111.56
111.00,110.51,111.67,110.48
109.74,109.59,109.74,108.25
109.39,109.85,109.85,109.08
110.93,111.12,111.29,110.84
111.24,109.94,111.24,109.45
110.69,110.61,110.69,110.37
111.41,111.44,111.78,111.41
111.72,112.25,112.25,111.31
113.03,113.00,113.03,112.71
113.18,112.56,113.18,112.25
112.74,112.97,112.97,112.70
112.96,112.66,112.96,112.45
113.03,112.91,113.03,112.04
112.73,112.84,112.84,112.40
112.80,113.27,113.27,112.44
113.50,114.44,114.44,113.50
114.87,115.17,115.36,114.54
115.54,115.73,116.15,115.34
115.73,115.14,115.73,114.78
114.93,114.86,114.93,114.60
114.59,114.14,114.67,114.14
113.92,114.09,114.12,113.92
114.19,114.42,114.70,114.19
114.56,115.50,115.83,114.56
115.58,115.83,115.83,115.22
116.11,115.74,116.11,115.63
115.85,116.07,116.07,115.76
116.44,115.96,116.44,115.88
116.14,115.01,116.67,115.00
115.38,115.84,115.94,115.24
116.00,115.51,116.00,115.26
116.00,116.17,116.20,115.83
116.28,116.50,116.73,116.28
117.13,117.94,118.59,117.13
118.25,117.25,118.25,117.24
117.99,117.91,118.01,117.44
118.15,116.90,118.15,116.90
117.01,115.54,117.01,115.04
116.01,115.93,116.03,115.63
114.42,115.22,115.58,114.42
114.50,114.85,114.87,114.40
115.62,115.47,115.66,115.40
115.62,114.88,115.96,114.65
115.80,114.78,115.80,114.33
114.44,113.55,115.08,113.55
114.01,115.11,115.16,114.01
114.74,114.51,114.78,114.24
115.34,115.32,115.70,115.16
115.69,115.12,115.69,115.03
115.56,115.68,115.80,115.45
115.22,114.83,115.22,114.61
115.24,114.46,115.24,114.00
114.81,114.73,115.00,114.56
113.89,114.48,114.48,113.87
113.75,112.07,113.75,111.97
111.75,111.71,111.75,110.69
111.80,111.88,111.88,111.20
111.87,111.77,112.36,111.47
111.01,111.85,112.24,111.01
112.28,111.22,112.41,111.17
111.61,112.51,112.51,111.31
113.20,113.10,113.82,113.08
113.20,112.27,113.22,112.03
112.72,113.29,113.38,112.72
113.61,113.70,113.90,113.57
114.29,113.67,114.29,113.16
114.55,114.96,115.24,114.39
115.16,115.96,115.98,115.16
115.61,116.20,116.20,115.55
116.30,116.38,116.46,115.60
116.48,116.48,116.63,115.98
117.00,116.89,117.00,116.65
117.07,117.23,117.39,116.88
117.51,116.93,117.51,116.80
116.88,116.75,116.90,115.89
116.90,117.34,117.34,116.58
117.71,117.72,118.22,117.56
118.68,117.81,118.68,117.56
117.99,117.25,118.85,117.04
116.91,117.91,117.91,116.91
117.67,117.82,117.82,117.31
117.57,116.69,117.57,116.69
116.96,117.10,117.10,116.75
115.05,117.51,117.65,115.05
117.30,116.79,117.30,116.57
116.84,116.02,116.84,115.89
116.28,116.64,117.01,116.28
117.22,116.77,117.23,116.64
117.39,117.16,117.39,117.10
117.23,116.51,117.45,116.10
115.54,114.84,115.54,114.56
113.81,114.04,115.00,113.77
113.83,114.45,114.45,113.83
114.36,113.12,114.44,113.10
113.34,113.72,114.01,113.21
112.73,113.66,113.73,112.73
113.18,112.78,113.18,112.78
111.90,111.10,111.90,110.99
110.78,111.29,111.50,109.54
112.25,112.38,112.63,112.25
112.51,112.01,112.85,111.60
111.19,110.16,111.48,110.16
109.83,111.63,111.63,109.46
111.11,109.33,111.11,109.18
108.78,107.65,108.78,107.34
106.91,105.20,108.67,105.20
105.85,106.13,106.92,105.58
104.95,105.76,105.76,101.90
104.00,107.14,107.22,104.00
108.61,108.17,109.04,107.77
108.07,108.91,109.06,108.07
109.66,111.78,111.78,109.43
112.06,110.46,112.29,110.46
111.68,112.35,112.93,111.68
112.57,112.61,112.69,112.18
112.46,112.41,112.46,111.75
113.11,114.48,114.55,113.10
115.06,114.57,115.06,113.72
114.07,114.70,114.72,113.82
116.66,115.97,116.66,115.42
116.43,116.56,117.13,116.03
115.98,116.06,116.50,115.63
117.18,116.21,117.18,116.01
116.08,117.38,117.40,116.08
116.95,117.21,117.48,116.84
117.50,117.67,117.97,117.50
118.09,117.96,118.14,117.65
117.76,118.02,118.25,117.76
118.49,117.78,118.49,117.78
118.00,117.80,118.26,117.80
118.01,117.53,118.01,117.53
118.01,118.36,118.62,118.01
117.85,117.83,118.03,117.67
117.69,118.23,118.44,117.69
119.41,118.91,119.90,118.87
119.47,119.70,119.71,119.00
119.90,119.87,120.13,119.69
120.23,119.71,120.23,119.60
120.07,118.96,120.07,118.96
119.63,117.68,119.63,117.37
117.50,118.13,118.13,117.50
118.08,119.00,119.17,117.99
118.91,118.67,118.96,118.32
119.16,119.02,119.18,118.86
118.90,118.11,119.72,117.72
117.04,118.76,118.76,116.89
118.02,116.61,118.43,116.61
117.72,117.18,117.91,117.10
116.22,115.55,116.58,115.55
116.22,114.95,116.22,114.39
114.48,114.81,115.97,114.48
114.48,117.00,117.00,114.46
118.12,119.09,119.09,117.71
117.64,117.87,118.46,117.52
120.29,118.51,120.29,118.07
119.15,118.82,119.24,118.73
118.68,119.36,119.40,118.68
119.69,119.65,119.71,119.40
119.40,119.88,119.99,119.40
119.59,119.34,119.70,119.17
119.76,118.52,120.00,118.51
118.95,118.30,119.16,117.48
117.74,116.82,117.74,116.47
116.91,116.00,117.23,115.00
116.75,117.05,117.23,115.89
118.16,118.99,119.24,118.16
119.41,118.52,119.41,118.09
118.55,118.18,118.55,117.64
118.98,117.61,119.79,117.03
117.68,117.73,117.82,117.10
118.26,116.87,118.26,116.64
116.47,118.19,118.19,116.47
118.72,118.14,118.72,117.29
118.03,118.40,118.69,117.56
119.14,120.61,120.80,119.14
120.68,120.81,121.06,120.64
120.65,121.60,121.62,120.07
120.71,120.64,121.32,120.28
121.48,119.75,121.50,119.75
119.36,120.55,120.73,119.32
119.68,119.80,119.80,119.21
119.45,119.17,119.45,117.31
119.71,121.45,121.45,119.62
120.94,121.06,121.61,120.78
121.72,121.52,121.76,121.42
122.10,121.02,122.10,120.74
121.00,120.43,121.14,120.23
120.62,121.29,121.55,120.24
121.49,121.55,121.78,120.82
121.97,122.52,122.83,121.51
123.03,123.37,123.40,122.51
123.65,123.27,123.65,122.99
123.63,123.76,123.77,123.19
123.91,123.65,123.95,123.46
123.24,124.87,124.87,123.24
124.97,125.00,125.00,124.12
124.66,124.96,124.96,124.51
125.01,124.60,125.18,124.55
124.43,124.56,124.78,124.13
124.48,124.09,124.63,124.09
124.43,125.07,125.47,124.43
124.70,124.73,125.08,123.97
124.49,124.17,124.49,123.86
124.59,124.44,124.62,123.99
124.13,122.76,124.13,122.51
122.67,123.31,123.71,122.67
122.13,122.10,122.58,122.10
122.60,122.90,123.02,122.30
123.56,124.57,124.57,123.56
124.59,123.28,124.59,123.21
124.33,125.55,125.65,124.33
125.60,125.62,125.94,125.20
125.88,127.00,127.42,125.05
127.00,126.92,127.05,126.48
127.27,128.06,128.06,127.01
128.16,127.80,128.16,127.80
127.62,127.36,127.64,127.00
126.82,124.90,126.92,124.59
124.37,124.61,124.63,124.01
125.19,125.45,125.45,124.85
126.38,127.00,127.24,126.38
126.89,126.52,127.20,126.52
126.85,126.08,126.85,125.32
126.25,126.51,126.92,126.22
126.18,127.14,127.43,126.18
127.25,126.56,127.40,126.56
126.87,127.02,127.25,126.49
127.40,126.95,127.40,126.23
127.41,127.29,127.55,126.95
127.62,126.83,127.62,126.80
127.01,126.57,127.01,126.07
126.81,126.72,127.35,126.72
126.88,126.88,127.07,126.50
126.77,125.48,126.77,125.00
126.39,126.66,126.69,126.35
127.10,126.96,127.12,126.74
126.70,127.28,127.28,126.70
127.37,127.97,128.02,127.37
127.60,127.38,127.61,127.24
127.16,125.81,127.70,125.81
125.98,126.04,126.30,124.83
125.34,124.76,125.34,124.47
124.51,123.06,124.78,123.06
123.49,124.86,124.99,123.49
124.71,125.31,125.81,124.71
125.22,123.66,125.22,123.50
123.79,123.18,123.79,123.06
124.03,124.77,124.96,123.66
125.31,125.77,126.30,125.31
125.14,125.53,125.81,125.12
124.62,125.16,125.34,123.91
125.16,124.88,125.44,124.88
125.67,126.64,126.65,125.56
126.66,126.47,126.77,126.29
126.70,127.59,127.85,126.60
128.04,127.44,128.04,127.44
127.45,127.77,127.77,127.38
127.74,127.92,127.92,127.46
128.02,127.74,128.02,127.51
126.86,126.31,126.86,126.17
127.00,127.88,127.88,127.00
127.29,127.39,127.52,126.97
126.92,126.51,126.92,126.49
126.59,126.77,127.50,126.31
126.89,126.74,127.33,126.53
127.15,127.62,127.87,127.15
126.71,126.48,127.09,126.38
126.51,126.63,126.63,126.51
126.78,126.06,126.78,125.82
125.65,125.37,125.65,124.80
125.95,126.66,126.77,125.95
126.72,127.08,127.26,126.72
126.88,127.00,127.14,126.82
126.57,126.36,126.57,125.61
126.15,127.29,127.29,126.15
127.26,127.37,127.52,126.77
128.14,128.77,129.03,128.14
128.12,127.99,128.46,127.99
128.52,128.53,128.70,128.26
128.95,128.66,128.95,128.26
128.01,127.23,128.07,127.06
127.87,127.16,127.87,126.86
127.00,127.16,127.47,126.80
126.12,125.24,126.60,125.24
125.87,125.27,125.87,124.79
125.85,125.91,126.20,125.23
126.27,125.79,126.27,125.38
125.01,125.12,125.68,124.80
125.79,126.23,126.23,124.28
125.26,124.38,125.26,124.02
125.59,124.64,125.78,124.44
125.81,126.12,126.19,125.78
126.89,127.33,127.55,126.89
127.53,127.99,127.99,127.53
127.99,127.21,127.99,127.21
127.87,128.00,128.00,127.70
127.90,127.03,127.90,126.75
127.23,127.35,127.59,127.13
127.59,126.63,127.59,126.43
126.15,127.17,127.17,126.15
127.15,126.24,127.53,126.18
126.42,125.38,126.42,125.00
125.06,124.37,125.06,124.29
125.20,125.66,125.76,124.23
126.22,127.22,127.22,126.22
127.11,127.76,127.76,127.11
128.08,128.14,128.71,127.88
128.62,127.96,128.62,127.35
128.13,127.54,128.44,127.35
128.46,128.20,128.95,128.00
128.51,126.59,128.51,126.24
126.52,125.96,126.52,125.78
127.35,127.76,128.30,127.35
126.73,127.05,127.72,126.73
125.94,126.57,126.57,124.91
126.26,127.10,127.52,126.26
126.92,127.79,127.79,126.87
127.76,129.01,129.01,127.19
129.03,128.38,129.03,128.35
127.93,127.45,127.93,126.89
126.53,124.40,126.53,124.40
123.39,121.04,123.39,120.99
120.04,116.84,120.04,72.00
118.32,115.41,120.33,115.33
117.64,118.22,118.43,115.12
119.58,120.82,120.86,118.90
120.41,121.00,121.38,120.30
120.70,119.47,120.70,119.47
118.62,116.44,118.62,116.06
117.70,118.49,118.49,116.71
118.64,119.18,120.00,118.64
117.98,117.57,118.19,117.32
119.64,120.54,120.54,119.06
121.77,119.20,121.77,119.20
119.24,119.25,120.48,119.24
119.07,120.39,120.39,118.80
120.92,120.00,120.92,119.76
120.54,121.10,121.24,119.87
121.60,122.37,122.37,120.96
122.46,122.99,124.01,122.20
120.78,120.47,121.57,120.47
121.19,120.91,122.14,120.77
120.02,119.57,120.21,118.94
119.91,119.13,119.91,118.97
118.92,118.67,118.92,117.71
119.55,118.28,119.55,117.98
117.48,115.14,117.48,114.17
114.77,114.75,115.56,114.18
115.96,116.04,116.23,114.85
115.79,115.79,115.86,114.66
114.46,117.10,117.11,114.04
118.05,119.28,119.40,118.05
119.23,118.14,119.49,117.92
118.73,119.58,119.58,118.28
119.48,120.62,120.90,119.18
121.06,121.26,121.33,120.57
121.25,121.43,121.59,121.25
120.97,120.09,121.67,120.08
120.14,118.82,120.55,118.82
119.44,120.53,120.53,118.98
120.74,121.08,121.08,120.50
120.77,121.68,121.92,120.77
121.77,121.35,122.00,120.98
122.05,120.12,122.05,120.00
121.02,120.75,121.19,120.19
121.86,121.21,121.86,120.51
121.45,121.45,121.45,120.89
121.11,120.65,121.11,120.21
121.13,122.77,122.77,120.50
122.44,122.17,122.44,121.89
122.00,122.28,122.43,121.88
122.42,123.83,123.85,122.24
123.07,123.40,123.80,123.07
123.84,123.24,123.84,122.98
123.27,123.46,123.46,122.50
123.11,123.07,123.37,122.48
123.20,122.26,123.20,121.29
121.93,122.71,122.71,121.58
122.42,122.14,122.80,122.13
121.26,119.90,121.35,119.90
119.89,118.90,119.89,118.61
118.29,120.19,120.19,118.29
120.43,120.07,121.12,119.78
120.38,121.80,121.91,120.20
121.89,121.56,121.98,121.46
122.17,122.41,122.85,122.17
122.77,122.72,123.44,122.64
122.31,123.38,123.38,121.87
123.46,123.74,123.84,123.46
123.89,124.24,124.53,123.88
125.08,123.57,125.08,123.44
124.17,124.38,124.63,123.74
124.51,123.46,124.64,123.36
123.16,121.25,123.16,120.68
122.20,122.81,122.83,121.92
122.95,122.11,122.95,121.45
120.85,121.25,121.65,120.85
120.84,119.88,121.83,119.42
120.19,120.00,120.52,119.77
118.64,118.25,119.26,118.08
118.21,117.98,118.89,117.00
118.52,118.97,119.30,118.44
120.03,120.62,120.65,119.06
120.73,118.97,120.73,118.97
116.83,115.71,116.83,115.71
116.26,116.31,116.63,115.59
116.72,117.38,117.45,116.14
117.84,118.03,118.34,117.61
118.10,118.50,118.75,117.89
117.90,118.53,118.57,117.50
119.40,119.63,120.00,119.10
119.65,118.66,119.65,118.66
118.18,117.78,119.08,117.72
115.60,115.25,115.60,114.52
115.71,115.77,115.92,115.15
114.66,114.35,115.19,113.89
113.12,111.54,113.27,111.47
112.44,110.17,112.44,110.17
110.69,109.65,110.69,108.63
110.63,110.49,110.72,109.19
111.00,107.47,111.00,107.46
107.93,108.56,109.09,106.60
106.16,107.23,107.24,105.38
108.26,106.95,108.39,106.39
105.44,106.44,107.62,103.05
107.15,107.00,107.95,106.23
107.92,109.00,109.13,107.92
108.72,107.15,108.72,107.06
107.41,108.92,108.99,107.40
108.68,107.26,109.41,107.26
108.52,107.00,108.52,107.00
107.74,110.20,110.20,107.74
109.91,111.16,111.16,109.91
109.84,108.55,109.97,108.27
108.17,108.78,109.01,106.71
108.46,109.07,109.28,108.21
108.12,106.31,108.34,106.26
105.96,103.81,105.96,102.62
103.21,103.88,104.60,103.16
104.47,104.69,106.07,104.47
103.96,103.49,103.96,102.39
104.40,105.22,105.28,103.85
106.45,107.67,107.77,106.17
108.32,109.21,109.34,108.32
109.22,108.43,109.22,108.13
107.90,108.64,108.82,107.90
110.12,110.17,110.31,109.91
109.81,109.31,110.13,109.15
108.85,110.25,110.35,108.14
110.37,111.56,111.56,110.37
112.22,112.14,112.27,111.68
112.18,111.41,112.29,111.29
111.86,113.87,113.92,111.86
113.66,114.28,114.32,113.51
114.22,115.09,115.09,113.99
115.44,115.75,116.18,114.85
115.50,115.62,116.02,115.18
115.29,113.92,115.29,113.92
114.80,114.28,114.80,113.75
114.75,113.57,114.88,112.96
114.85,115.97,115.97,114.85
115.60,115.42,115.62,115.20
115.33,114.73,115.33,114.61
114.38,115.54,115.90,114.38
115.54,116.35,116.43,115.03
116.66,116.86,117.09,116.63
116.88,117.01,117.21,116.54
116.22,116.99,117.30,116.21
116.17,115.81,116.63,115.81
115.11,115.42,115.71,114.93
115.82,116.27,116.50,115.50
116.48,118.05,118.37,116.48
119.50,118.24,119.50,118.20
118.49,118.56,118.86,118.21
118.22,119.39,119.54,117.88
119.20,118.49,119.32,118.18
117.63,117.11,117.66,117.06
117.43,118.33,118.54,117.43
118.27,117.27,118.27,116.90
118.09,117.69,118.35,117.52
118.44,117.29,118.73,117.29
117.54,118.20,118.42,116.99
118.67,120.37,120.53,118.67
120.14,120.16,120.59,119.95
120.35,120.55,120.56,120.09
120.68,121.05,121.21,120.52
121.43,121.35,121.87,121.05
121.53,121.68,122.08,120.87
121.76,120.82,121.94,120.69
121.10,121.28,121.61,120.64
121.37,120.90,121.37,120.60
121.33,121.51,121.86,120.95
121.99,122.13,122.13,121.11
121.06,120.27,121.66,120.14
119.95,119.33,119.95,118.69
119.86,120.64,120.64,119.63
120.34,119.27,120.34,119.00
119.24,118.95,119.47,118.94
119.88,119.01,119.88,119.01
118.47,119.53,119.70,118.36
119.81,120.21,120.60,119.81
121.08,121.37,121.37,121.08
121.10,120.02,121.10,120.02
120.88,120.08,120.88,119.69
120.38,119.22,120.38,119.09
119.29,120.35,120.70,119.29
120.54,118.75,120.54,118.41
119.03,118.94,119.95,118.35
118.03,118.57,118.57,117.62
119.33,119.93,120.20,119.33
120.45,119.70,120.45,119.70
121.27,122.12,122.23,121.27
122.79,122.25,122.79,122.18
122.46,122.28,122.53,122.16
122.82,123.24,123.40,122.82
124.14,123.22,124.14,122.78
123.00,123.55,123.79,123.00
123.47,124.15,124.25,123.33
123.66,123.98,124.03,123.23
124.25,124.28,124.65,123.93
124.19,124.51,124.99,124.19
124.72,125.35,125.41,124.72
124.79,125.03,125.25,124.64
124.39,123.15,124.39,123.04
123.41,121.85,123.42,121.85
122.07,121.96,122.20,121.32
122.52,122.04,122.65,122.04
121.13,122.08,122.08,120.64
121.87,120.79,121.87,120.65
123.11,122.21,123.31,122.20
122.58,122.44,122.73,121.89
122.35,122.00,123.10,122.00
123.08,123.98,124.03,123.08
119.67,119.82,121.47,119.54
118.47,116.48,118.47,116.33
117.53,118.91,119.01,117.53
120.49,121.14,121.33,120.03
121.35,123.05,123.12,121.28
123.28,123.53,124.05,123.03
123.00,122.58,123.22,122.06
122.09,123.35,123.38,121.91
123.62,123.92,124.25,123.30
125.31,125.57,125.97,125.15
126.39,126.62,126.94,126.18
127.32,127.41,127.63,127.12
127.60,127.18,127.63,126.92
128.05,127.29,128.05,127.21
127.88,127.20,127.88,126.86
127.25,127.35,127.79,126.88
127.06,127.30,127.30,126.87
127.42,127.90,128.21,127.42
128.24,127.46,128.24,127.07
127.14,128.39,128.54,127.14
128.28,128.15,128.28,127.71
128.34,128.49,128.65,128.00
128.58,128.06,128.58,127.53
127.96,128.62,128.79,127.91
128.78,128.82,129.18,128.20
128.84,129.10,129.40,128.67
129.24,127.50,129.24,127.40
127.38,127.96,128.17,127.38
128.20,128.34,128.46,128.12
129.00,129.28,129.50,129.00
129.45,129.14,129.45,128.94
129.48,129.48,129.50,129.20
129.50,129.16,129.50,128.88
129.71,129.07,129.71,128.81
128.95,129.16,129.54,128.92
129.42,129.77,130.16,129.42
129.48,128.78,129.48,128.61
128.34,128.14,128.35,127.65
128.52,129.01,129.05,128.29
128.79,128.93,129.23,128.40
129.08,129.13,129.36,128.63
130.04,129.87,130.16,129.75
129.89,128.88,129.89,128.88
129.19,129.40,129.81,129.03
129.77,129.29,129.92,128.79
130.04,129.93,130.39,129.93
129.88,130.18,130.18,129.57
130.08,129.88,130.08,129.19
129.56,129.40,129.93,128.96
130.61,131.02,131.05,130.27
131.04,130.47,131.04,130.30
130.50,130.97,131.01,130.40
131.32,130.37,131.32,130.25
129.49,126.87,129.49,126.81
126.19,128.06,128.30,126.19
127.09,126.38,127.63,125.47
126.57,126.12,126.67,125.83
125.88,127.40,127.44,125.80
126.48,126.42,126.58,125.94
126.38,126.82,127.61,126.37
127.54,126.40,127.54,126.40
127.64,127.90,127.90,126.22
128.86,128.82,129.10,128.21
128.93,128.39,129.07,128.36
127.70,127.50,127.94,127.50
127.59,127.53,127.94,127.27
128.07,128.25,128.25,127.04
127.97,126.49,128.07,126.32
127.26,127.55,127.94,126.73
126.97,126.65,127.15,126.34
127.25,126.07,127.25,125.78
126.91,126.41,126.93,126.41
126.45,126.66,126.78,126.03
126.66,125.97,126.66,125.25
127.27,127.05,127.27,126.95
126.27,124.60,126.27,124.11
124.66,124.95,125.44,124.50
124.26,124.75,124.99,123.65
125.75,124.86,125.75,124.64
125.04,124.64,125.04,124.34
125.20,125.42,125.82,125.20
125.83,125.84,125.84,125.00
125.69,125.04,125.74,124.66
124.15,124.93,125.10,124.00
125.51,125.73,126.52,125.51
125.83,124.72,125.83,124.55
124.10,123.68,124.20,123.58
124.47,122.28,124.47,122.26
122.49,122.43,123.34,122.00
122.78,123.26,123.52,122.56
123.27,122.01,123.27,121.56
121.87,120.75,121.87,120.75
120.86,120.23,121.25,120.18
120.67,120.68,121.62,120.58
122.49,123.04,123.16,122.44
122.88,123.49,123.87,122.69
123.90,124.92,125.18,121.86
126.57,124.89,126.57,124.40
124.48,126.00,126.00,124.48
127.11,127.59,127.69,126.83
127.55,128.22,128.45,127.29
128.20,128.48,128.56,127.93
128.70,129.60,129.60,128.70
129.73,129.69,129.79,129.45
130.07,130.04,130.22,129.61
130.65,131.06,131.06,130.16
131.12,131.41,131.45,130.50
131.40,131.96,131.96,131.40
