HDSN,Hudson Technologies,NASDAQ
3.42,3.30,3.42,3.22
3.23,3.14,3.26,3.13
3.17,3.25,3.28,3.14
3.34,3.18,3.37,3.12
3.21,3.19,3.28,3.15
3.19,3.19,3.29,3.13
3.17,3.15,3.26,3.10
2.30,2.45,2.57,2.25
2.54,2.58,2.59,2.41
2.58,2.48,2.60,2.48
2.48,2.34,2.50,2.29
2.33,2.35,2.37,2.31
2.32,2.29,2.35,2.25
2.30,2.30,2.32,2.27
2.30,2.27,2.33,2.26
2.30,2.30,2.33,2.29
2.30,2.27,2.33,2.27
2.29,2.31,2.37,2.25
2.32,2.36,2.40,2.32
2.39,2.38,2.43,2.38
2.38,2.32,2.38,2.30
2.31,2.38,2.43,2.30
2.41,2.33,2.42,2.33
2.34,2.41,2.43,2.33
2.42,2.34,2.42,2.33
2.55,2.75,2.82,2.52
2.88,2.80,2.92,2.65
2.64,2.35,2.64,2.32
2.35,2.25,2.38,2.23
2.25,2.16,2.33,2.15
2.15,2.13,2.21,2.13
2.14,2.05,2.14,2.05
2.07,2.10,2.17,2.05
2.15,2.13,2.15,2.10
2.14,2.15,2.15,2.09
2.18,2.08,2.18,2.03
2.05,2.05,2.06,2.02
2.03,2.05,2.08,2.03
2.05,2.02,2.05,2.00
2.05,2.02,2.06,2.02
2.02,2.00,2.04,2.00
2.02,2.08,2.10,2.00
2.09,2.05,2.13,2.03
2.03,2.08,2.12,2.03
2.08,2.09,2.13,2.06
2.09,2.05,2.10,2.02
2.06,1.94,2.06,1.92
1.93,1.94,1.99,1.92
1.93,1.94,1.98,1.92
1.95,1.92,1.96,1.92
1.92,1.79,1.95,1.77
1.79,1.82,1.83,1.79
1.83,1.84,1.86,1.82
1.85,1.84,1.86,1.83
1.86,1.89,1.91,1.84
1.88,1.93,1.95,1.88
1.95,1.99,2.02,1.93
2.00,1.99,2.00,1.95
1.98,1.96,1.98,1.94
1.95,1.92,1.95,1.91
1.91,1.89,1.92,1.86
1.89,1.95,1.95,1.86
1.96,1.89,1.96,1.89
1.91,1.87,1.93,1.87
1.85,1.82,1.86,1.81
1.81,1.78,1.83,1.77
1.78,1.91,1.94,1.76
1.90,2.05,2.06,1.89
2.07,2.00,2.07,1.91
1.98,2.03,2.04,1.94
2.03,2.04,2.06,1.99
2.02,2.01,2.04,1.99
2.01,2.04,2.05,2.00
2.04,2.10,2.12,2.01
2.09,1.96,2.10,1.96
1.95,2.02,2.05,1.95
2.01,2.00,2.02,1.93
1.98,1.98,1.98,1.94
2.00,2.04,2.14,2.00
2.10,2.00,2.10,1.99
2.00,1.97,2.00,1.96
1.98,2.03,2.04,1.96
2.03,2.00,2.06,2.00
2.04,1.98,2.05,1.98
1.99,1.99,2.04,1.95
2.03,2.01,2.04,1.99
2.04,1.97,2.04,1.93
1.98,1.91,2.07,1.90
1.92,1.88,1.95,1.85
1.86,1.87,1.89,1.86
1.89,1.88,1.92,1.85
1.88,1.77,1.88,1.75
1.84,2.13,2.20,1.82
2.15,2.13,2.16,2.05
2.13,2.18,2.20,2.10
2.20,2.17,2.21,2.15
2.18,2.16,2.18,2.15
2.17,2.05,2.17,2.05
2.04,2.11,2.14,2.04
2.10,2.11,2.13,2.08
2.09,2.10,2.14,2.08
2.08,2.12,2.15,2.08
2.12,2.15,2.17,2.12
2.11,2.20,2.21,2.11
2.20,2.34,2.36,2.20
2.33,2.36,2.42,2.33
2.39,2.46,2.46,2.34
2.48,2.47,2.49,2.45
2.49,2.46,2.49,2.44
2.44,2.47,2.47,2.44
2.45,2.48,2.48,2.40
2.48,2.46,2.48,2.40
2.45,2.52,2.53,2.45
2.53,2.50,2.54,2.47
2.47,2.52,2.52,2.47
2.53,2.51,2.53,2.47
2.49,2.51,2.52,2.47
2.53,2.55,2.55,2.46
2.55,3.59,3.59,2.55
3.50,3.52,3.61,3.11
3.60,3.34,3.60,3.24
3.32,3.16,3.33,3.16
3.15,3.13,3.20,3.05
3.15,3.12,3.20,3.02
3.14,3.26,3.37,3.03
3.31,3.19,3.40,3.16
3.22,3.25,3.31,3.13
3.27,3.37,3.45,3.25
3.36,3.50,3.56,3.36
3.53,3.42,3.55,3.41
3.45,3.28,3.48,3.23
3.27,3.36,3.41,3.24
3.43,3.63,3.72,3.42
3.65,3.70,3.70,3.56
3.70,3.69,3.74,3.59
3.73,3.77,3.77,3.63
3.75,3.80,3.86,3.69
3.81,3.85,4.00,3.74
3.82,3.85,3.95,3.70
3.87,3.84,3.93,3.76
3.81,3.77,3.84,3.70
3.77,3.67,3.77,3.61
3.66,3.77,3.80,3.60
3.81,3.77,3.95,3.74
3.74,3.62,3.83,3.53
3.63,3.65,3.70,3.58
3.65,3.64,3.70,3.59
3.65,3.74,3.76,3.60
3.71,3.64,3.74,3.59
3.60,3.60,3.65,3.57
3.65,3.62,3.65,3.42
3.69,3.69,3.69,3.69
3.65,3.68,3.76,3.60
3.78,3.73,3.79,3.67
3.69,3.62,3.71,3.58
3.59,3.57,3.61,3.48
3.55,3.56,3.64,3.32
3.53,3.46,3.54,3.45
3.46,3.50,3.52,3.42
3.53,3.58,3.62,3.47
3.57,3.49,3.57,3.48
3.52,3.38,3.52,3.36
3.39,3.43,3.47,3.32
3.40,3.44,3.46,3.36
3.41,3.27,3.42,3.26
3.20,3.14,3.25,3.09
3.11,3.16,3.20,2.88
3.15,3.10,3.17,3.04
3.07,3.07,3.16,3.07
3.07,3.09,3.13,3.05
3.10,3.00,3.10,2.97
3.00,2.90,3.02,2.86
2.92,3.10,3.25,2.92
3.11,3.13,3.14,3.07
3.16,3.12,3.23,3.09
3.13,3.10,3.20,3.07
3.07,3.08,3.11,3.05
3.06,3.06,3.10,3.04
3.06,3.10,3.11,2.99
3.08,3.15,3.24,3.07
3.12,3.03,3.14,2.98
3.05,3.00,3.05,3.00
3.00,2.77,3.00,2.75
2.73,2.72,2.79,2.68
2.73,2.77,2.83,2.72
2.77,2.93,2.99,2.77
2.91,3.12,3.23,2.88
3.28,3.10,3.28,3.08
3.10,3.04,3.13,3.01
2.98,2.93,3.00,2.90
2.91,2.91,2.98,2.87
2.91,2.82,2.91,2.81
2.85,2.93,2.94,2.76
2.92,2.82,2.92,2.82
2.83,2.80,2.83,2.77
2.80,2.80,2.87,2.76
2.81,2.80,2.83,2.76
2.80,2.75,2.83,2.72
2.85,2.68,2.85,2.65
2.66,2.69,2.82,2.66
2.69,2.84,2.85,2.69
2.84,2.94,3.00,2.84
2.97,2.90,2.97,2.85
2.86,2.87,2.94,2.82
2.89,2.94,3.03,2.89
2.92,2.94,2.95,2.88
2.99,3.03,3.06,2.94
3.02,3.07,3.09,3.00
3.05,3.11,3.11,3.04
3.11,3.06,3.13,3.05
3.08,3.12,3.20,3.01
3.16,3.24,3.27,3.16
3.22,3.27,3.40,3.22
3.31,3.25,3.31,3.22
3.25,3.25,3.25,3.25
3.25,3.27,3.27,3.25
3.32,3.28,3.34,3.25
3.28,3.30,3.39,3.26
3.31,3.31,3.35,3.22
3.25,3.26,3.30,3.25
3.25,3.26,3.31,3.25
3.27,3.18,3.30,3.08
3.18,3.18,3.24,3.16
3.16,3.16,3.22,3.15
3.15,3.18,3.19,3.15
3.15,2.93,3.17,2.92
2.95,2.86,2.97,2.72
2.84,2.86,2.94,2.78
2.86,2.88,2.88,2.80
2.77,2.74,2.94,2.74
2.76,2.72,2.76,2.71
2.75,2.75,2.88,2.75
2.77,2.74,2.84,2.71
2.72,2.80,2.90,2.72
2.80,2.70,2.83,2.68
2.70,2.70,2.73,2.67
2.72,2.72,2.74,2.68
2.75,2.83,2.88,2.75
2.77,2.82,2.83,2.77
2.80,2.76,2.80,2.71
2.78,2.75,2.78,2.73
2.58,2.73,2.74,2.55
2.73,2.73,2.77,2.68
2.70,2.71,2.73,2.70
2.68,2.70,2.74,2.65
2.72,2.70,2.73,2.67
2.70,2.76,2.80,2.70
2.80,3.01,3.05,2.79
3.09,2.87,3.34,2.87
2.88,2.79,2.94,2.73
2.80,3.03,3.07,2.80
3.06,2.93,3.07,2.87
2.89,2.88,2.94,2.84
2.88,2.82,2.97,2.80
2.85,2.86,2.95,2.80
2.88,2.81,2.91,2.80
2.82,2.87,2.89,2.80
2.84,2.89,2.96,2.81
2.88,2.90,2.96,2.87
2.93,3.07,3.07,2.88
3.05,3.23,3.29,3.05
3.25,3.20,3.34,3.16
3.07,2.92,3.12,2.92
2.99,3.02,3.03,2.92
3.00,3.01,3.07,2.98
3.04,2.95,3.10,2.93
2.99,2.95,3.02,2.90
2.93,3.08,3.11,2.86
3.11,3.08,3.24,3.02
3.05,2.99,3.10,2.96
2.98,3.00,3.02,2.95
2.97,2.90,3.05,2.88
2.95,3.01,3.01,2.92
2.95,2.93,3.02,2.91
2.90,3.00,3.02,2.90
3.02,2.95,3.04,2.90
2.97,2.93,2.97,2.90
2.91,2.77,2.93,2.75
2.77,2.71,2.85,2.71
2.71,2.79,2.87,2.70
2.76,2.71,2.79,2.67
2.69,2.70,2.71,2.66
2.67,2.65,2.70,2.60
2.69,2.66,2.69,2.61
2.61,2.65,2.69,2.61
2.68,2.70,2.70,2.66
2.66,2.76,2.79,2.66
2.79,2.84,2.88,2.77
2.82,2.76,2.88,2.73
2.78,2.79,2.82,2.78
2.74,2.79,2.80,2.72
2.80,2.85,2.90,2.79
2.90,2.93,2.95,2.86
2.95,3.06,3.11,2.95
3.04,3.07,3.12,3.02
3.06,3.07,3.12,3.05
3.10,3.17,3.17,3.05
3.13,3.07,3.15,3.02
3.06,3.07,3.14,3.04
3.07,3.06,3.12,3.05
3.05,3.06,3.11,3.04
3.05,3.12,3.12,3.01
3.11,3.12,3.14,3.03
3.14,3.28,3.32,3.10
3.21,3.08,3.30,3.06
3.07,3.15,3.26,3.07
3.18,3.13,3.20,3.06
3.08,3.10,3.14,3.06
3.10,3.12,3.14,2.98
3.12,3.19,3.19,3.08
3.18,3.13,3.21,3.12
3.14,3.19,3.59,3.14
3.24,3.43,3.46,3.20
3.44,3.24,3.46,3.20
3.22,3.16,3.29,3.15
3.16,3.23,3.30,3.16
3.25,3.23,3.26,3.21
3.28,3.44,3.48,3.27
3.50,3.29,3.50,3.25
3.30,3.32,3.43,3.23
3.26,3.35,3.35,3.26
3.39,3.31,3.39,3.29
3.31,3.23,3.35,3.15
3.21,3.34,3.41,3.21
3.38,3.31,3.40,3.30
3.30,3.18,3.37,3.12
3.14,3.04,3.16,3.01
3.02,3.20,3.20,2.96
3.24,3.15,3.26,3.14
3.15,2.95,3.22,2.93
2.91,2.97,2.99,2.86
2.93,3.01,3.09,2.92
2.96,3.02,3.05,2.95
2.99,3.05,3.12,2.99
3.12,4.04,4.46,3.08
4.00,3.81,4.10,3.79
3.84,3.78,3.90,3.66
3.86,3.79,3.89,3.71
3.78,3.98,3.99,3.68
3.99,4.42,4.49,3.95
4.42,4.22,4.44,4.17
4.25,4.22,4.32,4.12
4.28,4.21,4.30,4.04
4.25,4.36,4.55,4.12
4.49,4.46,4.49,4.22
4.60,4.29,4.80,4.26
4.36,4.42,4.44,4.26
4.40,4.33,4.42,4.25
4.35,4.34,4.45,4.29
4.26,4.29,4.30,4.26
4.27,4.28,4.36,4.23
4.26,4.25,4.29,4.18
4.24,4.14,4.24,4.10
4.11,3.95,4.16,3.88
3.92,3.79,3.96,3.78
3.70,3.81,3.89,3.67
3.76,3.79,3.86,3.67
3.77,3.59,3.79,3.59
3.63,3.57,3.63,3.51
3.63,3.57,3.63,3.53
3.61,3.57,3.61,3.45
3.54,3.53,3.59,3.51
3.84,3.61,3.84,3.52
3.64,3.38,3.64,3.37
3.32,3.39,3.42,3.29
3.43,3.53,3.55,3.39
3.53,3.62,3.69,3.53
3.57,3.58,3.61,3.46
3.57,3.51,3.60,3.36
3.52,3.55,3.65,3.47
3.46,3.54,3.62,3.37
3.49,3.38,3.52,3.34
3.37,3.54,3.58,3.35
3.55,3.60,3.60,3.51
3.58,3.71,3.75,3.58
3.64,3.55,3.70,3.52
3.53,3.63,3.71,3.50
3.67,3.59,3.73,3.58
3.63,3.58,3.63,3.54
3.56,3.61,3.75,3.27
3.57,3.60,3.67,3.49
3.63,3.67,3.67,3.60
3.68,3.62,3.71,3.57
3.58,3.69,3.70,3.58
3.66,3.62,3.69,3.57
3.58,3.77,3.80,3.58
3.81,3.74,3.86,3.71
3.79,3.89,3.90,3.70
3.86,3.68,3.92,3.61
3.66,3.59,3.73,3.56
3.57,3.86,3.86,3.57
3.88,3.72,3.88,3.65
3.69,3.53,3.70,3.47
3.54,3.55,3.58,3.48
3.53,3.60,3.60,3.49
3.58,3.50,3.58,3.45
3.54,3.46,3.54,3.46
3.49,3.42,3.49,3.35
3.45,3.50,3.58,3.38
3.48,3.55,3.57,3.48
3.58,3.72,3.74,3.54
3.68,3.56,3.70,3.56
3.56,3.49,3.69,3.49
3.54,3.51,3.59,3.46
3.54,3.54,3.55,3.45
3.51,3.37,3.53,3.36
3.40,3.52,3.57,3.40
3.57,3.56,3.61,3.53
3.54,3.52,3.54,3.50
3.51,3.56,3.59,3.51
3.51,3.57,3.57,3.49
3.53,3.51,3.57,3.50
3.52,3.52,3.53,3.46
3.50,3.53,3.53,3.50
3.54,3.50,3.54,3.46
3.50,3.54,3.60,3.48
3.56,3.52,3.57,3.49
3.51,3.55,3.61,3.50
3.50,3.65,3.66,3.49
3.68,3.87,3.90,3.66
3.88,3.82,3.97,3.81
3.80,3.81,3.90,3.80
3.80,3.88,3.94,3.80
3.86,3.91,3.94,3.86
3.91,3.90,4.00,3.85
3.92,3.99,3.99,3.90
3.96,3.90,3.96,3.90
3.93,3.87,3.98,3.85
4.00,4.20,4.39,3.88
4.17,4.26,4.27,4.13
4.26,4.33,4.33,4.16
4.25,4.49,4.56,4.25
4.38,4.31,4.48,4.27
4.30,4.27,4.34,4.00
4.27,4.20,4.30,4.11
4.18,4.13,4.32,4.10
4.00,4.07,4.14,3.96
4.00,4.06,4.12,3.99
3.91,4.09,4.15,3.91
4.14,4.15,4.16,4.02
4.11,4.13,4.23,4.02
4.10,4.24,4.34,4.04
4.31,4.10,4.31,4.05
4.03,4.07,4.09,4.02
4.08,4.04,4.08,4.01
4.04,4.10,4.12,4.03
4.10,4.17,4.21,4.00
4.14,3.98,4.14,3.97
3.96,3.87,3.98,3.86
3.87,3.77,3.87,3.77
3.77,3.80,3.87,3.77
3.84,3.86,3.93,3.77
3.86,3.86,3.92,3.79
3.83,3.85,3.88,3.60
3.75,3.74,3.81,3.71
3.74,3.65,3.74,3.62
3.64,3.93,4.03,3.62
3.90,3.92,4.02,3.87
3.89,3.95,3.99,3.82
3.92,4.00,4.04,3.92
4.06,4.16,4.18,4.04
4.20,4.27,4.34,4.18
4.33,4.25,4.35,4.21
4.28,4.27,4.30,4.21
4.25,4.26,4.34,4.19
4.29,4.30,4.33,4.20
4.30,4.17,4.33,4.07
4.19,4.18,4.32,4.10
4.23,4.27,4.32,4.18
4.30,4.35,4.37,4.30
4.36,4.53,4.56,4.36
4.65,4.36,4.75,4.28
4.38,3.97,4.41,3.96
4.01,4.03,4.07,3.84
4.01,3.99,4.15,3.97
4.00,4.00,4.03,3.92
4.06,4.16,4.26,4.06
4.17,4.14,4.25,4.13
4.15,4.12,4.17,4.09
4.10,4.00,4.10,3.91
3.97,4.00,4.05,3.90
3.96,3.96,4.00,3.91
4.01,3.92,4.08,3.91
3.89,3.79,3.94,3.76
3.79,3.87,3.89,3.67
3.85,3.99,4.00,3.85
3.99,3.97,4.00,3.94
3.98,3.99,4.03,3.96
4.03,3.98,4.03,3.93
3.99,4.01,4.01,3.92
4.04,4.06,4.14,4.00
4.08,4.00,4.11,3.99
4.03,3.99,4.07,3.97
3.96,4.00,4.00,3.89
3.98,3.99,4.04,3.88
4.04,3.94,4.07,3.92
3.95,4.04,4.06,3.93
4.06,4.04,4.07,4.02
4.01,4.03,4.06,3.95
4.07,4.12,4.15,4.00
4.11,3.98,4.16,3.96
3.96,3.84,4.04,3.78
3.65,3.79,3.82,3.57
3.84,3.85,3.90,3.77
3.85,3.79,3.89,3.75
3.75,3.71,3.79,3.63
3.75,3.66,3.75,3.60
3.66,3.60,3.74,3.52
3.54,3.43,3.60,3.40
3.45,3.49,3.55,3.43
3.51,3.46,3.52,3.44
3.46,3.42,3.47,3.37
3.33,3.30,3.38,3.23
3.28,3.22,3.32,3.18
3.19,3.14,3.22,3.14
3.17,3.11,3.20,3.08
3.19,3.28,3.29,3.14
3.28,3.31,3.33,3.25
3.32,3.35,3.37,3.30
3.34,3.22,3.35,3.19
3.27,3.24,3.28,3.23
3.29,3.18,3.29,3.14
3.17,2.95,3.21,2.90
2.91,2.90,2.96,2.80
2.90,3.11,3.11,2.90
3.11,3.16,3.19,3.06
3.15,3.15,3.19,3.08
3.16,3.21,3.23,3.10
3.23,3.26,3.28,3.20
3.32,3.27,3.32,3.23
3.47,3.42,3.47,3.24
3.45,3.40,3.48,3.40
3.41,3.42,3.48,3.36
3.40,3.40,3.58,3.34
3.40,3.28,3.49,3.26
3.31,3.27,3.32,3.20
3.30,3.22,3.30,3.17
3.25,3.17,3.25,3.14
3.18,3.16,3.19,3.14
3.17,3.27,3.34,3.05
3.28,3.25,3.33,3.23
3.26,3.21,3.26,3.20
3.23,3.18,3.23,3.16
3.16,3.10,3.16,3.08
3.09,2.99,3.11,2.95
2.96,2.86,3.02,2.82
2.79,2.81,2.86,2.77
2.45,2.91,3.01,2.45
3.00,3.05,3.05,2.95
3.08,3.05,3.08,3.00
3.04,3.05,3.08,3.04
3.05,3.11,3.13,3.03
3.12,3.12,3.17,3.09
3.08,3.11,3.13,3.08
3.13,3.10,3.15,3.10
3.11,3.10,3.13,3.04
3.05,3.00,3.11,2.98
3.05,3.05,3.09,2.98
3.07,3.08,3.10,3.07
3.10,3.08,3.11,3.06
3.08,3.15,3.17,3.06
3.15,3.11,3.18,3.09
3.13,3.12,3.18,3.10
3.04,3.13,3.17,3.04
3.11,3.15,3.18,3.09
3.01,3.11,3.14,3.01
3.09,3.10,3.18,3.08
3.09,3.07,3.10,3.05
3.07,2.97,3.07,2.96
2.96,3.05,3.07,2.85
3.11,2.98,3.11,2.98
2.96,2.97,3.02,2.96
2.95,2.97,3.00,2.95
2.99,2.97,3.01,2.94
3.00,2.95,3.00,2.94
2.89,2.96,2.99,2.89
2.98,3.11,3.14,2.98
3.08,3.16,3.16,3.05
3.14,3.25,3.28,3.14
3.27,3.33,3.34,3.27
3.34,3.35,3.39,3.30
3.35,3.34,3.35,3.30
3.31,3.30,3.33,3.30
3.31,3.26,3.33,3.25
3.28,3.30,3.33,3.25
3.27,3.27,3.35,3.25
3.27,3.30,3.30,3.27
3.30,3.29,3.31,3.27
3.32,3.31,3.33,3.27
3.30,3.34,3.37,3.30
3.36,3.38,3.40,3.34
3.40,3.39,3.40,3.35
3.34,3.31,3.37,3.31
3.28,3.49,3.54,3.28
3.50,3.54,3.56,3.49
3.52,3.43,3.52,3.27
3.30,3.38,3.51,3.30
3.41,3.44,3.49,3.35
3.47,3.38,3.53,3.35
3.20,3.08,3.36,3.03
3.11,3.13,3.13,3.07
3.15,3.10,3.15,3.07
3.07,3.09,3.10,3.07
3.09,3.08,3.09,3.01
2.99,3.01,3.09,2.88
2.93,3.01,3.04,2.91
2.99,2.99,3.04,2.99
2.97,2.98,3.02,2.95
3.08,2.98,3.09,2.97
2.99,3.02,3.05,2.93
3.09,3.02,3.10,3.00
2.97,3.08,3.10,2.97
3.03,2.99,3.05,2.98
2.99,3.03,3.08,2.99
3.01,3.03,3.04,3.00
3.04,3.04,3.07,3.03
3.06,3.06,3.08,3.00
3.01,3.02,3.09,3.01
3.03,3.00,3.07,3.00
2.98,2.98,3.03,2.98
2.96,2.94,2.97,2.94
2.95,2.99,3.01,2.95
2.98,2.97,3.00,2.97
2.94,2.95,2.98,2.90
2.92,2.93,2.97,2.92
2.90,2.88,2.95,2.85
2.86,2.85,2.90,2.83
2.89,2.82,2.93,2.82
2.82,2.75,2.85,2.73
2.74,2.74,2.84,2.70
2.76,2.72,2.76,2.69
2.74,2.79,2.79,2.71
2.71,2.78,2.80,2.71
2.80,2.85,2.91,2.80
2.81,2.83,2.92,2.80
2.83,2.90,3.00,2.77
2.90,2.90,3.01,2.90
2.92,2.97,2.97,2.85
3.02,2.97,3.02,2.94
2.95,2.92,2.99,2.88
2.87,2.88,2.95,2.70
2.85,2.86,2.87,2.82
2.89,2.90,2.91,2.84
2.90,2.98,2.98,2.85
3.00,3.01,3.01,2.98
3.00,2.95,3.05,2.94
2.76,2.86,2.89,2.72
2.83,2.77,2.89,2.75
2.76,2.73,2.77,2.70
2.70,2.81,2.81,2.64
2.81,2.85,2.85,2.80
2.87,2.94,2.94,2.73
2.94,2.86,2.98,2.86
2.89,2.97,3.02,2.85
2.99,2.99,2.99,2.95
3.02,2.99,3.02,2.96
3.01,2.97,3.03,2.97
2.98,3.22,3.22,2.98
3.21,3.20,3.25,3.17
3.24,3.34,3.34,3.06
3.30,3.21,3.36,3.21
3.17,3.08,3.20,3.08
3.09,2.98,3.09,2.86
2.98,2.96,3.16,2.87
2.96,2.89,3.01,2.87
2.85,2.89,2.93,2.76
2.94,2.91,2.99,2.80
2.90,2.93,3.21,2.90
2.91,3.00,3.00,2.91
3.00,3.13,3.15,2.97
3.07,3.16,3.20,3.06
3.25,3.22,3.27,3.06
3.19,3.07,3.24,3.05
3.22,3.12,3.25,3.03
3.11,3.12,3.17,3.11
3.12,3.23,3.24,3.12
3.24,3.25,3.32,3.10
3.30,3.44,3.44,3.30
3.20,3.18,3.38,2.98
3.13,3.36,3.50,3.06
3.33,3.42,3.45,3.31
3.39,3.37,3.42,3.30
3.30,3.38,3.41,3.21
3.39,3.41,3.41,3.35
3.42,3.49,3.50,3.39
3.49,3.60,3.60,3.49
3.60,3.48,3.60,3.40
3.40,3.48,3.65,3.40
3.50,3.48,3.62,3.43
3.50,3.46,3.55,3.41
3.50,3.49,3.52,3.49
3.50,3.60,3.61,3.44
3.50,3.63,3.69,3.50
3.69,3.60,3.69,3.59
3.58,3.42,3.64,3.42
3.33,3.20,3.40,3.20
3.22,3.21,3.32,3.07
3.25,3.25,3.29,3.19
3.28,3.28,3.43,3.28
3.31,3.22,3.31,3.16
3.18,3.17,3.27,3.17
3.17,3.12,3.28,3.12
3.15,3.17,3.24,3.13
3.17,3.13,3.24,3.13
3.15,3.20,3.22,3.15
3.20,3.22,3.27,3.16
3.30,3.36,3.40,3.27
3.38,3.44,3.48,3.35
3.45,3.47,3.48,3.45
3.48,3.56,3.61,3.48
3.59,3.56,3.59,3.55
3.60,3.43,3.60,3.43
3.35,3.42,3.49,3.35
3.45,3.34,3.45,3.34
3.36,3.32,3.45,3.28
3.42,3.43,3.58,3.35
3.41,3.60,3.64,3.41
3.64,3.45,3.66,3.37
3.41,3.43,3.49,3.40
3.43,3.50,3.59,3.42
3.50,3.45,3.51,3.44
3.40,3.53,3.58,3.40
3.55,3.62,3.62,3.50
3.93,3.61,3.95,3.61
3.65,3.49,3.69,3.43
3.52,3.64,3.70,3.41
3.76,3.77,3.84,3.53
3.79,3.69,3.80,3.61
3.71,3.55,3.79,3.41
3.55,3.53,3.67,3.45
3.50,3.48,3.61,3.45
3.50,3.42,3.57,3.31
3.40,3.40,3.43,3.29
3.39,3.33,3.43,3.27
3.37,3.33,3.40,3.26
3.30,3.39,3.41,3.19
3.42,3.43,3.47,3.28
3.46,3.42,3.46,3.22
3.41,3.42,3.48,3.37
3.45,3.40,3.46,3.38
3.44,3.46,3.50,3.41
3.48,3.48,3.59,3.42
3.52,3.53,3.57,3.40
3.57,3.46,3.57,3.41
3.51,3.45,3.56,3.42
3.47,3.45,3.48,3.35
3.45,3.39,3.50,3.36
3.39,3.33,3.49,3.30
3.37,3.31,3.37,3.22
3.26,3.19,3.35,3.19
3.22,3.29,3.31,3.16
3.28,3.21,3.35,3.18
3.19,3.28,3.31,3.18
3.20,3.20,3.31,3.18
3.26,3.19,3.30,3.09
3.19,3.35,3.37,3.15
3.38,3.48,3.53,3.34
3.57,3.54,3.57,3.46
3.46,3.50,3.55,3.38
3.50,3.38,3.50,3.37
3.44,3.47,3.47,3.31
3.49,3.55,3.57,3.45
3.46,3.60,3.66,3.46
3.64,3.35,3.70,3.26
3.49,3.50,3.60,3.40
3.50,3.50,3.56,3.42
3.47,3.45,3.56,3.45
3.63,3.47,3.63,3.44
3.49,3.40,3.60,3.39
3.43,3.41,3.58,3.38
3.39,3.44,3.45,3.36
3.44,3.46,3.57,3.37
3.49,3.51,3.55,3.47
3.55,3.79,3.85,3.50
5.35,5.05,5.63,4.86
5.02,4.93,5.14,4.90
4.93,4.94,5.09,4.80
4.98,5.03,5.09,4.86
5.07,5.14,5.28,5.03
5.10,4.89,5.10,4.82
4.86,4.95,4.96,4.81
5.03,4.88,5.03,4.84
4.84,4.92,4.96,4.81
4.88,4.86,5.00,4.78
4.86,5.22,5.23,4.81
5.35,4.98,5.43,4.86
5.04,4.95,5.06,4.92
4.95,4.76,5.00,4.73
4.80,4.76,4.91,4.70
4.76,4.85,5.05,4.73
4.89,5.02,5.18,4.80
5.05,5.07,5.17,5.05
5.10,5.11,5.15,5.07
5.01,5.37,5.37,5.00
5.37,5.42,5.63,5.23
5.43,5.27,5.44,5.21
5.29,5.42,5.55,5.28
5.46,5.43,5.50,5.37
5.43,5.49,5.58,5.42
5.60,6.17,6.28,5.50
6.20,6.35,6.48,6.17
6.32,6.15,6.32,6.10
6.13,6.25,6.36,6.10
6.28,6.51,6.60,6.25
6.55,6.25,6.55,6.22
6.21,6.47,6.52,6.15
6.43,6.31,6.50,6.23
6.35,6.19,6.35,6.05
6.16,6.06,6.16,5.91
6.04,6.14,6.29,6.02
6.11,6.06,6.16,6.00
6.06,5.85,6.09,5.69
5.80,5.84,5.94,5.67
5.79,5.70,5.84,5.61
5.67,5.71,5.80,5.56
5.70,5.71,5.80,5.62
5.66,5.73,5.77,5.65
5.75,5.81,5.89,5.71
5.85,6.11,6.12,5.85
6.13,6.38,6.41,6.13
6.40,6.38,6.44,6.14
6.38,6.39,6.50,6.27
6.40,6.39,6.58,6.32
6.44,6.47,6.53,6.36
6.49,6.40,6.53,6.28
6.33,6.36,6.55,6.25
6.37,6.65,6.72,6.37
6.67,6.65,6.79,6.60
6.65,6.40,6.65,6.26
6.36,6.35,6.45,6.26
6.45,6.53,6.60,6.35
6.57,6.37,6.61,6.32
6.30,6.41,6.56,6.30
6.44,6.24,6.50,6.18
6.21,6.23,6.37,6.18
6.20,6.02,6.22,5.88
6.05,6.08,6.25,5.97
6.15,6.36,6.39,6.09
6.42,6.80,7.00,6.27
6.86,6.57,6.94,6.56
6.64,6.64,6.71,6.51
6.63,6.79,6.88,6.54
6.85,6.64,6.96,6.49
6.59,6.30,6.64,6.27
6.27,6.09,6.34,6.04
6.08,6.13,6.25,5.92
6.10,6.04,6.15,5.99
6.02,6.10,6.16,5.94
6.15,5.80,6.15,5.77
5.75,5.68,5.88,5.55
6.30,6.43,6.60,6.15
6.45,6.28,6.54,6.22
6.39,6.82,6.95,6.39
6.84,6.76,6.96,6.68
6.62,6.82,6.94,6.37
6.80,6.87,6.90,6.78
6.85,7.25,7.53,6.85
7.41,7.41,7.59,7.25
7.45,7.66,7.78,7.37
7.70,7.79,8.00,7.60
7.74,7.82,7.87,7.74
7.78,7.61,7.88,7.48
7.41,8.30,8.48,7.29
8.43,7.93,8.50,7.90
7.98,8.22,8.25,7.95
8.22,8.18,8.28,8.12
8.10,7.99,8.17,7.95
8.03,8.02,8.08,7.93
8.05,7.61,8.05,7.56
7.56,7.76,7.80,7.15
7.83,7.97,8.16,7.80
7.48,6.84,7.48,6.51
6.84,7.27,7.28,6.74
