CLB,Core Laboratories N.V. Common Stock,NASDAQ
150.32,149.47,152.20,148.26
150.22,150.27,151.79,147.36
150.14,150.31,153.00,147.00
152.78,150.90,153.95,150.13
151.63,152.74,152.86,150.44
153.44,152.74,153.45,151.38
152.64,151.66,153.09,150.75
153.22,151.33,154.65,150.28
151.34,150.51,152.55,149.95
150.31,151.58,152.31,149.42
152.45,153.13,154.74,152.25
154.47,155.21,156.15,153.61
156.55,156.57,157.69,155.04
155.99,156.13,157.13,155.33
158.29,153.91,158.29,153.83
153.72,154.03,155.13,153.30
154.03,152.93,154.33,152.01
153.50,151.81,153.50,150.83
152.37,153.09,154.36,152.05
148.51,151.61,154.46,145.07
152.00,154.91,155.26,150.93
154.00,152.56,154.99,152.00
152.64,151.42,153.60,150.10
151.43,149.50,151.62,149.00
149.25,149.98,150.34,147.14
149.62,149.92,149.93,146.18
149.13,147.75,149.91,146.78
147.64,148.03,148.66,146.90
149.24,149.60,150.80,148.07
149.72,154.24,154.74,149.72
154.19,154.24,154.59,152.21
154.24,152.63,154.54,152.45
152.45,150.01,152.87,148.29
149.94,150.27,150.50,148.54
150.50,151.02,151.99,149.20
146.02,150.40,151.33,146.02
150.15,147.67,151.19,147.53
148.36,151.03,151.52,147.80
150.93,148.85,151.68,148.35
147.94,149.70,150.26,147.07
149.24,150.52,150.76,148.93
150.46,149.94,150.71,148.70
149.93,149.78,151.00,149.40
149.20,148.14,150.04,148.09
149.13,149.16,150.39,147.89
149.25,150.39,150.65,148.25
150.52,150.06,150.88,149.49
148.96,150.55,151.71,148.96
153.00,154.38,155.50,150.90
154.62,152.04,155.14,151.30
152.23,151.51,153.27,150.96
152.00,151.02,153.40,149.90
150.60,152.88,154.14,150.07
152.87,155.92,156.38,152.87
157.00,156.93,158.11,154.58
158.24,162.34,163.66,157.52
162.51,163.79,164.91,161.60
164.20,164.95,165.85,163.30
164.35,164.24,165.00,163.50
163.99,164.25,164.67,163.36
165.45,164.54,165.60,164.00
164.94,164.19,165.73,163.80
164.33,164.89,165.59,161.44
164.76,165.35,165.95,164.14
165.00,166.55,166.55,163.79
166.69,166.65,169.22,165.21
167.09,167.28,167.95,164.05
167.60,168.10,168.69,165.80
168.42,169.87,170.21,168.42
169.07,169.29,170.58,168.60
166.90,169.21,170.86,166.38
169.63,171.34,172.53,168.43
170.87,173.75,174.55,169.80
173.47,172.07,174.63,171.48
172.56,175.83,176.99,172.12
175.19,175.60,177.08,174.19
175.34,175.29,178.18,174.91
175.67,172.70,176.99,172.38
174.44,174.21,175.95,173.09
174.04,173.48,174.42,172.47
173.16,175.43,176.04,171.51
175.00,173.92,176.45,173.77
175.53,174.91,176.71,174.51
187.85,189.85,192.94,179.35
190.01,196.99,197.76,190.01
198.61,196.13,200.00,195.35
196.68,190.78,198.03,189.20
190.60,186.68,190.60,183.96
186.95,190.50,191.49,184.51
190.72,188.75,192.00,188.14
190.00,189.27,190.75,187.62
188.55,191.63,191.89,188.55
191.90,189.48,192.95,188.63
189.08,187.22,190.17,186.88
187.00,187.46,189.44,186.00
189.90,188.70,189.90,187.60
188.70,187.96,189.65,186.07
189.71,187.61,190.81,185.84
187.55,182.00,188.42,181.67
182.00,190.48,191.00,182.00
191.09,190.57,192.53,189.20
190.57,187.72,191.57,186.20
187.72,189.82,189.96,185.20
190.00,190.26,191.26,188.83
190.64,190.32,191.24,189.16
190.32,187.33,191.94,186.41
187.29,185.51,187.68,185.12
185.91,185.88,188.48,185.14
186.46,189.00,189.70,186.39
189.00,188.48,189.82,186.58
188.59,183.09,188.59,182.93
183.05,185.37,187.54,182.52
185.29,183.01,187.12,182.00
182.89,182.14,183.44,181.95
181.95,186.03,188.05,180.34
184.89,188.37,190.82,181.00
187.59,188.38,189.50,184.41
187.95,188.09,188.84,186.98
188.40,187.93,189.50,186.65
188.58,187.72,189.71,184.31
187.75,187.41,188.62,185.59
188.24,186.63,188.24,184.75
186.24,187.84,190.21,185.71
187.50,189.64,190.52,187.50
191.00,191.48,193.15,189.41
191.95,192.04,193.17,190.91
192.50,194.49,194.60,190.08
192.69,192.36,194.88,189.74
192.38,191.37,193.45,190.64
192.30,188.29,192.52,188.11
188.29,189.84,191.05,187.46
189.96,191.81,192.33,189.23
191.72,190.83,193.07,190.56
190.82,190.55,192.68,190.51
191.82,190.95,192.29,189.13
190.55,188.26,190.80,186.50
188.26,186.63,189.08,186.56
185.34,183.87,185.34,180.07
183.65,183.55,185.40,182.16
183.37,184.22,184.82,181.50
184.23,184.58,186.73,182.80
184.66,188.30,188.70,183.46
187.99,187.21,188.95,186.06
187.77,189.86,190.73,187.12
189.85,189.86,190.93,189.19
189.71,189.31,190.84,186.00
190.15,191.01,191.92,188.45
191.80,191.53,194.29,190.71
191.53,190.15,192.65,188.46
190.82,189.10,190.82,188.25
187.99,185.36,189.15,185.06
185.36,182.50,186.78,179.57
182.45,186.84,187.21,182.45
185.70,185.99,187.40,184.57
188.73,179.62,191.49,172.41
178.50,178.92,182.22,176.66
178.81,177.23,179.41,174.12
177.34,178.12,179.63,176.59
177.74,176.27,177.74,175.13
176.27,180.33,181.92,176.27
180.91,179.63,180.91,176.80
178.67,178.60,179.97,177.00
178.38,182.26,183.43,177.40
183.34,182.30,184.32,181.67
181.15,184.87,185.88,179.80
185.15,186.64,186.88,184.60
186.48,189.29,189.80,185.66
189.18,189.26,191.66,187.89
189.19,189.28,190.23,186.91
189.62,185.93,189.64,185.78
187.63,191.47,192.69,186.29
190.63,188.91,190.85,186.98
189.17,187.14,189.53,186.67
187.24,187.75,188.57,185.02
188.91,188.05,189.67,186.44
186.97,185.31,188.79,184.06
186.33,189.23,190.18,186.33
189.92,189.18,195.94,188.11
184.01,193.16,193.53,184.01
193.66,192.97,194.78,191.47
192.80,193.52,193.65,190.23
193.90,192.28,195.97,190.92
190.76,193.75,193.85,190.31
193.98,193.48,194.67,190.58
192.17,191.99,193.84,191.45
191.95,197.63,197.95,191.60
198.00,201.71,202.53,197.22
201.74,198.97,202.04,198.40
198.97,201.73,203.78,198.11
204.44,199.67,206.42,198.31
197.70,195.64,200.79,195.07
197.27,195.74,197.54,195.04
192.80,192.84,197.88,192.02
193.25,197.02,197.32,193.02
197.38,199.60,200.55,196.14
200.15,198.44,202.01,196.83
198.50,202.29,202.87,198.04
203.00,202.31,204.56,201.10
202.77,201.16,203.95,200.37
203.71,202.12,205.07,200.66
201.88,196.30,202.43,195.45
196.48,198.41,199.39,195.62
198.96,199.67,201.10,196.60
200.13,196.20,200.81,195.59
196.00,200.59,201.41,196.00
201.90,203.01,204.60,200.00
202.61,208.00,208.61,200.99
208.21,211.48,212.84,207.24
220.57,214.70,221.00,211.64
215.50,216.51,217.96,214.43
215.88,214.40,215.93,213.26
213.79,213.69,217.54,213.21
199.99,193.99,201.89,192.20
193.73,190.68,195.97,189.50
191.15,189.50,191.67,187.00
190.00,189.33,191.00,189.11
188.52,187.68,189.67,185.62
187.24,188.04,188.42,185.25
188.10,191.15,191.90,188.10
191.00,191.99,192.34,188.84
192.35,191.16,193.21,190.30
191.81,192.61,193.00,189.53
192.17,189.45,194.04,188.62
189.48,189.10,190.56,187.67
167.87,167.02,169.84,150.50
166.79,162.86,167.90,162.63
164.00,162.45,167.21,161.16
162.01,162.32,162.60,156.41
157.88,159.95,162.76,157.88
159.74,159.61,161.30,158.55
160.05,160.96,161.53,159.50
160.81,159.39,161.48,159.27
160.63,160.00,161.27,159.37
160.00,160.57,160.93,159.46
160.57,160.49,161.06,159.69
160.43,158.41,160.43,157.51
159.18,160.55,160.99,158.29
160.82,159.85,161.50,158.61
159.62,159.76,160.87,158.38
160.18,159.51,160.20,158.06
159.00,159.88,160.32,158.10
160.56,160.24,162.28,159.77
159.98,159.70,160.91,159.02
160.00,160.36,160.95,159.54
159.77,159.50,160.53,158.59
158.55,159.46,159.99,158.11
159.74,159.96,160.92,158.88
159.97,160.00,160.70,158.66
160.50,159.51,160.99,159.28
159.31,159.39,160.72,158.72
161.85,161.43,163.49,160.31
161.29,161.85,162.33,159.98
163.74,165.10,165.79,162.56
163.98,165.22,165.57,163.18
166.44,163.02,166.44,162.56
162.44,159.71,163.60,159.27
159.25,161.25,161.27,158.92
161.58,166.00,166.49,161.11
166.09,167.06,167.20,164.59
167.00,166.77,168.40,166.64
166.70,161.74,167.57,161.57
161.97,165.22,165.22,160.94
164.28,163.31,164.31,162.51
162.66,162.75,163.56,161.36
162.59,163.50,163.95,162.00
161.55,162.09,163.64,160.67
162.10,162.46,162.46,160.62
162.61,162.86,163.95,162.61
162.61,164.82,165.11,161.65
165.18,165.57,165.93,162.59
165.27,164.37,166.76,163.57
164.14,165.22,165.38,163.92
164.79,165.74,166.11,163.91
165.66,166.34,167.32,165.66
166.49,167.12,167.48,165.01
165.00,150.21,165.00,149.60
150.07,147.22,152.33,146.53
148.69,147.05,149.01,146.49
147.39,150.37,151.04,147.00
150.75,149.00,150.83,147.59
148.25,146.43,148.25,146.00
146.50,146.17,146.63,143.14
146.37,149.55,149.94,145.63
149.55,149.45,149.55,146.74
148.00,149.12,150.24,147.69
149.52,149.59,149.70,148.00
148.92,149.46,150.01,147.48
150.16,147.64,150.31,147.33
146.90,148.05,148.69,146.56
149.00,147.30,149.00,146.50
147.44,144.90,148.02,144.86
144.90,145.44,145.76,144.35
146.28,145.45,147.24,144.52
145.92,149.60,149.97,145.10
149.50,149.28,149.50,147.03
149.11,152.56,152.79,148.42
151.87,150.94,152.45,150.15
151.35,153.17,153.35,151.35
153.52,153.20,156.30,152.73
153.69,154.53,154.74,153.16
154.40,156.38,157.11,154.05
156.47,157.99,158.09,156.01
158.19,158.28,158.49,157.08
158.37,159.44,159.49,156.67
159.06,158.58,160.67,157.43
158.92,158.20,159.00,155.49
157.35,155.50,158.03,154.75
155.13,155.78,158.00,154.97
155.97,156.53,156.82,154.25
155.48,157.65,157.67,155.16
157.49,154.51,157.58,154.46
154.00,153.68,154.72,151.79
153.28,152.77,154.10,151.19
152.41,149.89,153.40,149.40
150.52,150.83,151.90,149.34
150.58,150.39,151.73,149.46
150.34,149.30,150.34,148.18
149.24,149.11,150.19,148.41
149.10,149.47,150.30,147.04
149.47,146.44,149.47,146.35
146.53,148.34,148.87,146.00
146.78,148.23,148.95,145.55
147.81,146.35,149.14,145.51
146.01,142.58,146.09,141.09
141.98,142.82,143.72,138.54
142.82,141.35,142.82,140.27
141.28,141.02,144.27,140.47
140.75,143.55,145.81,140.15
143.05,142.97,143.26,138.03
142.06,139.07,142.91,137.66
138.58,136.10,139.32,133.46
136.00,134.50,139.24,133.50
135.00,134.21,137.86,132.14
133.33,138.56,139.91,130.97
135.58,139.88,140.07,134.37
140.95,139.08,142.11,136.44
139.35,141.83,141.89,137.66
142.33,145.93,146.02,142.33
146.36,140.09,147.11,139.57
128.88,128.62,132.04,124.03
128.55,128.97,133.23,126.42
129.00,129.62,130.14,127.51
132.29,136.56,137.53,130.05
137.46,136.26,138.16,134.17
135.32,138.28,138.29,134.30
137.79,139.53,140.84,135.76
139.18,134.22,139.85,133.79
133.73,130.65,133.73,129.17
130.84,133.63,134.53,130.01
132.39,136.44,136.60,131.25
136.30,138.89,139.66,135.90
140.34,137.68,141.77,136.07
138.12,139.53,140.25,136.23
138.29,139.31,141.16,138.29
139.06,137.01,140.55,133.46
137.92,138.90,139.46,135.76
138.03,138.03,139.39,136.40
138.98,136.89,140.93,136.54
136.84,137.26,137.40,132.80
137.26,138.63,141.00,136.60
140.30,141.93,143.15,139.85
141.20,140.63,141.78,138.54
142.23,139.72,142.86,138.36
139.08,136.65,139.73,136.20
127.92,128.83,130.06,123.88
128.00,124.91,129.27,123.06
125.11,121.28,126.07,121.26
120.88,123.51,124.39,120.88
123.00,124.72,125.23,120.68
123.37,117.75,124.53,117.34
116.77,112.86,116.86,112.12
112.18,115.87,116.19,112.18
113.58,110.04,115.21,109.88
110.04,112.78,114.88,110.04
112.01,112.52,113.02,110.27
113.25,112.96,114.85,112.18
112.00,114.83,118.86,111.25
115.19,119.56,120.74,114.60
121.30,119.19,121.89,118.22
120.00,122.26,122.78,118.22
122.76,121.30,123.88,119.13
121.04,123.92,124.63,120.26
123.60,122.57,123.72,120.19
122.85,122.96,124.73,121.57
123.35,124.07,125.24,123.08
123.22,120.44,124.20,120.32
119.90,120.34,121.77,117.65
119.58,119.31,119.97,117.77
118.24,113.14,119.36,112.91
113.39,114.25,115.25,113.01
116.30,113.73,117.45,112.92
113.66,115.69,116.50,113.00
115.80,112.11,116.40,111.60
111.07,103.91,111.46,103.77
104.25,102.21,105.28,101.70
101.69,101.45,102.37,100.23
102.52,97.46,102.74,97.45
97.81,100.94,101.05,97.13
100.58,102.99,103.26,98.60
104.00,106.15,106.40,103.29
107.00,106.59,107.30,104.72
106.17,105.93,108.59,105.81
106.43,107.86,108.41,106.14
107.60,106.48,108.67,106.00
106.19,99.84,106.54,99.75
87.73,89.10,92.00,87.27
90.01,92.75,94.83,89.02
94.19,97.85,98.49,94.00
99.25,105.63,107.43,99.25
103.77,103.30,107.55,102.62
105.63,108.33,108.94,104.61
109.75,110.48,112.83,109.34
110.73,112.99,115.20,110.73
112.99,108.84,112.99,107.38
107.04,108.65,109.92,106.01
109.77,108.53,111.98,107.67
110.00,112.18,112.50,109.18
112.11,114.00,114.97,109.57
113.32,114.88,116.31,113.25
111.00,115.54,120.34,110.50
115.86,114.93,115.99,113.12
112.94,110.52,113.70,109.21
111.00,111.00,111.98,109.71
111.15,111.34,112.34,108.70
111.04,109.26,111.97,108.50
109.69,109.92,111.66,108.07
109.30,108.90,109.89,106.45
108.89,110.20,110.62,108.31
110.03,111.91,112.06,108.56
111.43,113.17,115.63,109.61
111.66,109.53,113.11,108.97
108.99,109.44,112.06,108.30
108.00,105.71,108.40,105.53
105.49,107.30,107.89,104.25
107.25,103.69,107.86,102.78
101.88,98.16,102.31,97.06
98.16,100.08,100.44,96.92
100.04,99.76,101.76,98.31
98.22,98.40,99.26,94.23
96.99,96.28,98.60,95.33
97.63,99.57,100.20,96.74
99.47,99.90,102.96,99.43
99.90,102.44,104.55,99.15
102.64,103.56,104.71,101.38
104.84,106.11,106.96,104.00
105.88,106.00,106.93,103.58
105.28,104.18,106.93,103.24
103.49,104.49,105.03,102.20
104.86,106.00,107.26,104.24
105.65,112.30,112.58,105.43
113.17,114.62,115.71,112.52
114.72,114.37,116.40,113.28
114.78,114.64,115.72,113.13
115.13,118.23,120.00,114.57
118.75,118.52,118.93,116.05
119.17,117.93,119.80,117.40
118.46,118.00,119.30,117.36
119.00,122.94,123.18,117.57
122.89,120.98,122.89,118.04
120.80,121.57,122.11,119.36
121.61,120.93,122.90,120.38
121.31,114.73,121.31,113.70
115.42,114.00,116.06,112.68
117.50,125.32,126.32,116.33
125.47,124.69,127.41,121.99
125.73,125.72,129.36,125.43
125.94,125.89,126.81,124.58
125.01,129.42,129.54,124.83
128.43,131.28,131.97,126.39
131.04,132.48,134.87,129.89
133.00,131.04,133.69,130.28
132.47,130.71,133.82,129.91
132.17,129.47,132.57,128.59
128.56,127.23,129.77,125.81
128.07,130.34,130.89,126.00
130.42,127.32,130.99,126.45
125.50,128.53,129.83,125.50
129.87,129.08,130.00,126.78
129.42,128.10,130.41,126.84
128.35,127.44,128.42,125.27
127.15,126.47,127.79,124.67
124.34,123.34,125.30,121.06
123.33,123.46,125.20,122.50
124.03,124.49,126.61,123.72
123.51,124.05,125.36,123.47
122.69,120.63,124.44,120.04
120.69,121.14,123.13,119.42
120.55,119.91,120.70,118.06
119.92,117.48,120.52,117.42
118.11,115.66,118.11,114.03
116.08,117.98,119.89,116.05
117.85,118.83,119.71,117.51
117.73,118.28,118.86,116.91
118.00,121.55,122.07,117.27
121.30,120.17,122.25,119.86
121.21,120.53,121.84,119.89
122.65,123.46,123.75,121.51
123.58,122.14,123.59,121.65
121.66,122.30,123.15,120.81
120.41,120.65,121.83,120.01
120.77,119.66,121.40,118.71
120.95,120.82,121.69,117.83
121.00,117.54,121.00,117.35
116.27,114.12,117.42,113.93
115.12,116.51,116.68,113.54
116.16,118.72,118.73,115.20
118.50,116.81,119.78,116.18
116.87,116.36,117.65,115.99
116.36,114.00,116.48,113.90
112.19,114.41,115.67,111.95
115.37,114.04,116.12,112.50
113.68,109.50,114.07,109.07
110.50,109.99,111.70,109.19
108.15,108.00,111.47,107.96
107.50,110.99,111.41,104.91
109.97,107.14,110.91,106.04
109.16,108.83,110.87,108.75
109.84,109.78,110.89,108.45
109.55,111.23,111.79,108.91
111.09,113.07,114.23,110.43
111.46,107.38,111.73,107.12
107.55,106.93,108.06,105.64
106.49,104.11,106.49,102.47
104.55,102.32,105.48,102.08
102.56,103.41,105.64,102.32
102.52,100.01,102.99,98.21
107.30,108.49,114.50,103.40
108.05,104.30,108.54,103.60
103.21,104.32,108.85,102.04
105.77,112.04,113.02,105.67
111.41,112.33,113.71,109.04
112.32,111.41,113.59,110.17
110.96,109.63,112.50,109.13
108.47,107.94,110.51,107.05
109.09,109.13,110.96,107.91
110.49,109.66,113.01,108.81
108.92,114.00,115.42,108.05
113.17,110.88,116.38,110.76
111.47,116.72,116.88,111.05
114.49,114.52,115.43,112.58
114.52,116.92,118.03,113.90
115.92,114.00,116.31,112.37
114.00,110.98,116.05,110.71
111.19,110.95,111.98,108.74
110.76,111.12,111.72,108.83
109.38,107.50,110.66,105.50
107.54,106.39,110.76,106.19
106.11,105.01,107.57,104.33
98.74,98.37,101.10,95.77
100.81,100.29,104.34,99.61
102.04,103.74,104.57,101.18
105.49,108.31,110.78,105.38
107.75,111.75,113.16,106.73
110.00,115.68,116.00,107.90
110.37,111.66,115.48,110.37
113.75,115.28,115.42,110.01
115.50,116.83,118.78,113.69
110.67,115.88,117.62,110.67
115.76,115.17,116.29,113.36
115.56,111.81,117.42,111.37
112.32,113.20,113.24,110.00
110.48,107.80,112.27,105.70
107.73,105.51,107.89,104.60
106.00,106.27,107.57,104.63
107.01,109.02,110.06,106.60
108.51,108.74,110.63,106.34
107.55,106.73,109.39,105.28
107.73,108.72,109.82,106.05
107.28,110.77,112.47,106.93
111.34,109.25,112.10,108.31
108.32,106.79,108.91,103.84
107.86,103.56,108.11,103.00
102.06,101.14,103.50,100.21
102.00,97.78,103.30,91.63
98.55,99.80,99.95,96.50
101.00,99.02,102.73,97.66
97.60,104.16,104.30,94.36
105.97,108.04,108.32,102.56
108.50,115.59,115.97,107.61
116.86,116.25,118.39,112.09
116.29,118.26,119.00,114.61
118.92,119.07,120.18,116.75
118.70,117.00,119.65,115.59
115.98,116.21,118.51,114.70
116.40,120.08,120.67,115.38
119.46,117.31,119.79,114.70
116.85,113.74,116.92,111.82
112.12,112.30,113.48,110.84
111.60,114.16,116.19,111.60
113.41,110.93,114.08,109.76
108.64,110.64,115.22,106.92
109.98,113.06,114.26,108.27
112.42,112.78,113.93,110.14
111.26,111.01,112.82,109.06
111.97,115.25,116.52,110.70
114.27,116.10,118.00,114.19
117.06,116.33,117.72,113.83
114.64,118.71,118.82,114.64
118.90,123.88,125.42,118.06
123.68,123.94,125.26,121.61
122.82,120.68,125.13,120.49
119.24,120.05,120.53,118.00
119.95,120.28,122.04,119.15
118.90,118.50,120.90,117.84
118.25,117.88,118.70,115.63
116.24,116.00,118.93,114.06
115.79,116.20,118.10,114.50
116.20,118.08,119.04,114.37
116.79,114.11,117.07,112.82
115.61,115.13,116.79,111.96
114.87,112.90,115.90,112.35
112.76,112.35,113.64,110.00
111.92,115.03,116.04,111.00
116.02,118.75,120.72,114.73
117.28,119.40,120.87,115.97
117.94,115.58,118.99,115.04
116.89,118.15,119.71,116.24
117.88,117.72,119.44,117.10
117.66,115.99,118.51,114.85
117.23,116.10,118.20,115.58
114.52,114.06,115.32,111.46
110.58,109.32,111.61,107.97
106.71,108.68,109.58,105.49
109.54,114.00,115.87,108.70
113.44,114.59,115.13,112.57
113.11,112.14,113.83,110.68
111.73,116.03,116.14,111.06
117.65,119.34,119.86,116.10
118.81,118.56,120.91,117.23
117.91,111.67,118.41,111.51
112.05,108.48,112.92,108.06
108.74,108.39,109.97,106.09
108.97,109.35,110.42,108.41
109.65,113.19,113.75,109.65
113.20,111.97,114.30,111.74
111.03,108.94,111.03,107.44
111.59,108.87,112.00,108.01
107.66,107.07,110.06,106.08
106.68,108.74,108.96,106.46
108.93,107.27,110.64,105.47
107.27,106.39,108.33,105.18
103.88,101.70,106.80,101.25
99.65,99.68,101.97,99.30
100.52,97.19,100.55,96.79
96.89,93.72,97.35,92.50
95.92,96.42,96.81,91.60
97.94,94.66,98.60,94.10
95.00,96.62,97.63,93.76
94.83,95.89,96.26,91.98
95.65,92.57,96.78,91.01
90.89,91.18,92.39,84.50
90.90,92.95,94.87,89.74
96.90,95.27,100.23,92.34
93.23,89.73,95.86,89.37
90.60,90.00,92.49,88.39
89.50,91.63,92.23,88.22
88.00,89.25,93.55,87.69
89.79,98.40,98.59,89.55
97.29,95.39,100.98,94.60
93.79,92.98,95.99,92.09
94.99,96.68,98.42,92.00
98.02,100.40,102.26,97.18
100.08,100.87,102.00,99.01
98.46,103.93,104.37,96.80
102.36,96.17,103.30,93.88
96.18,94.72,99.48,94.60
93.78,95.53,96.17,91.52
97.44,99.38,101.50,95.55
101.01,101.67,101.75,96.79
102.74,105.83,107.50,102.06
107.41,105.99,107.95,103.81
104.41,107.29,107.68,104.19
109.22,110.05,112.00,108.24
108.68,103.07,110.93,102.87
100.62,102.63,103.86,100.12
102.79,102.35,103.15,99.95
104.00,105.03,106.78,103.81
105.50,104.94,108.38,104.19
106.36,108.38,109.28,105.56
107.64,109.48,109.74,105.12
109.15,113.92,115.77,108.40
114.64,115.19,116.52,110.38
115.27,118.87,118.87,111.21
118.44,112.49,118.44,111.30
114.69,115.70,118.45,112.26
114.48,114.88,115.63,112.72
117.60,117.42,118.80,116.01
115.33,112.17,116.19,112.11
111.00,109.88,111.14,107.52
110.98,110.73,111.73,108.41
111.88,113.59,114.42,110.64
114.08,114.06,117.09,113.75
112.87,114.34,114.98,111.76
112.61,113.49,115.22,112.20
112.25,112.36,113.93,111.53
109.90,113.87,114.49,108.51
113.59,112.50,114.75,112.07
110.48,111.86,112.91,109.90
115.74,114.33,115.74,111.55
113.64,112.41,115.50,111.06
109.80,108.31,110.98,107.37
107.42,106.05,109.11,105.34
105.45,105.74,107.64,105.00
106.61,107.85,108.70,105.60
106.57,103.73,107.44,102.22
106.35,106.61,108.20,104.88
107.12,105.99,108.32,105.78
107.23,111.90,112.80,106.12
112.11,112.22,113.20,109.66
112.68,112.69,113.78,111.25
111.76,112.96,114.31,110.01
110.15,113.56,114.48,110.04
115.08,116.87,117.32,113.98
117.29,118.69,120.51,115.82
119.39,124.78,127.96,119.39
124.42,129.21,130.98,124.24
128.35,128.65,129.96,127.38
129.04,130.47,131.03,127.01
131.00,133.97,134.76,129.65
132.23,131.77,134.71,130.79
133.25,133.66,135.49,131.80
133.05,132.43,133.69,130.92
130.43,128.28,130.54,127.10
127.90,124.47,128.73,120.82
127.35,125.24,127.71,123.96
124.56,125.01,126.74,123.51
123.19,121.42,123.22,120.03
122.53,122.36,123.08,120.98
122.23,122.74,124.00,120.54
118.90,118.70,121.27,117.16
118.55,116.99,119.58,116.25
119.05,117.46,119.16,117.29
117.25,118.07,119.38,116.98
117.47,114.47,118.70,114.02
114.09,115.39,117.12,113.12
116.05,118.02,118.68,115.14
117.10,119.15,120.04,116.79
120.24,119.19,120.24,117.68
120.15,122.64,123.21,119.95
123.00,121.34,124.92,121.19
120.58,122.25,122.35,120.52
122.17,121.25,123.65,120.48
119.72,121.54,122.45,117.65
120.16,119.85,120.60,118.02
119.81,120.29,121.87,118.69
121.90,128.73,129.20,121.00
128.96,130.85,131.99,128.96
132.00,131.80,133.38,130.63
129.77,131.20,131.46,128.85
129.48,126.50,129.75,126.30
125.82,124.80,127.30,124.71
124.22,123.44,125.34,121.58
122.96,123.05,126.04,122.61
121.24,121.05,121.85,119.27
122.34,123.22,124.04,122.25
125.00,122.60,125.64,122.35
121.91,123.45,123.81,119.66
124.15,123.95,124.98,122.86
126.00,126.92,126.92,125.34
122.18,121.10,124.63,120.65
119.84,116.18,120.69,115.87
118.40,117.70,118.91,115.18
119.83,121.42,122.19,119.51
121.81,123.89,123.92,121.08
123.53,124.97,126.94,122.83
122.99,120.84,123.46,118.11
119.52,119.05,120.34,118.43
119.95,120.35,123.38,119.08
122.16,121.06,123.04,120.85
121.60,120.01,122.72,119.94
122.02,125.62,126.20,121.74
125.60,121.64,126.24,121.53
122.95,123.73,125.43,122.20
123.95,123.80,125.18,123.34
123.26,125.00,125.18,122.18
124.44,123.03,124.90,122.84
122.24,123.87,123.99,120.50
122.76,118.24,127.82,118.18
118.34,118.72,118.80,115.60
117.22,115.39,117.70,115.04
114.80,117.70,118.12,114.79
117.87,116.00,119.47,115.12
116.00,116.46,117.31,114.69
115.15,116.81,117.15,114.80
115.64,114.94,115.75,113.84
115.67,114.08,116.27,113.36
114.28,113.49,114.85,112.83
112.91,113.82,114.38,112.60
113.92,115.24,115.34,113.56
116.28,119.75,119.89,115.56
120.00,118.46,120.00,117.08
118.59,115.48,119.88,115.18
115.75,117.10,118.47,115.28
117.61,115.23,117.97,115.00
115.44,117.31,118.23,115.26
117.15,118.15,118.65,115.59
117.44,117.64,117.88,116.00
118.45,119.12,120.72,117.67
117.78,117.49,118.47,114.35
116.36,116.18,117.01,115.03
116.22,117.99,119.29,115.20
117.67,116.93,117.90,116.30
116.86,117.45,118.40,116.00
117.59,115.63,119.41,115.13
115.07,115.34,116.10,114.50
116.50,114.41,117.16,113.36
114.07,111.78,115.25,111.20
111.20,111.43,111.71,107.96
112.42,112.32,114.29,112.10
112.94,112.19,113.97,111.89
112.36,110.70,112.43,110.41
111.21,112.99,113.61,111.10
111.68,110.20,112.44,109.91
109.22,110.47,111.73,109.17
109.08,108.25,109.28,106.50
108.01,108.52,109.97,107.58
109.63,109.21,110.36,108.66
107.97,106.95,108.25,106.18
108.78,107.50,108.88,107.11
107.62,106.78,108.44,106.60
106.92,106.86,108.43,105.85
108.16,107.81,108.83,107.08
107.07,104.76,107.70,104.63
104.42,104.11,106.20,103.90
103.82,104.53,105.29,102.50
104.75,108.26,109.00,103.60
109.24,110.48,111.90,108.64
111.07,112.33,113.23,109.98
112.00,112.16,113.01,111.10
112.13,111.08,112.99,110.35
112.93,111.87,114.32,111.63
112.46,112.96,113.83,111.50
113.44,113.34,113.86,112.21
114.44,114.43,115.65,113.95
114.12,114.42,114.98,112.74
113.68,112.27,114.18,112.18
110.72,112.65,113.13,110.52
113.11,111.41,113.58,110.52
111.81,110.59,111.81,109.11
112.48,111.99,112.48,110.46
112.20,115.10,116.49,112.20
111.00,105.81,112.64,104.00
105.45,106.20,106.96,104.60
105.74,105.21,106.43,104.03
104.72,104.52,106.32,104.40
103.72,102.95,104.11,100.99
103.85,102.16,103.85,101.36
101.64,99.94,102.49,99.23
99.56,96.97,99.79,96.91
97.62,98.70,98.99,97.46
97.60,97.08,98.30,96.59
98.00,97.93,99.36,96.84
97.13,97.34,98.04,96.58
99.13,97.65,99.28,96.85
97.05,96.80,98.04,96.68
96.30,101.43,101.97,96.30
100.70,105.09,105.33,99.55
104.04,103.55,104.52,101.61
103.48,105.93,106.39,103.43
106.89,108.25,108.34,105.70
105.65,106.36,108.57,104.96
107.81,105.98,108.99,105.71
106.53,106.05,107.45,105.62
108.32,108.26,110.85,107.60
108.14,109.02,109.55,106.82
108.20,109.13,109.86,108.20
108.19,109.24,109.24,107.08
109.62,107.33,109.92,107.20
104.85,106.15,107.34,103.88
110.00,111.76,113.91,110.00
113.02,116.14,117.43,111.50
115.35,114.36,116.49,113.59
115.33,115.99,117.16,115.33
