LNN,Lindsay Corporation Common Stock,NASDAQ
86.19,87.47,87.75,85.56
87.86,88.50,88.74,86.79
88.38,89.09,89.98,87.71
89.68,88.37,89.95,88.19
88.16,88.73,89.48,87.54
89.01,86.94,89.26,86.68
87.12,85.45,87.12,85.40
85.72,86.03,86.22,85.28
85.75,85.95,87.15,85.63
86.19,85.41,88.30,85.11
85.94,85.23,86.17,84.54
79.80,76.01,81.00,75.79
76.05,74.74,76.15,72.85
74.31,75.48,76.72,73.83
74.72,75.76,76.15,74.72
75.81,75.16,76.67,74.63
75.46,75.23,76.00,74.67
75.50,74.61,75.50,74.47
75.62,75.45,77.23,75.01
75.46,75.05,75.66,74.44
74.85,75.18,76.34,74.55
75.32,75.08,76.02,74.57
75.22,74.32,75.22,73.85
74.07,74.87,75.40,74.07
75.15,74.57,75.41,74.23
74.35,74.48,75.31,73.64
75.07,74.81,75.75,74.36
