SLYG,SPDR S&P 600 Small Cap Growth ETF (based on S&P SmallCap 600 Growth Index --symbol CGK),NASDAQ
147.60,146.66,147.60,146.42
147.84,147.56,148.03,147.05
148.07,149.24,149.61,148.03
148.68,148.06,149.08,148.06
145.69,144.20,145.69,143.56
143.75,143.85,147.75,142.22
142.51,143.43,143.43,141.20
143.02,143.78,143.78,143.02
145.16,144.39,145.16,144.27
145.08,146.55,146.65,144.50
147.80,145.91,147.80,145.59
147.37,148.24,148.97,147.37
148.36,147.88,149.32,147.88
147.48,148.73,149.21,147.48
150.56,150.06,150.56,149.12
151.30,151.12,151.87,151.02
152.11,152.40,152.80,151.50
152.66,152.71,152.97,152.29
154.63,154.12,154.63,153.88
154.26,154.86,155.06,154.24
155.02,155.31,156.01,154.83
155.64,154.58,155.64,154.12
155.34,155.07,155.53,154.85
155.57,156.09,156.36,155.57
156.00,155.90,156.06,155.54
156.19,156.34,156.43,155.75
158.00,156.23,158.00,156.15
156.94,154.90,156.94,154.90
155.23,156.50,156.50,154.70
155.51,155.82,155.90,154.75
156.04,155.03,156.95,154.45
155.63,154.80,155.86,154.80
156.18,156.34,157.74,155.03
157.54,158.36,158.43,157.54
158.13,158.60,159.65,157.55
158.48,159.19,159.51,158.45
159.15,158.20,159.70,157.70
157.23,156.60,157.70,156.60
157.77,157.61,158.10,157.17
157.53,158.02,158.36,156.99
157.12,158.77,158.77,157.11
159.17,158.93,159.17,157.81
159.70,158.10,159.70,158.09
156.60,155.33,156.60,155.06
155.47,155.10,155.79,154.65
155.14,153.55,155.14,153.55
153.60,155.92,156.20,153.60
155.34,155.00,155.80,154.68
155.69,157.36,157.52,155.50
157.80,157.08,157.80,156.73
158.12,157.81,158.70,157.60
155.82,153.99,157.99,153.99
153.99,154.23,154.93,153.99
154.52,155.88,156.57,154.52
156.25,153.95,156.25,153.95
157.52,154.19,158.72,153.64
154.54,155.80,156.15,154.47
156.32,156.39,156.85,155.83
155.20,156.39,157.02,154.46
156.85,158.58,158.61,156.85
159.70,160.16,160.16,159.10
160.12,159.83,160.48,159.68
159.98,159.42,160.31,159.11
159.59,160.25,160.38,158.88
162.00,160.60,162.00,160.48
160.64,161.69,162.35,160.46
161.96,163.07,163.67,160.76
163.45,162.80,163.45,162.44
162.46,162.32,163.50,162.21
162.60,162.00,162.60,160.82
161.94,163.30,163.73,161.25
162.85,162.02,163.46,161.82
162.47,162.73,163.40,162.31
162.12,162.79,162.95,161.61
160.92,162.80,163.00,160.92
162.97,164.69,164.82,162.97
164.19,163.73,164.32,163.48
163.93,162.61,163.94,161.32
162.60,163.34,163.74,162.60
161.98,161.73,162.45,161.66
161.89,159.18,161.92,159.18
159.74,158.63,159.74,157.83
161.02,162.48,162.74,160.74
163.49,164.60,165.06,162.20
163.78,165.73,166.10,163.78
165.85,164.28,165.85,163.77
165.49,165.87,166.26,165.16
165.44,167.29,167.29,165.44
168.65,169.55,169.55,168.34
170.22,169.42,170.22,169.06
170.16,169.91,170.84,169.42
169.21,169.65,169.77,168.40
170.10,171.39,171.39,169.75
171.53,171.11,171.62,170.47
172.00,170.92,172.00,170.73
172.01,171.74,172.62,171.18
172.24,169.78,172.24,169.52
169.82,169.51,170.38,168.68
169.37,168.14,169.37,166.70
168.79,170.00,170.31,168.44
169.01,169.99,170.24,168.50
170.83,169.83,170.83,169.58
170.48,167.15,170.48,167.15
167.49,170.06,170.32,167.49
170.31,170.48,170.76,170.10
169.74,170.55,171.00,169.56
169.69,172.09,172.13,169.69
172.31,172.14,172.31,171.38
172.47,172.76,172.80,171.62
173.60,171.93,173.89,171.57
172.17,171.14,172.72,170.75
171.61,170.84,171.93,170.38
172.02,173.88,174.12,172.02
174.37,174.73,174.86,174.07
175.41,174.34,175.41,174.34
174.81,176.01,176.15,174.81
176.18,176.95,176.99,175.72
177.70,177.37,177.73,177.30
177.21,174.32,177.21,174.32
174.40,173.90,174.84,172.87
173.11,173.55,174.74,171.51
173.13,173.31,174.09,173.13
175.01,175.14,175.87,174.65
175.43,175.10,175.50,174.50
174.85,173.49,175.29,173.14
173.62,170.80,173.62,170.63
170.55,171.70,171.78,170.55
171.59,171.21,172.07,170.67
171.97,173.65,173.75,171.97
173.78,173.54,173.78,172.61
173.68,175.52,178.78,172.87
175.30,174.16,175.30,174.04
174.31,177.25,177.25,174.31
178.08,178.55,178.57,177.80
179.00,179.20,179.69,178.88
179.94,179.62,180.20,179.30
179.42,178.80,179.42,178.27
179.02,178.52,179.17,178.41
179.00,178.96,179.56,178.77
178.60,176.54,178.60,175.67
177.00,177.38,177.97,176.82
178.20,175.61,178.20,175.61
176.44,177.42,178.23,176.44
177.57,177.11,177.57,176.34
177.65,177.21,177.80,175.96
177.09,177.67,177.73,176.25
177.43,174.74,177.43,173.75
175.70,177.25,177.35,174.95
177.94,178.34,178.82,177.88
178.42,178.48,178.72,177.91
178.77,177.58,178.77,177.34
178.86,178.42,179.08,177.43
178.79,179.66,179.92,177.88
178.77,178.00,178.77,176.80
177.32,173.60,177.32,173.27
174.20,170.93,174.22,170.00
171.35,172.45,172.76,171.12
171.46,170.26,174.68,169.66
174.44,172.75,174.44,170.94
170.18,171.45,172.41,169.85
171.05,165.67,171.50,165.01
166.85,167.16,168.10,166.00
166.29,166.29,166.65,164.00
166.53,167.95,168.46,166.53
168.74,169.53,169.75,168.42
169.77,169.11,169.77,168.68
169.88,170.92,171.23,169.59
171.28,171.44,172.26,170.34
170.15,173.87,173.89,170.15
173.60,174.22,174.32,172.52
174.44,175.69,175.94,173.85
175.31,173.74,176.42,173.74
174.04,176.44,176.44,174.00
176.54,176.42,176.54,175.96
176.59,177.94,178.71,176.59
177.31,177.32,178.40,177.00
178.39,178.91,179.95,178.03
178.31,179.58,179.58,177.82
179.52,178.83,180.35,178.00
178.42,178.00,178.42,176.14
180.65,183.17,183.70,180.59
183.10,182.88,183.10,182.40
183.54,183.16,183.70,182.77
184.53,183.33,184.53,182.68
183.30,182.70,183.30,182.03
182.81,180.89,183.22,180.89
180.58,181.70,181.70,179.63
182.16,179.45,182.26,178.48
178.45,179.81,180.47,178.45
181.34,181.18,182.56,181.18
181.26,183.49,184.05,181.26
183.82,182.68,183.82,181.92
181.72,183.07,183.26,181.65
183.85,181.86,183.99,181.86
182.27,179.55,182.27,178.22
180.62,179.55,181.65,178.45
179.71,176.80,179.71,176.80
175.86,175.25,176.49,174.30
176.12,175.16,178.00,175.06
176.25,178.75,179.25,176.25
179.26,180.93,181.09,179.26
181.97,182.26,182.26,181.32
182.41,180.52,182.41,179.78
181.93,176.40,181.93,175.61
175.60,174.33,175.90,172.53
173.93,174.91,175.60,173.30
175.94,177.36,177.36,175.30
177.26,173.15,177.26,171.96
171.78,170.28,172.25,169.72
171.14,171.09,172.50,169.46
171.89,171.57,172.38,168.23
173.05,173.43,173.49,172.11
173.32,175.12,175.12,173.27
175.22,174.92,175.29,174.07
175.60,176.64,177.28,175.03
176.85,175.82,177.00,175.50
176.91,174.58,177.22,173.57
174.02,171.91,174.02,171.56
172.25,170.77,173.19,168.30
172.61,171.11,172.61,171.04
170.83,171.93,172.11,169.47
172.00,172.52,173.81,170.78
172.94,172.85,174.01,172.70
172.08,172.81,172.81,171.93
171.95,169.77,171.95,169.77
169.10,169.52,169.60,167.34
169.23,168.10,171.53,168.00
167.81,169.25,169.29,167.22
170.42,173.67,173.80,170.42
173.35,171.37,173.35,171.33
171.05,167.86,171.05,167.86
167.34,167.18,167.41,164.68
167.38,168.15,168.15,165.95
168.21,170.00,170.33,168.21
170.05,167.82,170.12,166.80
168.83,168.62,169.17,167.80
169.55,170.18,170.48,168.79
170.50,171.80,171.80,170.08
172.50,173.88,174.54,172.50
173.96,172.99,173.96,172.61
173.59,173.27,173.59,172.49
173.39,172.59,173.39,171.76
172.92,172.15,172.92,170.38
171.34,171.75,172.16,170.44
170.75,172.83,172.83,170.75
173.00,175.60,176.04,172.34
177.00,177.74,178.25,177.00
177.50,178.82,179.35,177.50
178.10,178.19,178.53,177.20
177.20,177.62,177.82,176.82
177.00,176.33,177.23,175.87
176.93,176.94,177.55,176.05
177.09,177.33,177.49,176.39
177.68,179.22,179.47,177.50
179.00,180.20,180.60,178.27
180.62,180.32,180.96,179.52
180.02,180.80,180.86,179.75
180.57,180.46,181.10,180.46
181.49,179.18,181.89,179.05
178.40,180.12,180.12,177.98
182.50,179.69,182.50,179.23
180.13,180.57,180.76,180.01
181.01,181.16,181.65,180.50
181.98,183.94,185.08,181.98
184.05,182.69,184.05,182.69
183.72,184.23,184.23,183.60
183.66,181.75,183.66,181.75
181.30,178.98,181.30,178.25
179.43,179.33,179.79,179.16
176.33,177.47,178.19,172.73
177.55,176.98,177.55,176.08
178.53,177.77,178.53,177.16
177.71,175.95,177.94,175.06
176.85,175.36,176.85,175.08
174.45,172.40,175.28,172.40
173.10,175.08,175.12,173.10
174.23,174.18,174.48,173.43
175.17,175.73,176.70,174.89
176.00,175.80,176.76,175.55
176.32,176.39,177.14,175.50
174.96,174.56,175.10,174.39
174.73,174.00,174.73,172.88
174.75,175.03,175.55,174.58
175.66,175.28,175.66,173.41
173.39,171.01,173.39,171.01
170.71,169.99,171.33,169.18
170.56,171.53,171.74,169.36
171.12,171.11,172.89,170.70
170.42,172.20,172.56,170.42
172.89,170.65,172.89,170.65
169.62,172.63,172.76,169.62
173.42,174.32,175.34,173.17
173.60,172.57,174.17,172.04
173.18,173.93,174.37,173.18
174.45,174.06,174.66,173.69
175.33,173.80,175.37,173.00
175.40,175.94,176.55,175.23
176.78,177.40,177.52,176.78
176.45,176.27,176.46,175.57
175.88,176.60,176.84,174.30
176.06,177.00,177.00,175.88
177.35,177.08,177.73,176.44
176.89,178.41,178.43,176.89
178.27,177.54,178.27,177.54
177.21,176.89,177.21,176.04
176.96,177.40,177.40,176.21
178.35,178.81,179.26,177.70
179.49,177.96,179.64,177.89
178.39,178.50,179.48,178.26
177.08,177.66,177.66,176.10
177.49,178.17,178.35,177.27
177.82,176.17,177.82,176.17
176.34,176.67,176.72,176.12
175.79,178.02,178.31,175.79
178.30,176.54,178.30,175.98
176.31,174.42,176.31,174.25
174.35,175.14,175.65,174.24
175.25,175.82,176.69,175.00
176.52,176.78,177.48,176.52
177.59,174.56,177.59,174.56
174.16,172.88,174.16,172.21
172.13,171.14,172.85,170.97
171.28,172.80,172.98,170.68
170.34,170.38,170.57,169.47
170.87,170.90,170.90,170.47
169.39,171.28,171.28,169.39
171.58,170.13,171.58,169.78
169.19,166.65,169.19,166.18
166.54,168.45,168.74,165.47
169.96,169.95,170.60,169.77
170.43,168.80,171.18,167.63
166.87,165.00,167.40,165.00
164.65,168.12,168.12,163.34
167.78,163.91,167.78,163.91
163.50,162.78,165.12,162.47
162.01,161.11,163.89,160.66
162.68,162.86,164.77,162.68
161.16,164.67,164.87,158.17
162.38,166.26,167.15,159.39
168.65,166.00,168.80,165.00
165.29,167.71,167.71,165.29
168.51,170.54,170.65,168.51
170.78,168.38,172.38,168.38
170.44,170.89,171.87,169.80
170.97,171.37,171.48,170.57
170.28,171.25,171.25,169.20
172.23,176.49,176.49,172.23
176.99,176.23,177.29,175.19
175.13,177.62,178.14,175.13
180.50,180.80,181.22,175.00
181.00,180.12,182.00,180.00
180.05,179.90,180.24,178.94
181.01,180.03,181.01,179.55
179.61,180.30,180.50,179.29
180.46,179.70,180.46,179.00
180.76,181.11,181.33,179.88
181.18,181.00,181.30,180.62
180.05,182.24,182.44,180.05
182.13,180.77,182.33,180.49
180.72,180.40,180.72,180.33
180.04,178.70,180.11,178.67
178.67,179.28,180.37,178.67
178.98,177.28,178.98,176.07
176.49,179.20,179.36,176.49
181.42,179.79,181.76,179.60
179.95,181.72,181.72,179.95
181.80,181.63,182.75,181.26
181.37,182.26,182.26,181.37
182.00,179.42,182.00,179.42
179.04,176.75,179.04,176.75
176.92,178.66,178.98,176.92
179.14,180.68,181.16,179.14
180.84,179.78,180.84,179.28
181.00,180.82,181.33,180.66
180.01,178.51,181.79,178.42
177.25,181.58,181.79,177.25
181.72,178.50,181.72,178.50
178.95,178.26,180.37,178.26
176.54,176.56,177.73,176.10
177.25,175.31,177.68,174.46
174.84,175.59,176.98,174.81
176.25,179.34,179.37,174.60
181.29,182.06,182.25,180.18
175.65,174.60,175.65,174.25
175.69,176.64,176.64,175.23
178.12,177.38,178.38,177.34
178.01,178.01,178.34,177.45
178.09,179.15,179.36,178.09
179.53,179.31,179.81,179.18
179.50,178.96,179.80,178.66
179.63,178.00,180.62,178.00
178.48,176.35,178.77,174.87
175.53,173.88,175.64,173.53
174.64,171.40,174.64,170.39
172.51,173.52,173.52,172.32
175.49,177.25,177.25,175.49
177.49,175.78,177.49,175.48
176.01,175.71,176.01,174.41
177.18,175.53,178.72,174.65
173.97,175.67,175.76,173.97
173.34,172.73,174.86,172.36
171.95,175.20,175.20,171.95
176.25,174.88,176.25,173.62
174.46,174.20,174.95,173.59
175.45,177.97,178.08,175.17
178.25,177.97,178.31,177.56
177.47,178.98,178.99,176.30
177.61,178.25,178.61,177.03
179.00,177.21,179.00,177.21
176.88,178.11,178.11,175.28
177.75,174.82,177.75,174.82
175.21,175.77,175.77,172.77
176.62,179.02,179.07,176.62
178.28,178.47,179.65,176.99
178.84,181.24,181.24,178.84
181.49,180.54,181.49,180.33
180.51,179.01,180.51,178.89
180.10,180.43,180.64,178.06
179.71,180.52,180.70,179.43
181.49,183.04,183.04,181.36
183.53,183.87,183.93,182.96
184.19,184.03,184.60,183.40
184.11,185.03,185.03,183.38
184.95,184.92,185.08,184.23
184.61,185.25,185.25,183.51
185.00,185.83,185.83,184.12
186.33,186.06,186.33,185.28
186.06,186.05,186.32,185.34
185.74,185.82,186.20,185.39
185.69,185.44,186.28,185.24
185.37,186.49,186.93,185.37
186.17,185.18,186.17,184.57
184.80,183.89,184.80,183.80
184.05,184.84,184.85,183.66
183.81,182.09,183.97,181.80
182.65,183.59,183.68,182.38
182.02,181.53,182.02,180.77
181.84,181.91,182.49,181.36
183.88,185.77,185.92,183.88
185.22,184.61,186.00,183.66
186.00,185.99,186.59,185.98
185.24,186.57,186.62,185.24
186.43,188.23,188.31,186.19
188.40,189.16,189.16,188.19
189.78,190.98,190.98,189.78
190.93,191.10,191.38,190.74
191.28,191.24,191.64,190.57
191.45,186.69,191.45,186.57
186.34,186.15,187.10,185.45
186.58,187.41,187.70,185.64
188.25,190.06,190.28,188.25
189.17,188.67,189.47,188.28
189.91,188.67,189.91,186.83
188.53,188.86,190.00,188.49
187.86,188.97,189.86,187.86
188.98,188.09,189.43,188.09
188.08,189.54,189.54,188.08
189.67,188.74,189.79,187.78
189.45,189.52,189.81,189.15
189.88,189.50,190.44,189.50
189.66,189.26,189.66,188.50
190.35,190.41,190.96,190.04
190.13,190.05,190.60,189.85
188.24,186.80,188.53,186.56
188.18,189.21,189.68,188.08
189.83,189.01,189.83,189.01
189.10,189.53,189.64,188.00
189.54,190.57,190.94,189.00
190.91,190.59,190.91,190.22
190.99,188.89,191.95,188.57
189.16,189.59,190.11,187.03
188.93,187.53,189.23,187.35
186.65,183.68,186.69,183.01
184.00,184.75,184.97,183.85
185.00,185.47,186.77,185.00
185.24,182.69,185.24,182.50
183.37,183.25,183.89,182.16
183.65,184.96,185.33,183.21
186.33,186.27,186.89,185.49
185.95,186.49,187.37,185.95
185.55,185.82,186.19,183.41
186.29,185.75,186.71,185.18
186.70,187.73,187.92,186.23
187.69,187.56,187.72,186.71
186.92,189.54,189.75,186.92
189.46,189.66,189.85,189.18
189.94,189.76,189.94,188.90
189.70,189.45,190.23,189.05
189.11,188.83,189.88,188.19
188.35,186.67,188.35,185.88
186.99,188.80,188.87,186.99
188.74,188.87,188.89,188.38
188.33,187.71,188.49,186.90
188.58,188.41,188.96,186.03
187.66,188.80,189.59,187.18
189.26,190.44,190.96,189.26
189.92,188.63,189.95,188.37
188.90,190.24,190.51,188.00
190.34,189.74,190.34,189.36
189.75,188.92,189.75,188.01
190.10,191.55,192.14,190.10
191.56,191.69,192.10,191.22
191.37,191.54,191.54,190.78
190.77,191.59,191.74,189.74
191.30,192.75,193.02,191.30
193.50,192.81,193.79,192.33
193.48,194.91,195.27,193.48
194.23,195.02,195.23,194.08
195.38,195.75,195.87,195.28
195.83,195.42,195.84,195.07
195.66,194.50,195.84,194.13
194.55,193.97,194.55,193.25
194.57,193.02,194.57,192.81
192.18,189.28,193.18,189.07
190.36,190.20,190.55,189.16
191.90,191.18,196.03,190.00
191.11,189.93,191.11,189.33
188.91,189.46,190.36,188.63
189.91,190.35,190.39,187.25
189.46,187.91,189.46,186.87
189.78,188.15,189.78,188.12
190.51,191.44,191.44,190.15
192.58,193.02,193.48,192.44
192.82,193.34,193.76,192.82
193.23,192.43,193.40,192.21
193.38,194.05,194.19,193.38
194.21,193.15,194.21,192.56
193.14,192.46,193.21,192.00
192.71,192.42,192.71,191.39
192.01,192.86,193.06,192.01
193.44,190.81,193.69,190.66
191.23,188.81,191.23,188.46
188.22,187.67,188.40,187.27
188.16,188.91,189.37,186.00
188.92,190.05,190.69,188.70
189.31,190.93,191.00,189.22
191.10,191.74,192.88,191.10
191.92,190.82,192.05,189.70
191.92,190.76,191.92,190.62
192.41,192.28,193.71,191.67
192.43,189.78,192.43,189.20
189.30,189.10,189.40,188.27
190.00,190.91,191.31,190.00
189.93,189.94,190.21,188.81
188.52,188.76,189.18,186.25
188.48,189.26,190.13,188.40
189.12,190.30,190.38,188.17
189.73,192.12,192.12,189.40
191.73,190.95,191.83,190.71
189.91,189.49,190.27,188.39
188.36,184.94,188.36,184.94
183.71,182.32,183.82,181.50
177.63,175.11,180.42,125.50
178.04,173.42,181.23,173.42
177.52,177.65,180.95,173.40
179.22,180.51,181.55,177.04
180.74,180.86,181.54,180.03
180.62,180.67,181.82,180.17
178.70,175.86,178.71,175.38
177.61,178.37,178.37,176.05
178.99,179.14,180.74,178.96
178.20,178.08,178.50,176.26
179.78,181.62,181.88,179.60
183.01,179.98,183.01,179.83
179.23,180.39,181.47,179.23
179.68,181.20,181.20,178.77
181.76,180.87,181.82,180.35
181.34,182.92,183.03,180.92
182.49,184.33,184.44,182.49
184.33,184.83,187.38,184.33
182.88,181.29,183.48,181.29
182.84,181.97,184.59,181.41
181.21,179.79,181.21,178.45
180.04,179.54,180.65,179.33
179.09,179.12,179.12,177.33
180.34,178.43,180.71,177.95
178.17,173.05,178.17,172.69
173.16,171.99,174.54,171.00
173.28,174.29,174.66,172.59
174.51,173.92,174.51,171.45
172.21,175.89,175.89,170.99
177.10,180.23,180.23,177.10
180.07,178.46,180.72,177.82
179.44,181.73,181.76,179.44
181.47,183.49,183.49,181.44
183.70,183.76,184.52,183.46
183.96,184.37,184.45,183.53
183.50,181.86,184.69,181.79
181.67,179.94,182.63,179.76
180.13,183.10,183.10,178.97
183.49,183.60,183.66,182.07
182.85,184.32,184.41,182.85
184.20,184.04,185.03,183.40
184.76,181.12,184.76,180.97
181.90,182.59,183.43,181.59
184.32,184.76,184.76,183.03
184.83,184.11,184.96,183.92
183.58,182.03,183.74,181.58
182.84,186.95,186.95,182.69
186.98,184.89,187.07,184.71
185.01,184.52,185.90,183.92
184.88,187.93,188.26,184.88
187.76,188.44,189.15,187.00
188.85,187.73,188.85,187.52
188.09,188.46,188.47,186.42
187.98,189.23,189.41,187.11
189.38,186.32,189.38,185.55
185.83,186.83,186.83,185.06
187.19,185.07,187.19,185.07
184.50,182.31,184.54,182.03
181.54,180.55,182.25,180.53
180.90,182.94,182.94,180.08
183.15,182.86,184.86,182.57
183.57,185.44,185.44,182.57
185.69,184.98,185.69,184.63
186.00,186.83,187.18,186.00
186.64,187.47,188.17,186.64
186.65,188.29,188.46,185.82
188.54,189.86,189.88,188.17
190.03,190.73,190.73,189.89
191.34,189.53,191.34,189.30
190.01,190.80,190.97,189.40
190.84,188.93,191.05,188.78
189.65,185.70,189.65,185.42
186.34,187.80,188.51,186.12
188.06,185.23,188.06,184.88
183.96,185.05,185.50,183.82
184.24,182.69,185.72,182.29
182.82,183.02,184.48,182.82
182.33,180.17,182.33,179.47
180.07,178.99,180.07,177.62
180.06,181.26,181.80,180.06
182.80,183.85,184.25,181.92
185.31,182.06,185.31,181.79
172.97,170.70,172.97,170.40
171.73,172.07,172.26,170.84
172.36,173.24,173.26,171.00
173.93,174.70,174.72,173.66
174.36,175.40,176.16,174.36
174.41,174.77,174.77,173.20
175.67,176.83,176.87,175.29
176.68,175.07,176.86,175.07
174.73,172.50,174.95,172.50
170.11,167.75,170.11,167.00
168.25,168.19,168.54,167.32
166.78,166.63,167.56,165.94
163.23,162.74,165.00,162.44
163.53,160.05,164.04,160.05
160.98,160.79,160.98,158.69
161.30,161.18,162.56,159.06
161.63,156.56,162.13,156.35
157.27,159.19,160.30,155.07
154.59,156.76,156.81,153.69
158.21,156.02,158.36,153.87
153.34,156.29,157.64,150.41
155.01,155.11,157.29,154.69
157.78,158.39,158.70,157.30
157.87,155.80,158.32,155.80
157.01,159.59,159.69,157.01
158.78,156.93,159.36,156.38
158.06,156.77,158.57,156.46
157.51,161.29,161.29,157.51
160.61,161.25,162.19,159.57
159.76,158.01,159.94,157.64
159.42,157.64,159.42,155.66
157.61,158.59,159.16,157.39
157.70,154.02,158.21,153.80
152.31,151.99,152.31,149.70
149.92,151.59,153.00,149.92
152.24,151.29,154.83,151.26
148.78,150.00,151.75,148.00
151.40,152.25,152.60,150.48
154.50,155.53,155.98,153.62
156.65,157.67,158.54,156.65
157.96,156.92,158.08,156.63
156.60,158.07,158.45,156.31
160.19,159.93,160.52,159.50
159.94,158.77,159.94,158.77
157.40,160.58,160.62,156.81
160.65,161.83,162.23,160.46
162.89,162.92,163.09,162.17
162.83,161.47,163.78,161.47
162.86,164.94,164.94,162.86
164.92,165.77,165.77,164.07
165.95,167.00,167.00,165.52
167.39,168.02,168.68,167.06
167.46,169.06,169.54,167.07
168.30,165.78,168.30,165.78
166.32,166.33,166.95,165.68
167.22,165.24,167.46,164.01
166.57,168.68,168.94,166.57
168.83,168.17,170.31,167.11
167.60,165.71,167.60,165.47
165.53,166.83,166.95,165.53
166.31,168.59,169.42,165.72
168.96,169.72,170.27,168.70
169.21,169.12,169.81,168.70
168.26,168.90,169.67,168.26
168.69,166.88,168.69,166.88
165.65,166.86,166.89,164.98
167.13,167.19,167.71,166.10
167.03,172.07,172.07,167.03
173.00,172.33,173.00,171.81
173.05,172.83,173.38,172.29
171.09,173.40,173.40,171.04
173.43,171.80,173.43,171.80
170.66,169.88,171.20,169.65
169.94,171.74,171.81,169.80
170.91,169.69,170.91,168.62
171.33,170.29,171.46,169.40
171.00,169.77,172.13,169.68
170.03,171.10,171.23,169.01
171.76,174.65,174.81,171.76
174.63,174.13,174.89,173.75
173.97,174.42,174.61,173.18
174.39,175.62,175.81,173.51
176.38,175.79,176.38,175.22
176.48,176.10,176.59,175.02
175.78,174.68,175.93,174.41
174.36,176.04,176.44,174.36
176.09,174.76,176.09,174.29
175.89,176.68,176.68,174.63
176.92,176.94,177.03,175.51
177.15,174.40,177.15,174.02
174.38,173.18,174.62,172.24
173.43,175.02,175.03,173.43
174.33,172.75,174.33,171.99
171.65,171.97,172.76,170.87
171.94,171.06,171.94,170.66
170.17,171.91,171.91,169.56
171.95,172.88,173.70,171.95
174.24,173.75,174.24,172.32
173.67,171.46,173.67,171.46
172.48,171.08,172.48,170.10
170.86,170.15,171.56,169.77
170.22,171.92,172.70,170.22
171.56,168.78,172.18,168.09
168.51,170.60,171.16,168.51
169.03,169.24,170.01,167.46
169.64,171.38,171.47,169.48
171.89,171.29,172.37,171.00
172.75,175.19,175.56,172.75
175.45,175.80,176.76,175.45
176.22,176.21,176.42,175.62
176.50,177.38,177.38,176.50
177.98,177.58,178.41,177.43
177.61,179.38,179.39,176.93
178.77,180.00,180.00,178.49
180.28,179.06,180.28,177.45
179.69,180.66,181.24,179.34
180.66,181.36,182.14,180.59
181.41,182.97,183.19,181.41
183.10,182.37,183.10,181.77
180.47,179.56,181.42,179.39
179.27,177.51,179.90,177.51
177.18,177.89,178.45,176.86
178.37,177.49,179.10,177.49
176.22,177.40,177.40,175.00
177.57,175.71,177.57,175.15
178.46,177.98,179.63,177.86
178.26,177.62,178.26,176.55
178.34,177.04,178.49,176.47
178.67,180.47,180.47,178.23
173.45,173.42,176.03,172.74
171.64,168.92,171.64,168.05
170.10,171.28,172.07,170.10
172.91,174.83,175.06,172.91
175.20,178.39,178.39,174.81
178.68,178.77,179.32,177.67
178.07,176.63,178.07,175.50
175.47,177.93,178.07,175.32
178.19,178.25,179.08,177.37
180.11,182.23,182.52,180.06
183.04,184.40,184.67,183.04
185.95,186.37,186.98,185.07
187.01,185.80,187.01,185.24
187.83,186.02,187.83,185.86
187.13,186.00,187.13,185.58
186.06,186.44,187.46,185.75
185.76,185.27,186.62,184.98
186.09,186.18,186.93,185.44
186.28,185.00,186.70,184.60
184.90,186.46,187.01,184.90
186.31,186.00,186.61,185.51
185.89,186.99,187.03,185.53
187.45,187.61,187.75,186.48
187.79,187.31,187.79,186.81
186.77,187.42,188.01,186.01
186.79,187.30,188.18,186.34
187.36,184.87,187.36,184.47
185.08,185.70,185.82,184.36
185.57,186.04,186.93,185.57
187.32,188.42,188.69,186.90
188.67,187.38,188.74,187.22
187.90,187.71,187.90,187.50
188.00,186.50,188.00,186.00
187.61,187.07,187.78,186.74
187.33,186.76,187.33,186.41
187.19,188.81,188.95,187.19
188.60,187.39,188.60,187.22
187.33,186.82,187.33,186.15
186.51,187.78,187.98,186.51
187.74,187.98,188.34,187.50
187.48,188.42,188.60,187.35
189.96,190.10,190.46,189.91
190.90,189.13,190.90,188.88
189.15,189.36,189.90,188.84
190.06,189.60,190.66,188.43
189.57,190.52,190.91,189.57
190.77,191.05,191.05,190.00
190.91,190.31,190.91,189.26
190.91,190.49,190.91,188.70
191.87,192.51,192.51,191.04
192.71,192.28,192.71,191.02
191.91,193.12,193.36,191.91
193.86,192.76,193.86,192.26
191.39,187.41,191.39,187.41
186.25,189.00,189.14,186.25
188.36,185.87,188.36,185.10
185.98,185.66,186.71,185.40
186.31,188.26,188.31,186.31
186.87,187.58,187.72,186.74
188.06,188.26,189.59,187.60
189.75,187.87,189.75,187.87
188.34,190.70,190.74,188.34
191.62,193.41,193.41,191.62
193.00,192.20,193.19,192.09
191.57,189.81,191.57,189.81
190.19,190.04,190.25,189.01
190.01,191.15,191.41,189.31
191.24,188.83,191.24,188.70
189.23,191.14,191.14,189.15
190.00,190.07,190.07,189.09
190.63,189.65,190.86,188.93
190.13,190.44,191.42,190.13
190.70,190.42,190.70,188.54
190.30,189.45,190.51,188.60
190.34,191.21,193.22,190.34
191.65,187.94,191.65,187.03
188.00,188.01,189.20,187.50
186.17,186.17,186.85,185.55
187.07,186.02,187.86,185.66
186.23,185.49,186.57,185.20
187.38,185.63,187.38,185.62
186.08,186.25,186.71,184.91
185.07,184.58,185.53,183.92
183.47,184.07,184.35,182.99
185.03,185.90,186.61,185.03
186.23,183.66,186.23,183.45
182.41,181.98,186.60,181.35
182.28,179.90,182.28,179.34
180.13,179.63,180.60,179.16
179.75,180.64,180.64,179.12
180.79,177.90,182.29,177.17
177.39,176.62,178.34,175.97
176.95,175.58,177.57,175.58
176.07,176.89,178.65,176.07
179.79,180.53,181.18,179.74
180.51,181.46,182.21,179.76
179.88,186.70,186.94,179.88
188.88,190.48,191.07,187.62
190.54,194.26,194.62,190.54
196.73,197.00,199.19,195.77
196.61,197.77,198.06,196.28
198.15,197.31,198.20,196.82
198.46,199.20,199.72,198.46
199.90,200.14,200.39,199.08
201.55,200.65,201.55,199.42
202.36,202.85,202.93,201.44
203.47,204.31,204.55,202.36
204.41,205.33,205.52,204.41
