UAA,Under Armour,NASDAQ
31.25,32.27,32.46,31.22
33.36,32.94,33.36,32.50
33.10,32.99,33.45,32.64
32.93,32.26,33.05,31.65
32.25,32.27,32.94,32.20
32.20,31.67,32.34,31.41
31.67,31.00,31.67,30.60
30.82,30.39,31.06,30.34
30.50,30.11,30.75,29.91
30.07,30.01,30.29,29.94
29.79,30.05,30.06,29.33
29.90,29.39,30.04,29.14
29.46,29.29,29.61,29.20
29.04,29.31,29.72,29.04
29.37,29.42,29.60,29.05
29.26,29.23,29.44,29.12
29.16,29.05,29.35,29.00
29.34,29.87,29.99,29.28
30.15,30.54,30.90,30.00
30.55,30.29,30.71,29.90
30.49,30.47,30.66,30.24
30.57,30.47,30.80,30.44
30.71,30.71,31.06,30.55
30.71,30.55,30.75,30.19
30.34,30.38,30.59,30.01
30.35,30.08,30.58,29.94
