CPT,Camden Property Trust Common Stock,NASDAQ
78.72,77.83,79.52,77.76
77.95,78.27,78.41,77.62
78.17,79.38,79.70,77.54
79.48,79.61,79.98,78.89
79.29,80.94,81.10,79.26
81.41,81.34,82.17,80.67
80.94,79.81,80.94,79.44
79.54,80.11,81.38,79.50
80.46,81.83,82.26,80.40
82.37,82.33,83.40,81.97
82.24,82.63,83.35,81.92
82.75,81.39,83.42,81.38
81.24,82.77,82.88,81.04
82.89,83.18,83.42,82.56
83.26,83.03,83.78,82.81
83.06,82.69,83.32,82.22
82.74,83.30,83.46,82.53
83.07,84.07,84.55,82.53
84.19,84.06,84.58,83.22
84.24,85.28,85.62,84.15
84.88,85.20,85.96,84.25
85.00,84.80,85.45,84.62
84.91,84.01,84.95,83.95
83.83,82.69,83.83,82.68
82.81,82.22,82.98,82.02
82.17,82.08,82.39,81.02
82.00,81.96,82.72,81.83
