INUV,Inuvo,NASDAQ
1.26,1.39,1.39,1.25
1.39,1.40,1.44,1.39
1.40,1.44,1.45,1.32
1.45,1.46,1.49,1.38
1.44,1.44,1.45,1.34
1.41,1.47,1.50,1.39
1.48,1.45,1.50,1.33
1.46,1.50,1.56,1.41
1.55,1.49,1.65,1.46
1.50,1.62,1.65,1.48
1.65,1.99,2.15,1.59
1.80,1.75,2.31,1.72
1.96,1.80,1.96,1.68
1.78,1.69,1.78,1.61
1.69,1.65,1.74,1.62
1.64,1.64,1.72,1.62
1.61,1.67,1.70,1.54
1.66,1.58,1.67,1.51
1.63,1.56,1.65,1.54
1.55,1.57,1.60,1.53
1.57,1.56,1.60,1.51
1.59,1.55,1.60,1.53
1.55,1.60,1.61,1.50
1.65,1.61,1.65,1.58
1.62,1.56,1.65,1.56
1.61,1.61,1.64,1.56
