APD,Air Products and Chemicals,NASDAQ
94.29,94.59,94.80,93.62
93.64,93.55,94.04,92.61
94.22,94.61,94.83,93.92
95.68,96.13,96.40,95.40
94.48,92.78,94.77,92.37
92.67,91.57,93.17,91.31
91.51,93.51,95.02,90.60
92.13,90.75,93.60,90.47
90.61,91.39,92.17,90.12
92.26,91.88,92.43,91.28
91.75,92.35,92.56,91.38
92.80,95.96,96.17,92.77
95.70,96.53,96.70,94.86
97.61,97.01,97.66,96.60
97.04,96.65,97.09,96.09
96.62,96.61,96.76,96.15
95.99,95.50,95.99,94.80
96.00,96.37,96.47,95.81
96.79,96.88,97.47,96.18
96.89,96.99,97.20,96.03
96.73,97.88,97.90,96.72
101.03,100.65,101.03,97.89
100.44,100.56,100.65,99.69
102.02,107.11,108.66,101.89
106.61,104.12,106.99,103.89
104.28,104.64,104.70,102.75
104.83,105.61,105.75,104.15
108.78,108.64,109.98,107.52
109.49,107.25,111.00,106.39
106.80,106.95,107.02,105.69
108.08,107.83,108.08,106.83
107.08,106.87,107.98,106.72
106.69,106.76,107.41,106.04
107.22,106.62,107.92,106.23
106.38,106.70,107.49,106.33
105.91,103.20,105.91,102.64
103.57,103.95,104.24,103.40
103.82,102.78,104.20,102.49
101.96,101.44,102.04,100.85
101.00,100.89,101.35,99.76
100.60,101.52,101.82,100.58
101.32,102.23,102.41,100.94
102.00,101.70,102.37,101.32
102.14,102.98,103.71,101.58
103.02,104.00,104.16,102.62
104.14,103.32,104.50,103.19
102.66,101.86,103.10,101.75
101.61,101.47,102.00,101.17
101.30,102.44,103.70,101.14
102.53,102.14,102.69,101.49
103.30,102.91,103.67,102.03
102.87,103.87,103.96,102.40
103.83,103.84,104.24,103.26
104.01,102.99,104.37,102.87
103.48,105.74,105.79,103.12
106.12,106.20,106.70,105.66
106.21,106.28,106.60,105.58
106.01,105.73,106.70,105.56
105.86,106.15,106.37,105.50
107.41,107.99,108.75,106.74
107.73,106.54,107.89,106.26
106.65,109.37,109.50,106.16
109.47,110.02,111.40,109.47
110.02,108.57,110.96,108.57
108.14,107.42,108.90,107.06
107.30,107.21,108.06,107.05
107.70,107.32,108.09,106.91
109.83,109.78,114.75,109.02
107.64,107.00,108.26,106.95
106.16,106.57,107.16,106.00
105.72,107.11,107.92,105.20
106.88,107.16,107.64,105.78
107.16,105.43,107.35,105.16
105.45,106.31,106.56,105.10
105.79,104.62,106.18,104.55
104.72,102.58,104.76,102.23
102.83,103.99,104.41,102.42
105.11,107.80,108.00,105.00
108.29,108.72,108.75,107.34
107.62,109.17,109.33,107.52
108.72,108.10,109.25,107.83
109.05,109.09,109.69,108.43
108.89,109.87,110.10,108.57
110.21,110.19,110.51,109.48
109.98,110.66,110.99,109.91
111.23,111.73,111.95,111.08
111.68,110.65,111.94,110.06
110.65,111.38,111.73,110.53
111.16,111.73,111.87,110.65
111.53,109.54,111.58,108.79
108.21,107.47,109.40,107.00
107.83,107.20,109.76,106.99
107.30,109.01,109.38,106.40
108.95,108.00,109.75,107.59
108.12,108.77,108.90,107.79
108.44,109.12,109.39,107.74
109.46,109.92,110.10,109.15
109.78,108.26,109.88,108.02
108.25,109.45,109.63,108.10
109.50,109.09,109.88,108.85
109.10,107.97,109.19,107.91
107.73,108.04,108.41,107.43
108.36,108.67,108.78,107.79
109.02,110.59,110.69,108.81
110.54,109.94,110.93,109.61
109.94,110.09,110.64,109.50
109.99,109.60,110.35,109.25
109.97,109.71,110.16,109.13
110.00,111.17,111.42,109.25
111.17,109.72,111.61,109.51
109.26,108.85,109.70,108.72
109.05,109.12,109.62,108.65
109.10,108.83,109.75,108.58
108.95,107.69,109.18,107.50
107.50,107.16,107.50,106.31
107.00,107.45,107.80,106.45
107.00,106.51,107.35,106.18
107.81,109.51,109.55,107.45
109.48,109.18,109.51,108.67
108.49,109.10,109.77,108.44
108.80,106.83,108.97,106.74
106.71,107.48,107.75,106.13
107.71,107.72,108.26,107.39
108.01,107.30,108.65,107.07
107.50,107.40,108.35,106.79
107.88,107.28,107.99,105.74
107.06,110.92,111.05,106.51
111.21,111.30,112.26,111.10
111.74,112.52,112.61,111.16
112.61,112.79,113.54,112.35
112.93,113.66,113.83,112.77
113.87,113.43,113.99,112.95
112.48,112.59,113.32,112.47
112.53,111.78,113.11,111.40
111.56,111.44,111.95,111.11
111.94,111.22,112.07,110.73
111.57,111.49,112.00,110.77
112.20,110.11,112.20,110.00
110.28,110.09,110.42,109.10
110.24,109.66,110.96,109.26
110.09,109.63,110.64,109.42
109.44,108.58,110.54,108.36
108.91,110.17,110.31,108.17
110.20,111.25,112.14,110.11
111.03,111.69,111.86,110.98
111.86,112.01,112.53,111.28
112.38,112.05,112.93,111.55
112.71,112.30,113.22,111.67
111.38,111.01,111.95,110.82
110.04,106.71,110.35,106.65
107.07,106.24,107.38,105.47
106.96,107.79,107.95,105.75
106.47,106.00,107.63,105.40
106.51,105.92,106.54,105.82
104.83,105.14,106.15,103.81
105.47,103.75,106.09,103.40
104.31,103.98,105.31,103.79
103.70,104.26,104.59,102.73
104.03,107.24,107.34,103.76
108.31,109.23,109.34,107.68
109.00,109.81,110.60,109.00
110.27,111.94,112.12,109.83
111.84,111.87,112.26,111.66
110.79,116.93,117.04,110.61
116.78,117.38,117.55,115.89
117.50,118.04,118.89,117.47
118.20,117.08,118.61,117.05
117.51,117.71,118.05,116.15
118.37,118.27,119.23,117.93
117.98,118.73,119.06,117.98
118.43,119.67,120.00,118.30
119.53,117.47,120.36,117.38
118.80,119.34,119.63,118.30
119.50,121.32,122.24,119.48
120.59,120.52,121.08,119.65
122.00,122.51,123.15,121.66
122.51,121.58,122.51,121.45
121.58,122.45,123.60,121.51
123.13,121.67,123.26,121.37
121.60,121.10,121.80,120.00
121.46,120.54,122.22,120.47
119.94,119.75,120.23,119.44
120.09,119.31,120.93,118.87
119.40,119.77,120.13,119.17
120.16,120.85,121.32,119.91
121.38,121.83,121.85,120.53
121.60,121.04,122.45,120.53
120.64,122.21,122.26,120.64
123.88,122.15,124.40,121.98
122.18,120.19,123.23,119.96
121.09,120.95,121.44,120.00
121.56,119.42,121.69,119.39
119.27,118.44,119.36,118.00
118.39,117.30,118.50,117.28
118.49,119.04,119.24,117.48
118.93,120.00,120.01,118.93
120.39,121.76,121.81,119.69
122.25,121.15,122.92,120.74
121.77,119.10,122.22,119.04
119.23,116.78,119.23,116.57
116.80,117.12,117.71,116.58
117.46,118.45,118.91,117.22
118.50,115.85,119.57,115.81
115.50,115.14,116.70,115.09
115.87,115.19,116.15,114.52
115.37,116.31,116.36,114.28
117.16,118.68,118.71,116.85
118.44,117.94,118.97,117.90
117.66,117.55,118.71,117.27
117.68,119.17,119.90,117.27
119.64,118.47,120.13,117.32
119.03,118.45,119.03,117.93
118.39,117.12,118.39,116.43
116.78,117.02,117.59,115.63
117.63,117.13,118.02,116.91
116.72,117.52,117.72,116.53
117.57,117.42,118.48,116.75
117.41,118.22,118.46,116.82
117.80,119.35,119.62,117.37
118.99,118.79,120.38,118.40
119.26,119.92,119.99,117.88
119.74,119.04,120.85,118.71
119.06,118.72,119.37,118.24
119.41,119.88,120.58,118.97
120.00,119.30,120.30,119.18
119.23,119.70,120.25,118.80
119.35,116.98,119.35,116.66
117.08,118.50,118.54,116.67
118.49,118.23,119.42,117.92
117.82,116.75,118.26,116.29
117.17,118.51,118.75,116.61
118.34,118.19,119.00,117.88
118.18,118.74,118.85,117.64
119.23,118.79,119.72,118.62
118.80,118.31,119.14,118.25
119.22,120.22,120.32,117.94
119.85,119.97,120.09,119.17
120.00,121.83,122.06,119.74
121.53,121.54,121.84,120.85
121.23,120.45,121.73,120.39
121.20,122.86,123.01,119.56
122.97,123.55,123.58,122.60
123.40,122.95,123.40,122.50
122.64,123.32,123.34,121.81
122.60,121.99,122.95,121.84
121.92,119.54,121.92,119.32
119.59,121.13,121.48,119.40
121.07,120.52,121.07,119.61
120.18,121.60,121.63,119.80
128.70,130.72,131.48,128.57
130.29,129.70,130.95,129.39
130.25,130.75,130.83,129.72
130.58,130.13,130.62,129.65
130.05,129.22,130.16,128.94
129.21,129.54,130.20,128.13
129.72,128.83,129.94,128.02
126.87,128.61,128.65,126.62
128.41,128.62,129.35,127.34
128.30,129.26,129.48,127.26
129.66,128.63,129.66,128.45
129.40,129.42,129.53,129.00
128.76,128.91,129.20,128.34
128.16,128.58,129.23,127.94
129.37,129.28,129.48,128.49
128.00,128.69,129.10,127.68
128.50,129.42,129.45,128.33
129.98,129.61,129.98,129.19
129.98,129.60,130.75,129.27
129.99,129.80,130.38,129.25
129.38,128.74,129.85,128.51
129.20,129.98,130.16,128.36
129.33,130.06,130.16,129.05
130.04,130.33,130.56,129.72
130.20,136.09,136.31,130.05
135.28,135.16,136.43,134.76
134.73,135.87,136.00,134.68
135.75,136.32,136.33,134.82
136.50,135.86,136.80,135.86
136.17,135.34,136.90,134.68
134.21,131.95,135.02,131.94
131.46,133.12,133.60,131.22
134.18,135.32,135.53,133.07
135.20,132.66,135.20,132.10
132.37,132.32,133.15,131.86
132.94,131.16,132.94,130.68
131.48,132.67,132.76,130.96
133.30,132.03,133.54,131.90
132.15,131.99,132.34,131.07
132.71,132.44,132.80,132.07
132.61,132.55,133.11,132.19
132.84,132.78,133.82,131.56
133.39,134.14,134.31,133.39
134.22,134.38,134.80,133.57
134.32,133.81,134.40,133.33
133.89,133.13,134.02,132.93
133.16,132.75,133.30,132.49
133.33,133.18,133.84,132.66
133.82,133.40,133.82,133.02
133.03,133.00,133.79,132.39
132.50,133.34,133.90,131.89
133.70,133.21,133.87,132.63
133.17,132.29,133.51,131.71
132.28,132.88,133.44,132.28
132.89,132.43,133.40,132.19
132.21,132.54,132.58,131.52
132.30,131.99,133.39,131.66
132.04,130.11,132.04,129.52
129.93,131.61,131.73,129.16
130.47,128.43,130.51,128.03
128.39,128.22,129.05,127.46
127.83,128.95,129.06,126.82
128.73,131.48,132.28,128.35
131.99,130.92,133.02,130.22
131.72,133.04,137.45,131.06
133.69,134.50,135.96,133.37
134.50,134.20,134.70,133.76
134.20,133.41,134.42,133.35
133.80,135.68,136.00,133.31
134.85,133.02,135.12,132.79
133.00,134.77,135.28,133.00
132.99,133.13,133.86,132.83
133.11,130.18,133.30,130.18
129.44,126.48,129.71,126.20
126.34,127.42,128.22,124.49
129.07,128.56,129.50,127.68
128.96,128.67,128.97,127.94
127.85,125.85,127.97,125.66
125.80,126.70,126.91,123.44
126.50,123.31,126.62,122.16
122.54,122.96,123.93,121.44
122.66,119.03,123.34,118.79
119.60,121.01,122.70,118.20
119.24,126.27,126.86,118.24
125.23,127.71,129.21,124.56
128.80,129.01,129.73,127.92
128.93,129.97,129.97,128.37
129.80,130.75,131.70,129.52
131.39,129.60,132.46,129.48
130.96,129.52,131.09,129.07
129.50,131.50,131.99,128.89
130.43,128.55,130.43,127.83
129.12,129.72,130.26,128.64
129.73,128.85,129.75,126.83
131.00,133.58,136.08,131.00
134.39,134.66,135.42,133.15
134.61,135.39,136.23,133.32
135.00,133.67,135.17,133.07
135.00,133.97,135.09,133.57
134.33,135.01,135.16,133.44
135.37,134.94,135.74,134.40
135.00,134.90,135.14,134.26
134.93,134.92,135.35,134.49
135.00,134.79,135.35,134.50
134.98,135.53,135.87,134.63
135.23,134.71,136.20,134.45
134.85,135.81,135.89,134.50
136.00,138.90,139.24,135.79
139.90,142.14,142.49,139.83
141.25,142.68,142.79,140.98
143.91,145.15,145.39,143.63
145.15,144.75,145.62,144.26
144.86,145.35,146.46,144.86
144.88,145.21,145.29,143.87
144.83,143.83,145.00,143.41
143.63,144.09,144.56,142.97
143.86,143.81,144.45,143.34
143.65,145.38,145.70,143.42
144.99,145.80,146.31,144.23
145.93,146.73,147.53,145.82
146.60,145.59,146.69,145.11
144.65,144.77,145.04,143.38
144.35,142.01,144.82,141.49
142.93,143.27,144.53,142.13
141.88,138.06,142.63,137.97
138.92,137.32,139.12,135.41
136.52,136.82,139.87,136.38
137.54,140.96,141.35,137.14
142.63,144.45,144.69,142.40
144.99,147.04,148.74,144.45
147.00,147.83,147.86,146.52
148.34,148.58,149.28,148.14
148.58,148.58,149.08,148.05
148.72,149.12,149.61,148.04
148.72,148.34,149.30,147.76
146.93,146.44,147.93,146.18
145.68,144.23,146.85,144.12
143.39,145.43,145.84,142.88
144.36,140.78,144.36,139.72
141.49,140.73,142.75,139.71
141.83,142.25,142.65,140.73
142.90,145.54,145.90,142.90
145.88,143.36,145.88,143.20
143.25,142.37,143.34,141.53
143.27,141.62,144.28,140.10
139.49,139.93,140.22,137.62
141.34,139.46,142.05,139.10
139.50,139.71,140.40,137.07
140.97,141.38,141.72,138.98
141.33,143.10,143.66,140.63
143.79,144.32,144.46,141.63
144.00,143.46,144.08,142.21
143.06,143.08,143.55,141.68
141.56,141.85,143.17,140.49
142.25,138.83,142.90,138.39
143.00,146.99,148.05,143.00
145.65,145.61,149.00,145.00
144.37,147.68,148.16,141.88
148.49,148.41,149.15,146.56
148.06,148.42,149.50,147.23
149.28,151.52,151.57,148.95
151.27,150.32,151.78,149.77
150.20,149.77,151.10,149.34
150.02,150.29,150.86,148.65
149.89,150.01,150.54,148.74
150.98,152.22,152.57,150.12
152.06,152.81,153.58,151.79
152.52,153.46,154.19,152.20
153.46,153.87,154.03,152.60
154.50,156.08,157.11,154.05
155.81,157.66,157.73,154.61
156.82,156.10,157.36,155.84
156.44,156.98,157.54,155.95
156.98,157.05,157.64,156.81
156.74,156.63,157.28,155.85
156.78,156.14,156.87,155.95
156.25,158.13,158.20,156.00
157.84,156.06,158.20,155.86
155.90,154.74,156.70,154.43
154.80,154.86,155.06,154.20
153.75,152.61,154.21,152.30
153.27,153.89,154.25,152.97
152.46,152.10,152.75,151.28
152.65,151.30,152.79,151.29
152.12,153.29,153.47,152.00
152.69,152.00,153.14,151.12
152.90,152.63,153.44,151.95
152.31,152.64,153.24,151.38
151.76,154.68,155.79,150.35
153.77,152.24,154.03,151.58
151.95,152.71,153.65,150.95
152.71,151.89,153.20,151.89
152.00,152.18,152.80,151.64
152.31,150.66,153.62,150.63
149.92,151.16,151.96,148.91
151.29,152.75,153.17,150.36
154.01,153.80,154.55,153.01
153.23,151.28,154.11,151.16
150.89,150.09,151.82,149.34
149.83,151.04,151.72,149.60
151.07,152.09,152.53,150.62
151.71,151.18,153.44,151.12
151.43,150.97,152.23,150.22
150.97,152.05,152.20,150.52
152.24,151.92,152.51,150.99
151.56,150.58,152.50,150.54
151.02,151.84,152.40,150.51
152.36,152.35,153.93,151.96
152.00,151.59,152.00,150.75
150.75,149.85,151.39,148.63
150.50,151.37,151.59,149.86
152.00,151.93,152.39,151.07
151.81,151.47,152.12,150.36
151.22,150.60,151.49,150.03
150.66,150.06,151.08,149.37
149.95,151.06,152.18,148.69
150.85,152.96,153.58,149.81
151.82,151.87,152.99,151.37
153.35,143.43,153.35,142.27
143.75,146.60,147.90,143.51
147.93,147.58,149.08,147.11
148.19,145.41,148.99,144.96
146.39,145.55,147.13,144.71
145.28,146.19,146.57,144.39
147.87,147.97,149.02,147.59
147.39,146.01,148.28,145.96
144.95,144.48,145.73,144.15
144.66,144.95,146.05,143.62
146.00,147.62,147.73,144.83
147.95,148.48,148.96,147.18
148.41,147.93,148.59,147.36
147.98,147.51,149.37,147.15
147.72,147.12,148.01,146.81
146.71,147.99,148.41,146.59
147.52,146.77,148.07,146.37
146.03,146.04,146.42,145.30
146.00,147.54,148.05,145.55
146.97,148.20,148.31,146.85
147.85,146.76,148.41,146.41
147.65,147.45,148.10,146.29
147.14,148.15,148.75,146.27
148.14,148.34,149.09,148.01
145.07,145.93,147.21,144.66
145.35,145.58,145.97,144.59
145.46,144.54,145.77,144.52
145.12,144.43,145.58,143.66
145.47,145.94,146.35,144.94
146.15,146.20,147.49,145.98
145.68,144.95,146.40,144.70
144.16,144.13,145.17,143.14
144.20,145.71,146.11,144.20
146.24,146.17,146.77,145.22
146.90,146.94,147.71,146.61
146.56,145.17,147.11,145.08
145.96,145.85,146.60,145.13
145.79,144.87,146.58,144.61
144.30,143.72,144.36,142.94
144.45,142.83,144.79,142.18
143.16,142.08,143.61,141.48
140.61,137.13,141.10,136.90
137.87,136.83,138.43,136.69
137.04,138.52,138.68,137.04
139.21,137.38,139.39,136.17
136.12,136.11,137.18,135.50
136.18,136.92,137.26,134.92
135.47,132.99,136.03,132.94
134.59,132.26,135.31,132.22
134.02,135.93,136.29,132.26
137.05,136.49,137.49,136.09
136.36,137.19,137.84,136.23
136.98,137.50,138.43,136.52
137.82,137.07,138.13,136.34
137.07,136.21,137.08,135.46
136.08,135.24,136.16,135.05
135.46,133.44,135.65,132.71
133.24,132.80,134.07,132.62
132.97,132.71,132.97,131.22
132.38,130.06,132.71,129.44
129.01,128.82,129.67,128.39
129.51,132.82,133.79,128.51
132.50,134.14,134.60,131.62
142.50,142.34,144.00,140.50
143.23,142.51,144.11,141.43
142.18,145.88,147.29,141.91
146.20,146.09,147.76,145.69
147.75,147.45,148.56,145.36
147.47,147.02,148.35,146.51
146.69,146.19,147.62,145.53
147.63,148.35,148.36,147.09
146.74,146.70,147.13,145.42
145.95,145.38,146.18,143.63
144.94,145.74,146.43,144.50
146.00,146.74,147.08,145.63
146.68,146.76,147.15,145.83
146.39,146.03,146.90,145.71
145.29,144.65,145.71,144.26
143.44,140.38,144.16,140.28
139.55,137.49,139.82,136.94
130.01,132.32,136.60,125.00
137.17,134.81,138.10,134.67
137.93,137.79,138.71,134.53
139.21,140.65,141.37,137.59
139.71,140.67,141.39,139.02
139.52,139.53,140.42,138.23
136.68,135.92,137.53,135.02
137.43,138.95,138.95,136.32
139.78,139.60,140.78,139.06
137.44,135.90,138.07,135.52
137.77,139.25,139.38,137.26
140.37,137.22,140.87,137.02
135.36,136.51,138.14,135.36
135.69,136.42,136.74,135.05
136.56,135.48,136.56,135.21
136.13,135.62,136.13,134.70
135.60,138.68,138.80,135.41
139.26,139.03,141.50,137.57
136.83,134.60,137.55,134.40
135.33,134.87,136.12,133.86
133.72,132.62,133.80,131.43
132.65,130.48,132.95,130.24
129.19,129.46,130.02,127.23
130.54,127.63,130.68,127.00
126.64,125.25,126.80,124.51
124.42,125.82,126.12,123.66
127.28,127.58,128.22,125.99
127.63,129.27,129.45,126.65
127.95,130.52,130.55,126.82
131.93,132.92,132.99,131.41
132.84,132.79,133.96,132.51
133.17,134.17,134.40,131.95
135.53,137.91,138.20,134.44
138.38,139.95,140.64,137.65
139.66,138.81,140.12,138.01
137.65,138.29,139.35,136.78
138.23,138.53,139.06,137.68
139.46,139.76,140.00,138.28
140.50,138.86,140.68,137.98
138.10,138.03,138.77,137.40
137.97,137.35,138.77,137.23
137.86,135.54,138.11,132.78
136.55,137.83,137.93,135.94
139.56,139.99,140.90,138.05
139.97,139.77,140.41,139.55
138.74,139.23,139.67,138.56
139.23,142.13,142.14,138.92
137.52,137.36,142.28,135.75
137.93,138.98,140.27,137.93
138.87,138.56,139.99,138.27
138.25,138.71,139.71,137.70
139.90,138.19,140.00,137.82
137.78,137.30,138.64,135.51
136.20,138.62,138.66,136.00
138.10,136.33,138.44,135.21
136.00,136.72,136.95,134.91
137.33,136.80,137.33,135.93
135.38,135.30,136.00,134.75
135.45,137.38,138.69,134.18
137.37,140.35,140.43,137.26
140.11,139.47,143.83,139.07
139.58,139.43,140.04,136.87
139.46,139.96,140.38,138.60
140.09,139.29,140.80,139.06
139.61,140.18,141.33,139.61
139.23,139.47,140.10,138.55
139.19,138.35,140.33,138.32
138.14,137.90,139.01,137.29
137.85,136.89,138.48,136.86
136.74,138.00,138.34,135.34
137.51,138.50,139.04,136.64
138.96,135.77,139.47,135.32
136.35,138.44,138.63,136.11
137.64,136.81,137.75,136.12
135.46,132.97,136.69,132.69
133.46,133.85,135.39,132.38
133.50,132.51,134.02,132.03
130.36,130.48,131.02,129.11
130.30,128.96,130.73,128.00
130.07,131.50,131.90,129.91
132.71,132.21,132.79,129.52
132.53,130.36,132.89,129.72
129.50,127.85,130.02,127.80
129.32,129.95,130.13,128.18
130.57,131.55,132.06,130.15
132.63,133.18,133.36,132.02
132.91,133.19,133.87,132.70
132.52,132.60,132.97,132.03
133.70,133.20,134.73,132.41
132.09,132.26,133.13,131.88
131.45,130.11,132.13,129.97
128.21,129.19,129.28,127.06
128.47,126.88,129.27,125.90
124.86,123.79,125.08,122.85
121.27,119.64,122.73,119.18
120.30,119.02,120.89,118.83
121.13,119.49,121.25,118.64
120.69,121.21,121.27,119.46
121.93,118.55,122.35,118.38
119.24,118.38,119.59,115.64
115.66,117.82,118.14,114.86
118.79,119.59,120.14,117.33
117.60,117.56,118.61,114.64
118.18,117.17,118.92,116.38
119.10,118.97,120.69,117.93
118.91,116.31,119.20,116.15
117.29,118.41,119.58,116.45
118.12,118.07,120.49,117.52
118.73,119.01,120.44,118.07
122.29,126.71,126.78,121.31
125.44,131.26,131.68,125.02
131.06,130.81,132.34,129.04
132.79,133.38,133.89,130.83
133.29,136.16,137.00,132.96
136.16,135.60,136.91,134.96
134.01,130.75,134.17,128.79
129.28,132.46,133.46,128.82
132.85,130.45,134.50,130.12
128.56,127.21,130.00,126.11
128.81,130.35,130.96,127.27
131.94,131.35,131.98,129.69
132.69,132.51,133.16,131.27
132.39,131.17,132.96,130.58
130.70,131.53,131.90,128.88
132.87,132.92,133.91,132.28
132.05,131.21,132.61,130.57
128.79,131.55,131.73,126.38
132.10,132.99,133.00,130.45
133.66,133.64,134.47,133.01
133.43,132.47,134.76,132.41
133.78,134.39,135.23,131.91
133.41,134.22,134.98,132.65
134.51,134.88,135.95,134.00
135.67,134.79,136.24,133.58
134.69,135.00,136.00,133.78
133.92,134.22,135.08,131.94
135.11,134.68,135.50,133.69
135.47,134.60,136.09,133.02
135.98,136.47,137.78,135.00
135.98,136.25,136.67,135.26
135.07,134.05,135.48,133.63
133.29,136.06,136.45,133.16
137.10,140.96,141.40,136.20
141.10,141.59,142.74,140.31
141.26,140.69,141.86,139.73
140.00,143.07,143.89,139.74
142.46,143.93,143.93,141.53
144.04,141.76,144.36,141.32
142.36,143.13,143.64,141.96
142.25,145.03,145.97,141.53
145.00,145.25,147.16,144.37
145.13,144.05,145.68,143.32
143.50,145.31,145.54,141.90
143.73,142.70,144.08,142.00
142.00,142.70,143.39,141.52
142.38,143.69,143.72,141.65
143.10,141.85,143.20,141.56
143.40,142.52,143.94,142.08
143.47,143.36,144.36,143.13
143.78,144.23,144.84,142.84
144.97,144.40,145.21,143.65
144.93,145.08,145.18,144.19
145.13,145.03,145.21,144.24
144.66,146.47,146.52,144.13
147.44,149.20,149.20,146.64
149.33,148.83,149.33,148.20
148.77,148.32,149.43,147.92
149.05,148.12,149.50,147.56
147.30,147.96,148.03,146.67
148.20,147.49,148.73,146.99
147.59,148.31,148.78,146.02
147.81,148.54,152.16,146.87
147.59,145.89,148.65,145.44
144.82,145.87,147.08,144.82
144.21,143.14,145.01,141.99
142.38,142.85,143.24,142.03
143.54,143.25,144.38,142.72
143.67,144.57,145.64,143.00
144.06,142.61,144.99,142.31
143.16,144.32,144.38,142.33
144.27,142.42,144.71,142.34
144.20,143.34,144.45,142.65
143.00,141.83,143.65,141.21
141.99,143.55,143.93,141.88
143.50,142.88,144.28,142.22
142.00,141.70,143.59,141.12
141.74,141.70,142.63,140.49
142.54,141.44,142.86,141.09
141.74,141.67,142.44,141.56
141.92,143.30,143.58,141.57
143.84,143.68,144.78,143.49
144.00,143.07,144.24,143.02
143.11,143.06,143.53,142.85
143.68,142.64,143.68,142.27
142.16,144.00,144.16,141.25
143.44,143.50,143.50,142.28
143.39,143.25,143.50,142.27
143.87,145.56,145.88,143.87
145.40,145.25,145.94,145.02
145.75,146.89,147.20,145.01
145.87,146.60,146.85,145.10
145.80,146.39,146.59,145.06
145.93,144.03,146.36,143.90
143.96,143.90,144.42,142.85
144.76,143.65,145.76,143.53
143.15,144.36,144.52,141.37
144.52,143.31,144.52,142.70
144.80,144.04,146.07,143.87
144.26,143.15,144.46,142.54
143.61,143.50,143.78,142.85
145.08,146.02,146.22,145.01
141.02,140.12,142.73,139.27
138.95,134.82,139.14,134.15
136.09,136.72,136.80,134.34
136.79,139.26,139.59,136.18
139.58,142.04,142.09,138.83
141.61,140.94,142.69,140.57
140.02,138.49,140.64,137.88
138.38,139.36,139.49,137.31
139.86,139.67,140.44,138.96
140.97,144.35,144.72,140.40
145.47,144.86,145.56,143.51
145.53,147.70,147.88,145.33
147.96,147.92,148.00,146.72
148.43,148.90,149.65,148.04
149.40,149.35,149.69,148.44
149.36,149.19,149.68,148.65
148.61,149.38,149.42,148.26
149.23,149.35,150.00,149.00
149.50,148.30,149.50,147.82
148.49,148.63,148.88,147.81
148.44,148.52,148.80,147.78
149.00,149.85,150.55,148.20
149.95,149.01,150.08,148.64
151.49,148.99,152.69,148.48
148.81,149.42,150.75,148.27
147.75,149.15,149.36,147.12
149.02,148.23,149.15,147.54
148.75,148.21,148.75,147.79
148.17,149.00,149.53,147.56
149.49,149.21,150.00,148.72
149.70,148.76,149.70,148.35
148.84,149.10,149.28,148.49
149.25,149.03,149.25,148.55
149.59,149.05,149.87,148.65
150.00,149.84,152.08,149.40
150.17,151.52,151.73,150.01
152.66,152.77,154.91,152.51
152.85,153.72,154.05,151.61
153.70,154.97,155.00,153.39
154.15,155.68,155.94,153.69
155.14,155.48,155.91,154.70
156.00,155.43,156.85,155.38
155.19,155.21,155.79,154.73
155.09,155.73,156.16,155.09
155.81,154.25,156.00,153.57
154.57,155.89,157.51,154.57
155.74,156.65,157.24,155.30
156.07,155.62,156.74,155.34
156.13,156.30,156.55,155.55
157.00,157.09,157.36,156.33
157.36,157.40,157.84,156.37
156.72,157.40,157.62,156.34
157.44,155.89,157.69,155.82
155.07,151.53,155.07,151.51
150.92,150.58,152.68,149.25
149.83,147.71,150.59,146.28
147.72,146.82,148.60,145.51
146.55,146.58,147.07,146.03
145.74,145.80,146.56,144.88
146.67,146.80,147.81,146.50
147.78,147.07,148.30,146.99
147.46,148.74,148.94,147.24
150.13,148.15,150.56,147.80
147.38,147.46,148.11,147.13
147.41,148.35,148.88,147.00
148.40,148.84,149.45,148.06
149.33,149.78,150.23,148.80
149.77,150.51,151.60,149.70
151.36,150.34,151.87,149.89
139.84,140.57,141.02,138.85
140.68,137.32,141.07,136.99
137.32,136.98,138.14,136.54
135.99,137.03,137.15,135.90
137.23,135.08,137.23,133.74
135.94,135.40,135.94,135.07
135.01,132.65,135.03,131.73
132.27,132.81,133.15,131.99
131.34,132.26,132.56,129.90
133.27,132.65,133.27,132.00
132.65,132.28,133.23,132.18
133.91,133.82,134.52,133.46
134.23,133.91,134.38,133.22
133.68,134.39,134.77,133.21
133.35,134.44,134.64,132.77
135.08,134.81,136.07,134.44
135.39,133.51,135.39,133.48
132.78,132.98,133.05,131.75
133.50,133.40,135.05,129.00
133.40,133.81,135.14,132.67
134.26,133.42,134.49,133.38
133.74,132.26,134.51,131.12
132.33,133.55,133.87,131.80
134.00,133.09,134.72,133.05
132.99,133.37,134.06,132.07
135.35,137.08,137.26,134.84
136.88,136.93,137.88,136.38
134.98,137.22,137.92,134.18
138.11,139.98,141.00,137.88
140.08,138.54,141.14,138.16
138.55,137.98,139.18,137.88
137.79,138.14,138.35,136.86
138.08,138.74,138.79,137.43
138.93,138.00,139.34,137.88
138.00,137.96,138.53,137.60
142.80,139.74,142.80,139.01
140.24,139.71,140.88,138.78
139.37,140.75,140.79,139.37
141.00,141.54,141.54,140.72
141.43,141.78,142.39,140.76
140.97,143.47,144.17,140.53
143.65,144.46,145.26,142.90
144.42,144.07,145.37,143.79
144.00,144.55,145.06,143.45
146.21,147.33,147.85,145.76
147.19,146.57,147.50,146.02
