PLUG,Plug Power,NASDAQ
0.43,0.42,0.44,0.40
0.41,0.39,0.42,0.38
0.40,0.42,0.42,0.40
0.41,0.39,0.42,0.39
0.40,0.39,0.41,0.36
0.35,0.38,0.41,0.35
0.40,0.36,0.41,0.36
0.35,0.30,0.36,0.30
0.28,0.28,0.30,0.26
0.28,0.33,0.35,0.28
0.34,0.38,0.38,0.33
0.39,0.38,0.42,0.37
0.39,0.38,0.39,0.37
0.40,0.38,0.40,0.38
0.39,0.39,0.40,0.38
0.39,0.37,0.39,0.37
0.37,0.37,0.38,0.34
0.35,0.38,0.39,0.35
0.38,0.39,0.41,0.38
0.41,0.40,0.41,0.38
0.40,0.40,0.40,0.39
0.40,0.39,0.40,0.37
0.40,0.37,0.40,0.37
0.38,0.40,0.40,0.37
0.40,0.39,0.40,0.38
0.40,0.39,0.40,0.39
0.39,0.46,0.46,0.38
0.47,0.44,0.48,0.41
0.45,0.41,0.45,0.41
0.43,0.42,0.44,0.42
0.44,0.46,0.47,0.43
0.47,0.54,0.54,0.47
0.54,0.48,0.56,0.47
0.49,0.41,0.49,0.40
0.42,0.41,0.42,0.40
0.41,0.43,0.45,0.41
0.44,0.42,0.45,0.41
0.42,0.40,0.43,0.40
0.40,0.38,0.42,0.38
0.40,0.38,0.41,0.38
0.39,0.37,0.40,0.36
0.40,0.40,0.41,0.37
0.41,0.41,0.44,0.40
0.43,0.42,0.44,0.41
0.44,0.44,0.44,0.42
0.44,0.48,0.51,0.43
0.48,0.51,0.51,0.45
0.52,0.57,0.58,0.51
0.58,0.51,0.58,0.50
0.52,0.53,0.53,0.46
0.53,0.54,0.57,0.52
0.54,0.57,0.60,0.54
0.57,0.62,0.62,0.57
0.64,0.68,0.69,0.63
0.71,0.76,0.77,0.70
0.78,0.68,0.80,0.63
0.57,0.54,0.60,0.52
0.56,0.56,0.58,0.55
0.58,0.56,0.58,0.55
0.57,0.62,0.62,0.56
0.61,0.59,0.61,0.57
0.59,0.59,0.60,0.57
0.60,0.62,0.64,0.59
0.62,0.57,0.63,0.57
0.60,0.58,0.60,0.57
0.60,0.59,0.60,0.57
0.59,0.63,0.66,0.59
0.64,0.64,0.67,0.63
0.64,0.70,0.70,0.62
0.75,0.74,0.75,0.71
0.75,0.71,0.75,0.65
0.73,0.70,0.73,0.68
0.70,0.68,0.70,0.66
0.68,0.71,0.72,0.67
0.72,0.71,0.74,0.69
0.74,0.62,0.77,0.55
0.60,0.57,0.64,0.57
0.59,0.67,0.68,0.59
0.69,0.68,0.72,0.67
0.66,0.64,0.66,0.63
0.63,0.62,0.65,0.60
0.62,0.58,0.62,0.57
0.60,0.61,0.62,0.59
0.61,0.63,0.64,0.61
0.64,0.62,0.64,0.61
0.61,0.58,0.63,0.58
0.60,0.57,0.60,0.56
0.55,0.56,0.59,0.55
0.57,0.58,0.60,0.56
0.60,0.60,0.61,0.59
0.61,0.60,0.62,0.60
0.62,0.61,0.63,0.60
0.62,0.58,0.62,0.58
0.60,0.58,0.60,0.57
0.57,0.57,0.59,0.57
0.59,0.55,0.59,0.55
0.55,0.48,0.58,0.45
0.47,0.52,0.55,0.47
0.50,0.53,0.54,0.50
0.54,0.53,0.56,0.52
0.55,0.53,0.55,0.52
0.53,0.55,0.59,0.53
0.61,0.67,0.67,0.58
0.68,0.68,0.73,0.68
0.70,0.68,0.71,0.66
0.68,0.66,0.69,0.64
0.67,0.64,0.67,0.64
0.66,0.64,0.66,0.62
0.66,0.66,0.69,0.64
0.68,0.63,0.68,0.62
0.65,0.66,0.68,0.63
0.67,0.71,0.71,0.66
0.71,0.74,0.74,0.71
0.75,0.82,0.83,0.74
0.84,0.79,0.84,0.76
1.05,1.27,1.28,1.01
1.45,1.81,1.96,1.43
2.08,2.06,2.24,1.84
1.93,1.68,1.93,1.61
1.65,1.87,1.88,1.48
1.81,1.77,1.89,1.72
1.82,1.98,1.99,1.81
2.05,2.09,2.17,2.02
1.99,1.95,2.06,1.90
1.89,1.81,1.95,1.74
1.88,1.82,1.89,1.78
1.84,1.80,1.84,1.74
1.80,1.84,1.87,1.80
1.86,1.77,1.86,1.76
1.75,1.75,1.80,1.69
1.75,1.72,1.78,1.70
1.70,1.66,1.73,1.55
1.67,1.63,1.68,1.60
1.64,1.55,1.65,1.55
2.06,2.33,2.33,1.89
2.55,2.61,2.84,2.41
2.64,2.77,2.82,2.43
3.09,3.85,4.14,3.05
4.12,4.55,4.90,4.01
4.00,3.32,4.00,3.31
3.46,3.65,4.00,3.41
3.88,3.63,3.98,3.57
3.73,3.59,3.75,3.33
3.63,3.80,3.89,3.49
3.90,3.55,4.20,3.46
3.56,3.48,3.63,3.45
3.63,3.50,3.63,3.41
3.50,3.34,3.53,3.33
3.19,3.08,3.24,2.98
2.96,2.81,2.99,2.75
2.94,2.61,2.95,2.22
2.71,2.69,2.73,2.55
2.61,2.97,3.21,2.56
3.03,3.12,3.25,3.03
3.16,3.02,3.21,2.95
3.10,2.84,3.16,2.80
2.88,3.27,3.30,2.80
3.18,3.07,3.23,3.02
3.17,3.18,3.36,3.11
3.16,3.10,3.24,3.06
3.63,3.55,3.79,3.43
3.67,3.51,3.68,3.50
3.55,3.74,3.84,3.51
3.79,3.94,3.94,3.77
3.94,3.78,3.95,3.73
3.88,3.87,3.92,3.80
3.82,3.59,3.85,3.56
3.50,3.70,3.72,3.36
3.69,3.63,3.75,3.58
3.66,3.69,3.75,3.60
3.67,3.90,4.05,3.67
4.49,4.41,4.64,4.25
4.38,4.37,4.57,4.25
4.51,4.67,4.84,4.45
4.60,5.82,5.83,4.50
6.46,6.69,7.09,6.24
6.96,6.75,7.01,6.45
6.45,6.36,6.69,6.02
6.79,8.27,8.35,6.53
9.23,10.31,11.41,8.57
11.44,6.03,11.72,5.95
5.82,6.80,7.40,5.32
7.58,8.00,8.48,6.96
7.48,6.71,7.99,6.58
7.18,6.51,7.34,6.27
6.49,5.96,6.59,5.82
6.19,6.21,6.57,5.99
6.10,5.97,6.33,5.91
6.09,5.94,6.12,5.33
6.10,5.69,6.23,5.56
5.93,8.48,8.48,5.80
7.63,6.45,7.86,6.26
6.55,6.89,7.19,6.21
6.85,6.90,7.15,6.68
7.09,7.10,7.42,6.92
7.01,7.54,7.68,6.85
7.61,7.48,8.10,7.17
7.70,7.63,7.87,7.47
7.64,7.12,7.72,6.95
6.95,6.74,7.18,6.58
7.08,7.21,7.28,6.80
7.12,7.15,7.23,7.01
7.15,7.04,7.43,6.91
6.95,7.29,7.40,6.81
7.37,7.32,7.70,7.06
7.40,6.99,7.48,6.53
7.13,7.08,7.19,6.83
7.08,7.32,7.44,7.00
7.61,7.01,8.37,6.81
6.90,6.70,6.98,6.55
6.15,6.41,6.63,6.03
6.50,6.01,6.57,6.00
5.60,5.37,5.75,5.32
5.37,4.66,5.40,4.34
4.44,4.81,5.08,4.11
4.83,4.65,4.85,4.55
4.67,4.69,4.98,4.55
4.73,4.50,4.76,4.45
4.41,4.06,4.43,4.01
4.05,3.80,4.14,3.71
3.90,3.95,4.08,3.65
3.88,3.64,4.06,3.62
3.93,3.72,3.95,3.67
3.81,3.90,3.92,3.70
4.08,4.09,4.55,4.00
3.83,3.82,4.04,3.70
4.00,4.03,4.16,3.89
4.10,4.29,4.45,4.04
4.38,4.49,4.58,4.31
4.49,4.40,4.66,4.32
4.48,4.43,4.55,4.36
4.42,4.30,4.45,4.17
4.20,4.09,4.30,4.07
4.00,4.00,4.09,3.95
4.00,4.36,4.49,4.00
4.30,4.36,4.61,4.27
4.43,4.35,4.47,4.27
4.49,4.38,4.52,4.36
4.37,4.41,4.58,4.29
4.25,4.35,4.43,4.17
4.38,4.44,4.53,4.35
4.45,4.39,4.47,4.32
4.37,4.31,4.40,4.20
4.26,4.19,4.32,4.14
4.17,4.08,4.19,4.05
4.10,4.11,4.25,4.03
4.12,4.15,4.15,4.05
4.13,4.10,4.15,4.05
4.11,4.29,4.32,4.06
4.32,5.05,5.12,4.32
5.18,4.70,5.25,4.68
4.72,4.80,4.97,4.66
4.88,4.80,4.94,4.72
4.82,4.45,4.83,4.37
4.42,4.53,4.62,4.37
4.51,4.74,4.87,4.44
4.68,4.73,4.83,4.63
4.73,4.68,4.82,4.62
4.70,4.72,4.85,4.62
4.71,4.55,4.77,4.53
4.57,4.52,4.62,4.50
4.52,4.48,4.59,4.45
4.47,4.33,4.50,4.25
4.30,4.33,4.38,4.25
4.20,4.25,4.33,4.14
4.24,4.23,4.35,4.20
4.26,4.18,4.34,4.17
4.65,4.85,4.99,4.58
5.04,4.77,5.12,4.73
4.65,4.58,4.77,4.52
4.56,5.03,5.05,4.56
5.18,5.69,5.75,5.06
5.93,5.47,6.33,5.40
5.67,5.63,5.89,5.38
5.67,5.39,5.71,5.30
5.40,5.42,5.46,5.26
5.46,5.52,5.69,5.40
6.00,5.77,6.08,5.71
5.83,5.70,5.86,5.60
5.58,5.42,5.67,5.40
5.40,5.38,5.49,5.13
5.43,5.41,5.47,5.30
5.33,5.27,5.38,5.20
5.26,5.32,5.36,5.20
5.33,5.55,5.58,5.33
5.58,5.65,5.76,5.55
5.78,5.82,5.85,5.70
5.85,5.65,5.86,5.56
5.75,5.86,5.95,5.62
6.37,6.11,6.47,5.69
6.12,5.92,6.13,5.88
5.99,5.94,6.02,5.89
5.97,5.86,6.00,5.75
5.74,5.87,5.87,5.71
5.85,5.81,5.86,5.75
5.77,5.89,5.90,5.71
5.94,6.01,6.12,5.91
6.00,5.75,6.02,5.73
5.75,5.76,5.84,5.73
5.73,5.55,5.74,5.47
5.56,5.58,5.62,5.50
5.58,5.42,5.64,5.32
5.36,5.24,5.46,5.22
5.28,5.25,5.32,5.20
5.25,5.43,5.45,5.17
5.36,5.47,5.58,5.35
5.38,5.27,5.40,5.21
5.25,5.06,5.27,5.05
5.03,5.14,5.24,5.03
5.12,5.10,5.17,5.06
5.05,4.78,5.07,4.75
4.72,4.67,4.75,4.58
4.70,4.62,4.75,4.56
4.60,4.31,4.62,4.26
4.31,4.43,4.54,4.26
4.42,4.18,4.55,4.16
4.15,4.58,4.63,4.00
4.64,4.46,4.65,4.35
4.50,4.30,4.53,4.26
4.32,4.35,4.39,4.24
4.25,4.47,4.60,4.20
4.53,4.59,4.74,4.50
4.55,4.41,4.64,4.33
4.40,4.57,4.60,4.38
4.61,4.56,4.68,4.53
4.55,4.41,4.56,4.26
4.32,4.30,4.42,4.25
4.30,4.55,4.59,4.23
4.53,4.41,4.59,4.35
4.42,4.44,4.65,4.35
4.40,4.23,4.50,4.22
4.26,4.34,4.45,4.15
4.25,4.37,4.42,4.16
4.24,4.40,4.45,4.21
4.48,4.38,4.50,4.34
4.33,4.45,4.52,4.32
4.46,4.41,4.50,4.37
4.38,4.29,4.43,4.28
4.31,4.30,4.38,4.25
4.33,4.34,4.35,4.25
4.30,4.30,4.32,4.25
4.27,4.42,4.47,4.27
4.41,4.44,4.48,4.31
4.40,4.49,4.55,4.35
4.56,4.71,4.75,4.52
4.82,5.14,5.40,4.81
5.21,5.35,5.48,5.16
5.46,4.96,5.46,4.94
5.02,5.12,5.24,4.99
5.15,5.30,5.30,5.02
5.35,5.28,5.46,5.22
5.31,5.08,5.34,5.05
4.35,4.24,4.48,4.20
4.24,4.06,4.32,4.01
3.99,3.72,4.01,3.60
3.82,3.72,3.84,3.70
3.82,4.04,4.08,3.77
4.03,3.96,4.16,3.95
3.90,3.94,3.94,3.83
4.00,3.93,4.04,3.90
3.93,3.95,3.98,3.88
3.96,4.00,4.03,3.96
3.99,3.96,4.00,3.92
3.90,3.82,3.93,3.79
3.75,3.54,3.77,3.42
3.52,3.60,3.69,3.45
3.59,3.50,3.63,3.46
3.92,3.70,4.02,3.64
3.74,3.60,3.79,3.55
3.54,3.37,3.61,3.24
3.25,3.28,3.30,3.06
3.29,3.19,3.35,3.13
3.18,3.10,3.27,3.09
3.03,2.93,3.05,2.86
3.00,2.77,3.03,2.73
2.64,2.73,2.89,2.60
2.73,2.94,2.98,2.73
3.09,2.92,3.13,2.86
2.91,3.05,3.08,2.85
3.08,3.05,3.12,2.99
3.04,3.06,3.06,2.93
3.00,3.05,3.05,2.96
3.00,3.08,3.15,3.00
3.08,3.13,3.22,3.07
3.12,3.12,3.22,3.10
3.10,3.00,3.15,3.00
2.97,2.98,2.98,2.85
3.07,3.01,3.12,2.94
3.01,3.05,3.13,2.92
3.06,3.05,3.09,2.96
3.05,3.08,3.08,2.98
3.05,3.01,3.08,2.98
2.99,2.94,3.04,2.90
2.94,2.91,2.98,2.82
2.81,2.75,2.87,2.69
2.77,2.55,2.78,2.52
2.52,2.67,2.67,2.48
2.70,2.60,2.71,2.55
2.59,2.68,2.69,2.57
2.71,2.90,2.95,2.68
2.89,2.87,2.92,2.82
2.86,3.07,3.10,2.83
3.04,3.18,3.25,2.97
3.29,2.89,3.30,2.86
2.90,2.75,2.92,2.70
2.70,2.67,2.79,2.63
2.67,2.78,2.79,2.62
2.81,2.88,2.93,2.79
2.89,2.87,2.94,2.83
2.92,2.89,2.93,2.86
2.88,2.91,2.97,2.82
2.89,2.91,2.91,2.79
2.93,3.06,3.09,2.92
3.20,3.26,3.36,3.19
3.27,3.15,3.30,3.12
3.14,3.15,3.20,3.07
3.13,3.14,3.19,3.08
3.11,3.07,3.12,3.03
3.06,3.14,3.23,3.02
3.15,3.24,3.28,3.13
3.32,3.28,3.38,3.21
3.25,3.16,3.27,3.10
3.16,3.12,3.21,3.03
3.07,3.11,3.12,3.03
3.09,3.08,3.12,3.04
3.06,3.13,3.14,3.03
3.00,3.02,3.14,2.99
3.00,2.93,3.03,2.91
2.92,2.97,3.03,2.91
2.95,2.97,3.03,2.95
2.97,2.91,3.01,2.80
2.85,2.86,2.90,2.80
2.85,2.80,2.89,2.70
2.81,2.78,2.84,2.70
2.75,2.86,2.86,2.72
2.85,2.75,2.90,2.71
2.54,2.61,2.67,2.42
2.57,2.59,2.60,2.53
2.63,2.71,2.77,2.61
2.72,2.66,2.74,2.66
2.66,2.65,2.72,2.57
2.64,2.67,2.70,2.63
2.69,2.63,2.70,2.60
2.60,2.62,2.65,2.56
2.61,2.64,2.65,2.58
2.65,2.68,2.73,2.64
2.65,2.59,2.66,2.55
2.57,2.52,2.60,2.48
2.50,2.56,2.57,2.49
2.53,2.52,2.55,2.49
2.56,2.51,2.61,2.50
2.52,2.49,2.55,2.47
2.56,2.62,2.68,2.53
2.66,2.61,2.67,2.55
2.61,2.59,2.65,2.58
2.60,2.67,2.78,2.58
2.70,2.78,2.82,2.64
2.79,2.72,2.79,2.69
2.75,2.67,2.77,2.65
2.70,2.72,2.78,2.62
2.71,2.67,2.72,2.66
2.67,2.65,2.68,2.62
2.65,2.67,2.69,2.63
2.67,2.65,2.68,2.62
2.67,2.59,2.68,2.57
2.57,2.57,2.62,2.56
2.55,2.56,2.60,2.52
2.56,2.54,2.57,2.51
2.54,2.49,2.56,2.48
2.50,2.50,2.54,2.48
2.50,2.42,2.52,2.40
2.43,2.46,2.48,2.40
2.48,2.46,2.50,2.42
2.48,2.43,2.50,2.41
2.37,2.55,2.65,2.32
2.55,2.63,2.69,2.48
2.67,2.62,2.73,2.61
2.63,2.63,2.65,2.56
2.62,2.61,2.64,2.57
2.61,2.58,2.62,2.53
2.76,2.68,2.80,2.63
2.68,2.62,2.69,2.60
2.63,2.62,2.67,2.60
2.60,2.58,2.62,2.54
2.56,2.58,2.59,2.52
2.68,2.71,2.79,2.65
2.72,2.73,2.74,2.67
2.75,2.72,2.77,2.69
2.72,2.68,2.72,2.64
2.80,2.80,2.84,2.75
2.80,2.82,2.85,2.77
2.82,2.74,2.84,2.72
2.73,2.74,2.75,2.65
2.73,2.74,2.75,2.70
2.71,2.69,2.73,2.69
2.71,2.70,2.74,2.69
2.71,2.69,2.72,2.67
2.70,2.69,2.72,2.67
2.67,2.69,2.72,2.63
2.68,2.66,2.70,2.65
2.65,2.59,2.66,2.58
2.61,2.59,2.64,2.59
2.61,2.60,2.63,2.55
2.60,2.64,2.64,2.59
2.62,2.63,2.64,2.58
2.60,2.58,2.63,2.56
2.60,2.57,2.61,2.56
2.56,2.57,2.58,2.52
2.52,2.45,2.54,2.45
2.45,2.45,2.48,2.41
2.46,2.35,2.47,2.34
2.42,2.32,2.42,2.22
2.23,2.23,2.27,2.17
2.43,2.54,2.62,2.37
2.50,2.34,2.51,2.30
2.40,2.33,2.42,2.33
2.36,2.28,2.37,2.26
2.31,2.35,2.35,2.26
2.35,2.34,2.38,2.29
2.32,2.29,2.34,2.28
2.29,2.31,2.34,2.28
2.29,2.38,2.39,2.28
2.50,2.37,2.50,2.33
2.39,2.48,2.57,2.34
2.47,2.49,2.50,2.42
2.48,2.43,2.48,2.40
2.43,2.38,2.44,2.37
2.40,2.32,2.41,2.31
2.42,2.39,2.45,2.36
2.40,2.39,2.45,2.36
2.40,2.40,2.42,2.36
2.44,2.59,2.59,2.40
2.68,2.85,2.85,2.63
2.77,2.72,2.81,2.68
2.78,2.78,2.84,2.72
2.83,2.37,2.84,2.35
2.35,2.40,2.46,2.28
2.39,2.38,2.42,2.32
2.35,2.33,2.39,2.31
2.30,2.35,2.44,2.23
2.32,2.27,2.35,2.24
2.24,2.29,2.33,2.24
2.27,2.28,2.31,2.25
2.27,2.26,2.28,2.23
2.26,2.19,2.27,2.16
2.15,2.02,2.20,2.02
1.95,1.92,1.99,1.80
1.60,1.76,1.89,1.56
1.86,1.85,2.00,1.82
1.90,1.72,1.92,1.66
1.80,1.75,1.84,1.73
1.76,1.76,1.85,1.73
1.76,1.71,1.79,1.69
1.66,1.66,1.70,1.65
1.70,1.71,1.71,1.64
1.76,1.69,1.76,1.68
1.67,1.72,1.73,1.66
1.75,1.74,1.79,1.71
1.77,1.70,1.78,1.68
1.72,1.69,1.74,1.68
1.75,1.70,1.75,1.68
1.72,1.68,1.72,1.66
1.67,1.69,1.69,1.66
1.69,1.71,1.72,1.68
1.73,1.78,1.78,1.71
1.78,1.89,1.92,1.77
2.01,2.17,2.33,2.00
2.08,2.18,2.24,2.07
2.17,2.05,2.17,2.00
2.03,2.07,2.09,1.97
2.09,1.93,2.10,1.92
1.92,1.83,1.94,1.79
1.85,1.71,1.86,1.68
1.72,1.83,1.88,1.70
1.86,1.88,1.89,1.80
1.82,2.01,2.03,1.80
2.02,2.14,2.20,2.02
2.17,2.18,2.20,2.14
2.20,2.15,2.24,2.07
2.10,2.19,2.23,2.08
2.22,2.32,2.35,2.22
2.33,2.39,2.48,2.28
2.37,2.30,2.40,2.30
2.29,2.21,2.34,2.15
2.20,2.32,2.34,2.19
2.36,2.31,2.37,2.26
2.42,2.50,2.53,2.35
2.50,2.44,2.56,2.40
2.49,2.35,2.50,2.33
2.40,2.28,2.40,2.20
2.29,2.31,2.36,2.25
2.29,2.41,2.41,2.27
2.39,2.32,2.41,2.31
2.31,2.40,2.43,2.29
2.39,2.39,2.48,2.36
2.39,2.41,2.43,2.36
2.42,2.64,2.75,2.40
2.78,2.87,2.96,2.70
2.97,2.92,2.98,2.81
2.97,2.86,2.97,2.76
2.86,2.76,2.87,2.69
2.47,2.37,2.55,2.30
2.25,1.91,2.25,1.89
1.95,1.84,1.99,1.83
1.85,1.78,1.89,1.76
1.89,1.84,1.91,1.80
1.91,1.92,1.95,1.86
1.94,1.84,1.95,1.82
1.87,1.88,1.88,1.81
1.96,1.90,1.96,1.88
1.93,1.90,1.94,1.87
1.86,1.92,1.94,1.86
1.90,1.94,1.95,1.88
1.93,2.07,2.15,1.93
2.10,2.12,2.14,2.06
2.15,2.20,2.23,2.12
2.22,2.19,2.23,2.14
2.17,2.11,2.19,2.06
2.11,2.09,2.15,2.05
2.11,2.08,2.12,2.02
2.06,2.01,2.08,1.98
1.95,1.94,2.01,1.92
1.95,1.99,2.03,1.95
1.98,2.07,2.07,1.98
2.03,2.00,2.05,1.98
2.00,1.96,2.03,1.95
1.97,2.12,2.16,1.97
2.29,2.24,2.35,2.15
2.27,2.18,2.30,2.15
2.23,2.22,2.30,2.20
2.22,2.24,2.27,2.20
2.20,2.25,2.25,2.18
2.25,2.27,2.34,2.24
2.27,2.30,2.35,2.27
2.28,2.24,2.34,2.19
2.24,2.24,2.29,2.22
2.23,2.16,2.29,2.14
2.14,2.11,2.15,2.05
2.00,2.10,2.10,1.96
2.11,2.06,2.11,2.03
2.00,2.03,2.05,1.99
1.96,1.90,2.01,1.90
1.94,1.92,2.02,1.90
1.92,1.85,1.96,1.78
1.86,1.81,1.92,1.75
1.87,1.75,1.90,1.72
1.75,1.70,1.77,1.61
1.65,1.66,1.67,1.56
1.67,1.53,1.72,1.50
1.47,1.57,1.59,1.30
1.60,1.72,1.75,1.53
1.79,1.82,1.82,1.72
1.79,1.75,1.86,1.73
1.77,1.78,1.82,1.71
1.83,1.85,1.88,1.76
1.92,1.77,1.94,1.71
1.81,1.87,1.87,1.78
1.90,1.79,1.90,1.76
1.73,1.67,1.74,1.66
1.70,1.68,1.71,1.60
1.70,1.72,1.75,1.66
1.70,1.68,1.74,1.67
1.65,1.61,1.68,1.60
1.58,1.56,1.63,1.55
1.56,1.62,1.67,1.55
1.57,1.61,1.62,1.55
1.64,1.67,1.69,1.60
1.70,1.74,1.75,1.70
1.75,1.83,1.89,1.75
1.85,1.79,1.87,1.77
1.80,1.75,1.81,1.73
1.80,1.84,1.88,1.77
1.79,1.82,1.87,1.79
1.83,1.86,1.86,1.76
1.86,1.92,1.94,1.83
1.92,2.02,2.07,1.92
2.05,2.08,2.13,2.03
2.10,2.07,2.14,2.05
2.07,2.13,2.13,2.05
2.13,2.22,2.23,2.12
2.25,2.11,2.25,2.08
2.02,1.98,2.06,1.90
1.95,1.95,2.02,1.91
1.98,1.90,1.99,1.90
2.09,2.04,2.20,2.01
2.10,2.04,2.11,2.00
2.03,2.00,2.03,1.96
1.99,1.93,2.00,1.92
1.94,2.01,2.02,1.93
2.01,2.04,2.09,2.01
2.09,2.08,2.09,2.04
2.05,2.07,2.11,2.05
2.07,2.08,2.11,2.04
2.06,1.95,2.08,1.94
1.94,2.02,2.03,1.92
2.02,2.01,2.03,1.95
2.00,2.08,2.14,1.96
2.08,2.07,2.11,2.03
2.08,2.05,2.10,2.03
2.05,2.04,2.06,2.00
2.02,2.03,2.07,2.00
2.00,2.00,2.04,1.98
2.00,2.03,2.05,1.99
2.01,2.01,2.06,1.99
2.02,2.00,2.05,1.98
2.00,2.01,2.04,1.99
2.00,2.05,2.08,1.99
2.04,2.05,2.09,2.02
2.08,2.12,2.14,2.06
2.13,2.11,2.19,2.09
2.10,2.12,2.16,2.07
2.11,2.10,2.14,2.08
2.11,2.13,2.17,2.08
2.13,2.15,2.17,2.12
2.15,2.22,2.25,2.15
2.24,2.15,2.28,2.13
2.15,2.14,2.22,2.11
2.13,2.13,2.16,2.08
2.11,2.05,2.12,2.04
2.05,2.06,2.09,2.01
2.04,2.05,2.08,2.01
2.04,2.01,2.04,1.99
2.01,2.01,2.03,1.94
2.02,1.93,2.02,1.92
1.98,1.92,1.99,1.90
1.90,1.93,1.96,1.90
1.88,1.86,1.90,1.74
1.81,1.85,1.87,1.81
1.84,1.80,1.85,1.77
1.82,1.79,1.85,1.77
1.79,1.81,1.84,1.78
1.80,1.79,1.84,1.76
1.78,1.76,1.81,1.75
1.75,1.71,1.77,1.71
1.71,1.68,1.74,1.65
1.68,1.76,1.78,1.68
1.77,1.75,1.82,1.72
1.75,1.78,1.78,1.73
1.78,1.79,1.82,1.78
1.80,1.82,1.84,1.77
1.81,1.92,1.95,1.79
1.91,1.87,1.92,1.82
1.83,1.85,1.89,1.83
1.84,1.91,1.91,1.84
1.91,1.95,1.95,1.91
1.95,1.92,2.04,1.90
1.91,1.92,1.95,1.89
1.90,1.85,1.90,1.85
1.85,1.80,1.85,1.80
1.80,1.76,1.82,1.75
1.75,1.73,1.78,1.72
1.72,1.75,1.81,1.72
1.73,1.75,1.77,1.73
1.74,1.75,1.77,1.73
1.75,1.80,1.81,1.75
1.78,1.77,1.82,1.75
1.76,1.73,1.78,1.73
1.76,1.75,1.80,1.73
1.71,1.71,1.73,1.66
1.68,1.64,1.70,1.60
1.69,1.76,1.78,1.69
1.76,1.82,1.84,1.75
1.82,1.86,1.87,1.79
1.86,1.86,1.90,1.83
1.85,1.76,1.85,1.74
1.71,1.70,1.75,1.70
1.70,1.69,1.75,1.67
1.70,1.73,1.76,1.70
1.71,1.73,1.76,1.71
1.76,1.76,1.77,1.73
1.76,1.74,1.77,1.73
1.75,1.73,1.77,1.73
1.73,1.68,1.74,1.66
1.74,1.77,1.78,1.70
1.92,1.80,1.95,1.80
1.82,1.79,1.84,1.76
1.80,1.78,1.85,1.77
1.78,1.79,1.80,1.75
1.79,1.82,1.85,1.77
1.84,1.82,1.87,1.78
1.82,1.79,1.84,1.79
1.79,1.76,1.81,1.75
1.79,1.79,1.81,1.75
1.80,1.76,1.85,1.76
1.76,1.72,1.80,1.70
1.72,1.72,1.76,1.71
1.80,1.70,1.80,1.70
1.70,1.71,1.75,1.70
1.73,1.74,1.74,1.72
1.74,1.72,1.76,1.72
1.72,1.70,1.73,1.70
1.70,1.69,1.72,1.68
1.69,1.69,1.71,1.68
1.68,1.69,1.70,1.68
1.70,1.65,1.70,1.65
1.65,1.67,1.70,1.65
1.70,1.70,1.74,1.69
1.70,1.67,1.71,1.67
1.67,1.68,1.70,1.65
1.69,1.69,1.71,1.68
1.70,1.66,1.71,1.65
1.66,1.65,1.69,1.65
1.66,1.67,1.68,1.64
1.75,1.66,1.75,1.64
1.68,1.56,1.68,1.55
1.57,1.55,1.60,1.51
1.55,1.54,1.58,1.50
1.54,1.51,1.56,1.50
1.51,1.51,1.53,1.50
1.51,1.42,1.53,1.40
1.44,1.45,1.47,1.37
1.46,1.37,1.47,1.36
1.37,1.42,1.42,1.34
1.42,1.36,1.43,1.36
1.40,1.37,1.42,1.36
1.39,1.44,1.44,1.37
1.45,1.44,1.47,1.40
1.45,1.50,1.50,1.43
1.58,1.69,1.69,1.50
1.70,1.68,1.71,1.60
1.70,1.65,1.70,1.64
1.65,1.63,1.66,1.58
1.62,1.64,1.67,1.61
1.65,1.66,1.68,1.64
1.66,1.70,1.71,1.65
1.71,1.69,1.75,1.66
1.70,1.71,1.72,1.67
1.70,1.74,1.76,1.68
1.73,1.74,1.75,1.69
1.73,1.74,1.75,1.69
1.74,1.72,1.74,1.70
1.71,1.67,1.72,1.65
1.69,1.69,1.69,1.65
1.70,1.65,1.71,1.64
1.66,1.65,1.69,1.65
1.65,1.64,1.66,1.61
1.62,1.56,1.64,1.55
1.55,1.52,1.56,1.49
1.52,1.54,1.58,1.49
1.53,1.56,1.58,1.52
1.56,1.55,1.57,1.53
1.54,1.62,1.63,1.54
1.68,1.62,1.69,1.61
1.61,1.57,1.64,1.57
1.57,1.58,1.63,1.56
1.58,1.56,1.60,1.55
1.55,1.58,1.59,1.55
1.59,1.53,1.59,1.53
1.51,1.53,1.54,1.50
1.51,1.48,1.52,1.48
1.49,1.48,1.51,1.46
1.45,1.42,1.49,1.42
1.36,1.26,1.37,1.21
1.25,1.26,1.27,1.23
1.20,1.25,1.27,1.18
1.25,1.35,1.38,1.24
1.39,1.47,1.47,1.35
1.48,1.51,1.55,1.47
1.53,1.45,1.55,1.37
1.44,1.48,1.51,1.42
1.56,1.51,1.58,1.51
1.52,1.48,1.54,1.47
1.47,1.46,1.53,1.42
1.45,1.41,1.45,1.32
1.40,1.40,1.43,1.37
1.39,1.44,1.47,1.38
1.45,1.40,1.45,1.40
1.39,1.38,1.40,1.36
1.40,1.37,1.42,1.36
1.37,1.42,1.45,1.33
1.43,1.43,1.45,1.38
1.43,1.47,1.51,1.41
1.54,1.53,1.57,1.51
