PESI,Perma-Fix Environmental Services,NASDAQ
3.90,4.00,4.25,3.85
4.25,3.85,4.25,3.75
3.80,3.85,4.00,3.80
4.00,3.85,4.00,3.82
3.90,3.95,4.00,3.80
3.90,3.90,3.95,3.75
3.86,3.61,3.90,3.61
3.60,3.70,3.75,3.60
3.70,3.65,3.80,3.65
3.67,3.50,3.67,3.50
3.50,3.40,3.55,3.35
3.46,3.40,3.46,3.25
3.48,3.50,3.55,3.45
3.60,3.65,3.70,3.60
3.60,3.65,3.69,3.60
3.65,3.60,3.70,3.60
3.70,3.70,3.75,3.70
3.75,3.90,3.90,3.70
3.85,3.80,3.95,3.75
3.85,3.80,3.95,3.80
3.91,3.90,4.00,3.80
3.85,3.75,3.95,3.75
3.75,3.75,3.81,3.75
3.80,3.85,3.85,3.80
3.88,3.88,3.88,3.88
3.80,3.80,3.84,3.75
3.85,3.90,3.90,3.85
