UBFO,United Security Bancshares - Common Stock,NASDAQ
7.70,7.60,7.80,7.55
7.55,7.75,7.75,7.30
7.70,7.55,7.75,7.55
7.51,7.35,7.60,6.85
7.44,7.30,7.70,7.25
7.50,7.60,7.70,7.50
7.70,7.70,7.85,7.65
7.70,8.00,8.00,7.70
7.95,8.10,8.10,7.95
8.00,8.00,8.10,7.95
8.05,7.60,8.10,7.20
7.75,7.45,7.75,7.25
7.30,7.15,7.45,7.10
7.10,7.25,7.30,7.10
7.43,7.15,7.43,7.15
7.10,7.05,7.20,6.90
7.00,6.75,7.00,6.75
6.75,7.75,7.75,6.75
7.75,7.75,8.00,7.25
7.70,7.50,7.75,7.45
7.65,7.69,7.69,7.65
7.70,7.68,7.70,7.64
7.60,7.35,7.60,7.27
7.21,7.45,7.60,7.21
7.35,7.50,7.60,7.20
7.40,7.40,7.40,7.40
7.30,7.55,7.55,7.30
