JLL,Jones Lang LaSalle Incorporated Common Stock,NASDAQ
91.09,90.56,91.52,89.58
89.51,87.64,89.78,87.20
88.16,86.97,88.16,85.90
85.90,86.50,88.22,84.16
87.32,87.76,88.13,86.93
88.53,89.20,90.00,88.38
90.01,92.21,92.59,89.94
91.95,91.14,92.03,90.77
91.34,92.56,92.82,91.34
92.37,91.81,93.48,91.18
90.98,92.39,92.39,90.50
92.55,92.14,93.00,90.27
92.46,91.73,93.17,91.69
92.43,93.71,93.95,92.06
93.25,93.28,93.98,92.68
94.52,94.72,95.00,93.88
94.41,94.73,95.06,94.25
94.96,94.52,95.30,93.87
94.45,94.58,95.14,94.21
94.77,94.99,95.23,94.68
95.17,95.43,95.72,95.10
95.40,94.95,95.50,94.79
95.04,96.07,96.15,94.74
96.29,96.15,96.71,95.86
96.31,95.65,96.47,94.68
95.47,97.10,97.38,95.37
96.37,96.26,97.23,95.96
95.75,94.40,96.47,94.30
94.78,95.07,95.42,94.35
91.99,91.03,91.99,87.68
91.93,91.85,93.66,90.94
91.27,91.68,92.19,91.27
91.41,90.67,91.87,90.47
90.40,89.49,90.79,89.22
89.16,88.32,89.34,88.25
88.98,88.41,88.98,88.07
88.17,87.84,88.70,87.69
87.65,87.44,87.69,86.98
87.61,86.43,87.61,86.12
86.10,86.26,86.90,86.01
85.61,84.79,85.61,83.93
84.43,84.30,85.31,84.20
84.40,83.49,84.59,83.39
83.71,85.59,86.06,83.52
85.29,84.63,85.86,83.98
85.06,84.62,85.62,83.73
84.70,84.30,84.70,83.74
84.54,84.16,84.59,83.88
82.91,83.24,83.50,82.91
83.43,83.89,84.06,82.80
83.91,83.86,84.62,83.62
83.91,82.24,83.91,82.14
83.28,82.15,83.32,81.23
82.36,83.55,84.04,82.04
83.66,82.35,83.72,82.35
84.00,84.07,84.73,82.50
84.24,86.51,86.56,83.89
87.20,87.52,87.55,86.63
87.19,87.66,87.88,86.94
87.68,86.04,87.98,85.93
86.02,86.33,86.34,85.60
87.71,87.42,87.91,87.29
87.36,88.49,88.55,86.08
88.46,89.21,90.02,87.21
89.72,89.60,90.67,89.49
89.97,88.17,89.97,87.96
87.93,87.50,88.28,87.18
87.50,86.45,87.50,86.34
86.65,87.30,87.52,86.52
87.43,88.12,88.37,87.38
87.74,87.95,88.31,87.55
87.27,87.30,88.11,86.98
87.57,89.29,89.78,86.48
88.65,88.35,89.09,88.10
88.22,85.69,89.03,84.28
85.50,84.17,85.66,83.66
83.38,84.00,84.38,83.21
83.93,82.68,84.10,82.54
82.93,83.98,84.39,80.86
84.84,84.86,85.75,84.66
84.38,83.65,84.68,83.35
83.20,84.48,84.57,82.66
84.17,84.01,84.82,83.74
84.80,85.23,85.52,84.37
85.58,85.92,86.00,84.79
86.55,86.14,86.68,85.81
86.02,85.31,86.17,85.05
85.79,85.69,87.09,85.60
85.40,84.81,85.66,84.61
84.72,84.16,84.72,83.85
84.55,84.57,84.90,84.09
84.81,85.04,85.14,84.38
87.55,95.55,97.80,87.55
94.94,97.26,97.89,93.19
97.05,95.20,97.45,95.14
95.19,95.35,95.94,94.27
95.24,94.57,95.59,94.32
94.44,93.47,94.66,93.47
94.14,93.62,94.14,93.23
94.02,93.60,94.17,92.88
93.85,94.21,94.39,92.35
94.50,94.35,94.86,93.73
94.58,93.86,94.58,93.34
93.89,94.75,94.79,93.58
95.00,95.51,95.86,94.51
95.90,96.00,96.05,95.24
96.01,95.89,96.34,95.60
95.53,95.95,96.17,95.03
95.52,95.25,96.30,94.79
95.70,96.92,96.93,95.35
96.92,98.17,98.43,96.63
98.28,98.19,98.28,97.11
98.19,97.79,98.33,97.29
97.93,98.00,98.06,96.93
97.86,97.72,98.46,96.61
97.98,99.19,99.79,97.13
99.06,98.23,99.19,97.67
98.10,98.09,98.57,97.36
97.78,97.96,98.16,97.30
98.82,99.35,99.92,98.32
99.86,99.55,100.00,99.15
99.55,101.63,102.14,99.55
101.44,99.14,101.44,98.76
99.12,98.82,99.32,98.33
98.92,99.58,99.75,98.76
99.78,99.02,100.05,98.74
98.97,98.57,99.59,98.14
98.95,101.55,101.88,98.78
101.58,99.82,101.69,99.74
100.20,100.20,100.74,99.69
100.76,101.97,102.10,100.38
101.71,101.75,102.23,101.33
102.23,102.50,102.99,102.23
102.43,102.31,102.45,101.45
102.09,102.80,103.09,101.99
102.70,102.39,103.23,101.85
102.35,101.95,102.45,101.17
101.90,103.00,103.24,101.55
103.07,102.79,103.75,102.44
103.01,103.64,104.33,102.93
103.27,103.56,104.15,101.90
103.61,102.75,104.00,102.01
102.86,104.00,104.14,101.36
103.98,104.24,104.80,103.54
104.98,104.81,104.98,103.81
104.72,104.79,105.69,104.59
104.87,104.86,105.22,104.15
104.80,103.83,105.78,103.68
104.00,105.90,106.00,104.00
105.63,106.78,106.82,105.43
105.90,106.36,106.76,105.72
105.71,104.75,106.63,104.58
104.57,104.31,105.00,103.10
104.79,106.31,106.65,104.58
109.96,111.79,113.86,108.50
111.91,114.35,114.57,111.41
112.76,114.26,114.47,112.52
113.91,112.63,114.30,111.37
112.80,114.58,115.67,112.27
113.85,113.85,114.53,112.77
113.53,115.04,115.97,112.90
115.52,117.30,117.32,114.83
117.00,117.77,118.04,116.02
117.67,118.08,118.42,116.83
118.01,118.70,119.80,117.76
117.75,120.80,121.42,117.48
120.12,121.39,121.56,119.85
121.15,121.80,121.95,119.43
121.33,122.39,122.97,121.01
122.24,120.77,123.00,120.24
120.80,121.14,121.87,119.91
121.00,121.43,123.87,120.80
121.79,122.98,123.71,121.79
123.41,121.94,124.66,121.68
122.37,122.86,124.27,121.48
123.24,123.20,123.76,121.79
122.01,121.65,122.75,121.00
122.67,122.97,123.42,122.02
123.00,122.63,123.68,122.14
124.70,123.92,125.29,123.20
124.02,123.34,124.68,122.41
122.66,122.69,123.51,122.05
122.87,122.08,122.94,121.52
121.81,122.98,123.78,121.81
123.20,121.13,123.20,120.86
120.67,120.01,121.72,119.88
120.77,119.89,120.86,119.73
120.12,122.60,122.81,120.08
122.46,119.97,122.69,119.78
119.91,120.06,120.41,118.65
120.27,121.55,123.13,120.26
121.24,119.09,122.20,118.31
119.42,119.65,120.42,118.33
120.37,117.00,120.56,116.93
117.11,117.06,118.05,116.43
117.48,117.50,119.05,117.27
118.22,118.50,119.19,117.47
118.50,118.99,119.03,117.40
119.24,120.17,120.38,118.45
120.79,119.89,120.79,119.57
120.37,119.40,121.00,119.34
119.11,116.17,119.11,115.58
116.33,116.95,117.12,115.08
117.36,118.00,118.90,116.57
117.84,116.74,119.04,116.61
116.12,116.75,117.89,115.94
117.27,118.16,118.27,116.11
117.97,119.31,119.57,116.69
120.00,121.67,121.98,119.51
121.51,120.76,122.35,120.47
120.46,120.71,120.84,119.31
121.31,121.34,122.47,119.61
121.54,120.83,122.01,120.49
121.16,121.33,121.36,119.49
120.51,117.82,121.07,117.59
117.98,117.16,119.13,115.74
117.55,118.97,119.22,117.55
118.00,115.89,118.99,112.57
116.48,118.70,118.76,115.25
118.72,117.60,119.61,116.41
117.40,117.52,117.96,116.29
117.15,116.74,117.15,115.85
116.76,117.15,117.23,114.75
116.79,115.64,118.37,115.34
115.45,115.20,115.74,114.09
115.49,117.67,117.90,115.14
117.81,116.45,117.92,116.44
116.47,118.52,118.84,115.98
118.35,118.23,118.47,116.59
118.73,118.44,118.75,117.51
117.91,120.54,120.75,117.78
120.80,118.19,120.97,118.10
118.26,118.71,119.16,117.95
118.72,119.18,119.69,118.01
118.67,119.28,119.87,118.14
119.82,121.09,121.11,119.39
121.31,119.75,121.31,119.64
119.78,120.87,120.91,118.76
120.77,121.29,121.53,120.44
121.41,122.78,122.87,120.95
122.14,122.59,123.41,121.93
122.33,123.71,124.13,121.81
123.60,124.72,125.33,122.14
124.81,125.37,125.39,124.45
125.22,124.38,126.00,124.23
124.21,124.17,124.62,123.11
123.78,122.71,125.11,122.13
122.44,122.71,123.40,121.68
123.00,123.44,124.06,121.76
122.90,121.73,123.12,121.61
122.07,124.14,124.91,121.30
124.33,124.10,124.69,123.63
124.33,124.36,124.64,123.76
124.62,125.34,125.42,123.15
125.35,125.94,126.00,124.80
125.83,124.78,126.96,124.64
124.70,125.52,125.92,123.91
125.00,124.83,125.21,124.46
124.60,125.07,126.00,123.19
125.26,126.39,126.73,123.80
126.46,126.58,127.99,126.07
126.58,127.12,127.35,125.89
127.16,127.30,127.46,125.71
126.05,126.07,127.44,126.00
125.50,126.18,126.61,124.15
126.24,128.19,128.34,125.71
126.56,129.10,129.33,126.02
129.11,129.11,129.49,127.87
129.54,129.53,129.61,128.43
128.69,128.71,129.60,127.20
129.00,128.17,129.00,127.16
127.75,127.56,128.81,127.33
127.91,129.12,129.62,127.07
128.92,128.04,128.92,127.73
128.49,129.88,130.20,128.32
130.10,130.97,131.14,129.41
131.12,131.13,131.70,129.69
131.01,130.82,131.46,130.27
130.65,129.44,130.87,129.27
129.52,128.05,129.52,127.77
128.13,126.46,128.49,125.83
125.24,123.70,126.43,123.45
129.00,127.19,131.00,126.51
127.99,129.60,129.81,127.90
129.59,130.07,131.38,129.04
129.50,127.89,130.25,127.28
128.70,129.19,130.25,128.13
129.31,129.99,130.24,128.73
130.25,130.22,130.50,129.93
129.77,130.35,130.38,129.77
131.19,132.99,133.50,130.85
133.59,133.55,133.59,132.26
133.99,133.53,134.86,132.79
134.16,135.90,135.94,133.19
136.00,135.66,136.49,135.42
135.66,135.24,136.00,134.89
135.34,135.11,135.79,134.60
135.40,134.70,135.40,133.91
135.39,133.68,135.39,133.50
133.75,133.75,134.56,133.35
134.10,133.95,134.24,133.51
133.69,132.71,134.20,132.63
133.46,133.61,133.68,132.40
133.56,134.66,135.02,133.49
134.94,134.24,135.59,134.03
132.86,133.25,134.49,132.83
133.14,134.11,134.57,133.05
134.09,132.76,134.84,132.32
132.89,132.66,134.05,132.16
132.47,130.65,132.51,130.42
131.42,133.44,133.87,131.06
133.35,129.99,133.86,129.90
130.12,129.54,130.71,128.69
129.47,130.60,130.84,128.56
131.02,129.45,131.86,129.15
129.55,129.49,130.22,129.22
130.02,129.46,130.66,129.02
128.57,127.50,128.76,127.35
127.00,126.21,128.46,126.04
126.33,125.71,126.97,125.53
125.50,125.13,126.19,124.86
125.13,126.57,126.93,124.77
126.00,126.70,126.87,125.27
126.87,126.34,127.54,125.80
126.05,125.60,126.85,125.01
125.43,126.38,127.19,125.28
126.82,127.71,128.38,126.61
127.95,127.62,128.42,127.06
126.82,124.75,127.23,124.70
124.88,125.67,125.74,123.09
125.65,124.14,126.54,123.96
124.42,122.34,124.84,121.51
122.14,120.36,123.84,120.25
120.68,123.59,124.88,119.56
122.10,121.77,123.23,118.79
119.64,122.68,123.10,119.40
123.65,123.62,124.12,122.66
123.34,125.12,125.21,123.18
126.19,127.52,127.53,126.16
128.48,127.01,128.96,126.81
127.81,127.84,128.37,126.80
127.77,127.69,127.99,126.87
127.49,128.96,129.00,127.11
129.58,130.66,130.75,128.64
133.16,131.34,135.00,130.37
131.69,134.13,134.45,131.61
135.42,135.21,135.42,134.18
135.28,136.97,137.21,134.74
137.34,138.51,138.58,136.56
138.82,140.80,140.85,138.06
141.18,139.91,141.81,139.64
140.00,139.47,140.59,139.10
139.52,140.02,140.29,139.50
140.00,141.86,142.02,139.71
141.00,141.24,141.80,140.60
141.17,141.33,141.89,140.58
141.37,140.17,141.88,140.02
140.28,140.61,141.09,140.16
140.86,142.44,142.56,140.64
142.27,141.99,142.61,141.21
141.40,143.08,143.16,141.25
144.16,143.69,144.74,143.11
144.46,144.00,144.99,143.79
144.00,143.31,144.00,142.91
143.61,143.14,143.77,142.57
143.39,145.66,146.36,143.20
145.66,143.36,146.18,143.33
143.79,144.09,145.21,142.50
144.48,144.35,145.00,143.21
144.52,143.87,144.61,143.23
143.72,144.21,144.44,142.95
143.85,144.00,145.46,142.81
142.43,145.01,145.07,142.42
145.00,142.95,145.39,142.65
143.80,144.39,144.79,143.41
144.06,142.26,144.53,142.21
142.59,141.87,143.07,141.53
141.17,141.69,142.62,140.16
141.87,144.71,144.75,140.56
145.25,149.52,149.57,145.00
149.19,152.40,152.59,148.95
152.12,151.75,152.94,150.06
152.03,151.55,152.47,150.61
152.00,151.52,152.00,151.24
152.00,152.37,153.65,151.70
153.00,153.43,154.25,152.36
153.11,153.28,154.10,152.38
153.46,149.93,153.66,149.74
150.00,151.36,151.40,149.31
149.95,146.95,150.84,146.72
147.87,146.25,147.87,144.34
147.19,148.88,148.98,146.45
150.37,153.90,153.97,149.03
153.99,153.16,154.66,152.06
153.30,151.63,153.59,151.06
152.68,151.11,154.16,149.70
149.59,149.91,150.90,147.76
149.91,148.79,150.44,148.00
148.86,151.00,151.23,148.08
150.68,149.15,151.50,148.18
149.45,148.72,150.48,148.10
149.93,152.37,152.99,148.89
152.49,151.46,153.19,150.66
151.00,153.67,153.68,149.32
152.75,153.13,153.48,151.12
153.50,151.54,153.93,151.31
152.21,150.74,152.21,150.08
150.12,147.08,150.28,146.76
147.73,145.06,147.81,144.01
150.00,159.93,160.07,150.00
159.90,157.38,160.91,157.06
158.34,159.00,159.70,157.87
159.23,157.09,159.70,155.97
157.00,157.47,158.47,156.76
158.50,159.59,159.99,156.79
159.61,158.88,159.94,158.29
159.88,160.97,161.95,158.76
161.03,161.15,161.38,159.65
161.10,161.66,162.96,160.63
161.01,162.48,162.78,160.84
162.43,161.48,162.87,160.65
161.02,163.81,164.39,160.63
163.71,164.09,164.21,162.23
162.44,163.20,164.48,161.82
163.55,162.96,164.36,162.36
161.90,161.99,163.42,161.73
161.65,161.25,162.95,161.17
161.98,162.94,163.43,160.70
162.00,161.44,163.00,160.94
160.95,159.95,161.90,159.69
159.96,159.58,160.47,158.61
157.91,155.07,158.42,154.86
157.63,158.47,158.74,155.36
157.65,154.79,158.08,154.73
153.93,157.12,157.37,153.42
158.51,161.15,161.19,158.34
160.92,158.75,161.49,158.21
160.01,160.46,160.83,159.29
159.93,160.78,161.34,159.00
160.56,164.46,165.73,159.50
163.85,164.46,165.12,163.20
165.35,169.56,169.72,165.11
170.08,168.65,170.85,168.50
168.59,165.77,169.03,165.49
165.99,162.26,166.20,160.88
161.97,163.14,164.05,161.52
163.51,165.40,165.68,163.51
166.93,169.11,169.62,166.17
168.71,170.40,170.80,168.43
170.51,171.11,171.32,168.13
171.16,170.94,172.09,169.77
170.19,169.95,171.58,169.02
169.97,167.18,170.25,166.97
167.40,168.22,168.55,166.72
168.17,167.72,168.85,166.61
168.59,167.69,169.33,166.56
167.50,167.22,169.14,166.90
167.21,166.68,168.40,165.44
167.37,165.37,167.37,165.30
165.00,165.98,166.35,164.11
165.17,163.45,165.65,162.59
163.30,163.79,164.90,163.04
164.35,163.22,164.92,163.00
164.01,164.33,164.55,163.03
164.00,166.12,166.60,164.00
166.75,166.31,167.99,165.55
166.72,166.05,168.20,165.15
171.85,171.52,174.83,170.02
170.34,168.43,171.35,166.31
167.18,166.06,168.46,165.56
167.16,168.28,168.86,166.30
168.00,169.50,170.37,167.17
168.75,163.49,169.06,163.36
164.41,162.02,164.47,160.16
161.23,163.06,163.81,160.76
165.00,165.10,167.03,163.84
164.82,163.36,165.62,162.88
161.90,161.10,162.36,160.04
162.18,164.20,165.74,161.47
165.50,168.41,168.44,164.87
168.99,167.85,169.83,167.12
167.49,171.48,171.68,167.12
171.16,170.29,171.89,169.83
170.80,172.84,173.91,170.10
172.77,170.57,173.45,169.90
170.56,171.79,171.91,170.24
170.72,172.74,173.05,169.81
173.70,173.51,173.70,171.92
173.40,172.46,174.00,171.62
173.10,173.23,173.81,170.54
173.00,173.72,174.09,170.84
172.64,172.40,173.57,171.24
172.50,171.75,173.40,170.94
171.31,172.34,172.89,170.15
172.19,170.82,172.19,170.19
170.95,168.58,170.96,168.43
168.05,167.73,169.73,166.68
168.15,169.08,170.13,167.32
170.10,172.58,172.58,169.42
171.42,170.46,172.37,169.90
168.77,167.88,169.40,167.50
167.91,169.35,170.21,167.60
169.94,170.30,170.72,168.60
170.42,172.42,173.15,169.97
171.58,172.11,172.54,170.76
173.30,171.22,173.42,170.92
171.66,171.27,171.68,169.85
171.46,172.27,173.41,171.46
172.06,171.34,172.75,171.10
171.81,173.92,174.16,170.95
172.72,168.85,173.95,168.66
170.30,171.00,172.87,168.87
172.73,172.76,172.95,171.38
173.76,173.27,174.54,172.65
171.74,174.20,174.78,170.69
175.00,175.28,175.98,172.83
173.45,171.98,174.37,171.61
173.95,172.22,174.73,171.41
173.94,174.49,175.12,173.27
174.05,174.91,176.84,174.05
175.00,176.33,177.11,174.40
175.53,174.79,176.32,174.40
175.83,175.91,176.95,175.36
176.00,173.29,176.49,172.84
173.30,174.64,175.19,172.43
174.63,173.22,176.09,173.14
173.70,173.75,175.07,173.10
173.81,172.05,175.38,171.35
172.71,171.52,173.84,171.32
171.00,170.57,172.58,170.22
170.96,171.15,171.69,169.86
171.70,175.97,176.51,170.87
175.49,176.30,176.99,175.12
177.40,178.04,179.32,176.44
178.52,178.54,179.02,175.91
178.28,178.37,179.53,177.50
179.65,179.04,179.83,177.45
178.77,176.74,179.29,174.50
176.59,177.42,177.89,175.34
176.18,178.91,179.83,176.18
177.51,179.35,179.97,177.51
176.60,174.39,177.75,172.13
173.92,175.66,176.94,173.33
175.25,177.01,177.03,174.27
176.41,176.99,177.04,174.63
176.51,176.92,177.41,174.45
175.50,174.01,175.56,172.74
172.97,168.85,172.97,168.69
167.54,162.55,167.72,162.44
155.83,149.28,156.18,149.27
154.00,148.11,154.00,147.96
148.27,147.23,148.70,144.67
149.00,153.24,154.30,148.79
152.64,152.73,153.81,151.56
151.83,148.87,152.67,148.22
145.97,143.95,148.05,143.19
145.75,147.02,147.02,143.45
148.21,147.69,148.96,144.87
145.85,144.23,146.60,143.24
147.95,147.34,147.95,145.56
149.27,145.57,149.27,145.46
145.61,147.03,149.15,145.55
146.63,149.94,150.00,145.58
150.27,146.20,150.50,145.68
146.36,149.35,149.79,144.86
149.66,151.79,152.18,148.72
151.67,151.78,154.73,148.97
149.82,149.94,152.03,149.60
151.39,151.46,153.42,150.31
150.18,149.16,150.70,148.01
149.94,150.19,151.33,149.06
149.47,148.12,150.75,146.44
149.67,148.17,150.09,147.68
147.07,142.69,147.14,141.51
143.28,143.50,144.50,141.41
145.96,143.77,146.57,142.96
144.24,143.63,145.09,141.53
142.06,144.79,144.83,141.07
145.34,147.18,147.50,145.34
146.36,144.35,147.51,144.28
145.35,146.54,146.99,144.40
146.28,148.66,149.07,145.91
149.45,148.94,150.04,148.14
149.14,149.14,150.00,147.95
148.04,148.52,150.00,147.31
148.61,147.77,149.79,147.23
148.48,149.25,149.62,147.82
149.63,150.29,150.77,148.99
149.85,152.68,152.98,149.04
152.00,151.63,153.68,151.33
152.32,151.17,152.57,150.91
152.36,153.40,153.48,151.17
153.71,152.95,154.28,151.71
152.97,151.88,153.61,151.00
151.86,151.97,153.13,149.40
161.75,163.77,171.63,158.44
163.47,166.51,166.99,163.47
166.50,166.71,167.61,164.65
166.70,166.57,167.35,165.07
165.51,163.79,166.01,163.41
164.05,166.13,166.16,164.00
166.14,165.42,166.74,165.05
164.86,161.15,165.96,160.67
161.13,159.92,161.95,158.68
159.92,162.34,162.61,159.01
163.14,161.67,163.27,161.50
161.38,158.80,162.49,158.65
158.90,156.03,159.10,155.68
155.94,157.20,157.40,154.99
157.41,157.62,159.14,156.91
157.86,163.09,163.28,157.68
163.58,161.79,164.52,161.63
162.11,163.00,163.67,162.11
163.11,162.85,164.21,162.32
162.26,165.52,165.79,161.51
165.51,165.71,166.28,164.90
165.95,166.79,166.83,165.17
167.45,166.12,167.45,165.17
167.35,168.70,168.84,166.26
166.69,165.65,169.05,165.38
165.75,161.95,166.87,161.46
162.62,166.99,167.41,162.14
166.77,165.85,167.99,164.33
164.26,163.37,165.41,161.29
162.45,161.03,164.87,160.67
161.52,161.91,163.11,160.71
158.85,157.59,161.34,156.99
157.42,157.55,159.01,155.27
159.00,163.66,164.14,158.35
164.65,164.85,165.56,162.10
165.16,162.88,165.70,162.24
162.80,156.70,163.11,156.64
157.61,155.52,157.84,154.36
156.69,158.08,158.35,155.90
159.31,158.00,159.56,157.56
158.18,157.31,159.18,157.07
156.92,158.51,158.56,156.48
159.66,160.75,160.98,159.62
160.19,158.81,160.97,158.73
158.47,159.86,161.19,157.51
157.49,155.03,157.49,152.21
155.03,160.19,160.33,155.03
157.47,154.46,159.88,153.68
152.09,145.87,154.17,145.09
146.77,143.92,147.53,143.58
144.62,142.31,145.25,140.80
143.86,144.07,144.38,141.42
144.77,140.06,145.56,139.64
140.87,141.13,142.73,139.08
138.12,139.27,139.97,136.96
141.00,138.79,141.19,138.00
136.02,136.05,138.48,131.79
136.86,137.96,139.95,135.60
140.41,140.55,142.06,139.11
139.72,134.84,139.85,134.65
135.40,137.98,138.83,135.10
137.11,136.87,140.21,135.59
137.97,135.42,139.18,134.28
137.20,140.72,140.92,135.51
139.55,137.98,140.82,137.81
135.73,134.40,137.05,133.36
132.60,118.72,132.60,118.00
117.16,117.76,117.99,114.39
116.95,111.28,117.54,109.81
109.86,104.16,109.90,103.33
102.77,104.92,106.23,102.34
105.88,103.96,107.00,103.87
103.10,98.58,103.99,97.50
99.84,98.94,99.84,96.67
100.05,103.17,103.19,99.04
103.23,103.26,104.78,102.33
103.65,102.62,104.35,102.28
101.91,100.54,102.21,99.51
102.74,107.52,108.09,102.74
107.06,104.18,107.81,103.99
102.98,104.28,104.68,101.76
104.74,104.83,105.25,103.13
105.34,106.73,107.97,104.05
106.38,102.07,106.81,101.97
103.81,106.21,106.22,100.73
105.92,104.76,107.06,102.08
105.03,108.98,109.08,104.78
109.32,115.40,115.42,109.14
114.44,113.81,115.44,112.95
113.27,110.84,113.27,109.95
111.23,112.84,112.93,110.30
113.06,111.56,114.07,109.98
113.38,116.99,117.12,113.38
116.84,113.83,117.32,113.83
112.93,112.33,112.93,110.72
112.22,116.29,116.64,111.86
115.99,115.60,116.24,113.49
115.91,117.29,117.89,115.60
117.25,119.56,120.80,116.85
120.00,120.59,120.79,118.54
120.57,116.54,120.57,115.93
115.44,115.83,116.02,113.70
115.78,115.00,115.78,113.76
114.96,117.84,118.40,114.27
118.94,115.69,118.94,115.30
115.52,117.32,117.43,115.17
116.20,118.22,118.27,115.13
118.03,117.65,118.58,117.03
116.35,116.93,117.42,115.60
116.99,117.92,118.21,115.85
117.08,115.11,117.69,114.00
116.47,115.21,117.33,114.64
115.93,114.54,117.35,114.50
114.75,116.49,117.06,113.95
117.67,120.49,120.87,116.80
120.16,121.34,121.59,119.61
121.00,120.24,121.62,119.65
119.28,120.66,121.14,118.33
121.25,120.85,121.76,119.65
120.98,121.04,121.82,119.83
120.41,121.07,122.46,120.16
120.68,120.77,121.58,120.15
119.51,116.48,120.24,115.36
116.95,118.54,118.57,116.17
120.77,124.34,125.28,119.83
122.67,121.06,125.31,120.72
119.66,115.17,120.56,113.88
115.35,116.68,116.99,113.86
115.70,112.43,116.61,112.21
111.09,115.57,115.84,111.01
116.62,114.26,116.76,114.19
113.33,112.95,113.96,110.88
112.98,113.46,114.00,111.58
114.00,113.12,114.56,112.90
112.66,111.86,113.35,111.17
112.12,109.04,112.95,108.08
109.08,108.14,109.78,107.01
108.21,108.93,109.83,108.19
108.40,107.05,108.92,106.07
106.78,107.77,108.34,106.05
107.01,106.82,107.80,104.24
108.94,112.18,112.99,108.94
112.39,111.94,112.77,111.39
112.60,115.03,115.28,112.09
116.01,117.12,117.89,114.84
117.18,115.54,117.95,114.64
115.56,116.80,117.86,115.46
117.60,117.86,118.86,115.95
117.46,118.11,118.46,116.28
117.48,118.27,118.60,116.97
118.20,118.00,118.78,116.17
118.70,118.11,119.19,117.64
119.23,121.85,122.13,118.91
121.94,123.10,123.87,121.11
122.50,122.30,123.18,121.45
120.33,119.90,121.45,119.07
119.59,119.57,119.95,118.37
119.02,115.38,119.56,115.03
115.55,115.53,117.37,115.03
114.26,114.22,114.75,111.06
113.77,111.12,115.00,110.87
113.55,114.71,117.90,113.21
114.67,112.39,115.67,111.53
112.56,112.74,113.98,112.06
114.81,117.49,117.53,114.51
111.62,103.30,111.62,102.77
102.86,99.15,102.89,97.17
102.37,99.54,102.78,98.54
101.24,100.37,101.24,98.22
100.62,97.45,100.62,96.38
97.43,95.90,97.43,94.96
94.94,92.52,94.94,90.22
90.95,92.81,93.13,90.07
93.00,91.57,93.97,90.92
92.87,99.70,100.58,92.87
100.33,100.44,101.29,99.75
101.64,102.67,102.99,101.23
102.75,101.99,103.09,101.65
103.45,103.51,104.44,103.23
103.73,102.90,104.19,102.62
103.21,105.73,105.83,102.27
104.60,104.65,105.27,103.90
104.72,105.96,106.10,104.14
106.13,107.07,108.45,106.08
107.26,108.59,109.20,106.80
108.11,109.25,109.45,108.10
108.80,109.83,109.87,107.33
108.80,109.74,110.22,108.72
109.75,109.40,110.43,108.53
109.07,109.47,109.62,107.84
109.57,109.62,110.83,108.34
109.51,112.11,116.79,109.00
112.71,115.66,115.78,112.62
115.38,114.79,116.11,113.35
115.72,116.97,117.07,115.00
117.12,117.78,118.93,117.12
117.73,117.60,118.36,116.83
117.78,117.89,118.44,117.06
118.13,117.49,118.48,117.35
117.04,116.89,117.55,116.06
117.28,117.40,118.18,115.86
116.41,115.89,117.03,115.09
115.82,114.44,115.82,113.20
114.02,114.23,114.80,113.49
113.26,113.06,113.77,112.27
112.74,115.27,115.61,111.18
115.99,116.55,118.12,115.78
116.57,115.89,117.49,115.61
115.35,115.58,117.11,114.95
115.72,116.20,117.41,115.01
116.24,116.33,117.84,115.93
116.62,117.84,118.97,116.62
117.76,116.75,117.87,115.83
117.13,116.03,118.19,115.29
116.68,119.49,119.56,116.23
119.79,118.65,119.79,117.50
118.18,120.53,120.83,117.94
119.90,118.73,120.30,118.61
116.78,112.13,117.26,112.01
111.00,113.48,114.46,109.01
112.03,112.08,112.85,110.04
112.68,111.51,113.27,110.12
111.49,113.99,114.37,111.05
113.65,113.36,114.48,112.71
114.56,113.98,115.58,112.93
115.32,113.32,115.35,112.52
113.53,113.51,114.75,111.46
114.76,116.86,117.47,114.76
116.30,117.24,118.15,115.90
116.25,115.89,116.70,115.64
115.61,114.43,117.37,114.38
115.14,115.12,117.21,114.15
114.50,111.64,115.49,111.62
112.63,113.79,114.60,111.54
113.05,111.86,113.69,111.78
112.14,111.06,113.82,110.58
111.96,110.50,112.25,110.43
110.00,110.37,110.75,107.90
110.52,105.85,111.32,105.81
105.85,104.57,106.57,104.54
103.97,100.98,104.52,100.94
100.97,103.30,103.58,100.97
101.75,102.14,104.21,101.63
102.95,100.70,102.95,100.02
100.72,100.94,101.20,100.14
102.46,101.17,108.05,100.56
102.10,103.02,103.30,101.11
102.79,101.88,103.41,100.78
101.21,102.06,102.18,100.39
104.99,104.30,104.99,103.28
104.13,102.69,104.31,102.36
101.76,101.49,102.38,100.82
102.06,98.10,102.49,97.95
98.36,96.45,98.83,95.22
96.95,96.85,97.41,95.66
96.64,96.42,97.16,94.96
93.12,90.01,93.12,86.62
89.76,88.65,90.99,87.83
88.79,90.75,91.33,88.53
92.92,92.48,94.05,92.01
92.33,90.70,92.78,89.89
88.90,91.28,92.52,87.56
92.29,92.95,94.30,92.12
92.92,94.09,94.36,92.26
94.00,96.92,97.11,94.00
96.63,97.54,97.65,95.79
96.19,96.50,97.52,95.95
96.64,98.38,98.60,96.05
98.35,100.00,100.64,97.86
100.69,100.76,101.69,100.09
101.28,102.48,102.90,100.90
100.77,100.04,101.98,99.75
100.55,100.19,100.70,99.96
99.61,100.00,101.79,99.53
100.18,101.25,101.90,100.18
100.98,101.28,101.87,100.27
101.48,100.56,102.26,100.24
