TRT,Trio-Tech International Common Stock,NASDAQ
2.25,2.24,2.25,2.16
2.29,2.48,2.50,2.22
2.44,2.48,2.51,2.44
2.51,2.50,2.53,2.42
2.49,2.53,2.53,2.49
2.52,2.67,2.70,2.51
2.70,2.80,2.86,2.68
3.20,3.14,3.30,2.89
3.00,3.01,3.19,3.00
3.14,3.17,3.17,3.09
3.14,3.19,3.21,3.05
3.21,3.34,3.50,3.21
3.34,3.31,3.39,3.22
3.45,3.43,3.45,3.29
3.54,3.55,3.60,3.41
3.66,3.73,3.74,3.25
3.66,3.66,3.75,3.49
3.70,3.75,3.85,3.63
3.86,3.75,3.86,3.69
3.80,3.49,3.80,3.34
3.25,3.25,3.39,3.10
3.12,3.59,3.77,3.12
3.42,3.64,3.67,3.40
3.58,3.41,3.69,3.32
3.46,3.45,3.47,3.43
3.46,3.67,3.67,3.46
3.10,3.50,3.50,3.06
3.50,3.61,3.72,3.50
3.69,3.68,3.69,3.61
3.68,3.68,3.68,3.68
3.61,3.21,3.61,3.15
3.40,3.37,3.49,3.37
3.49,3.53,3.53,3.37
3.53,3.53,3.53,3.53
3.13,3.20,3.35,3.13
3.29,3.27,3.29,3.23
3.30,3.34,3.40,3.30
3.27,3.35,3.35,3.27
3.12,3.32,3.35,3.08
3.28,3.39,3.39,3.28
3.28,3.45,3.58,3.28
3.28,3.28,3.28,3.28
3.44,3.44,3.44,3.44
3.23,3.45,3.45,3.23
3.49,3.49,3.49,3.49
3.48,3.50,3.50,3.48
3.16,3.33,3.33,3.16
3.39,3.30,3.39,3.30
3.30,3.30,3.39,3.15
3.36,3.39,3.39,3.17
3.32,3.36,3.36,3.32
3.41,3.43,3.44,3.41
3.40,3.40,3.40,3.40
3.39,3.39,3.39,3.39
3.40,3.39,3.52,3.39
3.50,3.50,3.50,3.50
3.25,3.80,3.80,3.25
3.68,3.65,3.77,3.44
3.55,3.70,3.73,3.41
3.67,3.60,3.75,3.60
3.60,3.36,3.60,3.34
3.43,3.62,3.62,3.43
3.55,3.38,3.55,3.38
3.59,3.42,3.59,3.34
3.24,3.10,3.41,3.10
3.00,3.14,3.20,2.80
2.99,3.46,3.59,2.99
3.21,3.21,3.27,3.10
3.37,3.32,3.37,3.27
3.39,3.25,3.50,3.25
3.19,3.24,3.24,3.19
3.17,3.23,3.23,3.17
3.07,3.30,3.31,3.03
3.25,3.39,3.41,3.14
3.35,3.43,3.51,3.35
3.56,3.19,3.56,3.11
3.16,3.32,3.32,3.16
3.41,3.53,3.55,3.23
3.55,3.49,3.55,3.48
3.54,3.50,3.55,3.41
3.50,3.50,3.50,3.50
3.50,3.50,3.50,3.20
3.30,3.21,3.45,3.20
3.49,3.29,3.50,3.29
3.35,3.22,3.35,3.18
3.20,3.35,3.54,3.10
3.23,3.40,3.53,3.20
3.39,3.42,3.53,3.36
3.50,3.41,3.50,3.33
3.51,3.54,3.72,3.50
3.28,3.35,3.75,3.28
3.59,3.41,3.62,3.40
3.29,3.43,3.56,3.29
3.43,3.43,3.43,3.43
3.46,3.46,3.46,3.46
3.49,3.31,3.53,3.31
3.45,3.38,3.48,3.36
3.43,3.41,3.49,3.40
3.47,3.28,3.47,3.28
3.30,3.32,3.34,3.29
3.31,3.27,3.38,3.23
3.27,3.34,3.39,3.26
3.35,3.33,3.35,3.28
3.35,3.36,3.36,3.35
3.37,3.28,3.37,3.24
3.36,3.25,3.36,3.25
3.22,3.24,3.24,3.22
3.19,3.19,3.20,3.19
3.32,3.32,3.34,3.16
3.14,3.25,3.25,3.14
3.25,3.25,3.25,3.25
3.09,3.09,3.09,3.09
3.19,3.25,3.29,3.05
3.32,3.22,3.33,3.10
3.24,3.24,3.24,3.24
3.21,3.21,3.21,3.21
3.23,3.23,3.23,3.23
3.19,3.08,3.19,3.08
3.19,3.19,3.19,3.05
2.94,3.10,3.10,2.94
3.10,3.10,3.10,3.10
3.29,3.29,3.29,3.29
3.18,3.20,3.20,3.10
3.28,3.28,3.28,3.28
3.12,3.17,3.22,3.12
3.23,3.23,3.23,3.23
3.27,3.27,3.27,3.16
3.27,3.27,3.27,3.27
3.05,3.05,3.05,3.05
3.02,3.32,3.33,3.02
3.26,3.25,3.34,3.10
3.37,3.29,3.47,3.26
3.35,3.40,4.11,3.34
3.49,3.36,3.49,3.21
3.29,3.35,3.35,3.15
3.44,3.23,3.44,3.11
3.33,3.29,3.33,3.17
3.29,3.29,3.29,3.29
3.19,3.19,3.19,3.19
3.18,3.19,3.20,3.18
3.40,3.27,3.40,3.16
3.14,3.24,3.24,3.14
3.18,3.20,3.20,3.17
3.14,3.17,3.18,3.14
3.35,3.26,3.45,3.24
3.34,3.45,3.50,3.31
3.23,3.24,3.37,3.15
3.17,3.20,3.29,3.15
3.16,3.34,3.36,3.16
3.38,3.24,3.47,3.24
3.29,3.30,3.41,3.29
3.30,3.30,3.30,3.30
3.30,3.30,3.30,3.30
3.07,3.31,3.32,3.07
3.31,3.31,3.31,3.31
3.18,3.17,3.18,3.14
3.05,3.17,3.17,3.05
3.02,3.12,3.15,3.00
3.36,3.12,3.43,3.12
3.35,3.28,3.47,3.11
3.10,3.37,3.37,3.06
3.20,3.27,3.40,3.18
3.30,3.13,3.37,2.99
3.10,3.18,3.18,3.01
3.04,3.05,3.10,3.03
3.00,3.07,3.19,3.00
3.07,3.10,3.15,3.02
3.03,3.03,3.03,3.03
3.03,3.13,3.15,3.03
3.25,3.22,3.33,3.13
3.25,3.12,3.31,3.06
3.23,3.23,3.23,3.23
3.15,3.25,3.28,3.13
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.25,3.25,3.25
3.25,3.34,3.36,3.10
3.15,3.23,3.50,3.06
3.29,3.28,3.29,3.28
3.29,3.32,3.33,3.29
3.10,3.31,3.31,3.08
3.20,3.26,3.29,3.19
3.19,3.17,3.38,3.16
3.17,3.17,3.17,3.17
3.42,3.17,3.42,3.15
3.17,3.37,3.41,3.17
3.18,3.27,3.28,3.17
3.26,3.42,3.42,3.26
3.47,3.50,3.50,3.43
3.23,3.13,3.37,3.10
3.28,3.29,3.29,3.25
3.25,3.19,3.30,3.15
3.31,3.17,3.31,3.17
3.25,3.24,3.25,3.14
3.32,3.35,3.42,3.32
3.21,3.21,3.25,3.19
3.18,3.21,3.21,3.18
3.21,3.21,3.21,3.21
3.21,3.21,3.21,3.21
3.25,3.23,3.35,3.20
3.17,3.15,3.33,3.05
3.21,3.11,3.21,3.11
3.24,3.16,3.24,3.15
3.15,3.19,3.22,3.15
3.17,3.11,3.21,3.11
3.13,3.12,3.18,3.12
3.21,3.02,3.21,3.01
3.01,3.20,3.22,2.93
3.30,3.21,3.37,3.11
3.10,3.32,3.38,3.04
3.37,3.37,3.38,3.36
3.14,3.31,3.38,3.12
3.08,3.12,3.15,3.08
3.15,3.10,3.20,3.10
3.08,3.16,3.16,3.07
3.08,3.15,3.18,3.08
3.17,3.18,3.18,3.07
3.18,3.17,3.18,3.12
3.08,3.17,3.17,3.08
3.17,3.17,3.17,3.17
3.09,3.09,3.09,3.09
3.08,3.05,3.08,3.05
3.05,3.05,3.05,3.05
3.05,3.05,3.05,3.05
3.07,3.01,3.13,2.96
3.13,3.05,3.13,3.03
3.12,3.22,3.40,3.12
3.43,3.39,3.47,3.07
3.13,3.28,3.28,3.12
3.28,3.28,3.28,3.28
3.27,3.27,3.27,3.27
3.27,3.27,3.27,3.27
3.05,3.28,3.28,3.05
3.25,3.22,3.25,3.22
3.23,3.23,3.24,3.17
3.20,3.19,3.20,3.12
3.11,3.19,3.19,3.11
3.19,3.19,3.19,3.19
3.10,3.13,3.15,3.00
3.27,3.15,3.27,3.15
3.04,3.11,3.21,3.04
3.19,3.19,3.19,3.19
3.21,3.68,3.70,3.21
3.55,3.51,3.55,3.47
3.64,3.56,3.64,3.56
3.56,3.56,3.56,3.56
3.55,3.55,3.55,3.55
3.55,3.55,3.55,3.55
3.55,3.56,3.56,3.55
3.28,3.44,3.44,3.28
3.50,3.28,3.50,3.28
3.28,3.28,3.28,3.28
3.52,3.44,3.52,3.28
3.37,3.37,3.37,3.37
3.37,3.37,3.37,3.37
3.29,3.29,3.30,3.28
3.21,3.50,3.50,3.21
3.21,3.32,3.32,3.21
3.32,3.47,3.47,3.32
3.35,3.44,3.44,3.35
3.55,3.32,3.55,3.32
3.43,3.39,3.44,3.38
3.38,3.39,3.39,3.38
3.20,3.37,3.37,3.20
3.22,3.30,3.30,3.22
3.32,3.37,3.37,3.31
3.26,3.20,3.39,3.13
3.30,3.31,3.55,3.23
3.20,3.20,3.20,3.20
3.16,3.21,3.31,3.16
3.45,3.52,3.52,3.21
3.13,3.37,3.38,3.13
3.41,3.41,3.41,3.13
3.40,3.74,3.85,3.39
3.70,3.72,3.82,3.55
3.61,3.66,3.66,3.61
3.75,3.50,3.76,3.41
3.77,3.66,3.77,3.59
3.82,3.89,3.89,3.72
3.97,3.93,3.97,3.80
3.71,3.80,3.88,3.66
3.82,3.68,3.82,3.26
3.70,3.54,3.70,3.54
3.65,3.49,3.65,3.44
3.54,3.77,3.77,3.54
3.61,3.60,3.61,3.60
3.60,3.77,3.77,3.60
3.68,3.76,3.78,3.64
3.79,3.70,3.80,3.69
3.63,3.70,3.70,3.63
3.90,3.73,3.90,3.68
3.70,3.78,3.80,3.60
3.79,3.77,3.79,3.72
3.80,3.95,3.95,3.79
3.96,3.92,4.10,3.86
4.19,4.07,4.19,3.98
4.17,4.55,4.59,4.17
4.55,4.68,4.90,4.53
4.86,4.77,4.90,4.74
4.90,4.94,4.97,4.89
4.99,5.34,5.40,4.91
5.06,5.29,5.44,5.06
5.25,5.02,5.27,4.96
4.95,4.99,5.09,4.78
4.97,4.89,4.97,4.68
4.87,5.00,5.00,4.78
5.10,4.95,5.19,4.71
5.05,4.92,5.05,4.72
4.65,4.62,4.83,4.52
4.55,4.48,4.56,4.25
4.45,4.30,4.45,4.25
4.22,4.26,4.58,4.22
4.37,4.32,4.38,4.22
4.33,4.30,4.33,4.20
4.20,4.31,4.33,4.20
4.20,4.27,4.35,4.20
4.34,4.30,4.35,4.30
4.34,4.29,4.34,4.29
4.20,4.20,4.20,4.20
4.20,4.20,4.20,4.20
4.14,4.20,4.28,4.14
4.13,4.07,4.13,4.06
4.05,3.87,4.10,3.87
3.86,3.65,3.88,3.65
3.70,3.46,3.70,3.46
3.66,3.42,3.77,3.42
3.41,3.27,3.50,3.26
3.23,3.28,3.29,3.20
3.50,3.55,4.23,3.40
3.59,3.86,3.90,3.48
3.84,3.87,3.99,3.68
3.87,3.82,3.87,3.71
3.85,3.74,3.85,3.74
3.63,3.63,3.74,3.55
3.76,3.82,3.85,3.66
3.85,3.85,3.85,3.85
3.85,3.85,3.86,3.85
3.85,3.81,3.86,3.78
3.85,3.76,3.86,3.76
3.72,3.66,3.86,3.63
3.61,3.71,3.79,3.61
3.71,3.71,3.71,3.71
3.65,3.82,3.82,3.65
3.83,3.80,3.83,3.77
3.65,3.86,3.86,3.65
3.85,3.85,3.85,3.85
3.81,3.74,3.81,3.72
3.66,3.53,3.68,3.51
3.53,3.62,3.62,3.33
3.58,3.50,3.71,3.50
3.47,3.47,3.47,3.47
3.44,3.44,3.44,3.44
3.62,3.43,3.62,3.43
3.45,3.64,3.79,3.45
3.57,3.52,3.61,3.51
3.52,3.52,3.52,3.52
3.52,3.52,3.52,3.52
3.40,3.10,3.43,3.04
3.25,3.05,3.25,3.05
3.03,3.03,3.10,3.03
3.07,3.14,3.14,2.97
3.04,3.10,3.10,3.04
3.03,3.03,3.03,3.03
3.01,3.05,3.08,3.01
3.12,3.11,3.12,3.11
3.09,3.04,3.09,3.04
3.12,2.94,3.13,2.89
2.95,3.25,3.48,2.91
3.18,3.22,3.22,3.18
3.06,3.21,3.21,3.04
2.99,2.99,3.06,2.97
2.91,2.98,2.98,2.88
2.90,2.95,3.04,2.90
3.05,3.00,3.05,3.00
2.90,3.08,3.25,2.90
2.99,2.95,2.99,2.95
2.90,2.91,2.94,2.90
2.91,3.02,3.05,2.91
2.94,2.97,3.12,2.94
2.91,2.95,2.95,2.91
2.91,2.98,2.98,2.91
3.12,2.92,3.12,2.92
2.92,2.92,2.92,2.92
2.94,2.93,2.94,2.92
2.93,3.03,3.03,2.93
2.94,2.94,2.94,2.94
2.94,2.91,2.96,2.91
2.92,2.74,2.92,2.66
2.68,2.72,2.74,2.68
2.66,2.64,2.71,2.63
2.65,3.33,3.38,2.65
3.20,3.24,3.42,3.20
3.35,3.14,3.38,3.13
3.15,3.15,3.34,3.12
3.15,2.95,3.36,2.93
2.95,2.75,3.00,2.71
2.75,2.83,2.85,2.71
2.80,2.86,3.09,2.80
2.84,2.71,3.00,2.71
2.80,2.62,2.93,2.62
2.70,2.69,2.76,2.62
2.69,2.73,2.73,2.69
2.78,2.78,2.80,2.71
2.75,2.92,3.18,2.74
2.98,3.00,3.07,2.90
2.97,3.05,3.05,2.97
2.96,2.94,3.02,2.89
3.09,3.09,3.09,3.09
3.00,3.00,3.00,2.95
2.95,2.97,3.09,2.91
2.95,2.95,2.98,2.80
2.90,2.95,2.95,2.90
2.96,2.91,2.96,2.88
2.90,2.91,2.95,2.80
2.90,2.94,2.97,2.82
2.90,2.85,2.95,2.85
2.91,2.85,2.91,2.85
2.82,2.87,2.90,2.75
2.88,2.81,2.88,2.80
2.80,2.96,2.96,2.77
2.96,2.96,2.96,2.96
2.80,3.00,3.00,2.80
2.90,2.98,2.98,2.90
2.90,2.82,2.96,2.82
2.88,2.76,2.93,2.76
2.85,2.85,2.91,2.84
2.99,2.85,3.00,2.81
2.83,2.82,2.83,2.76
2.80,2.71,2.80,2.70
2.75,2.72,2.75,2.71
2.72,2.72,2.72,2.72
2.75,2.85,2.85,2.72
2.85,2.75,2.85,2.71
2.72,2.75,2.84,2.72
2.85,2.82,2.85,2.82
2.85,2.85,2.85,2.85
2.83,2.83,2.83,2.83
2.74,2.85,2.85,2.72
2.75,2.85,2.85,2.75
2.95,2.95,2.95,2.79
2.90,2.90,2.90,2.90
2.70,2.90,2.90,2.70
2.75,2.90,2.90,2.72
2.81,2.88,2.88,2.79
2.88,2.88,2.88,2.88
2.89,2.90,2.90,2.89
2.89,2.89,2.89,2.89
2.89,2.71,2.89,2.70
2.73,2.75,2.75,2.71
2.72,2.71,2.72,2.71
2.71,2.71,2.73,2.71
2.73,2.75,2.75,2.72
2.72,2.75,2.75,2.72
2.72,2.72,2.72,2.72
2.75,2.81,2.81,2.72
2.81,3.15,3.18,2.75
3.21,3.01,3.25,2.85
2.90,3.03,3.08,2.90
3.14,3.14,3.14,3.02
2.97,3.03,3.11,2.95
2.97,3.05,3.05,2.97
2.93,2.77,2.94,2.75
2.77,2.65,2.81,2.60
2.72,3.00,3.04,2.63
3.07,2.82,3.47,2.81
2.84,2.88,2.98,2.80
2.88,2.83,2.89,2.64
2.80,2.79,2.83,2.74
2.80,2.81,2.92,2.77
2.76,2.82,2.84,2.67
2.83,3.12,3.40,2.71
3.05,2.92,3.30,2.75
2.86,2.81,2.86,2.76
2.75,2.72,2.79,2.60
2.71,2.83,2.90,2.70
2.72,2.71,2.83,2.70
2.67,2.76,2.79,2.67
3.00,3.19,3.19,2.94
3.45,3.10,3.45,2.81
3.23,3.14,3.23,3.03
3.11,3.18,3.18,3.05
3.15,3.17,3.25,3.15
3.24,3.01,3.25,3.01
3.02,3.00,3.02,2.92
3.13,3.09,3.21,3.09
3.17,3.18,3.20,3.14
3.21,3.11,3.21,3.11
3.17,3.20,3.20,3.17
3.17,3.17,3.17,3.17
3.19,3.19,3.19,3.19
3.10,3.24,3.36,3.10
3.26,3.30,3.31,3.23
3.14,3.11,3.17,3.05
3.07,3.19,3.19,3.06
3.03,3.12,3.15,3.02
3.27,3.30,3.30,3.27
3.16,3.14,3.31,3.00
3.02,3.02,3.05,3.02
3.12,3.12,3.12,3.12
3.12,3.12,3.12,3.12
3.16,3.02,3.16,3.02
3.02,3.00,3.02,2.97
3.04,3.04,3.04,3.04
3.05,3.17,3.18,3.05
3.02,3.02,3.05,3.00
3.05,3.17,3.20,3.05
3.17,3.17,3.17,3.17
3.17,3.17,3.17,3.17
3.17,3.17,3.17,3.17
3.17,3.17,3.17,3.17
3.17,3.06,3.18,3.06
3.15,3.15,3.15,3.15
3.13,3.10,3.13,3.09
3.17,3.20,3.20,3.12
3.16,3.13,3.16,3.09
3.13,3.09,3.13,3.09
3.09,3.12,3.24,3.09
3.18,3.18,3.18,3.18
3.13,3.09,3.14,3.09
3.20,3.20,3.20,3.20
3.09,3.09,3.09,3.09
3.09,3.09,3.09,3.09
3.09,3.09,3.09,3.09
3.09,3.00,3.09,3.00
3.00,3.00,3.00,3.00
3.00,3.00,3.00,3.00
3.01,3.02,3.02,3.00
3.02,3.02,3.02,3.02
2.99,2.99,2.99,2.99
3.00,2.99,3.00,2.99
3.04,3.04,3.04,3.04
2.99,2.97,3.04,2.97
2.97,2.97,2.97,2.97
2.97,2.98,3.02,2.97
2.98,2.98,2.98,2.98
2.97,2.97,2.97,2.97
2.97,2.97,2.97,2.97
2.91,2.91,2.91,2.89
2.91,2.91,2.91,2.91
2.92,2.92,2.92,2.92
2.89,2.89,2.89,2.89
2.50,2.67,2.72,2.50
2.74,2.74,2.74,2.66
2.68,2.70,2.70,2.60
2.69,2.69,2.69,2.69
2.61,2.61,2.62,2.61
2.51,2.50,2.51,2.46
2.50,2.50,2.50,2.50
2.51,2.46,2.51,2.46
2.47,2.47,2.47,2.47
2.47,2.47,2.47,2.47
2.51,2.52,2.52,2.51
2.52,2.52,2.52,2.52
2.65,2.49,2.68,2.49
2.42,2.42,2.42,2.42
2.38,2.38,2.38,2.38
2.35,2.38,2.43,2.35
2.38,2.42,2.42,2.38
2.39,2.35,2.49,2.35
2.35,2.36,2.37,2.33
2.36,2.35,2.41,2.33
2.29,2.31,2.42,2.29
2.29,2.32,2.32,2.29
2.30,2.26,2.37,2.26
2.31,2.33,2.33,2.28
2.33,2.63,2.70,2.28
2.61,2.55,2.70,2.50
2.38,2.50,2.51,2.28
2.60,2.60,2.60,2.60
2.55,2.29,2.55,2.26
2.30,2.29,2.34,2.28
2.43,2.40,2.45,2.40
2.45,2.35,2.62,2.35
2.45,2.53,2.53,2.42
2.62,2.45,2.62,2.45
2.50,2.59,2.59,2.50
2.45,2.52,2.64,2.45
2.72,2.69,2.72,2.61
2.65,2.55,2.83,2.55
2.56,2.53,2.58,2.53
2.65,2.65,2.65,2.65
2.48,2.65,2.65,2.48
2.50,2.43,2.65,2.43
2.43,2.43,2.43,2.43
2.51,2.51,2.51,2.51
2.48,2.48,2.48,2.48
2.48,2.48,2.48,2.48
2.60,2.55,2.60,2.55
2.53,2.53,2.53,2.53
2.62,2.42,2.62,2.42
2.43,2.48,2.48,2.43
2.49,2.43,2.50,2.43
2.43,2.43,2.43,2.43
2.43,2.43,2.43,2.42
2.47,2.48,2.50,2.47
2.48,2.48,2.48,2.48
2.45,2.44,2.45,2.44
2.48,2.60,2.60,2.45
2.63,2.55,2.67,2.52
2.52,2.53,2.55,2.52
2.56,2.56,2.56,2.56
2.58,2.53,2.58,2.53
2.53,2.53,2.53,2.53
2.60,2.60,2.60,2.60
2.60,2.60,2.60,2.60
2.59,2.59,2.59,2.56
2.52,2.52,2.52,2.52
2.60,2.61,2.62,2.56
2.65,2.80,2.81,2.65
2.88,2.84,2.90,2.83
2.84,2.84,2.84,2.84
2.80,2.65,2.81,2.65
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.75,2.75,2.75,2.75
2.80,2.81,2.81,2.80
2.81,2.75,2.81,2.75
2.81,2.92,3.00,2.77
2.75,2.87,2.97,2.75
2.98,2.90,2.98,2.90
2.70,2.70,2.70,2.70
2.86,2.86,2.88,2.86
2.85,2.72,2.85,2.72
2.83,2.90,2.90,2.83
2.80,2.80,2.80,2.80
2.85,2.84,2.85,2.84
2.85,2.88,2.89,2.85
2.87,3.25,3.25,2.87
3.20,3.06,3.20,3.06
3.22,3.07,3.22,3.07
3.21,3.23,3.23,3.12
3.24,3.20,3.24,3.18
3.19,3.20,3.20,3.16
3.16,3.20,3.20,3.16
3.16,3.02,3.20,3.02
3.07,3.16,3.19,2.97
3.15,2.84,3.15,2.75
2.77,2.79,2.92,2.77
2.75,2.90,2.92,2.75
2.93,2.85,2.94,2.80
2.92,2.88,2.92,2.79
2.75,2.65,2.76,2.63
2.65,2.60,2.74,2.59
2.75,2.70,2.75,2.70
2.70,2.74,2.74,2.70
2.70,2.55,2.74,2.54
2.60,2.62,2.64,2.54
2.63,2.63,2.63,2.63
2.60,2.60,2.65,2.60
2.60,2.54,2.62,2.54
2.63,2.64,2.65,2.63
2.74,2.72,2.74,2.70
2.67,2.65,2.67,2.65
2.65,2.65,2.65,2.65
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.55,2.55,2.55,2.55
2.54,2.54,2.57,2.54
2.50,2.50,2.50,2.50
2.50,2.57,2.57,2.50
2.59,2.60,2.60,2.59
2.59,2.59,2.59,2.59
2.50,2.53,2.53,2.50
2.41,2.50,2.51,2.41
2.50,2.40,2.68,2.40
2.42,2.40,2.42,2.40
2.44,2.45,2.45,2.44
2.40,2.40,2.40,2.40
2.40,2.49,2.49,2.40
2.49,2.49,2.49,2.49
2.49,2.50,2.50,2.49
2.43,2.45,2.50,2.43
2.45,2.70,2.70,2.45
2.70,2.70,2.70,2.56
2.70,2.76,2.76,2.70
2.76,2.75,2.76,2.75
2.76,2.99,3.08,2.76
3.08,2.90,3.14,2.90
2.99,2.85,3.08,2.85
3.07,3.07,3.07,3.07
3.07,2.93,3.13,2.93
2.81,2.85,2.96,2.81
2.96,2.96,2.96,2.96
2.97,2.97,2.97,2.97
2.98,3.17,3.23,2.98
3.12,3.20,3.20,3.12
3.18,3.14,3.18,3.14
3.12,3.12,3.13,3.05
3.17,3.23,3.23,3.09
3.12,3.13,3.13,3.12
3.40,3.22,3.40,3.20
3.34,3.26,3.34,3.25
3.30,3.20,3.30,3.20
3.20,3.20,3.20,3.20
3.32,3.34,3.38,3.32
3.26,3.20,3.26,3.20
3.24,3.31,3.31,3.23
3.26,3.26,3.26,3.26
3.20,3.20,3.30,3.20
3.21,3.21,3.21,3.21
3.44,3.20,3.44,3.20
3.18,3.19,3.27,3.18
3.19,3.18,3.19,3.18
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.12,3.16,3.16,3.12
3.19,3.30,3.34,3.18
3.42,3.38,3.47,3.29
3.45,3.38,3.45,3.31
3.39,3.45,3.45,3.39
3.27,3.39,3.39,3.27
3.33,3.26,3.33,3.25
3.30,3.34,3.34,3.30
3.40,3.33,3.40,3.27
3.20,3.24,3.24,3.20
3.20,3.30,3.31,3.20
3.25,3.28,3.28,3.20
3.21,3.21,3.21,3.21
3.21,3.21,3.21,3.21
3.21,3.21,3.21,3.21
3.44,3.37,3.44,3.30
3.37,3.38,3.38,3.30
3.39,3.37,3.40,3.37
3.30,3.30,3.30,3.30
3.30,3.20,3.31,3.20
3.20,3.33,3.33,3.20
3.32,3.37,3.38,3.31
3.37,3.37,3.37,3.35
3.37,3.37,3.37,3.28
3.37,3.37,3.37,3.37
3.30,3.30,3.30,3.30
3.30,3.24,3.30,3.24
3.28,3.00,3.34,3.00
3.18,3.18,3.18,3.18
3.18,3.18,3.18,3.18
3.04,3.04,3.04,3.04
3.18,3.15,3.18,3.08
3.15,3.18,3.26,3.15
3.29,3.29,3.39,3.15
3.40,3.39,3.40,3.30
3.40,3.39,3.47,3.39
3.38,3.90,3.97,3.38
3.98,3.92,3.98,3.78
3.89,3.92,4.00,3.85
4.09,3.99,4.09,3.89
3.82,3.97,3.99,3.80
3.94,3.87,3.94,3.80
3.75,4.00,4.00,3.75
3.97,3.97,3.97,3.97
3.97,4.00,4.10,3.97
3.85,3.85,3.90,3.80
3.60,3.74,3.84,3.60
3.74,3.74,3.74,3.74
3.60,3.99,4.00,3.50
4.00,3.99,4.00,3.92
4.00,3.97,4.10,3.97
4.09,3.92,4.09,3.79
3.94,3.90,3.99,3.90
3.79,3.73,3.86,3.73
3.65,3.66,3.84,3.63
3.65,3.60,3.70,3.50
3.73,3.68,3.73,3.55
3.55,3.58,3.70,3.55
3.52,3.33,3.54,3.33
3.45,3.32,3.51,3.32
3.37,3.10,3.38,3.04
3.10,3.00,3.10,2.97
3.07,2.86,3.08,2.60
2.75,3.14,3.14,2.75
3.23,3.29,3.29,3.23
3.29,3.29,3.29,3.29
3.27,3.18,3.27,3.12
3.13,3.17,3.24,3.12
3.17,3.17,3.17,3.17
3.10,3.14,3.17,3.10
3.14,3.15,3.15,3.14
3.15,3.15,3.39,3.15
3.26,3.21,3.35,3.21
3.33,3.24,3.33,3.24
3.28,3.50,3.50,3.27
3.49,3.40,3.49,3.40
3.47,3.49,3.49,3.47
3.53,3.50,3.53,3.50
3.50,3.48,3.50,3.45
3.49,3.48,3.49,3.48
3.49,3.49,3.49,3.47
3.50,3.49,3.50,3.46
3.49,3.49,3.49,3.47
3.49,3.49,3.49,3.49
3.40,3.47,3.48,3.40
3.47,3.47,3.47,3.47
3.40,3.47,3.47,3.40
3.46,3.48,3.49,3.46
3.42,3.40,3.42,3.40
3.40,3.40,3.40,3.40
3.40,3.40,3.40,3.40
3.35,3.40,3.40,3.30
3.34,3.35,3.35,3.31
3.34,3.40,3.40,3.26
3.36,3.49,3.49,3.35
3.49,3.49,3.49,3.49
3.49,3.48,3.49,3.46
3.49,3.47,3.49,3.40
3.50,3.90,3.97,3.50
3.90,3.80,3.90,3.80
3.76,3.89,3.95,3.76
3.89,3.91,3.94,3.78
3.80,3.80,3.84,3.65
3.74,3.84,3.84,3.64
3.85,3.90,3.98,3.75
3.88,3.97,3.97,3.82
3.94,3.78,4.19,3.74
3.77,3.70,3.80,3.60
3.69,3.69,3.77,3.65
3.67,3.69,3.70,3.55
3.68,3.67,3.68,3.60
3.62,3.80,3.80,3.41
3.87,3.80,3.87,3.50
3.70,3.93,3.97,3.70
3.92,3.87,3.93,3.77
3.82,3.77,3.95,3.73
3.81,3.59,3.85,3.58
3.62,3.57,3.69,3.50
3.58,3.59,3.68,3.45
3.70,3.58,3.79,3.58
3.75,3.50,3.75,3.50
3.57,3.60,3.60,3.50
3.55,3.55,3.62,3.47
3.51,3.44,3.51,3.27
3.49,3.53,3.54,3.48
3.55,3.60,3.62,3.55
3.62,3.63,3.63,3.61
3.55,3.53,3.62,3.51
3.50,3.46,3.50,3.46
3.47,3.54,3.54,3.47
3.52,3.52,3.52,3.52
3.43,3.41,3.43,3.41
3.40,3.41,3.41,3.38
3.31,3.40,3.40,3.31
3.32,3.34,3.34,3.32
3.27,3.40,3.41,3.27
3.34,3.34,3.34,3.34
3.34,3.34,3.34,3.34
3.25,3.26,3.28,3.25
3.15,3.23,3.35,3.15
3.28,3.17,3.28,3.15
3.11,3.12,3.26,3.11
3.19,3.26,3.26,3.10
3.27,3.21,3.27,3.16
3.16,3.18,3.22,3.16
3.17,3.20,3.20,3.15
3.11,3.19,3.19,3.11
3.17,3.12,3.17,3.10
3.12,3.12,3.12,3.12
2.90,3.05,3.19,2.75
3.15,3.26,3.28,3.15
3.16,3.08,3.23,3.08
3.25,3.26,3.30,3.25
3.35,3.26,3.35,3.21
3.26,3.24,3.26,3.24
3.25,3.24,3.26,3.24
3.24,3.24,3.25,3.24
3.24,3.37,3.55,3.23
3.60,3.40,3.60,3.30
3.54,3.50,3.60,3.40
3.51,3.55,3.55,3.51
3.48,3.43,3.49,3.43
3.42,3.37,3.50,3.37
3.45,3.38,3.54,3.38
3.54,3.54,3.54,3.42
3.44,3.48,3.48,3.39
3.37,3.47,3.47,3.37
