XOM,Exxon Mobil Corporation Common Stock,NASDAQ
87.27,87.56,87.87,86.70
87.63,88.07,88.15,87.20
88.05,88.32,88.85,87.65
88.64,89.00,89.00,88.18
90.14,90.98,91.50,90.14
91.89,92.58,93.22,91.17
92.26,90.58,92.27,90.17
90.10,90.89,90.98,89.76
91.52,91.18,91.67,90.64
91.38,90.42,91.54,90.20
90.51,90.43,90.85,90.29
90.68,90.28,90.90,90.18
90.02,90.87,90.90,90.02
90.89,90.71,90.96,90.52
90.83,90.75,91.11,90.58
90.68,90.30,91.11,90.26
90.10,90.35,90.60,90.03
90.03,90.26,90.70,90.01
90.94,90.89,91.34,90.15
91.12,89.89,91.15,89.75
90.19,88.55,90.30,88.44
88.79,88.50,88.98,87.82
88.22,87.04,88.22,86.55
87.17,85.93,87.31,85.91
85.90,86.81,86.95,85.86
87.27,86.34,87.38,86.07
86.27,86.35,86.68,86.17
