LBTYB,Liberty Global plc - Class B Ordinary Shares,NASDAQ
71.00,71.00,71.00,71.00
72.16,72.16,72.16,72.16
72.16,72.16,72.16,72.16
72.16,72.16,72.16,72.16
72.16,72.16,72.16,72.16
72.16,72.16,72.16,72.16
72.16,72.16,72.16,72.16
72.16,72.16,72.16,72.16
72.16,72.16,72.16,72.16
72.16,72.16,72.16,72.16
77.04,77.09,77.09,77.04
77.09,77.09,77.09,77.09
77.09,77.09,77.09,77.09
77.09,77.09,77.09,77.09
77.09,77.09,77.09,77.09
78.87,78.87,78.87,78.87
78.87,78.87,78.87,78.87
78.87,78.87,78.87,78.87
78.87,78.87,78.87,78.87
80.52,80.52,80.52,80.52
80.52,80.52,80.52,80.52
80.52,80.52,80.52,80.52
80.52,80.52,80.52,80.52
81.73,81.73,81.73,81.73
81.73,81.73,81.73,81.73
81.73,81.73,81.73,81.73
81.73,81.73,81.73,81.73
81.73,81.73,81.73,81.73
80.15,80.80,80.80,80.15
81.53,81.53,81.53,81.53
81.16,81.16,81.16,81.16
79.55,79.55,79.55,79.55
79.55,79.55,79.55,79.55
79.55,79.55,79.55,79.55
79.55,79.55,79.55,79.55
79.55,79.55,79.55,79.55
79.94,79.16,79.94,79.16
79.16,79.16,79.16,79.16
78.17,78.17,78.17,78.17
78.17,78.17,78.17,78.17
78.17,78.17,78.17,78.17
78.17,78.17,78.17,78.17
75.45,74.71,75.60,74.71
74.59,75.38,75.38,74.59
75.44,75.59,75.59,75.02
75.59,75.59,75.59,75.59
76.61,76.41,76.61,76.41
76.69,76.69,76.69,76.69
75.58,75.58,75.58,75.58
75.58,75.58,75.58,75.58
78.67,78.67,78.67,78.67
78.67,78.67,78.67,78.67
78.06,78.65,78.65,78.06
79.82,79.37,79.82,79.37
78.45,78.44,78.45,78.43
78.44,78.44,78.44,78.44
78.44,78.44,78.44,78.44
77.38,77.38,77.38,77.38
77.38,77.38,77.38,77.38
77.38,77.38,77.38,77.38
77.38,77.38,77.38,77.38
77.38,77.38,77.38,77.38
77.38,77.38,77.38,77.38
79.00,79.00,79.00,79.00
79.00,79.00,79.00,79.00
79.12,79.12,79.12,79.12
79.12,79.12,79.12,79.12
78.38,78.38,78.38,78.38
78.38,78.38,78.38,78.38
78.38,78.38,78.38,78.38
78.38,78.38,78.38,78.38
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
79.02,79.02,79.02,79.02
78.51,78.50,78.51,78.50
78.50,78.50,78.50,78.50
77.28,77.28,77.28,77.28
77.28,77.28,77.28,77.28
78.82,80.77,81.45,78.82
79.91,79.96,79.96,79.91
79.96,79.96,79.96,79.96
79.96,79.96,79.96,79.96
79.96,79.96,79.96,79.96
79.96,79.96,79.96,79.96
80.04,80.07,80.07,80.04
80.51,80.51,80.51,80.51
80.40,80.40,80.40,80.40
79.60,79.60,79.60,79.60
79.60,79.60,79.60,79.60
79.60,79.60,79.60,79.60
79.60,79.60,79.60,79.60
83.36,83.11,83.36,83.11
83.34,83.34,83.34,83.34
85.59,84.75,85.59,84.75
85.97,85.38,85.97,85.38
85.34,85.34,85.34,85.34
85.53,84.03,85.53,84.03
84.42,83.44,84.42,83.44
83.03,83.94,83.94,83.03
84.91,85.02,85.02,80.87
85.66,85.59,86.17,85.59
85.67,85.47,85.67,85.47
86.51,85.37,86.51,85.37
85.08,83.87,85.08,83.87
84.46,84.46,84.46,84.46
84.46,84.46,84.46,84.46
84.50,84.50,84.50,84.50
84.64,84.64,84.64,84.64
84.64,84.64,84.64,84.64
84.64,84.64,84.64,84.64
86.11,86.11,86.11,86.11
86.11,86.11,86.11,86.11
87.01,87.10,87.10,86.94
88.46,88.46,88.46,88.46
88.70,88.70,88.70,88.70
88.26,88.26,88.26,88.26
88.29,88.28,88.29,88.28
88.28,88.28,88.28,88.28
88.28,88.28,88.28,88.28
88.28,88.28,88.28,88.28
88.28,88.28,88.28,88.28
88.28,88.28,88.28,88.28
88.28,88.28,88.28,88.28
89.97,89.97,89.97,89.97
89.97,89.97,89.97,89.97
89.97,89.97,89.97,89.97
88.59,88.59,88.59,88.59
88.59,88.59,88.59,88.59
88.59,88.59,88.59,88.59
87.20,87.20,87.20,87.20
87.20,87.20,87.20,87.20
87.20,87.20,87.20,87.20
81.53,81.50,82.00,81.17
81.50,81.50,81.50,81.50
80.41,80.41,80.41,80.41
79.23,80.79,80.79,79.23
79.43,79.50,79.50,79.43
79.86,79.08,79.86,78.61
79.30,79.30,79.30,79.30
79.90,79.80,80.19,79.74
81.00,81.00,81.00,81.00
81.66,81.66,81.66,81.66
81.66,81.66,81.66,81.66
81.66,81.66,81.66,81.66
83.36,83.43,83.43,83.36
83.43,83.43,83.43,83.43
83.92,83.92,83.92,83.92
83.83,88.05,88.05,83.83
87.90,86.34,89.19,86.34
87.37,87.21,87.37,86.93
88.11,87.85,88.11,87.85
87.50,86.85,87.50,86.60
86.40,86.40,86.40,86.40
84.89,85.28,85.28,84.56
84.29,85.40,85.40,84.29
85.40,85.40,85.40,85.40
85.35,85.35,85.35,85.35
44.34,43.56,44.89,43.50
44.32,43.43,44.32,42.90
43.12,44.00,44.05,43.12
44.00,44.00,44.00,44.00
43.17,44.04,44.04,43.17
44.81,44.75,44.81,44.75
44.70,44.19,45.32,44.19
43.85,43.85,43.85,43.85
43.85,43.85,43.85,43.85
42.66,42.53,42.66,42.52
42.97,42.97,42.97,42.97
42.97,42.97,42.97,42.97
41.83,42.36,42.51,41.83
41.74,44.15,44.15,41.74
43.14,41.93,43.14,41.91
42.26,41.77,42.28,41.54
41.75,42.12,42.12,41.58
41.13,41.13,41.13,41.13
41.13,41.13,41.13,41.13
41.13,41.13,41.13,41.13
41.70,41.70,41.78,41.70
42.94,42.65,42.97,42.03
42.65,42.65,42.65,42.65
42.46,42.46,42.46,42.46
41.37,39.86,41.37,39.86
39.85,39.50,39.85,39.50
39.73,40.50,40.50,39.73
40.36,39.85,41.15,39.85
39.68,39.68,39.68,39.68
39.48,39.48,39.48,39.48
40.08,40.16,40.16,38.46
40.16,40.16,40.16,40.16
40.16,40.16,40.16,40.16
40.16,40.16,40.16,40.16
40.16,40.16,40.16,40.16
40.16,40.16,40.16,40.16
40.16,40.16,40.16,40.16
40.10,40.10,40.10,40.10
40.10,40.10,40.10,40.10
40.10,40.10,40.10,40.10
39.85,39.85,39.85,39.85
40.53,41.28,41.28,40.53
43.35,43.35,43.35,43.35
43.43,44.02,44.02,43.43
42.28,42.28,42.28,42.28
43.75,43.75,43.75,43.75
44.14,43.31,44.14,43.31
43.31,43.31,43.31,43.31
43.76,44.00,44.00,43.76
44.00,44.00,44.00,44.00
45.35,44.00,45.35,43.65
43.14,43.14,43.14,43.14
43.50,43.50,43.50,43.50
43.33,43.91,44.34,43.33
43.68,43.68,43.68,43.68
43.68,43.68,43.68,43.68
43.68,43.68,43.68,43.68
45.35,45.35,45.35,45.35
43.68,43.68,43.68,43.68
45.47,45.47,45.47,45.47
46.07,46.07,46.07,46.07
46.07,46.07,46.07,46.07
46.07,46.07,46.07,46.07
45.43,45.43,45.43,45.43
45.43,45.43,45.43,45.43
44.39,45.44,45.59,43.89
45.44,45.44,45.44,45.44
45.44,45.44,45.44,45.44
45.44,45.44,45.44,45.44
44.90,44.98,44.98,44.90
44.98,44.98,44.98,44.98
44.98,44.98,44.98,44.98
43.28,43.28,43.28,43.28
43.28,43.28,43.28,43.28
43.28,43.28,43.28,43.28
43.28,43.28,43.28,43.28
44.49,44.49,44.49,44.49
44.38,44.60,44.60,44.03
44.60,44.60,44.60,44.60
43.62,44.64,44.64,42.64
44.67,44.55,45.64,42.91
43.10,43.55,43.55,42.70
44.66,45.61,45.61,44.66
44.30,45.14,45.14,44.30
45.99,45.99,45.99,45.99
46.76,46.26,46.76,46.26
46.30,46.00,46.30,45.85
44.26,44.26,44.26,44.26
44.26,44.26,44.26,44.26
44.26,44.26,44.26,44.26
45.91,45.92,45.92,45.64
46.91,46.91,46.91,46.91
46.91,46.91,46.91,46.91
46.91,46.91,46.91,46.91
46.91,46.91,46.91,46.91
46.91,46.91,46.91,46.91
46.91,46.91,46.91,46.91
46.91,46.91,46.91,46.91
46.91,46.91,46.91,46.91
46.91,46.91,46.91,46.91
46.91,46.91,46.91,46.91
44.70,44.70,44.70,44.70
44.70,44.16,44.70,44.16
44.59,44.56,44.59,44.56
44.83,43.13,44.83,43.13
44.15,44.00,44.15,43.98
44.54,45.40,45.40,44.50
44.50,44.50,44.50,44.50
44.27,43.40,44.27,43.40
45.62,45.62,45.62,45.62
46.07,46.07,46.07,46.07
43.01,44.51,44.51,43.01
45.15,45.15,45.15,45.15
45.15,45.15,45.15,45.15
45.15,45.15,45.15,45.15
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
46.00,46.00,46.00,46.00
45.85,44.59,45.85,44.59
44.59,44.59,44.59,44.59
46.00,44.84,46.00,44.84
44.84,44.84,44.84,44.84
44.84,44.84,44.84,44.84
44.84,44.84,44.84,44.84
44.84,44.84,44.84,44.84
43.22,43.22,43.22,43.22
43.22,43.22,43.22,43.22
43.22,43.22,43.22,43.22
43.22,43.22,43.22,43.22
43.40,43.76,43.97,43.40
43.76,43.76,43.76,43.76
43.76,43.76,43.76,43.76
43.76,43.76,43.76,43.76
43.76,43.76,43.76,43.76
43.76,43.76,43.76,43.76
43.76,43.76,43.76,43.76
43.76,43.76,43.76,43.76
43.76,43.76,43.76,43.76
43.48,43.40,43.48,43.40
42.95,42.92,42.95,42.92
42.92,42.92,42.92,42.92
42.92,42.92,42.92,42.92
42.67,42.66,42.67,42.66
42.66,42.66,42.66,42.66
42.66,42.66,42.66,42.66
42.66,42.66,42.66,42.66
42.66,42.66,42.66,42.66
42.75,42.66,42.76,42.66
43.67,43.67,43.67,43.67
43.67,43.67,43.67,43.67
42.53,42.53,42.53,42.53
42.53,42.53,42.53,42.53
41.88,41.83,41.90,41.83
40.35,40.13,40.35,40.12
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
40.13,40.13,40.13,40.13
45.86,45.89,45.92,45.86
46.45,46.58,46.58,45.98
46.83,46.83,46.83,46.83
46.83,46.83,46.83,46.83
46.83,46.83,46.83,46.83
46.83,46.83,46.83,46.83
46.83,46.83,46.83,46.83
46.18,47.00,47.02,46.18
47.00,47.00,47.00,47.00
47.00,47.00,47.00,47.00
47.00,47.00,47.00,47.00
47.00,47.00,47.00,47.00
49.27,49.62,49.62,49.27
50.69,53.00,53.65,50.69
52.26,51.85,52.26,51.85
51.85,51.85,51.85,51.85
51.85,51.85,51.85,51.85
51.85,51.85,51.85,51.85
51.85,51.85,51.85,51.85
51.85,51.85,51.85,51.85
51.85,51.85,51.85,51.85
51.85,51.85,51.85,51.85
49.61,49.46,49.61,49.46
49.46,49.46,49.46,49.46
49.46,49.46,49.46,49.46
49.46,49.46,49.46,49.46
48.80,48.85,48.85,48.80
49.10,49.10,49.10,49.10
49.10,49.10,49.10,49.10
50.70,50.65,50.70,50.65
50.95,50.95,50.95,50.95
50.55,50.55,50.55,50.55
50.84,50.84,50.84,50.84
50.84,50.84,50.84,50.84
50.91,49.79,50.91,49.79
50.75,50.73,50.75,50.73
50.73,50.73,50.73,50.73
50.73,50.73,50.73,50.73
47.73,47.88,47.88,47.73
48.14,48.09,48.14,48.09
48.08,48.08,48.08,48.08
47.67,47.62,47.67,47.62
47.62,47.62,47.62,47.62
47.62,47.62,47.62,47.62
47.92,47.92,47.92,47.92
47.45,47.30,47.83,47.30
47.30,47.30,47.30,47.30
47.30,47.30,47.30,47.30
47.30,47.30,47.30,47.30
45.42,45.42,45.42,45.42
45.42,45.42,45.42,45.42
46.98,46.98,46.98,46.98
47.19,47.19,47.19,47.19
47.03,47.03,47.03,47.03
46.39,47.12,47.12,46.35
46.86,46.52,46.92,46.52
47.68,47.50,47.68,47.50
48.34,48.34,48.34,48.34
48.43,49.30,49.30,48.43
49.39,49.38,49.39,49.38
49.38,49.38,49.38,49.38
49.38,49.38,49.38,49.38
48.81,48.80,48.81,48.80
48.95,48.95,48.95,48.95
49.71,49.76,49.76,49.71
49.76,49.76,49.76,49.76
49.76,49.76,49.76,49.76
52.09,52.33,52.33,52.09
52.60,50.85,52.60,50.85
52.79,52.79,52.79,52.79
52.79,52.79,52.79,52.79
53.80,53.48,53.80,53.43
53.48,53.48,53.48,53.48
53.48,53.48,53.48,53.48
53.48,53.48,53.48,53.48
53.48,53.48,53.48,53.48
53.48,53.48,53.48,53.48
53.48,53.48,53.48,53.48
54.32,54.85,54.85,54.32
57.06,54.38,57.06,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
52.50,52.50,52.50,52.50
52.53,52.53,52.53,52.53
52.53,52.53,52.53,52.53
52.79,53.62,53.62,52.79
50.40,50.40,50.40,50.40
52.78,52.78,52.78,52.78
52.78,52.78,52.78,52.78
52.78,52.78,52.78,52.78
52.78,52.78,52.78,52.78
52.78,52.78,52.78,52.78
52.78,52.78,52.78,52.78
52.78,52.78,52.78,52.78
52.78,52.78,52.78,52.78
52.78,52.78,52.78,52.78
52.50,52.50,52.50,52.50
52.50,52.50,52.50,52.50
52.50,52.50,52.50,52.50
52.50,52.50,52.50,52.50
52.36,52.50,52.50,52.36
52.60,52.40,52.65,52.32
52.40,52.40,52.40,52.40
52.40,52.40,52.40,52.40
52.40,52.40,52.40,52.40
50.33,50.66,50.71,50.33
50.66,50.66,50.66,50.66
50.66,50.66,50.66,50.66
50.76,50.75,51.06,50.75
50.72,50.72,50.72,50.72
50.72,50.72,50.72,50.72
50.72,50.72,50.72,50.72
50.72,50.72,50.72,50.72
50.72,50.72,50.72,50.72
50.72,50.72,50.72,50.72
50.72,50.72,50.72,50.72
50.72,50.72,50.72,50.72
50.72,50.72,50.72,50.72
50.72,50.72,50.72,50.72
50.72,50.72,50.72,50.72
51.00,51.00,51.00,51.00
51.00,51.00,51.00,51.00
50.25,50.25,50.25,50.25
50.25,50.25,50.25,50.25
50.25,50.25,50.25,50.25
50.25,50.25,50.25,50.25
50.25,50.25,50.25,50.25
50.25,50.25,50.25,50.25
50.25,50.25,50.25,50.25
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.00,56.00,56.00,56.00
56.20,56.00,56.20,56.00
55.52,54.97,55.52,54.90
54.97,54.97,54.97,54.97
55.56,55.90,55.90,55.56
54.37,54.38,54.38,54.37
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
54.38,54.38,54.38,54.38
57.46,56.80,57.79,56.80
56.79,56.79,56.79,56.79
56.54,56.81,56.81,56.50
56.81,56.81,56.81,56.81
56.81,56.81,56.81,56.81
55.60,55.33,55.60,55.33
55.33,55.33,55.33,55.33
55.33,55.33,55.33,55.33
55.33,55.33,55.33,55.33
55.33,55.33,55.33,55.33
55.33,55.33,55.33,55.33
52.17,52.17,52.17,52.17
52.22,52.22,52.22,52.22
52.22,52.22,52.22,52.22
52.22,52.22,52.22,52.22
52.22,52.22,52.22,52.22
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
53.23,53.23,53.23,53.23
56.70,56.70,56.70,56.70
53.31,53.16,53.31,53.16
52.68,52.68,52.68,52.68
52.68,52.68,52.68,52.68
52.68,52.68,52.68,52.68
52.68,52.68,52.68,52.68
52.68,52.68,52.68,52.68
51.11,51.06,51.11,51.06
51.06,51.06,51.06,51.06
51.06,51.06,51.06,51.06
51.06,51.06,51.06,51.06
51.06,51.06,51.06,51.06
51.06,51.06,51.06,51.06
51.06,51.06,51.06,51.06
51.06,51.06,51.06,51.06
49.00,48.33,49.00,48.33
47.54,47.50,47.54,47.50
47.50,47.50,47.50,47.50
48.72,48.70,48.72,48.70
48.70,48.70,48.70,48.70
48.70,48.70,48.70,48.70
48.70,48.70,48.70,48.70
48.70,48.70,48.70,48.70
48.70,48.70,48.70,48.70
48.70,48.70,48.70,48.70
48.70,48.70,48.70,48.70
48.72,48.72,48.72,48.72
48.72,48.72,48.72,48.72
48.72,48.72,48.72,48.72
48.72,48.72,48.72,48.72
48.72,48.72,48.72,48.72
48.72,48.72,48.72,48.72
48.75,49.35,49.35,48.75
49.35,49.35,49.35,49.35
49.35,49.35,49.35,49.35
49.35,49.35,49.35,49.35
48.32,48.72,48.72,48.32
48.72,48.72,48.72,48.72
48.72,48.72,48.72,48.72
48.72,48.72,48.72,48.72
48.72,48.72,48.72,48.72
48.72,48.72,48.72,48.72
48.72,48.72,48.72,48.72
43.40,44.29,44.33,43.40
45.17,46.63,46.63,45.17
45.10,45.29,45.29,45.10
46.28,45.77,46.28,45.54
45.05,45.38,45.55,45.05
45.38,45.38,45.38,45.38
46.56,44.80,46.56,44.80
46.11,46.11,46.11,46.11
46.07,46.07,46.07,46.07
45.11,45.11,45.11,45.11
45.11,45.11,45.11,45.11
45.11,45.11,45.11,45.11
45.11,45.11,45.11,45.11
45.11,45.11,45.11,45.11
45.11,45.11,45.11,45.11
45.11,45.11,45.11,45.11
45.00,45.00,45.00,45.00
44.80,45.02,45.02,44.80
45.57,44.19,45.74,44.19
44.19,44.19,44.19,44.19
44.19,44.19,44.19,44.19
45.00,45.21,45.21,45.00
46.28,47.09,47.09,46.28
47.09,47.09,47.09,47.09
46.15,46.15,46.15,46.15
46.15,46.15,46.15,46.15
45.95,45.95,45.95,45.95
45.95,45.95,45.95,45.95
46.21,46.21,46.21,46.21
46.01,46.02,46.02,46.01
46.02,46.02,46.02,46.02
46.02,46.02,46.02,46.02
43.64,43.64,43.64,43.64
43.28,43.59,43.59,43.28
43.59,43.59,43.59,43.59
43.59,43.59,43.59,43.59
43.59,43.59,43.59,43.59
41.80,41.80,41.80,41.80
41.80,41.80,41.80,41.80
41.80,41.80,41.80,41.80
41.80,41.80,41.80,41.80
41.80,41.80,41.80,41.80
41.80,41.80,41.80,41.80
41.80,41.80,41.80,41.80
42.51,42.51,42.51,42.51
42.51,42.51,42.51,42.51
41.80,42.10,42.10,41.80
42.10,42.10,42.10,42.10
42.10,42.10,42.10,42.10
42.10,42.10,42.10,42.10
42.10,42.10,42.10,42.10
42.10,42.10,42.10,42.10
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
40.65,40.65,40.65,40.65
42.21,41.14,42.21,41.14
43.54,43.54,43.54,43.54
41.00,39.91,41.00,39.47
38.85,38.81,38.90,38.81
37.70,37.70,37.70,37.70
36.20,36.20,36.20,36.20
34.88,34.64,35.03,34.54
34.64,34.64,34.64,34.64
34.11,33.72,34.11,33.72
33.51,32.89,33.51,32.89
32.11,32.23,32.23,32.11
32.23,32.23,32.23,32.23
32.23,32.23,32.23,32.23
32.23,32.23,32.23,32.23
32.23,32.23,32.23,32.23
32.23,32.23,32.23,32.23
32.23,32.23,32.23,32.23
33.70,33.90,33.90,33.70
33.90,33.90,33.90,33.90
34.89,34.89,34.89,34.89
35.09,35.09,35.09,35.09
35.09,35.09,35.09,35.09
35.09,35.09,35.09,35.09
35.09,35.09,35.09,35.09
31.87,31.34,32.19,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
31.34,31.34,31.34,31.34
40.21,40.42,40.42,40.17
40.08,40.08,40.08,40.08
39.31,39.37,39.37,39.31
39.19,39.19,39.19,39.19
38.72,38.66,38.83,38.66
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
39.31,39.31,39.31,39.31
36.38,37.65,37.65,36.38
36.97,36.97,36.97,36.97
37.25,37.00,37.25,37.00
37.00,37.00,37.00,37.00
37.00,37.00,37.00,37.00
37.00,37.00,37.00,37.00
37.00,37.00,37.00,37.00
35.76,35.76,35.76,35.76
35.76,35.76,35.76,35.76
35.76,35.76,35.76,35.76
35.76,35.76,35.76,35.76
35.76,35.76,35.76,35.76
35.76,35.76,35.76,35.76
36.75,36.75,36.75,36.75
36.75,36.75,36.75,36.75
37.67,37.67,37.67,37.67
37.67,37.67,37.67,37.67
37.67,37.67,37.67,37.67
37.67,37.67,37.67,37.67
37.67,37.67,37.67,37.67
37.67,37.67,37.67,37.67
37.67,37.67,37.67,37.67
37.67,37.67,37.67,37.67
37.67,37.67,37.67,37.67
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
35.00,35.00,35.00,35.00
31.90,31.41,32.07,31.41
31.41,31.41,31.41,31.41
33.57,33.57,34.02,33.05
32.02,29.00,32.02,29.00
29.48,27.62,29.48,27.62
27.34,29.11,29.11,27.34
30.70,30.49,30.95,30.49
29.10,28.88,29.40,28.82
28.88,28.88,28.88,28.88
28.20,28.40,28.80,28.20
27.60,27.66,27.80,27.60
29.53,28.66,29.53,28.09
30.15,30.00,31.64,30.00
29.60,30.00,30.35,29.60
28.98,30.42,30.96,28.98
30.42,30.42,30.42,30.42
31.91,31.56,31.91,31.56
31.30,31.50,31.81,31.30
32.35,32.35,32.70,32.35
31.70,31.89,32.15,31.70
31.25,31.35,31.75,31.25
31.35,31.35,31.35,31.35
32.99,31.70,32.99,31.65
31.54,31.94,32.14,31.44
31.26,31.40,32.10,31.26
31.17,31.61,31.61,31.17
31.87,31.08,31.87,30.31
31.08,31.08,31.08,31.08
31.08,31.08,31.08,31.08
31.08,31.08,31.08,31.08
31.08,31.08,31.08,31.08
31.08,31.08,31.08,31.08
31.08,31.08,31.08,31.08
31.08,31.08,31.08,31.08
31.08,31.08,31.08,31.08
31.08,31.08,31.08,31.08
31.08,31.08,31.08,31.08
31.63,31.63,31.63,31.63
31.63,31.63,31.63,31.63
31.63,31.63,31.63,31.63
31.63,31.63,31.63,31.63
32.23,32.23,32.23,32.23
32.23,32.23,32.23,32.23
32.23,32.23,32.23,32.23
32.23,32.23,32.23,32.23
32.23,32.23,32.23,32.23
32.23,32.23,32.23,32.23
32.05,32.05,32.05,32.05
32.05,32.05,32.05,32.05
32.05,32.05,32.05,32.05
32.05,32.05,32.05,32.05
32.05,32.05,32.05,32.05
32.05,32.05,32.05,32.05
33.69,33.83,33.84,33.45
33.79,33.86,33.86,33.43
33.47,34.08,34.08,32.70
33.67,34.02,34.42,32.99
36.57,35.57,36.57,34.75
35.64,34.63,35.77,33.91
35.76,35.62,35.76,34.45
35.35,36.51,36.68,35.35
36.91,33.10,44.39,33.10
33.80,35.37,36.37,33.76
35.37,35.37,35.37,35.37
35.37,35.37,35.37,35.37
35.06,36.49,36.49,35.06
36.30,36.30,36.30,36.30
34.05,34.04,34.05,34.04
34.04,34.04,34.04,34.04
34.04,36.32,36.32,33.50
36.32,36.32,36.32,36.32
34.70,34.70,35.99,34.70
34.74,34.66,34.74,34.08
34.66,34.63,34.66,34.63
34.54,37.52,37.52,34.50
35.50,34.66,35.50,34.66
34.66,34.66,34.66,34.66
34.66,34.66,34.66,34.66
34.66,34.66,34.66,34.66
34.66,34.66,34.66,34.66
34.66,34.66,34.66,34.66
34.66,34.66,34.66,34.66
32.45,33.25,33.40,32.05
33.25,33.25,33.25,33.25
33.25,33.25,33.25,33.25
33.25,33.25,33.25,33.25
33.25,33.25,33.25,33.25
33.25,33.25,33.25,33.25
35.00,35.00,35.00,35.00
32.01,32.03,32.03,32.01
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
32.03,32.03,32.03,32.03
