MAGS,Magal Security Systems Ltd. - Ordinary Shares,NASDAQ
3.70,3.76,3.76,3.65
3.72,3.61,3.72,3.56
3.57,3.62,3.65,3.57
3.65,3.63,3.65,3.60
3.62,3.65,3.65,3.57
3.67,3.67,3.69,3.45
3.72,3.63,3.72,3.63
3.60,3.61,3.70,3.55
3.58,3.60,3.68,3.58
3.64,3.63,3.65,3.59
3.63,3.58,3.63,3.58
3.59,3.62,3.63,3.59
3.63,3.60,3.63,3.55
3.58,3.60,3.60,3.55
3.62,3.62,3.62,3.59
3.60,3.56,3.60,3.56
3.56,3.60,3.60,3.45
3.56,3.55,3.60,3.43
3.57,3.58,3.58,3.57
3.55,3.48,3.55,3.42
3.54,3.51,3.58,3.50
3.57,3.50,3.58,3.45
3.54,3.50,3.55,3.46
3.58,3.50,3.60,3.48
3.57,3.49,3.59,3.45
3.52,3.56,3.56,3.51
3.57,3.58,3.58,3.40
3.56,3.55,3.56,3.55
3.54,3.63,3.63,3.54
3.60,3.63,3.63,3.51
3.48,3.48,3.62,3.45
3.39,3.41,3.58,3.39
3.51,3.55,3.60,3.38
3.49,3.55,3.60,3.46
3.60,3.53,3.72,3.40
3.53,3.47,3.65,3.47
3.49,3.62,3.62,3.40
3.61,3.51,3.61,3.44
3.51,3.48,3.61,3.45
3.55,3.58,3.61,3.42
3.57,3.70,3.90,3.54
3.75,3.69,3.75,3.52
3.69,3.68,3.73,3.57
3.67,3.74,3.75,3.61
3.68,3.67,3.70,3.65
3.75,3.88,3.90,3.69
3.98,4.02,4.10,3.96
4.06,4.00,4.06,3.71
3.98,3.72,3.98,3.65
3.75,3.88,3.88,3.74
3.91,3.74,3.91,3.72
3.65,3.54,3.66,3.42
3.55,3.49,3.55,3.40
3.45,3.43,3.48,3.43
3.44,3.50,3.52,3.43
3.55,3.50,3.56,3.50
3.55,3.58,3.60,3.55
3.56,3.53,3.56,3.45
3.54,3.46,3.54,3.43
3.50,3.45,3.50,3.44
3.50,3.46,3.50,3.45
3.49,3.48,3.49,3.47
3.50,3.45,3.50,3.45
3.51,3.46,3.51,3.45
3.50,3.43,3.50,3.43
3.44,3.45,3.45,3.43
3.45,3.45,3.45,3.43
3.43,3.44,3.48,3.43
3.49,3.50,3.50,3.43
3.49,3.49,3.49,3.49
3.43,3.48,3.48,3.40
3.41,3.47,3.49,3.41
3.45,3.53,3.55,3.43
3.53,3.45,3.53,3.42
3.40,3.43,3.43,3.39
3.49,3.43,3.49,3.43
3.40,3.42,3.43,3.38
3.40,3.40,3.40,3.40
3.53,3.47,3.53,3.47
3.40,3.40,3.48,3.39
3.37,3.41,3.42,3.37
3.41,3.41,3.41,3.40
3.41,3.45,3.47,3.40
3.45,3.50,3.53,3.45
3.50,3.50,3.53,3.50
3.49,3.50,3.50,3.37
3.41,3.39,3.41,3.39
3.39,3.37,3.40,3.37
3.38,3.37,3.38,3.31
3.34,3.37,3.37,3.16
3.25,3.35,3.35,3.17
3.31,3.24,3.31,3.20
3.21,3.19,3.23,3.18
3.10,3.16,3.20,3.10
3.20,3.31,3.31,3.20
3.38,3.39,3.39,3.21
3.41,3.43,3.43,3.41
3.37,3.37,3.37,3.37
3.35,3.26,3.36,3.23
3.34,3.48,3.48,3.25
3.43,3.42,3.43,3.26
3.23,3.41,3.41,3.23
3.25,3.30,3.40,3.25
3.42,3.29,3.42,3.29
3.29,3.25,3.29,3.25
3.25,3.21,3.27,3.21
3.35,3.43,3.47,3.35
3.28,3.32,3.47,3.28
3.45,3.35,3.45,3.35
3.46,3.47,3.48,3.46
3.41,3.30,3.44,3.30
3.35,3.22,3.40,3.22
3.21,3.61,3.74,3.21
3.61,3.80,4.22,3.61
3.75,3.79,3.80,3.75
3.62,3.68,3.80,3.50
3.62,3.53,3.68,3.53
3.53,3.66,3.68,3.52
3.68,3.68,3.72,3.66
3.65,3.65,3.72,3.65
3.56,3.69,3.75,3.54
3.65,3.65,3.70,3.56
3.79,3.50,3.80,3.50
3.75,3.75,3.75,3.75
3.66,3.59,3.66,3.56
3.58,3.55,3.58,3.50
3.59,3.55,3.59,3.55
3.60,3.63,3.68,3.60
3.69,3.57,3.69,3.51
3.53,3.51,3.65,3.51
3.59,3.58,3.59,3.50
3.59,3.71,3.80,3.59
3.73,3.74,3.74,3.73
3.70,3.55,3.74,3.50
3.55,3.56,3.66,3.53
3.53,3.56,3.63,3.53
3.56,3.56,3.56,3.56
3.73,3.68,3.73,3.68
3.66,3.68,3.69,3.52
3.68,3.68,3.75,3.68
3.59,3.73,3.74,3.49
3.73,3.73,3.73,3.73
3.65,3.73,3.73,3.65
3.73,3.61,3.73,3.61
3.73,3.69,3.75,3.69
3.74,3.95,3.97,3.74
4.00,3.90,4.12,3.78
3.98,4.09,4.09,3.82
4.10,4.13,4.15,4.04
4.13,3.91,4.13,3.80
3.89,3.96,4.09,3.85
3.95,4.06,4.08,3.95
4.01,3.98,4.44,3.86
4.03,4.01,4.18,4.00
4.10,3.98,4.10,3.96
4.02,4.05,4.29,3.95
3.96,4.04,4.04,3.80
3.99,3.87,4.04,3.85
3.85,3.98,3.99,3.85
4.04,4.00,4.09,3.88
4.32,3.98,4.32,3.81
4.25,3.92,4.25,3.90
4.02,3.99,4.02,3.99
3.99,3.96,3.99,3.96
3.94,3.99,4.09,3.92
4.00,3.96,4.17,3.95
3.95,3.89,3.97,3.86
3.94,3.89,3.95,3.86
3.93,4.00,4.13,3.93
4.07,3.98,4.09,3.95
4.01,3.99,4.01,3.99
4.07,4.02,4.20,4.01
4.09,3.96,4.09,3.96
3.96,3.88,4.10,3.88
4.08,3.96,4.25,3.95
4.10,4.04,4.10,3.99
4.04,3.98,4.07,3.96
4.04,4.00,4.10,3.96
4.00,4.00,4.00,3.96
3.96,3.99,4.00,3.96
3.96,3.99,4.19,3.96
4.01,4.00,4.07,3.93
3.95,3.97,4.00,3.93
3.95,3.95,4.00,3.94
3.92,3.94,3.97,3.92
4.05,3.97,4.05,3.94
3.97,3.97,4.09,3.90
3.95,3.91,3.95,3.90
3.90,3.95,4.00,3.87
3.88,3.97,3.97,3.88
3.90,3.98,3.98,3.90
3.94,4.15,4.25,3.94
4.15,4.30,4.32,4.15
4.24,4.32,4.32,4.16
4.16,3.64,4.24,3.64
3.85,3.78,3.95,3.66
3.78,3.67,3.78,3.60
3.69,3.67,3.74,3.65
3.65,3.70,3.70,3.65
3.62,3.60,3.66,3.59
3.59,3.62,3.63,3.59
3.60,3.55,3.60,3.55
3.54,3.59,3.59,3.54
3.58,3.68,3.68,3.58
3.63,3.57,3.63,3.56
3.56,3.55,3.58,3.55
3.54,3.53,3.54,3.53
3.53,3.55,3.55,3.53
3.54,3.58,3.68,3.54
3.59,3.60,3.65,3.59
3.80,3.53,3.80,3.53
3.55,3.61,3.62,3.55
3.65,3.68,3.70,3.65
3.66,3.71,3.81,3.66
3.66,3.72,3.74,3.65
3.69,3.72,3.72,3.65
3.66,3.67,3.67,3.66
3.66,3.69,3.71,3.66
3.61,3.68,3.68,3.61
3.62,3.61,3.64,3.61
3.62,3.64,3.65,3.62
3.74,3.66,3.74,3.61
3.75,3.74,3.76,3.61
3.62,3.78,3.78,3.60
3.68,3.61,3.81,3.57
3.59,3.38,3.60,3.38
3.40,3.43,3.53,3.40
3.41,3.54,3.54,3.41
3.56,3.56,3.56,3.56
3.50,3.54,3.54,3.44
3.49,3.44,3.55,3.44
3.41,3.45,3.45,3.41
3.44,3.45,3.49,3.42
3.41,3.41,3.48,3.41
3.41,3.41,3.42,3.41
3.40,3.43,3.47,3.40
3.46,3.43,3.46,3.43
3.40,3.58,3.58,3.40
3.47,3.57,3.57,3.47
3.60,3.60,3.62,3.60
3.69,3.61,3.80,3.60
3.69,3.75,3.91,3.69
3.75,3.75,3.75,3.75
3.71,3.71,3.71,3.71
3.70,3.60,3.70,3.60
3.60,3.60,3.85,3.55
3.66,3.63,3.66,3.63
3.59,3.60,3.60,3.57
3.66,3.85,3.90,3.66
3.80,3.67,3.80,3.62
3.72,4.08,4.08,3.61
3.99,3.97,3.99,3.69
3.86,3.87,3.87,3.75
3.78,3.78,3.80,3.60
3.95,3.91,3.95,3.79
3.76,3.91,3.91,3.76
3.87,3.86,3.87,3.72
3.87,3.83,3.87,3.71
3.77,3.71,3.77,3.67
3.65,3.80,3.80,3.64
3.75,3.75,3.75,3.75
3.58,3.63,3.75,3.58
3.61,3.68,3.72,3.61
3.52,3.70,3.73,3.52
3.70,3.70,3.70,3.70
3.75,3.70,3.75,3.70
3.62,3.66,3.66,3.51
3.65,3.64,3.65,3.58
3.56,3.63,3.68,3.52
3.61,3.50,3.61,3.50
3.50,3.43,3.56,3.37
3.50,3.47,3.51,3.44
3.46,3.68,3.77,3.46
3.75,3.68,3.81,3.68
3.80,3.80,3.85,3.65
3.79,3.75,3.85,3.75
3.78,3.74,3.80,3.74
3.83,3.74,3.84,3.74
3.74,3.74,3.75,3.74
3.74,3.74,3.74,3.74
3.70,4.09,4.29,3.70
4.16,4.05,4.16,4.05
4.13,4.10,4.13,4.01
4.30,4.22,4.30,4.15
4.18,3.91,4.20,3.89
4.02,4.11,4.11,4.02
4.10,4.01,4.15,4.01
4.05,4.08,4.10,4.05
4.07,4.11,4.15,4.07
4.15,4.11,4.15,4.07
4.06,4.08,4.19,4.05
4.03,4.04,4.21,4.02
4.07,4.06,4.17,4.06
4.06,4.05,4.12,3.87
3.96,3.97,4.07,3.96
4.20,3.90,4.20,3.86
3.95,3.92,3.96,3.90
3.94,3.93,3.94,3.93
3.97,3.94,4.03,3.94
3.90,3.99,3.99,3.90
4.10,4.03,4.15,4.02
3.85,4.03,4.04,3.85
4.05,4.10,4.10,3.88
4.11,4.41,4.72,3.97
5.43,5.16,6.16,5.02
5.61,5.15,5.69,5.06
4.96,5.51,5.65,4.82
5.40,5.43,5.70,5.18
5.47,5.13,5.94,5.03
5.10,5.08,5.36,4.92
4.95,4.79,5.13,4.75
4.81,4.81,4.96,4.77
4.90,4.75,5.05,4.74
4.76,4.82,4.95,4.60
4.91,4.59,4.93,4.54
4.59,4.62,4.83,4.50
4.53,4.37,4.55,4.37
4.32,4.40,4.76,4.00
4.31,4.38,4.64,4.28
4.33,4.54,4.81,4.25
4.52,4.99,4.99,4.52
4.88,4.73,4.89,4.64
4.74,4.46,4.74,4.35
4.41,4.29,4.58,4.28
4.34,4.28,4.50,4.27
4.36,4.38,4.45,4.25
4.39,4.24,4.57,4.20
4.22,4.14,4.33,4.08
4.50,4.14,4.56,4.14
4.20,4.10,4.24,4.04
4.06,4.08,4.17,4.04
4.04,3.92,4.10,3.81
3.89,3.77,4.03,3.73
3.78,3.97,4.00,3.72
3.93,3.88,3.97,3.75
3.89,4.05,4.18,3.83
3.99,3.96,4.19,3.86
3.99,4.09,4.11,3.99
4.10,4.02,4.11,3.99
4.09,4.21,4.30,4.05
4.46,4.20,4.46,4.16
4.21,4.26,4.31,4.21
4.21,4.30,4.31,4.21
4.30,4.45,4.46,4.26
4.50,4.39,4.54,4.38
4.44,4.40,4.49,4.40
4.45,4.43,4.46,4.39
4.35,4.39,4.47,4.30
4.28,4.25,4.37,4.21
4.25,4.33,4.48,4.25
4.30,4.55,4.61,4.30
4.65,4.43,4.70,4.42
4.44,4.53,4.59,4.20
4.53,4.66,4.78,4.44
4.57,4.49,4.73,4.31
4.52,4.57,4.67,4.45
4.52,4.51,4.67,4.50
4.59,4.60,4.68,4.52
4.65,4.79,4.89,4.55
4.86,4.66,4.86,4.49
5.58,5.27,6.18,5.21
5.20,5.03,5.43,4.94
5.00,5.26,5.42,4.88
5.20,5.17,5.25,5.07
5.22,5.57,5.58,5.12
5.55,5.38,5.69,5.32
5.31,5.20,5.33,5.09
5.20,5.43,5.65,5.18
5.49,5.76,5.85,5.37
5.76,5.81,5.95,5.46
5.81,5.87,5.92,5.56
5.85,5.48,6.05,5.45
5.44,5.63,5.68,5.31
5.60,5.46,5.73,5.43
5.50,5.26,5.62,5.17
5.23,5.35,5.43,5.16
5.40,5.34,5.59,5.19
5.24,5.08,5.36,5.04
5.20,5.37,5.42,5.20
5.32,5.42,5.53,5.30
5.41,5.35,5.45,5.26
5.21,5.12,5.49,5.12
5.16,5.19,5.28,5.10
5.20,5.48,5.58,5.20
5.50,5.62,5.66,5.21
5.59,5.66,5.69,5.42
5.65,5.56,5.75,5.51
5.61,5.81,5.85,5.51
5.84,5.80,5.84,5.60
5.75,5.65,5.78,5.46
5.66,5.41,5.67,5.31
5.48,5.37,5.55,5.28
5.34,5.33,5.45,5.28
5.33,5.43,5.52,5.29
5.39,5.34,5.48,5.29
5.35,5.16,5.46,5.16
5.20,5.16,5.25,5.14
5.22,5.11,5.27,5.11
5.15,5.16,5.25,5.14
5.16,5.18,5.25,5.14
5.18,5.13,5.20,5.07
5.15,5.12,5.15,5.05
5.09,5.08,5.22,5.05
5.07,5.09,5.14,5.05
5.05,4.91,5.06,4.78
4.91,4.72,4.91,4.70
4.75,4.88,4.91,4.75
4.86,4.83,4.96,4.80
4.83,4.77,4.86,4.75
4.76,4.83,4.92,4.76
4.90,4.94,5.13,4.90
5.02,5.04,5.08,5.02
5.05,5.03,5.06,5.02
5.07,5.05,5.11,5.04
5.03,4.91,5.09,4.91
4.92,4.72,4.95,4.71
4.75,4.76,4.83,4.75
4.84,4.91,4.95,4.81
4.90,4.99,5.03,4.90
5.00,5.11,5.16,4.98
5.10,5.24,5.33,5.10
5.22,5.16,5.30,5.11
5.10,4.99,5.11,4.90
5.00,5.05,5.09,5.00
5.05,5.13,5.18,5.05
5.13,5.12,5.15,5.07
5.13,5.10,5.14,5.07
5.06,5.07,5.15,5.06
5.01,4.97,5.05,4.97
4.97,4.92,4.98,4.92
4.90,4.86,4.94,4.86
4.86,4.80,4.86,4.76
4.84,4.71,4.86,4.71
4.72,4.73,4.79,4.65
4.79,4.91,4.93,4.77
4.99,4.93,4.99,4.82
4.98,4.96,4.99,4.85
4.93,4.91,5.00,4.90
4.90,4.91,4.99,4.90
4.93,4.94,4.99,4.91
5.00,5.03,5.10,5.00
5.12,5.23,5.30,5.09
5.32,5.37,5.48,5.29
5.36,5.46,5.51,5.36
5.45,5.28,5.57,5.27
5.94,5.63,6.15,5.36
5.50,5.49,5.67,5.41
5.70,5.51,5.74,5.36
5.41,5.45,5.56,5.39
5.48,5.19,5.48,5.15
5.15,5.19,5.26,5.13
5.22,5.25,5.29,5.17
5.27,5.37,5.38,5.27
5.32,5.27,5.37,5.23
5.28,5.27,5.28,5.19
5.22,5.13,5.22,5.11
5.09,5.03,5.17,5.02
5.03,5.03,5.10,5.02
5.07,5.07,5.18,5.06
5.10,4.98,5.10,4.98
4.98,5.05,5.08,4.88
5.05,4.97,5.06,4.93
5.03,4.97,5.03,4.95
4.96,4.95,5.00,4.95
4.95,4.90,4.96,4.83
4.89,4.90,4.95,4.80
4.96,5.04,5.09,4.83
5.06,5.00,5.10,4.92
5.02,4.95,5.02,4.90
4.87,4.77,4.95,4.76
4.85,4.76,4.90,4.75
4.74,4.75,4.85,4.74
4.80,4.61,4.83,4.61
4.63,4.63,4.86,4.60
4.60,4.87,4.88,4.60
4.91,4.85,4.91,4.77
4.80,4.67,4.91,4.67
4.71,4.66,4.80,4.66
4.95,5.00,5.11,4.81
5.00,4.97,5.00,4.85
4.99,4.97,5.05,4.97
4.98,4.90,4.98,4.82
4.93,4.91,5.03,4.86
4.94,4.96,4.99,4.92
5.00,4.98,5.02,4.94
4.95,4.93,5.00,4.93
4.64,4.53,4.70,4.43
4.57,4.45,4.57,4.42
4.50,4.44,4.50,4.42
4.44,4.41,4.48,4.40
4.43,4.41,4.45,4.41
4.45,4.51,4.54,4.45
4.45,4.52,4.55,4.43
4.46,4.51,4.51,4.45
4.46,4.40,4.48,4.40
4.44,4.44,4.49,4.42
4.41,4.43,4.46,4.40
4.43,4.40,4.44,4.35
4.39,4.44,4.45,4.39
4.36,4.36,4.41,4.35
4.25,4.33,4.41,4.25
4.30,4.35,4.39,4.30
4.31,4.31,4.33,4.28
4.30,4.34,4.35,4.30
4.35,4.31,4.38,4.31
4.35,4.39,4.40,4.32
4.40,4.64,4.64,4.38
4.52,4.55,4.59,4.50
4.50,4.53,4.59,4.50
4.55,4.47,4.55,4.47
4.39,4.32,4.53,4.28
4.54,4.36,4.54,4.35
4.37,4.28,4.52,4.28
4.33,4.39,4.50,4.33
4.37,4.41,4.51,4.37
4.40,4.29,4.44,4.28
4.37,4.31,4.37,4.27
4.32,4.25,4.32,4.23
4.29,4.19,4.32,4.19
4.20,4.25,4.43,4.20
4.31,4.30,4.39,4.27
4.32,4.30,4.39,4.30
4.32,4.27,4.32,4.25
4.25,4.28,4.32,4.25
4.30,4.27,4.31,4.25
4.26,4.19,4.29,4.15
4.25,4.19,4.27,4.10
4.29,4.15,4.29,4.13
4.22,4.12,4.22,4.10
4.18,4.14,4.20,4.12
4.06,4.09,4.13,4.05
4.17,4.14,4.20,4.13
4.09,4.10,4.17,4.09
4.17,4.17,4.17,4.14
4.14,4.10,4.17,4.10
4.09,4.16,4.20,4.09
4.05,4.15,4.18,4.05
4.20,4.09,4.22,4.09
4.15,4.08,4.19,4.00
4.08,4.19,4.19,4.07
4.11,4.15,4.20,4.11
4.12,4.18,4.22,4.12
4.16,4.16,4.22,4.12
4.22,4.12,4.22,4.12
4.23,4.29,4.39,4.20
4.32,4.33,4.35,4.30
4.29,4.50,4.57,4.29
4.40,4.17,4.40,4.16
4.15,4.15,4.33,4.15
4.08,4.16,4.16,4.08
4.26,4.28,4.28,4.20
4.28,4.15,4.28,4.15
4.18,4.17,4.25,4.16
4.22,4.34,4.38,4.19
4.06,4.15,4.30,4.06
4.15,4.02,4.17,3.98
4.10,4.06,4.16,4.05
4.06,4.01,4.15,4.01
4.01,4.25,4.27,4.01
4.27,4.33,4.37,4.26
4.25,4.31,4.38,4.25
4.25,4.25,4.29,4.25
4.31,4.25,4.32,4.21
4.36,4.22,4.36,4.20
4.22,4.20,4.27,4.20
4.20,4.17,4.20,4.17
4.25,4.13,4.25,4.05
4.08,4.21,4.21,4.00
4.25,4.15,4.25,4.11
4.17,4.17,4.18,4.13
4.17,4.24,4.27,4.17
4.31,4.26,4.34,4.20
4.21,4.26,4.29,4.21
4.28,4.23,4.28,4.19
4.29,4.21,4.29,4.21
4.21,4.19,4.26,4.19
4.15,4.09,4.15,4.09
4.10,4.08,4.10,4.05
4.10,4.20,4.25,4.05
4.26,4.29,4.29,4.18
4.28,4.22,4.29,4.18
4.24,4.28,4.29,4.19
4.26,4.28,4.29,4.21
4.25,4.14,4.25,4.13
4.13,4.12,4.19,4.12
4.20,4.19,4.23,4.16
4.22,4.22,4.30,4.12
4.19,4.19,4.30,4.12
4.13,4.12,4.16,4.12
4.13,4.17,4.19,4.13
4.18,4.17,4.22,4.17
4.21,4.20,4.22,4.19
4.20,4.18,4.24,4.18
4.19,4.19,4.24,4.18
4.18,4.17,4.20,4.17
4.17,4.20,4.24,4.17
4.19,4.21,4.25,4.17
4.23,4.21,4.23,4.20
4.21,4.30,4.32,4.21
4.30,4.31,4.40,4.30
4.35,4.39,4.39,4.30
4.32,4.23,4.32,4.20
4.25,4.31,4.34,4.22
4.30,4.34,4.34,4.26
4.27,4.20,4.35,4.20
4.26,4.22,4.29,4.21
4.21,4.22,4.26,4.21
4.21,4.25,4.27,4.20
4.27,4.73,4.83,4.27
4.27,4.67,4.83,4.27
4.68,5.08,5.08,4.68
5.08,4.82,5.08,4.66
4.91,4.94,5.07,4.76
4.87,4.95,5.17,4.85
4.85,5.07,5.20,4.85
5.14,4.78,5.14,4.73
4.80,4.61,4.82,4.56
4.61,4.65,4.79,4.58
4.64,4.58,4.64,4.44
4.45,4.60,4.76,4.36
4.60,4.43,4.62,4.41
4.43,4.44,4.52,4.37
4.46,4.25,4.55,4.05
4.25,4.25,4.32,4.13
4.17,4.36,4.36,4.17
4.30,4.36,4.37,4.27
4.29,4.26,4.29,4.19
4.19,4.23,4.28,4.19
4.26,4.31,4.32,4.22
4.28,4.26,4.30,4.19
4.22,4.20,4.30,4.16
4.20,4.16,4.27,4.13
4.13,4.14,4.30,4.09
4.17,4.22,4.25,4.16
4.28,4.29,4.33,4.23
4.33,4.37,4.37,4.33
4.38,4.32,4.38,4.32
4.32,4.32,4.38,4.32
4.36,4.21,4.37,4.21
4.22,4.25,4.29,4.22
4.25,4.16,4.25,4.11
4.21,4.22,4.27,4.21
4.19,4.22,4.27,4.17
4.17,4.22,4.24,4.17
4.28,4.21,4.28,4.16
4.16,4.20,4.24,4.16
4.23,4.25,4.30,4.23
4.26,4.22,4.28,4.22
4.20,4.16,4.24,4.15
4.20,4.20,4.20,4.14
4.16,4.18,4.20,4.16
4.16,4.13,4.18,4.12
4.13,4.16,4.16,4.11
4.18,4.18,4.19,4.15
4.14,4.16,4.16,4.13
4.12,4.13,4.17,4.12
4.11,4.11,4.15,4.10
4.10,4.13,4.14,4.10
4.15,4.22,4.24,4.14
4.18,4.13,4.22,4.13
4.13,4.17,4.19,4.10
4.17,4.11,4.19,4.11
4.12,4.13,4.18,4.11
4.15,4.16,4.17,4.13
4.10,4.10,4.12,4.08
4.11,4.10,4.12,4.08
4.18,4.17,4.18,4.11
4.05,4.06,4.14,4.05
4.05,4.13,4.15,4.05
4.12,4.17,4.20,4.12
4.12,4.18,4.19,4.11
4.19,4.18,4.19,4.17
4.08,4.17,4.17,4.08
4.11,4.14,4.20,4.07
4.20,4.15,4.20,4.09
4.18,4.10,4.18,3.93
4.06,4.08,4.15,4.06
4.10,4.14,4.14,4.10
4.19,4.16,4.24,4.15
4.21,4.25,4.25,4.16
4.25,4.26,4.26,4.25
4.28,4.30,4.30,4.28
4.30,4.35,4.35,4.30
4.30,4.53,4.54,4.30
4.50,4.51,4.60,4.42
4.53,4.53,4.66,4.49
4.51,4.53,4.55,4.51
4.54,4.49,4.62,4.42
4.48,4.54,4.54,4.40
4.51,4.56,4.56,4.47
4.55,4.79,4.81,4.55
4.78,4.85,4.85,4.75
4.75,4.85,4.85,4.75
4.83,4.80,4.86,4.80
4.87,4.96,5.01,4.86
4.92,4.96,4.98,4.86
4.92,4.90,4.95,4.73
4.94,4.89,4.96,4.80
4.88,4.92,4.95,4.78
4.92,4.95,4.96,4.92
4.95,4.97,4.99,4.91
4.98,5.00,5.09,4.97
5.00,4.93,5.00,4.92
4.87,4.91,4.96,4.87
4.90,4.85,5.01,4.85
4.94,4.76,4.96,4.75
4.81,4.72,4.82,4.72
4.72,4.63,4.76,4.60
4.60,4.64,4.76,4.60
4.73,4.71,4.76,4.70
4.67,4.66,4.68,4.66
4.66,4.66,4.66,4.66
4.67,4.64,4.67,4.61
4.84,4.67,4.84,4.67
4.70,4.70,4.70,4.64
4.65,4.87,4.96,4.65
4.90,4.85,4.94,4.84
4.85,4.89,5.00,4.78
4.89,4.91,4.95,4.86
4.90,4.80,4.95,4.78
4.79,4.82,5.02,4.79
4.98,4.89,4.99,4.80
4.78,4.88,4.90,4.78
4.87,4.84,4.90,4.78
4.85,4.82,4.88,4.80
4.81,4.84,4.87,4.79
4.80,4.74,4.86,4.74
4.73,4.71,4.75,4.69
4.80,4.71,4.87,4.69
4.67,4.64,4.76,4.63
4.64,4.60,4.64,4.58
4.61,4.57,4.62,4.57
4.55,4.75,4.76,4.55
4.76,4.57,4.76,4.52
4.84,4.49,4.86,4.48
4.47,4.51,4.51,4.45
4.54,4.51,4.57,4.51
4.57,4.61,4.68,4.52
4.69,4.73,4.79,4.55
4.70,4.73,4.80,4.70
4.70,4.74,4.74,4.70
4.82,4.75,4.85,4.73
4.83,4.74,4.83,4.70
4.74,4.77,4.83,4.74
4.84,4.80,4.84,4.80
4.75,4.72,4.78,4.72
4.71,4.54,4.71,4.48
4.61,4.68,4.77,4.59
4.63,4.79,4.79,4.63
4.80,4.80,4.80,4.70
4.66,4.79,4.80,4.66
4.75,4.76,4.78,4.62
4.80,4.74,4.84,4.59
4.81,4.74,4.81,4.62
4.70,4.84,4.85,4.66
4.80,4.81,4.81,4.75
4.85,4.84,4.87,4.80
4.83,4.80,4.83,4.79
4.83,4.78,4.83,4.75
4.78,4.77,4.78,4.75
4.75,4.74,4.79,4.70
4.67,4.69,4.76,4.62
4.69,4.78,4.85,4.69
4.81,4.81,4.81,4.75
4.77,4.77,5.16,4.66
4.79,4.96,4.96,4.79
4.92,4.95,4.99,4.90
4.95,4.97,4.98,4.90
4.94,4.88,4.94,4.85
4.88,5.00,5.08,4.88
5.00,4.90,5.03,4.84
4.94,4.95,4.95,4.89
4.91,4.93,4.95,4.90
4.95,4.94,4.95,4.86
4.88,4.88,5.00,4.74
4.82,4.92,4.95,4.82
4.95,4.95,4.95,4.93
4.95,4.95,4.95,4.93
4.95,4.94,5.00,4.93
4.90,4.95,4.95,4.90
4.95,4.95,4.95,4.90
4.89,4.92,4.95,4.88
4.90,4.95,4.95,4.87
4.97,5.28,5.30,4.96
5.31,5.29,5.31,5.20
5.32,5.23,5.32,5.16
5.24,5.31,5.34,5.18
5.36,5.32,5.36,5.30
5.34,5.36,5.36,5.28
5.40,5.47,5.47,5.40
5.50,5.40,5.50,5.34
5.43,5.36,5.50,5.35
5.35,5.33,5.42,5.30
5.31,5.28,5.40,5.27
5.34,5.35,5.41,5.33
5.33,5.36,5.41,5.28
5.33,5.27,5.33,5.27
5.32,5.36,5.37,5.27
5.36,5.32,5.38,5.28
5.34,5.34,5.41,5.31
5.41,5.34,5.41,5.31
5.39,5.45,5.46,5.39
5.45,5.45,5.45,5.42
5.42,5.40,5.44,5.40
5.37,5.42,5.46,5.37
5.48,5.48,5.48,5.42
5.48,5.48,5.48,5.45
5.30,4.86,5.32,4.69
4.91,4.85,4.95,4.83
4.80,4.86,4.90,4.75
4.89,4.82,4.89,4.75
4.74,4.79,4.87,4.73
4.64,4.63,4.68,4.19
4.80,4.83,4.90,4.67
4.81,4.88,4.88,4.76
4.89,4.92,4.92,4.83
4.86,4.78,4.86,4.78
4.76,4.76,4.77,4.75
4.83,4.72,4.83,4.64
4.74,4.68,4.74,4.68
4.60,4.66,4.66,4.60
4.52,4.55,4.63,4.49
4.53,4.43,4.54,4.38
4.39,4.42,4.48,4.25
4.35,4.39,4.55,4.35
4.40,4.24,4.40,4.10
4.20,4.24,4.27,4.20
4.24,4.27,4.27,4.11
4.22,4.22,4.30,4.20
4.22,4.21,4.22,4.08
4.19,4.18,4.23,4.16
4.30,4.20,4.36,4.18
4.23,4.20,4.24,4.20
4.27,4.15,4.27,4.11
4.21,4.22,4.23,4.18
4.29,4.25,4.30,4.20
4.25,4.25,4.25,4.20
4.25,4.25,4.25,4.23
4.25,4.30,4.30,4.24
4.33,4.53,4.64,4.33
4.57,4.63,4.63,4.53
4.65,4.62,4.65,4.60
4.65,4.59,4.65,4.50
4.61,4.63,4.63,4.61
4.65,4.55,4.65,4.55
4.55,4.55,4.60,4.55
4.50,4.43,4.53,4.40
4.45,4.48,4.50,4.45
4.50,4.49,4.64,4.46
4.54,4.56,4.58,4.46
4.54,4.50,4.54,4.50
4.48,4.47,4.50,4.46
4.48,4.41,4.48,4.41
4.45,4.45,4.48,4.45
4.49,4.47,4.53,4.46
4.50,4.45,4.53,4.45
4.54,4.89,4.91,4.50
4.90,4.84,4.95,4.83
4.90,5.00,5.00,4.90
5.09,5.28,5.30,5.06
5.20,5.17,5.30,5.10
5.30,5.24,5.30,5.20
5.28,5.33,5.35,5.24
5.35,5.89,5.89,5.32
6.20,6.02,6.25,5.80
5.90,5.51,5.90,5.12
5.46,5.52,5.56,5.37
5.64,5.97,6.00,5.61
5.97,6.00,6.00,5.71
6.06,6.02,6.12,5.91
6.02,6.00,6.07,5.93
6.00,5.84,6.02,5.80
