CHRW,C.H. Robinson Worldwide,NASDAQ
56.12,55.42,56.37,55.31
54.78,54.79,55.73,54.48
54.56,54.33,54.82,53.74
55.08,54.70,55.16,54.37
55.32,55.12,55.46,54.72
55.43,55.73,56.12,55.32
55.55,56.31,56.57,55.50
56.86,56.52,57.00,56.23
56.39,56.46,56.89,56.11
56.19,56.37,56.47,55.89
56.75,57.40,57.41,56.24
57.53,58.01,58.10,57.35
58.17,58.39,59.07,58.17
58.22,58.14,58.72,57.83
59.03,58.88,59.19,58.66
58.51,57.83,58.75,57.56
57.94,59.94,60.36,57.87
60.16,60.23,60.55,59.95
60.53,60.05,60.65,59.83
60.24,60.70,60.82,60.23
60.67,60.60,60.93,60.42
61.12,60.54,61.13,60.45
60.90,59.88,60.90,59.74
60.46,59.28,60.48,59.28
59.26,59.18,59.34,58.49
58.71,59.39,59.44,58.64
59.06,59.08,59.41,58.87
59.25,59.20,59.49,58.84
59.36,59.62,60.27,59.17
60.22,61.07,61.35,59.37
60.57,59.71,60.66,59.22
59.58,59.66,59.90,59.10
59.50,59.58,60.20,59.27
56.04,56.31,56.92,55.60
56.35,56.73,56.74,56.02
56.88,56.79,56.96,56.45
56.59,57.06,57.14,56.51
57.07,56.44,57.17,56.18
56.34,55.72,56.66,55.59
55.54,55.88,56.01,55.26
55.75,56.13,56.30,55.58
56.16,56.02,56.30,55.68
55.90,56.46,56.81,55.67
56.41,56.60,57.04,56.15
56.52,56.92,57.22,56.48
57.02,57.20,57.29,56.82
57.90,58.83,60.57,57.90
58.18,57.61,58.57,57.33
57.58,57.47,57.72,57.06
57.51,57.43,57.93,57.24
57.62,56.87,57.63,56.67
57.46,57.45,57.70,57.20
57.20,57.51,57.59,56.65
57.40,57.85,58.11,57.13
58.02,57.70,58.18,57.24
57.83,58.42,58.44,57.83
58.65,59.22,59.32,58.63
59.33,60.00,60.24,59.00
59.85,59.63,60.05,59.37
59.76,59.13,59.89,58.67
59.77,60.03,60.32,59.69
59.94,60.39,60.77,59.72
60.57,61.80,62.09,60.40
61.84,61.62,62.25,61.60
61.67,62.09,62.46,61.45
61.87,61.64,61.98,61.03
61.57,61.71,62.14,61.55
61.67,60.97,61.75,60.86
61.23,60.92,61.50,60.46
60.83,60.45,60.97,60.38
59.56,59.59,59.85,58.70
59.71,59.86,60.12,59.48
59.44,59.12,59.54,58.86
58.82,57.76,58.98,57.35
57.83,58.48,58.54,57.51
57.47,58.29,58.60,57.10
58.11,57.78,58.17,57.68
57.76,58.00,58.13,57.36
58.42,58.55,58.81,57.93
58.27,58.90,58.97,58.22
58.75,59.46,59.61,58.70
59.03,58.77,59.43,58.45
58.88,58.98,59.90,58.78
58.92,59.51,59.77,58.66
59.58,60.21,60.50,59.50
60.33,60.56,60.61,60.05
60.68,60.72,61.09,60.24
60.56,60.90,61.02,60.51
60.75,61.12,61.67,59.88
61.40,60.76,61.40,60.12
60.88,60.80,61.26,60.52
60.94,60.91,61.00,60.19
60.88,60.27,61.05,60.09
60.32,59.74,60.33,59.50
60.05,59.94,60.68,59.50
60.68,61.73,61.94,60.07
61.32,60.93,61.75,60.75
59.00,60.10,60.97,58.88
60.36,59.60,60.38,59.44
59.50,59.66,59.76,59.28
59.51,59.31,59.96,58.96
59.16,58.92,59.34,58.90
58.72,59.70,59.88,58.54
59.97,59.92,60.14,59.70
60.25,59.98,60.44,59.69
60.08,60.08,60.65,59.95
59.96,58.95,59.96,58.53
57.84,57.66,58.46,57.48
57.72,58.11,58.29,57.39
58.24,58.68,58.89,58.16
58.94,58.79,59.01,58.52
58.80,58.53,59.09,58.45
58.71,58.70,58.94,58.48
58.78,58.65,59.16,58.59
58.81,58.48,59.11,58.27
58.22,58.14,58.47,57.86
57.87,58.25,58.38,57.47
58.19,58.27,58.45,58.05
58.48,57.89,58.48,57.34
58.24,57.91,58.36,57.75
57.94,57.72,58.12,57.52
57.56,57.37,57.82,57.13
57.34,57.13,57.56,57.01
56.93,56.40,57.14,56.10
56.72,56.20,56.76,55.92
56.19,56.37,56.49,55.95
56.38,56.49,56.61,55.93
56.47,56.48,56.73,56.28
56.40,56.54,57.10,56.35
56.87,57.04,57.16,56.50
57.22,57.04,57.27,56.80
57.26,57.13,57.32,56.91
57.10,57.72,57.78,56.92
57.18,58.22,58.43,57.18
58.24,58.35,58.55,58.08
58.21,57.82,58.48,57.61
58.01,57.28,58.05,57.07
57.65,56.61,57.76,56.52
56.64,56.68,57.00,56.39
56.69,56.27,56.74,56.10
56.47,56.55,56.70,56.12
56.62,57.70,58.27,56.60
57.45,57.45,58.14,57.35
57.67,57.74,57.99,57.03
57.97,59.34,59.45,57.74
58.35,59.52,59.69,58.35
59.11,59.13,59.49,58.74
59.49,59.66,59.70,58.80
59.84,60.23,60.31,59.73
59.27,59.05,59.73,58.21
58.87,57.21,58.92,57.18
57.36,57.00,57.86,56.52
56.92,57.45,57.49,56.84
56.96,57.63,58.43,56.86
57.94,58.28,58.68,57.69
57.53,58.54,58.91,57.53
57.91,57.73,58.54,57.11
58.11,58.64,58.88,57.46
53.47,53.16,54.50,52.50
53.06,52.48,53.15,52.04
52.91,52.39,53.15,52.01
52.38,52.93,53.43,52.30
52.84,53.87,54.01,52.73
53.94,53.79,54.54,53.67
53.59,54.03,54.08,53.50
53.89,54.64,54.68,53.84
54.72,54.42,55.17,54.33
54.40,53.77,54.86,53.69
53.72,54.16,54.36,53.44
54.27,54.12,54.67,54.10
54.19,53.34,54.48,53.33
53.11,52.42,53.53,52.20
52.47,52.52,52.77,52.25
52.41,52.36,52.55,52.04
52.37,51.86,52.40,51.62
51.67,51.75,51.99,51.32
52.10,52.18,52.42,51.97
51.69,51.76,51.92,51.39
52.04,52.45,52.54,51.77
52.67,52.27,52.81,52.08
52.35,52.57,52.67,52.04
52.65,52.38,52.74,52.19
52.24,52.45,52.54,51.95
52.71,52.08,52.81,51.86
51.85,51.14,52.22,51.02
51.49,51.07,51.56,50.98
51.34,50.96,51.34,50.90
50.83,50.54,50.90,50.22
50.47,50.63,50.71,50.21
50.33,51.03,51.16,50.33
51.07,50.90,51.35,50.39
51.22,51.10,51.55,51.07
51.26,50.65,51.40,50.64
50.62,51.00,51.08,50.38
51.13,50.89,51.59,50.75
51.75,52.39,52.71,51.41
52.71,52.16,52.72,51.10
52.14,52.97,53.03,52.07
52.99,53.03,53.31,52.82
53.25,52.41,53.27,52.28
52.45,52.04,52.59,52.02
52.00,52.19,52.41,51.79
52.47,52.95,53.00,52.40
53.02,53.80,54.32,53.00
54.40,54.87,55.13,53.92
55.39,55.63,55.70,55.15
55.61,55.60,56.07,54.78
55.75,56.32,56.37,55.53
56.49,56.74,56.89,56.19
56.89,57.03,57.05,56.70
57.08,57.70,57.89,56.79
57.71,57.68,58.00,57.53
58.62,56.92,58.62,56.91
56.89,56.28,56.95,56.07
56.57,56.49,57.21,56.17
56.66,55.99,56.95,55.76
59.05,58.90,60.19,58.58
58.88,58.68,58.97,58.31
58.51,58.45,58.88,58.21
58.02,58.20,58.37,57.83
58.25,58.14,58.43,57.93
58.37,58.22,58.70,57.97
58.10,58.39,58.56,58.07
58.38,58.30,58.50,58.04
58.71,59.01,59.12,58.45
59.01,59.06,59.49,58.74
58.86,58.75,58.95,58.49
58.58,58.85,58.91,58.22
58.86,58.88,58.97,58.42
58.52,59.52,59.58,58.52
59.35,59.11,59.35,58.82
59.11,59.32,59.41,59.06
59.32,59.55,59.72,59.08
59.57,59.63,59.70,59.18
59.88,59.26,59.95,58.97
59.38,59.71,59.98,59.13
59.78,59.94,59.97,59.52
59.96,59.86,59.96,59.50
59.90,59.78,60.06,59.40
59.66,59.72,59.86,59.56
59.23,59.38,59.45,59.09
59.60,60.44,60.47,59.47
60.39,61.17,61.21,60.33
61.04,60.91,61.37,60.79
60.91,61.73,61.75,60.72
61.57,61.91,62.09,61.27
61.58,61.82,61.98,61.48
61.88,62.01,62.06,61.65
61.93,62.46,62.50,61.72
62.48,62.24,62.55,62.01
62.39,63.53,63.66,62.30
63.43,63.69,63.71,63.24
64.03,63.92,64.09,63.58
64.03,63.81,64.04,63.66
63.56,62.96,64.04,62.92
62.96,63.50,63.60,62.91
63.47,63.73,63.73,62.88
63.60,63.80,63.97,63.38
62.60,63.79,63.82,62.60
64.07,63.53,64.28,63.52
63.59,64.13,64.39,63.30
64.36,64.38,64.39,63.93
64.19,64.11,64.28,63.91
64.00,63.39,64.32,63.34
63.79,64.00,64.30,63.79
63.09,63.46,63.73,63.09
63.49,63.44,63.67,63.29
63.64,63.74,63.98,63.55
63.97,64.31,64.58,63.76
64.49,65.20,65.21,64.25
64.77,64.15,65.03,64.10
64.28,64.87,64.90,64.01
64.73,65.48,65.65,64.60
65.94,65.96,66.13,65.67
65.91,66.11,66.50,65.70
66.13,66.52,66.65,65.98
66.44,66.21,66.69,66.08
66.08,65.61,66.15,65.42
65.60,64.41,65.61,64.36
68.00,68.53,69.50,65.73
68.00,67.46,68.72,67.32
67.45,67.70,68.03,67.14
68.07,68.46,68.72,67.53
68.46,67.32,68.55,67.06
67.07,66.22,67.07,66.05
66.64,66.67,67.02,65.88
66.76,67.39,67.46,66.26
67.46,67.51,68.12,67.46
67.49,67.71,67.95,67.42
68.08,67.50,68.14,67.23
67.74,67.22,67.89,66.96
67.64,67.17,67.67,66.68
67.46,68.15,68.29,67.46
68.32,68.63,68.72,68.17
68.42,68.66,68.89,68.23
68.66,68.62,68.88,68.41
68.57,68.45,68.73,68.24
68.75,68.56,68.99,68.50
68.61,68.45,68.86,68.31
68.57,68.22,68.57,67.99
68.16,68.06,68.30,67.73
68.49,68.26,68.58,68.09
68.34,68.37,68.50,68.08
67.57,66.90,67.57,66.63
66.97,67.33,67.47,66.92
67.48,67.76,67.85,66.94
67.84,67.51,68.12,67.38
67.51,66.91,67.69,66.72
66.74,66.73,67.02,66.46
66.57,66.99,67.03,66.43
67.07,67.17,67.28,66.83
67.14,67.05,67.28,66.60
67.09,67.20,67.30,66.86
67.41,68.08,68.22,67.25
68.08,68.23,68.28,67.84
68.28,67.82,68.57,67.36
67.58,66.74,67.58,66.67
66.63,66.44,66.82,66.27
66.36,66.69,66.77,66.05
66.50,65.56,66.62,65.49
65.61,66.35,66.37,65.60
65.86,66.45,66.63,65.63
66.29,66.32,66.70,66.04
66.18,65.19,66.32,65.15
65.00,66.10,66.20,64.59
66.52,67.24,67.45,66.41
67.40,66.73,68.02,66.68
66.48,65.43,66.48,65.42
65.23,66.28,66.33,64.81
66.25,65.20,66.65,65.03
65.17,64.62,65.38,64.18
64.15,63.44,65.17,63.42
64.95,65.58,66.20,64.63
65.46,67.10,67.31,64.79
66.23,66.86,67.44,65.52
67.46,67.98,68.15,67.21
67.70,68.99,69.00,67.70
69.19,69.93,70.15,68.85
70.11,69.53,70.50,69.51
70.42,70.61,71.22,69.99
71.01,71.15,71.31,70.49
70.39,71.70,72.14,69.80
71.70,72.34,72.57,71.60
74.35,72.10,74.95,71.77
70.57,69.22,72.10,68.57
70.10,69.21,70.18,68.28
69.28,68.69,69.44,67.88
68.93,70.12,70.62,68.84
70.77,71.45,71.87,69.96
71.34,71.60,71.98,70.84
71.91,71.46,71.91,70.92
71.41,72.17,72.23,70.95
72.12,71.75,72.15,71.42
71.61,72.86,73.01,71.43
72.28,73.10,73.12,72.28
73.21,73.07,73.76,72.81
72.78,72.52,73.17,72.48
72.63,72.54,72.96,72.35
72.37,71.48,72.64,71.43
71.40,72.29,72.49,71.25
73.22,72.82,73.33,72.66
72.87,72.62,73.05,72.48
72.82,73.04,73.34,72.70
73.11,73.40,73.68,73.02
74.44,73.74,74.92,73.48
73.39,72.51,73.67,72.31
73.10,73.61,73.94,72.71
73.58,74.57,74.72,73.49
74.57,74.45,74.90,73.99
74.65,74.63,75.20,74.37
74.25,74.07,74.77,73.87
73.57,73.25,73.76,72.55
72.84,71.81,73.18,71.75
71.83,72.48,72.92,71.79
72.23,72.28,72.84,71.88
72.78,72.18,73.23,72.05
72.26,71.92,73.15,71.90
71.65,71.88,71.94,69.14
72.64,74.07,74.15,72.21
74.17,76.31,76.38,74.17
76.28,76.81,76.83,75.73
77.11,77.02,77.37,76.74
77.13,77.16,77.38,76.69
77.25,76.75,77.49,76.67
76.50,76.39,76.74,75.91
76.00,75.69,76.43,75.62
76.04,74.89,76.25,74.85
74.85,73.84,75.24,73.02
73.37,70.60,73.37,70.32
71.90,69.68,71.95,69.23
69.83,69.71,70.32,69.23
70.67,72.84,72.90,70.63
72.80,72.06,73.13,71.72
72.46,72.90,73.56,71.98
73.36,73.61,74.69,73.03
73.02,72.97,73.47,72.38
73.23,72.51,73.52,72.29
72.51,73.45,73.54,72.00
73.65,72.87,73.82,72.33
72.58,72.82,73.49,72.31
73.29,74.73,74.90,73.04
74.52,74.12,74.88,74.07
73.83,74.64,74.68,73.52
73.76,73.74,74.11,73.01
74.09,72.94,74.42,72.87
72.86,73.31,73.38,71.92
72.63,71.22,73.11,70.98
72.01,73.44,73.58,71.69
74.64,75.23,75.49,73.25
72.00,70.50,72.00,67.11
70.65,70.97,71.47,70.36
71.20,70.51,71.21,70.34
70.38,70.50,70.59,69.84
70.90,71.15,71.48,70.36
71.24,71.25,71.96,71.17
71.55,71.83,72.13,71.32
72.09,72.58,72.74,71.93
72.32,71.81,72.47,71.65
71.49,71.38,72.40,70.62
71.38,71.84,72.39,70.99
71.61,72.50,72.60,71.05
72.53,73.14,73.20,72.35
73.05,73.98,74.00,72.78
74.16,73.55,74.55,73.48
73.62,74.21,74.26,73.15
74.10,74.30,74.59,73.76
74.40,73.60,74.46,73.41
74.52,74.67,75.21,74.25
74.16,73.96,74.23,73.73
74.01,74.12,74.31,73.60
73.56,73.58,74.11,73.39
73.52,73.91,74.19,73.37
73.16,72.49,73.17,72.32
72.02,72.48,72.55,71.66
72.66,73.97,74.07,72.61
73.82,73.45,74.02,73.02
74.70,75.35,75.43,73.99
74.69,74.66,75.09,74.21
74.23,75.19,75.39,73.76
75.14,75.16,75.46,74.78
75.65,75.40,76.06,75.05
75.96,75.74,76.18,75.67
75.59,75.06,76.01,74.81
75.06,73.31,75.23,73.30
72.88,73.14,73.56,72.43
73.06,73.02,73.26,72.77
73.11,73.20,73.70,72.80
73.09,73.22,73.79,72.65
72.85,71.99,73.09,71.92
72.15,71.34,72.33,71.25
70.84,71.28,71.62,70.65
71.43,71.41,72.02,71.16
71.11,71.22,71.88,70.34
71.19,71.64,71.87,71.19
71.83,72.06,72.27,71.51
71.85,70.37,71.90,70.23
70.13,70.78,71.10,69.58
70.75,70.23,71.22,69.84
70.03,69.51,70.17,69.38
68.72,68.57,68.96,68.36
69.07,70.09,70.70,68.86
70.18,70.54,70.87,70.03
70.49,70.43,70.65,70.02
70.06,70.62,71.00,70.04
70.85,70.65,70.92,70.23
67.50,68.94,69.96,67.27
66.15,65.73,66.50,64.94
64.83,64.72,65.36,64.01
64.42,64.39,64.72,64.01
64.72,64.74,65.39,64.51
65.83,66.08,66.52,65.31
65.68,63.99,66.01,63.96
64.45,64.55,64.76,63.87
64.44,65.23,65.95,64.44
65.89,65.70,66.84,65.66
65.43,65.27,66.00,65.00
64.97,64.99,65.22,64.60
64.95,64.54,65.55,64.42
64.90,64.38,64.91,64.10
64.55,64.52,65.09,64.26
64.53,65.41,65.53,64.34
65.41,64.86,65.77,64.78
64.83,63.91,64.92,63.86
63.94,64.26,64.49,63.74
64.08,64.03,64.21,63.82
63.39,62.93,63.59,62.68
62.98,63.36,63.55,62.58
63.31,62.50,63.57,62.27
62.35,61.73,62.69,61.55
62.04,62.11,62.29,61.46
61.65,61.64,62.33,61.46
61.97,64.62,64.98,61.90
64.09,63.35,64.29,63.14
63.07,64.18,64.41,63.07
63.96,63.35,64.00,63.21
63.15,63.77,64.65,63.06
63.95,63.82,64.54,63.70
63.89,64.32,64.44,63.60
63.99,63.70,64.17,63.14
63.22,63.75,63.81,62.78
63.63,63.93,64.09,63.52
63.92,64.02,64.29,63.69
64.29,64.80,65.45,64.15
64.76,64.21,64.88,64.06
64.66,64.16,64.80,64.06
64.70,63.77,64.70,63.58
63.92,62.60,64.12,62.57
62.74,62.47,63.00,62.37
62.70,63.04,63.28,62.45
62.46,61.69,62.97,61.68
62.36,62.39,63.74,62.07
62.79,62.27,62.94,62.21
62.53,63.06,63.14,62.39
62.17,62.16,63.06,61.90
62.30,63.20,63.26,61.99
62.65,61.89,62.97,61.64
62.72,62.16,63.11,62.16
62.78,63.55,63.81,62.37
63.73,64.83,64.93,63.67
64.79,64.32,64.86,64.09
64.40,63.04,64.64,62.88
63.32,63.32,63.79,63.10
63.26,63.00,64.10,62.90
63.04,63.67,63.75,62.94
63.76,65.39,65.66,63.45
65.27,65.25,66.00,65.11
65.00,64.42,65.11,64.30
64.45,64.31,64.84,63.98
63.86,64.76,64.93,63.86
64.80,66.73,66.88,64.39
70.00,69.85,71.34,69.11
69.44,69.87,70.01,69.00
70.32,70.15,70.59,69.65
70.14,70.72,70.94,70.02
70.81,70.42,71.38,70.01
71.09,70.31,71.50,70.19
70.55,69.67,70.58,69.02
69.56,68.85,69.56,68.23
69.51,69.58,69.94,69.22
69.19,69.84,70.04,68.87
69.16,69.10,69.20,68.42
69.03,68.71,69.27,68.59
68.85,69.40,69.47,68.66
69.21,69.69,69.72,68.54
69.72,69.75,70.37,69.48
70.06,70.83,71.15,69.22
70.02,69.22,70.32,69.13
68.36,67.24,68.86,67.09
65.17,65.16,66.81,64.09
65.87,64.14,66.45,64.09
65.74,67.26,67.31,65.53
67.70,67.82,68.00,66.78
67.69,67.24,68.05,66.71
66.97,67.43,68.10,66.59
66.08,66.00,67.08,65.74
67.29,68.74,68.75,66.93
68.72,68.20,69.37,68.08
67.42,67.70,68.23,67.32
68.76,68.94,69.12,68.16
69.51,68.83,69.59,68.58
68.33,69.00,69.48,68.16
68.79,68.68,69.07,68.21
69.09,68.60,69.43,68.39
68.70,69.49,69.64,68.47
69.46,69.79,69.92,69.10
69.84,69.03,69.99,68.89
68.17,67.57,68.34,67.45
67.81,68.52,68.86,67.57
67.56,66.86,67.84,66.45
66.82,67.40,67.57,66.52
67.24,67.53,67.94,66.46
67.65,68.53,68.80,67.20
68.73,67.86,69.44,67.82
67.71,68.15,68.24,67.62
67.58,67.78,68.36,67.41
68.16,67.71,68.23,66.89
66.81,68.81,68.83,66.54
69.18,70.04,70.38,68.95
70.28,70.24,70.29,69.33
70.15,70.18,71.02,69.80
70.04,70.89,71.06,69.42
71.12,71.71,72.39,70.85
72.08,72.00,72.29,71.41
71.85,71.35,72.20,71.29
71.61,70.96,72.01,70.65
71.25,72.30,72.52,70.37
71.27,71.75,72.62,71.27
71.49,71.90,72.31,71.23
71.69,72.13,72.60,71.69
72.48,71.86,72.97,71.78
72.35,72.72,73.22,72.31
73.24,72.79,73.27,72.37
73.08,72.50,73.34,72.08
71.57,69.99,72.91,69.81
70.72,67.99,70.96,66.54
67.90,69.38,69.49,67.67
69.31,69.38,69.79,68.92
69.38,70.24,70.33,69.38
70.16,70.14,70.38,69.74
69.97,68.71,70.26,68.30
68.77,68.30,68.91,67.73
68.55,68.72,68.73,67.62
68.35,67.82,68.57,67.19
67.63,68.75,69.09,67.63
68.93,68.75,69.25,68.34
68.25,67.48,69.04,67.43
67.38,67.02,67.83,66.69
67.18,67.41,67.65,66.67
67.34,67.83,68.76,66.60
67.84,68.28,68.39,67.54
68.19,68.31,69.02,67.92
68.58,68.53,69.55,68.03
68.79,68.25,69.06,68.17
68.12,68.22,69.72,67.67
68.43,68.61,68.84,68.21
68.66,68.86,69.32,68.66
68.84,67.43,69.45,67.38
67.74,67.95,68.46,67.21
64.87,63.58,65.31,62.82
63.35,62.22,64.21,61.89
62.09,62.80,63.19,62.09
62.51,62.08,63.05,61.71
61.56,60.51,61.87,59.71
60.64,60.55,61.77,60.12
60.64,61.51,61.66,60.23
60.92,62.00,62.11,60.61
62.00,61.68,62.18,61.15
61.90,62.61,63.21,61.21
63.53,64.27,64.47,63.50
64.48,64.20,65.10,64.19
63.68,62.36,63.84,61.77
63.01,62.50,63.08,61.94
62.87,63.40,63.42,62.46
63.61,63.98,64.13,63.38
63.96,63.53,64.54,63.29
63.39,63.18,63.53,62.57
63.73,63.19,63.73,62.32
62.88,62.36,63.40,62.30
62.23,62.02,62.64,61.86
61.09,61.79,62.02,60.31
61.69,63.47,63.92,61.11
62.33,63.16,63.43,62.05
64.00,63.09,64.08,62.67
63.24,63.12,63.88,62.85
63.07,61.75,63.26,61.11
61.99,62.98,63.20,61.95
63.06,62.69,63.59,62.49
62.84,63.13,63.53,62.05
61.93,63.56,63.93,61.84
64.48,63.66,64.49,62.94
62.77,63.73,64.32,62.18
64.30,64.51,65.23,63.72
65.09,64.23,65.50,64.03
62.75,62.72,64.00,62.61
63.10,64.07,64.35,62.73
64.00,63.18,65.11,63.05
63.55,63.05,64.17,62.72
63.26,64.77,64.78,63.05
64.05,65.21,65.63,63.94
64.38,63.48,65.21,62.92
65.21,64.91,66.61,64.27
65.68,67.45,67.47,65.12
66.96,68.08,68.88,66.51
67.68,69.52,69.61,67.66
68.78,69.69,70.40,68.42
69.79,68.63,70.66,68.58
68.00,68.83,69.15,67.70
69.12,70.16,70.37,69.12
70.16,71.21,71.62,69.92
71.24,70.84,71.88,70.38
70.69,70.96,71.11,70.10
70.69,70.48,70.69,69.24
71.42,70.07,71.87,69.70
69.37,69.53,70.06,68.99
69.20,70.23,70.36,68.96
70.26,70.16,70.31,69.11
70.36,70.35,70.67,69.97
70.11,69.83,70.74,69.74
70.79,70.74,70.94,69.99
70.54,71.41,71.69,70.18
71.14,71.51,71.96,70.98
71.21,72.68,73.50,71.21
71.48,71.60,72.14,70.42
71.44,71.63,72.33,71.12
71.26,71.42,72.23,70.55
71.86,71.51,72.07,70.57
72.02,72.63,72.70,71.86
72.55,72.46,72.98,72.09
72.17,73.07,73.47,71.88
72.57,73.11,73.40,72.33
73.37,73.83,74.66,72.81
74.12,74.34,75.11,73.73
73.99,73.65,74.34,73.12
72.97,73.48,73.81,72.97
73.48,73.48,73.90,73.18
73.09,73.74,73.77,73.09
73.89,74.04,74.23,73.37
73.99,74.50,74.63,73.68
74.69,74.55,74.94,74.13
74.38,74.23,74.50,73.80
73.72,73.65,73.78,72.62
73.72,73.47,74.62,73.29
72.87,73.53,74.13,72.87
73.35,73.66,73.67,72.90
73.00,71.85,73.06,71.12
72.18,71.84,72.86,71.66
71.97,71.77,72.58,71.52
72.03,72.49,72.70,71.46
72.68,72.95,73.57,72.42
73.01,72.90,73.31,72.43
73.41,73.51,74.52,73.20
73.47,74.11,74.52,73.34
74.47,75.23,75.30,74.11
75.32,74.73,75.65,74.69
74.55,74.31,75.29,74.21
74.45,74.56,74.98,74.29
74.86,74.60,75.09,74.32
74.57,75.71,76.10,74.30
71.66,71.81,73.58,70.08
70.94,70.83,71.61,69.84
70.75,70.97,71.20,70.39
71.27,71.81,71.97,71.16
71.15,70.84,71.38,70.48
70.52,71.74,71.97,70.34
71.71,70.85,71.96,70.73
70.95,72.82,72.91,70.64
72.50,73.14,73.26,72.21
73.69,73.05,73.83,72.78
72.84,72.59,73.20,72.33
72.52,72.47,72.99,72.00
72.56,72.31,72.75,71.83
72.44,72.44,72.83,71.65
72.06,72.78,73.70,71.87
72.61,73.15,73.41,72.22
72.58,73.10,73.38,72.50
73.53,74.32,74.49,73.53
74.06,74.36,74.53,74.06
74.42,74.69,74.99,74.03
74.94,74.81,75.07,74.48
75.10,74.97,75.37,74.73
74.99,75.18,75.44,74.79
75.41,74.98,75.78,74.36
74.56,74.25,74.66,73.75
74.23,73.79,74.30,73.70
73.26,73.36,73.42,72.96
74.16,73.22,74.16,73.00
73.13,72.95,73.16,72.77
72.95,73.67,73.70,72.81
73.77,74.11,74.25,73.21
73.56,72.99,73.69,72.88
73.07,72.98,73.33,72.88
73.02,72.47,73.14,72.00
72.48,72.52,73.33,72.34
72.46,72.09,72.46,71.26
71.77,71.98,72.03,71.40
72.68,72.54,73.11,72.49
72.46,72.09,72.55,71.56
72.10,71.86,72.42,71.55
71.91,71.92,72.26,71.67
70.32,71.64,71.96,70.15
71.34,72.18,72.48,71.24
72.24,73.42,73.44,72.18
73.85,73.65,74.38,73.60
73.30,74.25,74.32,72.92
74.57,75.19,75.28,74.22
75.09,75.03,75.45,74.73
75.03,74.80,75.69,74.38
74.93,73.36,74.99,73.29
73.76,74.43,74.62,73.53
72.48,71.86,73.07,71.12
71.88,72.45,72.49,71.88
72.54,72.83,73.00,72.29
73.32,72.30,73.32,72.28
72.50,71.94,72.50,71.58
70.73,71.44,71.99,70.21
71.05,71.62,71.79,70.66
71.62,71.17,72.35,71.01
71.16,71.23,71.62,70.86
71.33,72.03,72.28,71.04
71.76,71.50,72.06,71.43
71.79,72.14,72.36,71.46
68.42,68.35,70.47,66.62
67.97,69.23,69.25,67.71
69.15,69.62,69.86,68.75
69.50,69.24,69.85,69.11
69.24,68.36,69.36,68.32
68.57,68.79,68.79,68.04
68.79,68.49,69.07,67.78
68.85,69.22,69.35,68.11
69.51,69.25,69.84,69.04
69.38,68.92,69.61,68.75
68.95,69.02,69.15,68.59
68.98,69.03,69.32,68.98
68.99,69.68,69.85,68.82
69.54,69.23,69.93,69.08
69.25,69.82,70.01,68.98
70.00,69.90,70.01,69.61
69.90,68.96,70.00,68.79
68.64,69.42,69.73,68.42
69.29,69.44,69.63,69.05
69.79,69.40,69.86,69.32
69.51,69.65,69.80,69.23
69.39,68.87,69.62,68.79
69.03,68.78,69.70,68.53
68.78,69.43,69.44,68.73
69.48,69.52,69.71,69.38
69.06,69.42,69.58,68.95
69.56,71.04,71.81,69.56
71.36,71.32,71.97,70.85
71.16,70.31,71.16,69.60
70.33,70.22,70.61,70.01
70.36,70.07,70.73,69.71
69.91,68.90,70.65,68.89
67.84,69.01,69.23,67.76
68.57,67.76,69.20,67.47
68.03,67.27,68.20,67.04
67.28,67.36,67.56,67.04
67.25,67.53,67.56,66.71
67.90,67.28,67.90,67.25
67.81,68.04,68.10,67.24
68.52,68.54,68.57,67.96
68.73,69.25,69.46,68.60
69.12,69.59,69.67,68.50
69.35,69.54,69.81,69.22
69.53,70.12,70.14,69.10
70.21,70.25,70.51,69.59
70.23,70.31,70.85,70.07
70.72,70.46,71.07,70.38
70.39,70.50,70.64,69.57
70.66,70.20,70.83,69.93
70.58,70.18,70.58,69.88
69.78,70.26,70.35,69.50
70.50,70.34,70.58,69.98
70.49,70.90,71.11,70.31
70.75,70.71,71.04,70.39
70.68,70.39,70.70,70.06
70.00,70.31,70.38,69.85
70.56,70.26,70.95,70.13
68.50,68.67,68.97,67.61
69.19,68.80,70.45,68.62
69.07,68.76,69.07,68.51
68.64,68.75,68.97,68.47
68.26,68.86,69.04,68.12
68.88,69.12,69.39,68.72
68.54,69.43,69.57,67.76
65.93,67.30,67.88,65.57
67.47,67.43,67.86,67.01
67.64,67.59,67.85,66.97
67.98,68.12,68.25,67.59
68.12,68.42,68.52,67.93
68.44,68.46,68.86,68.21
68.70,68.94,69.20,68.47
69.13,68.69,69.28,68.34
69.26,70.46,70.48,69.26
70.64,70.49,70.73,69.50
70.01,71.45,71.59,69.18
71.56,72.80,73.65,71.56
72.55,73.58,73.72,72.35
73.93,73.51,74.33,73.38
73.52,74.08,74.09,73.31
73.82,74.18,74.31,73.58
74.20,74.01,74.42,73.01
73.89,74.40,74.59,73.71
74.67,74.37,74.88,73.95
73.91,73.94,74.38,73.75
74.04,74.12,74.22,73.56
74.23,74.30,74.82,74.11
74.32,74.21,74.89,74.12
74.38,74.98,75.20,74.34
75.04,74.85,75.40,74.72
74.82,74.86,75.18,74.32
75.09,74.04,75.51,74.00
74.44,75.39,75.57,74.22
