VPU,Vanguard Utilities ETF - DNQ,NASDAQ
103.34,103.03,103.59,102.90
103.31,104.45,104.45,103.31
103.85,104.88,104.97,103.10
104.72,105.87,105.87,104.67
105.49,106.76,106.90,105.49
107.10,107.86,107.93,107.01
107.11,104.70,107.94,104.59
104.54,105.45,105.56,103.97
105.73,106.58,107.00,105.68
107.19,107.11,107.19,106.17
106.94,107.18,107.43,106.66
107.11,106.77,107.68,106.73
106.68,107.13,107.24,106.45
107.23,107.07,107.34,106.75
106.79,107.13,107.45,106.66
107.16,106.17,107.17,105.98
106.47,107.51,107.61,106.47
107.69,107.01,107.69,106.67
106.94,106.59,106.97,106.03
106.91,107.11,107.68,106.73
107.20,107.11,107.38,106.19
106.83,107.42,107.68,106.71
107.63,105.95,107.70,105.92
105.89,105.72,106.00,105.28
105.72,106.78,106.89,105.72
106.88,106.89,107.05,106.20
106.70,106.83,107.11,106.19
