ARE,Alexandria Real Estate Equities,NASDAQ
110.50,111.00,111.61,109.85
111.04,111.00,111.58,110.23
110.28,110.62,110.93,109.45
110.62,109.92,111.11,109.20
109.38,109.73,110.01,108.44
110.16,108.99,110.39,107.77
109.01,106.87,109.31,106.72
106.92,106.00,108.40,105.74
106.66,107.97,108.88,106.34
108.72,109.65,110.00,107.39
109.64,111.01,111.02,109.35
111.20,109.03,111.82,109.01
108.95,108.52,108.95,106.87
108.54,109.30,109.49,108.34
109.44,109.63,110.85,109.18
108.75,108.54,109.30,108.00
108.71,110.45,110.62,108.71
110.66,111.13,112.25,110.24
111.85,110.58,112.19,109.92
110.82,113.38,113.62,110.82
112.60,112.97,113.49,110.97
112.63,112.21,113.21,112.14
112.66,111.05,112.88,110.90
110.88,110.85,111.42,110.03
111.27,109.61,111.68,109.51
109.73,109.31,111.31,107.70
109.18,109.55,109.77,108.81
