RGA,Reinsurance Group of America,NASDAQ
67.11,66.74,67.25,66.00
66.34,66.03,66.42,65.50
66.44,66.43,66.68,65.84
66.78,67.37,67.55,66.46
67.79,68.57,68.90,67.56
68.25,69.11,69.28,67.74
69.40,69.43,69.79,68.71
69.34,68.52,69.63,68.41
68.04,68.33,68.62,68.03
68.93,69.61,69.64,68.59
70.00,69.76,70.26,69.71
70.30,70.96,71.09,70.15
71.02,71.25,71.50,70.57
72.14,72.09,72.26,71.35
72.23,72.97,73.02,71.95
72.49,72.59,72.94,72.10
72.67,72.36,72.87,72.07
72.62,72.36,72.81,72.08
72.71,73.30,73.32,72.57
67.51,67.95,68.08,65.66
68.00,68.73,68.94,67.95
68.70,67.97,68.99,67.87
68.23,68.17,68.84,67.60
67.99,67.90,68.24,67.65
67.71,68.28,68.31,67.54
68.08,67.62,68.28,67.37
67.99,67.75,68.05,67.37
68.09,68.09,68.80,67.95
68.76,69.12,69.41,68.68
68.80,68.52,69.37,68.36
68.34,68.43,68.64,68.08
68.28,67.51,68.28,67.20
67.19,66.99,67.58,66.87
68.36,66.92,68.36,66.77
66.88,67.12,67.40,66.51
66.64,66.61,67.03,66.36
66.75,66.58,66.89,66.31
66.55,66.42,66.73,65.90
65.94,65.06,66.05,64.96
65.07,65.33,65.79,65.07
65.10,64.64,65.47,64.63
64.63,64.97,65.19,64.39
64.97,65.12,65.56,64.31
65.43,65.67,66.54,65.30
65.73,65.82,65.94,65.22
65.89,65.83,66.37,65.61
65.22,64.42,65.26,64.38
64.42,64.04,64.86,63.95
64.07,65.02,65.37,64.07
65.12,64.81,65.12,64.17
65.48,65.00,65.96,64.30
65.03,65.70,66.10,64.66
65.61,65.88,66.30,65.58
66.04,65.53,66.08,64.89
65.44,66.43,66.44,65.30
66.88,66.91,67.06,66.61
66.86,66.81,67.13,66.61
66.86,66.02,66.86,65.90
66.25,66.00,66.30,65.92
66.75,66.20,66.81,66.02
66.20,67.05,67.23,66.06
67.09,66.69,67.26,66.32
66.70,66.01,66.83,65.95
66.24,66.22,66.46,65.96
66.22,66.15,66.40,65.91
66.26,66.70,67.12,65.93
66.72,67.46,67.59,66.58
67.45,67.41,67.99,67.15
66.94,67.20,67.70,66.94
66.53,66.99,67.34,66.29
67.23,67.61,67.97,67.09
67.10,68.37,68.39,66.99
68.35,69.21,69.29,67.60
69.22,69.96,70.06,69.19
69.34,68.84,69.48,68.84
68.86,68.57,69.16,68.43
68.81,68.55,69.01,68.35
69.10,70.58,70.60,69.10
70.32,70.48,70.57,70.02
70.21,70.96,71.00,70.04
70.71,70.48,71.49,70.43
70.75,71.31,71.80,70.74
71.02,71.97,72.22,71.02
72.02,72.49,72.53,71.64
72.12,71.84,72.12,71.62
71.92,71.40,72.35,71.28
71.21,70.67,71.27,70.59
70.68,70.40,70.96,70.26
70.40,70.43,70.74,70.17
70.56,70.45,70.75,70.15
71.00,71.98,72.79,70.65
72.00,72.11,72.51,71.91
71.90,71.18,72.25,71.14
71.37,70.96,71.42,70.52
71.15,70.94,71.20,70.73
70.81,70.33,70.84,70.26
70.38,70.53,70.59,70.18
70.82,69.90,71.17,69.89
70.06,71.25,71.34,70.06
71.19,71.25,71.29,70.69
70.90,70.98,71.55,70.79
70.60,71.33,71.46,70.60
71.54,72.63,72.82,71.07
72.69,72.75,72.76,72.26
72.75,73.06,73.46,72.57
73.00,73.08,73.34,72.82
73.36,73.61,74.06,73.04
73.93,74.52,74.57,73.47
74.43,74.92,74.94,74.17
74.92,74.84,75.21,74.57
74.75,74.63,75.22,74.43
74.62,74.82,75.06,74.44
74.72,74.98,75.29,74.72
75.00,75.05,75.86,74.70
74.86,74.32,75.02,73.81
73.96,74.56,74.82,73.72
74.50,74.06,74.58,73.54
74.73,75.36,75.43,74.32
75.38,75.30,75.50,74.88
75.11,75.60,75.63,74.91
75.79,74.26,75.79,74.16
74.24,74.78,74.93,73.69
75.13,74.73,75.20,74.21
75.07,75.36,75.81,74.86
75.26,74.94,75.64,74.92
75.20,75.91,75.95,74.26
75.91,75.37,75.91,75.27
75.15,76.69,76.76,75.05
76.84,76.97,77.11,76.48
76.82,76.82,76.92,76.50
76.96,76.90,77.22,76.55
77.20,77.04,77.20,76.63
76.92,76.78,77.05,76.49
76.84,77.41,77.55,76.75
77.41,75.47,77.50,75.42
75.50,75.70,75.97,75.22
76.00,76.02,76.38,75.67
76.50,77.00,77.51,76.34
76.97,76.93,77.53,76.64
77.33,76.79,77.43,76.58
76.92,76.81,77.04,76.36
76.54,75.50,76.77,75.29
75.73,76.57,76.64,75.39
76.60,77.29,77.58,76.51
77.08,76.39,77.48,76.30
76.41,76.04,76.75,76.02
76.63,75.77,76.63,75.47
75.95,76.18,76.33,75.44
75.80,74.81,75.80,74.58
74.62,73.19,74.62,73.18
73.57,72.88,73.70,72.51
73.13,73.51,73.90,73.07
73.07,73.23,73.80,72.87
74.28,73.68,74.45,73.36
74.59,74.67,75.95,73.99
74.42,71.61,74.65,70.22
71.75,71.61,72.13,71.00
71.34,71.51,71.79,70.81
71.54,71.99,72.20,71.15
72.03,72.08,72.84,71.92
72.04,72.24,72.37,71.54
72.29,72.76,72.96,71.75
72.80,73.68,73.68,72.79
73.09,73.91,74.19,72.79
73.93,74.30,74.30,73.66
74.31,74.68,74.90,74.22
74.64,74.32,75.74,74.25
74.26,74.31,74.71,73.80
74.75,74.55,74.90,74.39
74.60,74.71,75.23,74.08
74.67,74.65,75.09,74.00
74.92,75.17,75.28,74.63
75.17,75.78,75.87,75.17
75.76,76.99,77.44,75.76
76.51,76.32,76.95,76.11
77.00,77.25,77.41,76.76
77.32,77.58,77.61,76.95
77.83,78.07,78.28,77.43
78.39,78.48,78.79,78.01
78.45,78.65,78.76,78.17
79.04,77.80,79.10,77.77
77.30,77.62,78.05,77.09
77.85,77.67,78.04,76.80
77.67,77.58,78.35,77.12
77.72,77.53,78.09,77.10
77.59,78.73,78.88,77.59
78.66,78.77,79.19,78.27
78.48,79.07,79.31,78.48
79.34,79.86,81.28,79.34
80.16,79.65,80.39,79.27
79.86,79.73,80.07,79.34
80.16,79.13,80.63,79.05
78.89,78.55,79.34,78.28
78.57,78.42,79.11,78.09
78.82,79.63,79.82,78.74
80.00,79.69,80.41,78.96
79.60,79.88,80.19,79.48
80.09,79.59,80.09,79.47
80.07,78.80,80.66,78.73
78.78,76.94,78.89,76.88
76.95,77.10,77.23,76.56
77.44,78.06,78.13,77.00
77.89,78.07,78.69,77.76
77.59,77.41,78.10,77.20
77.68,77.41,77.68,76.88
77.39,77.85,77.94,77.00
77.18,77.78,77.87,77.09
77.83,77.88,78.11,77.47
78.07,77.88,78.24,77.51
77.92,78.73,78.94,77.60
78.70,79.44,79.47,78.64
79.82,79.19,80.41,78.86
75.04,75.88,76.50,75.04
76.07,75.79,76.67,75.37
75.87,75.81,76.27,75.60
75.74,76.71,76.75,75.14
76.82,77.12,77.36,76.17
77.13,77.31,77.90,77.09
76.63,77.16,77.36,76.22
77.00,76.66,77.47,76.50
76.53,77.46,77.55,76.21
77.53,77.60,78.67,77.47
77.42,77.12,77.48,76.72
77.53,77.71,77.89,77.29
77.73,78.05,78.26,77.28
77.89,77.27,78.16,77.00
76.88,75.96,76.91,75.12
76.01,75.88,76.40,75.45
75.69,76.75,76.87,75.69
76.75,76.45,76.95,76.05
76.71,76.65,76.90,76.06
77.51,77.38,77.88,77.22
77.26,77.64,77.84,77.03
77.96,78.04,78.51,77.86
78.18,77.42,78.33,77.36
77.44,78.25,78.31,77.19
78.13,78.16,78.71,77.84
78.37,78.33,78.74,77.67
78.22,78.64,78.80,77.88
78.44,79.03,79.48,78.43
79.19,78.99,79.45,78.69
79.02,79.23,79.48,78.98
79.13,79.40,79.55,78.95
79.38,79.75,79.83,79.07
79.54,79.17,79.79,79.12
79.20,78.79,79.47,78.49
78.69,78.32,78.94,78.05
78.24,77.55,78.31,77.42
77.63,79.02,79.55,77.47
79.17,78.97,79.17,78.64
79.12,78.95,79.12,78.62
79.23,77.68,79.54,77.56
77.79,78.07,78.18,77.56
77.74,77.97,78.98,77.52
77.94,78.66,78.70,77.75
78.60,78.45,78.65,77.89
78.39,78.44,78.76,78.16
78.38,78.90,79.14,78.38
79.34,79.80,80.45,78.97
79.82,79.06,80.20,78.83
79.37,79.83,80.02,79.15
79.77,79.84,79.86,79.30
79.67,79.08,79.85,78.85
79.49,79.40,79.79,78.99
78.43,78.96,79.35,78.29
78.78,78.95,79.22,78.42
79.60,79.60,79.90,79.38
79.77,79.59,80.10,79.15
79.94,79.29,80.22,79.02
79.27,79.07,79.74,78.98
79.08,79.87,80.07,79.01
79.52,80.21,80.27,79.30
80.39,80.77,80.81,80.10
80.96,80.36,80.97,80.35
80.16,80.83,81.02,79.99
81.98,81.74,82.41,81.00
81.73,82.50,82.67,81.32
82.50,81.85,82.73,81.85
82.03,81.16,82.03,80.97
80.69,80.26,81.37,79.94
80.08,80.29,80.43,79.53
80.53,81.19,81.29,80.27
80.95,80.06,81.26,79.88
79.58,80.23,80.83,79.51
80.60,80.03,80.96,79.85
80.18,80.15,80.37,79.79
79.96,80.07,80.55,79.79
80.13,80.08,80.78,79.88
80.49,81.00,81.17,80.29
81.16,81.74,81.88,81.16
81.96,81.14,81.96,80.76
81.44,81.62,81.86,81.44
81.65,81.70,81.93,81.42
81.35,81.54,81.79,81.27
81.84,82.17,82.30,81.23
82.11,81.74,82.32,81.71
82.22,82.44,82.69,81.86
82.39,82.48,82.75,82.38
82.81,82.84,83.15,82.57
82.64,82.24,82.79,82.18
82.42,82.98,83.07,82.35
83.05,83.61,84.17,83.05
84.03,84.23,84.40,83.87
84.19,83.71,84.32,83.61
83.50,83.85,83.86,83.14
83.88,83.94,84.28,83.49
83.70,83.86,84.45,83.13
83.85,83.56,84.39,83.30
83.13,83.63,83.73,83.13
83.38,83.56,83.85,83.10
83.50,83.29,83.71,83.00
83.12,83.39,83.63,82.83
83.45,83.37,83.83,82.99
83.41,83.37,83.69,83.27
83.34,83.05,83.50,82.65
82.97,82.54,83.10,82.10
82.41,81.30,82.50,81.30
81.31,81.82,82.02,80.95
81.53,81.01,81.53,80.61
81.22,81.44,81.58,80.80
80.65,81.08,81.32,80.62
80.96,80.13,81.25,80.12
79.95,79.05,80.04,78.81
79.10,79.37,79.68,78.43
79.77,79.79,80.23,79.48
80.03,79.18,80.13,79.10
78.69,78.60,79.45,78.37
78.79,79.95,79.99,78.44
79.84,78.52,80.00,78.52
78.45,77.77,79.01,77.75
77.80,76.80,78.43,76.71
77.22,76.63,77.79,76.57
75.52,73.89,75.67,73.77
72.54,73.19,73.69,72.34
74.09,76.00,76.03,73.98
75.67,77.25,77.28,75.53
77.75,79.33,79.33,77.62
79.70,79.89,80.76,79.13
80.71,79.89,80.71,79.60
79.82,80.39,80.47,79.82
80.05,81.04,81.17,79.95
84.07,82.69,84.07,81.67
82.62,82.90,83.36,82.44
82.75,82.89,83.45,82.51
83.67,84.25,84.35,83.00
84.07,84.71,85.19,83.69
84.60,84.89,85.19,84.24
85.55,85.52,85.59,84.97
85.47,85.44,85.58,84.62
85.44,85.42,85.58,84.95
85.38,85.99,86.06,85.32
86.12,85.88,86.30,85.68
85.21,86.17,86.22,85.21
86.11,85.77,86.25,85.46
85.59,85.53,85.84,85.36
85.68,85.49,85.95,85.35
85.49,85.44,86.12,85.24
85.45,85.31,85.46,84.85
84.70,85.78,85.94,84.70
86.66,85.49,87.12,85.45
85.70,86.60,86.60,85.53
86.63,86.67,86.98,86.19
86.56,86.19,86.80,85.92
86.37,85.72,86.37,85.59
85.45,84.90,85.66,84.73
85.11,86.03,86.12,85.11
86.10,86.76,87.08,86.08
86.64,86.36,87.00,86.01
86.58,86.74,87.06,86.58
86.48,87.21,87.89,86.37
86.19,86.85,86.94,85.40
86.74,85.10,86.86,85.03
85.94,85.90,86.62,85.37
84.80,83.86,85.87,83.78
84.74,83.28,84.74,82.86
82.96,82.99,84.31,82.81
83.48,85.01,85.11,82.66
86.43,86.92,86.97,85.52
86.75,87.12,87.38,86.48
87.02,87.35,87.67,86.93
87.79,88.08,88.56,87.70
87.93,87.92,88.19,87.16
88.15,87.83,88.55,87.76
87.79,88.21,89.13,87.73
87.88,89.22,89.30,87.84
89.54,87.62,89.87,87.58
87.82,87.45,88.00,86.58
86.44,85.63,86.83,85.48
85.39,84.64,85.65,83.91
85.49,85.61,85.67,84.06
86.61,87.13,87.62,86.09
87.12,86.06,87.33,85.66
86.17,85.40,86.33,84.83
85.79,85.00,87.02,84.08
83.83,83.59,84.21,82.32
83.59,83.12,84.16,82.55
82.52,84.22,84.31,82.52
84.38,82.98,84.47,82.54
82.94,83.06,83.74,82.30
83.67,85.03,85.08,82.92
84.66,84.49,85.00,83.96
84.42,84.88,84.89,83.75
83.59,84.29,84.76,83.30
84.99,82.86,84.99,82.57
83.12,83.73,83.85,82.33
82.83,82.81,83.97,82.21
82.71,84.15,84.18,81.82
84.80,85.49,86.75,83.91
84.87,85.18,85.93,84.62
85.31,85.84,86.18,85.01
86.18,86.40,87.18,86.06
85.90,87.26,87.47,85.62
88.00,87.50,88.12,87.04
87.48,88.08,88.29,87.09
88.56,88.96,89.18,88.02
88.69,89.17,89.53,88.56
88.94,89.46,90.26,88.94
89.12,89.21,89.88,88.85
88.71,89.63,89.99,88.71
89.30,90.18,90.29,88.40
90.15,89.73,90.15,89.20
89.59,89.96,90.56,89.59
89.69,89.59,90.27,89.43
89.44,89.63,89.97,89.31
89.35,89.31,90.19,89.31
89.42,90.33,90.49,89.42
89.91,90.29,90.69,89.39
89.72,88.89,89.72,88.83
89.10,89.42,89.57,88.57
89.16,90.06,90.78,89.16
90.42,90.69,91.10,90.03
89.76,89.60,90.12,89.18
89.90,91.49,91.74,89.90
91.88,92.75,92.92,91.82
92.29,91.95,92.86,91.47
92.16,92.99,93.27,91.76
92.81,92.49,92.98,92.30
92.37,93.36,94.07,92.00
93.06,92.70,93.31,92.09
93.01,94.14,94.17,92.98
93.94,93.23,94.24,93.20
93.30,93.02,93.62,92.45
92.92,92.11,93.18,92.10
91.81,92.51,92.79,91.79
92.52,92.53,92.75,91.79
92.80,93.57,93.95,92.80
93.58,93.19,93.58,92.79
92.94,93.25,93.41,92.50
93.54,93.72,94.17,93.13
92.86,93.54,93.85,92.68
93.16,92.75,93.64,92.75
92.50,93.66,93.69,92.50
93.89,94.53,94.80,93.59
94.77,94.66,94.94,94.10
94.77,94.66,95.08,94.52
94.72,94.11,94.92,93.72
94.25,93.87,94.76,93.81
93.80,93.93,94.04,93.31
92.50,93.07,93.32,92.50
93.69,93.18,93.74,93.06
93.26,93.02,93.34,92.67
93.20,93.16,93.46,92.19
92.69,92.88,93.60,92.69
91.51,91.62,92.71,91.33
91.61,90.68,91.86,90.56
90.50,91.91,91.96,90.25
91.65,92.43,92.58,91.56
91.76,91.62,92.49,91.32
91.82,91.59,92.17,91.21
91.67,92.31,92.50,91.62
91.70,92.41,92.72,91.60
92.68,92.45,92.90,92.00
92.26,92.32,92.93,91.61
92.85,93.21,93.33,92.45
93.26,93.40,93.51,92.63
92.75,92.50,93.36,92.48
92.36,92.41,92.82,92.00
92.90,93.46,93.56,92.48
93.57,93.03,93.60,92.88
93.03,94.32,94.40,92.95
94.19,95.18,95.20,93.72
95.26,95.02,95.48,94.46
94.82,94.44,95.33,94.34
94.26,94.60,94.95,94.12
94.41,93.32,94.85,92.73
93.34,94.02,94.17,93.25
94.09,94.02,94.20,93.40
94.03,93.55,94.14,93.31
93.68,94.09,94.19,93.05
93.96,93.72,94.15,93.48
94.38,95.19,95.41,94.08
94.63,94.15,95.08,93.66
94.71,94.57,94.77,93.83
94.34,93.81,94.93,93.72
93.83,93.58,94.21,93.14
94.02,95.03,95.34,93.00
95.09,95.97,95.98,94.70
95.47,96.10,96.37,95.42
95.61,95.55,96.19,94.38
95.51,96.62,97.92,95.51
96.99,96.18,97.36,95.91
96.34,96.90,97.49,96.13
96.89,96.96,97.54,96.58
97.83,97.48,97.98,97.01
97.96,98.00,98.45,97.17
97.85,96.94,97.87,96.85
97.36,96.61,97.56,96.43
97.08,97.07,97.62,96.78
95.78,94.64,96.72,94.57
95.61,94.87,95.96,94.73
96.09,96.36,96.93,95.90
96.85,96.20,97.28,95.93
95.54,96.09,96.37,95.10
96.35,96.15,96.87,94.46
95.30,94.48,95.66,94.28
95.80,94.98,95.80,94.65
95.97,96.47,96.60,95.65
97.38,97.05,97.49,96.73
96.86,97.25,97.50,96.58
97.50,97.82,97.87,96.43
98.44,98.57,98.62,98.14
98.56,97.82,98.56,97.20
98.08,98.10,98.38,97.11
98.00,97.56,98.39,97.31
97.61,97.90,98.29,97.33
98.24,97.81,98.27,97.43
97.78,97.72,98.70,96.33
97.60,96.17,97.60,95.48
96.65,96.05,97.34,95.51
96.03,97.57,97.71,95.95
97.57,97.44,97.89,96.69
97.54,96.52,97.54,96.39
95.80,96.11,96.38,95.39
96.20,96.17,96.73,95.65
96.52,96.53,96.94,95.37
96.82,95.98,97.13,95.64
95.97,95.72,96.14,95.08
96.56,96.82,97.18,96.48
96.04,96.22,96.55,95.68
95.45,95.98,96.11,94.40
96.31,96.55,96.99,95.94
97.10,97.78,97.89,96.63
97.10,98.36,98.36,96.64
97.97,98.41,98.45,97.27
97.94,97.12,98.50,96.78
95.99,95.06,96.46,95.06
93.76,92.38,94.68,92.38
88.44,86.87,88.80,85.98
88.14,84.86,88.60,84.78
86.95,88.64,88.95,85.97
89.89,91.43,92.01,88.77
91.29,91.63,92.04,90.83
91.27,90.88,91.89,90.82
89.38,88.93,90.65,88.67
90.08,90.73,91.19,89.07
90.87,91.53,92.44,90.17
90.21,90.50,91.03,89.99
91.69,91.73,91.99,90.85
92.30,90.44,92.63,90.17
90.32,91.12,91.47,90.08
90.28,91.71,91.85,90.12
91.55,91.12,91.78,90.86
91.58,92.14,92.25,90.54
92.14,92.69,92.78,91.90
92.65,91.52,93.20,91.25
90.57,89.34,90.97,89.14
90.34,90.74,91.38,89.94
89.27,90.10,90.25,89.20
90.40,90.56,91.13,89.95
89.48,90.54,90.76,89.34
91.66,90.98,91.80,90.61
90.19,89.71,90.24,89.38
89.65,90.22,90.32,89.04
91.01,90.59,91.58,89.98
90.46,90.32,91.00,89.44
88.81,90.11,90.29,88.06
90.77,91.51,91.97,89.65
91.15,91.03,92.05,90.76
91.35,91.67,91.85,90.75
91.56,92.36,92.48,91.49
91.79,92.21,92.91,91.79
92.28,92.41,92.70,92.14
92.20,91.96,93.17,91.93
91.83,91.74,92.63,91.42
92.10,92.61,92.66,91.24
93.05,93.15,93.48,92.28
92.75,93.65,93.77,92.21
93.74,94.26,94.54,93.63
94.47,93.34,94.72,93.20
93.94,93.89,94.43,93.07
94.56,95.30,95.49,94.03
94.96,95.27,100.09,94.32
94.67,94.23,94.94,93.74
94.20,97.08,97.12,94.10
96.41,96.97,97.15,96.39
95.93,90.24,95.93,88.75
90.30,90.32,90.98,90.08
89.93,91.85,92.23,89.77
91.52,91.48,92.13,91.16
91.32,92.05,92.20,91.32
92.88,92.31,93.24,92.02
92.04,91.45,92.68,91.13
91.12,91.95,92.01,91.02
92.08,91.67,92.37,91.27
91.14,89.27,91.42,89.22
89.04,88.32,89.43,88.15
88.00,88.74,89.11,87.89
88.05,88.55,89.43,88.05
88.78,89.72,89.72,88.50
89.69,89.97,90.24,89.13
90.46,90.43,90.59,89.90
90.50,90.39,91.15,89.45
90.08,91.11,91.18,89.85
91.16,91.65,91.78,90.87
91.67,92.28,92.49,91.21
92.62,91.88,92.62,91.31
92.15,93.21,93.37,91.78
93.10,92.45,93.52,92.18
92.90,91.05,92.90,90.77
91.38,92.91,92.91,90.53
92.72,91.41,92.85,90.98
90.69,90.79,91.52,89.91
90.31,88.51,90.99,88.17
88.61,88.25,89.10,88.02
86.66,86.67,87.71,85.29
86.70,85.70,87.12,84.89
86.60,87.58,87.75,86.23
88.24,88.13,88.44,86.79
88.27,86.53,88.27,86.53
85.81,83.36,85.81,83.30
83.76,84.55,84.65,83.22
84.75,85.12,85.56,83.90
85.93,86.28,86.31,85.15
86.14,86.24,86.49,85.94
85.74,86.65,86.75,85.62
87.37,87.12,87.56,86.75
87.05,86.91,87.73,86.72
86.41,85.55,86.99,85.55
83.97,83.60,84.67,82.96
83.60,84.37,85.00,83.60
82.84,84.42,84.59,82.84
82.91,82.94,83.84,82.84
83.87,82.28,83.99,82.22
82.65,82.55,84.09,81.70
83.27,82.76,83.45,81.72
83.21,80.58,83.26,80.34
81.05,81.23,81.77,80.20
79.42,80.90,81.08,78.79
81.68,80.70,82.41,79.98
79.30,78.67,79.97,76.96
78.60,78.61,79.67,77.92
79.80,80.45,80.69,79.16
80.04,79.86,80.71,79.73
80.14,81.07,81.30,79.91
80.64,80.62,81.88,80.37
80.90,82.28,82.41,79.90
83.47,84.23,84.54,80.97
83.90,83.40,84.06,82.70
82.51,82.91,83.44,81.36
83.54,83.32,83.80,81.58
82.93,83.98,84.82,82.93
83.61,84.22,84.79,83.07
82.93,84.28,84.67,82.08
83.52,84.69,85.09,83.39
85.00,84.95,86.01,84.65
82.99,82.28,84.55,82.06
83.93,85.95,86.09,82.89
87.25,86.90,87.93,85.99
87.78,88.29,88.51,87.56
88.25,89.13,89.19,88.08
88.71,89.75,89.96,88.10
90.48,90.69,91.17,90.12
90.50,89.59,90.91,89.16
88.98,89.60,89.88,88.28
89.60,91.52,91.57,89.60
92.34,91.33,92.34,91.04
91.20,90.10,91.70,90.07
90.75,92.73,92.80,90.73
92.73,92.97,92.98,91.73
93.13,93.41,93.60,92.60
93.63,93.53,93.98,93.03
93.04,94.05,94.06,93.04
93.21,91.04,93.33,90.87
91.72,92.65,92.87,91.71
92.95,92.95,94.00,91.72
94.02,95.65,95.95,93.45
95.17,94.65,95.40,94.25
93.98,95.11,95.47,93.92
94.69,95.07,96.04,94.69
95.04,96.06,96.47,94.31
95.95,96.36,97.40,95.81
96.35,95.78,96.63,95.78
95.07,95.50,96.32,94.69
95.15,95.01,96.54,94.92
94.32,94.31,94.50,93.57
94.46,95.99,96.17,94.07
95.51,95.86,96.13,95.18
96.37,96.36,96.69,95.75
96.36,96.25,96.76,95.63
95.56,96.77,97.03,95.47
96.55,95.01,97.11,94.82
94.15,94.47,95.37,93.83
94.29,94.59,94.68,93.59
93.82,93.08,94.43,92.34
93.74,93.73,94.28,93.11
93.84,93.56,94.78,93.01
93.80,95.10,95.24,93.56
95.81,96.22,96.31,95.11
96.19,96.27,97.09,95.76
96.38,97.34,97.46,95.72
96.85,96.99,97.32,96.68
97.24,97.47,97.90,97.06
97.90,97.83,98.22,97.22
97.88,96.05,98.27,96.04
96.49,97.08,97.78,96.07
96.81,97.06,97.06,95.94
97.15,96.81,97.84,96.53
96.74,96.96,97.96,96.58
96.40,95.75,96.85,95.42
91.58,95.22,95.64,90.17
95.45,94.56,96.30,94.40
93.72,94.59,94.81,93.31
93.76,94.86,94.92,93.46
95.33,95.40,96.10,94.90
94.64,94.73,95.34,94.28
94.61,94.54,95.16,94.21
94.79,95.73,96.04,94.57
95.55,94.99,96.34,94.91
95.42,95.63,95.93,94.51
95.58,95.87,96.66,95.31
95.72,95.76,96.28,95.61
95.74,95.17,95.94,94.48
95.06,96.49,97.00,95.00
95.78,95.32,96.29,94.43
95.80,96.44,96.93,95.76
96.22,95.95,96.30,95.44
96.33,97.74,97.86,96.18
98.00,98.18,98.70,97.85
98.24,97.51,98.25,97.42
97.44,98.68,98.83,97.44
98.71,99.14,99.31,98.37
98.28,99.27,99.27,97.87
99.18,99.29,99.83,98.61
98.70,97.83,98.70,96.93
97.84,98.65,99.03,97.60
98.76,98.37,98.84,98.10
98.41,98.74,99.10,98.37
98.33,98.19,98.59,97.64
97.48,96.58,97.61,96.38
96.04,95.10,96.56,95.07
94.86,93.97,95.08,93.77
94.37,93.57,94.78,93.51
92.88,94.21,94.41,92.65
93.88,94.62,94.87,93.64
96.36,95.07,96.68,94.89
95.35,95.72,96.20,95.07
95.70,95.59,96.40,95.48
96.84,97.58,97.63,96.48
93.06,92.49,94.71,92.42
91.33,90.26,91.87,90.26
91.56,92.36,92.42,91.25
93.34,94.34,94.38,92.60
94.48,96.99,97.00,94.33
96.90,96.16,97.55,95.80
95.49,93.44,95.49,93.19
93.10,93.82,94.02,92.21
93.82,93.64,94.95,93.06
94.79,94.79,95.15,94.45
95.21,94.88,95.67,94.70
95.63,95.71,96.48,95.60
95.74,95.62,96.05,95.01
97.11,96.85,97.57,96.67
97.75,97.32,98.24,96.57
97.41,97.64,97.84,97.31
97.13,96.61,97.23,95.52
96.64,96.39,97.27,96.23
96.52,95.85,96.53,95.50
95.89,96.45,96.51,95.71
96.53,96.21,96.60,95.97
95.94,95.94,96.89,95.34
95.80,95.85,96.38,95.72
95.45,95.72,96.49,95.45
94.33,99.25,99.85,94.33
99.41,98.07,99.78,97.98
98.31,98.77,99.20,96.56
98.91,99.63,99.63,98.60
99.73,99.68,99.93,99.31
99.93,100.82,100.93,99.01
101.06,101.38,101.60,100.74
101.37,101.86,101.89,100.48
101.99,101.48,102.04,101.20
102.04,101.30,102.04,101.15
100.74,100.94,101.72,100.41
101.43,101.38,101.45,100.86
101.12,101.35,101.66,100.52
101.49,101.20,101.58,100.87
101.48,101.81,101.83,101.10
101.34,101.72,102.01,100.66
101.41,102.20,102.28,101.08
102.87,103.30,103.60,102.06
103.51,103.49,103.62,102.82
103.65,105.04,105.13,103.41
105.15,104.61,105.62,104.15
104.82,105.84,106.50,104.61
106.01,106.94,107.03,105.90
106.73,107.32,107.61,106.43
107.35,106.90,107.92,106.52
107.14,108.22,108.34,106.92
108.46,109.66,109.67,107.64
109.44,110.08,110.89,109.05
109.61,109.20,109.84,108.60
108.68,107.53,109.19,107.53
106.19,108.22,108.53,105.86
106.92,106.55,107.30,106.04
106.61,106.44,107.60,105.97
106.29,107.32,107.64,106.08
106.80,106.10,106.86,105.57
106.22,106.50,107.51,106.14
106.97,107.46,107.84,106.95
107.71,108.72,108.85,107.41
109.14,109.32,109.55,108.73
108.85,107.80,109.71,107.78
106.77,107.33,107.90,106.70
106.91,107.80,108.30,106.88
108.44,108.97,109.10,107.80
108.94,107.09,108.94,106.76
107.52,107.94,108.22,106.98
107.85,107.31,107.99,106.99
106.12,107.00,107.35,106.12
107.73,107.66,108.75,107.51
108.40,107.52,108.40,107.14
107.75,108.22,108.59,107.28
108.22,109.65,109.71,108.22
109.48,110.04,110.46,108.89
110.37,110.59,111.08,109.73
109.78,108.64,110.48,107.64
109.83,109.85,110.49,109.23
109.85,109.65,110.41,109.58
111.01,110.03,111.40,109.99
109.16,109.64,109.90,108.91
109.81,108.68,110.34,108.44
108.03,107.77,108.03,106.68
109.11,108.17,109.11,107.57
108.18,107.98,108.41,107.40
107.47,108.02,108.58,107.38
108.91,109.06,109.86,107.65
109.32,108.24,109.73,107.74
108.05,107.86,109.25,107.83
108.09,108.40,108.50,107.12
108.15,108.58,109.28,108.15
108.97,108.94,109.63,108.61
108.43,108.73,109.58,108.38
110.54,110.21,110.74,109.68
109.72,110.47,111.00,109.65
112.20,111.81,113.66,110.37
113.00,115.56,115.83,112.74
115.17,116.17,116.52,114.78
116.86,117.97,118.46,116.57
117.76,120.17,120.44,117.70
119.80,120.30,120.57,119.07
120.22,121.00,121.50,120.22
120.80,121.22,121.53,120.59
122.02,121.93,122.34,120.45
122.27,121.64,122.63,120.31
121.77,121.91,122.42,121.14
122.91,122.53,122.97,122.14
121.83,121.56,122.37,121.27
121.79,121.92,122.73,121.16
122.71,122.05,122.71,120.81
123.15,123.12,123.53,122.51
123.15,122.61,123.48,122.22
123.21,122.64,123.89,121.97
123.03,124.85,124.90,122.85
