AGZ,iShares  Agency Bond ETF,NASDAQ
110.42,110.32,110.70,110.30
110.69,110.47,110.70,110.40
110.70,110.69,110.86,110.60
110.68,110.70,110.84,110.67
110.81,111.31,111.45,110.77
110.98,111.03,111.33,110.92
111.01,111.05,111.36,111.01
110.86,110.28,110.86,110.28
110.34,110.48,110.70,110.34
110.52,110.53,110.77,110.52
110.60,110.42,110.78,110.41
110.44,110.83,111.07,110.44
110.90,110.85,111.12,110.83
110.82,110.92,110.98,110.81
111.10,111.04,111.17,110.97
111.26,111.22,111.32,111.17
111.26,111.13,111.40,111.13
111.27,111.28,111.41,111.25
111.28,111.35,111.46,111.28
111.50,111.29,111.54,111.18
111.58,111.05,111.58,111.05
110.80,111.02,111.05,110.78
111.29,111.18,111.35,111.11
111.42,111.11,111.42,110.83
111.28,111.31,111.32,111.00
110.77,111.23,111.31,110.77
110.76,110.92,111.10,110.76
110.87,111.08,111.16,110.79
111.11,111.00,111.11,110.98
110.99,111.05,111.15,110.97
111.13,111.09,111.13,111.04
111.24,111.19,111.29,111.10
111.15,111.23,111.26,111.09
111.28,111.21,111.28,111.13
111.27,110.95,111.27,110.91
110.85,110.80,110.95,110.74
110.94,110.62,110.94,110.51
110.67,110.54,110.67,110.39
110.20,110.33,110.72,110.20
110.40,110.45,110.63,110.40
110.40,110.29,110.60,110.17
110.17,110.20,110.29,110.13
110.15,110.30,110.51,110.09
110.50,110.53,110.61,110.39
110.75,110.71,110.80,110.61
110.67,110.62,110.71,110.56
110.41,110.60,110.71,110.20
110.82,110.68,110.82,110.55
110.40,110.31,110.58,110.23
110.27,110.15,110.30,110.14
109.92,109.73,109.96,109.73
110.17,109.99,110.17,108.47
110.24,110.12,110.24,110.09
110.02,109.90,110.13,109.90
110.19,110.05,110.20,109.98
110.07,110.12,110.25,110.07
110.21,110.04,110.21,109.99
110.28,110.21,110.38,110.21
110.12,110.16,110.23,110.12
110.47,110.65,110.75,109.90
111.01,110.84,111.04,110.74
110.02,110.75,110.85,110.02
110.86,110.94,110.94,110.82
110.90,111.05,111.06,110.90
111.04,111.09,111.13,110.98
111.15,111.10,111.23,111.09
111.11,111.11,111.22,111.09
111.21,111.24,111.24,111.04
110.89,110.93,111.02,110.65
110.91,111.10,111.11,110.91
110.92,111.15,111.17,110.92
111.07,111.12,111.13,110.95
111.08,111.18,111.18,111.06
111.30,110.95,111.40,110.95
110.88,111.01,111.10,110.88
111.47,110.97,111.47,110.83
111.16,111.00,111.49,110.92
112.97,111.64,112.97,110.36
110.84,111.23,112.29,110.84
112.18,110.89,112.18,110.69
111.20,111.16,111.53,111.10
111.62,111.43,111.63,111.21
111.50,111.21,111.50,111.16
111.50,111.40,111.76,111.28
111.70,111.82,111.98,111.53
111.83,111.86,112.15,111.64
112.58,111.86,112.59,111.77
112.00,111.58,112.20,111.55
111.94,111.98,112.00,111.54
113.00,111.85,113.00,111.69
114.44,111.75,114.44,111.69
111.80,111.68,111.80,111.48
111.74,111.71,111.74,111.57
111.62,111.51,111.69,111.33
111.71,111.74,113.56,111.29
111.60,111.81,112.52,111.58
111.29,111.14,111.67,111.12
109.94,111.11,113.08,109.94
111.00,111.05,111.29,111.00
111.11,111.51,111.62,111.08
111.24,111.66,111.69,111.24
111.50,111.72,111.74,111.45
111.85,111.60,111.94,111.55
111.95,111.87,111.99,111.58
111.76,111.54,111.96,111.52
111.65,111.38,111.71,111.38
111.46,111.44,111.79,111.43
111.51,111.58,111.91,111.51
111.77,111.54,111.77,111.53
111.54,111.56,111.78,111.49
111.68,111.54,111.71,111.49
111.84,111.30,111.84,111.25
111.40,111.33,111.55,111.28
111.24,111.20,111.37,111.15
111.25,111.06,111.38,111.06
111.09,111.02,111.31,111.02
111.20,111.08,111.20,111.06
111.64,111.16,111.64,111.14
111.20,111.01,111.20,111.01
111.00,110.89,111.00,110.89
110.83,110.95,110.95,110.83
110.98,110.96,111.01,110.95
111.04,111.06,111.28,111.00
111.05,110.98,111.23,110.98
110.95,110.88,111.14,110.80
110.73,110.79,110.91,110.73
110.84,110.74,110.93,110.73
110.70,110.63,110.73,110.59
110.46,110.41,110.50,110.39
110.41,110.45,110.60,110.41
110.96,110.58,110.96,110.50
110.71,110.55,110.71,110.42
110.50,110.81,110.81,110.49
110.87,110.57,110.92,110.55
110.73,110.63,110.73,110.62
110.81,110.70,110.81,110.67
110.63,110.54,110.67,110.54
110.57,110.59,110.61,110.51
110.55,110.89,110.89,110.55
110.97,111.14,111.14,110.97
111.02,110.99,111.17,110.97
110.91,110.91,110.98,110.86
111.03,111.03,111.05,110.98
110.99,111.04,111.07,110.95
111.00,111.02,111.11,110.99
111.32,111.06,111.32,110.97
110.96,111.21,111.26,110.96
111.34,111.39,111.45,111.32
111.30,111.27,111.44,111.27
111.30,111.31,111.38,111.27
111.49,111.54,111.56,111.31
111.68,111.52,111.68,111.47
111.85,111.71,112.95,111.66
111.41,111.82,112.13,111.41
111.79,111.92,111.92,111.79
111.73,111.77,111.85,111.65
111.68,111.61,112.76,111.55
111.77,111.70,111.77,111.65
111.66,111.74,111.83,111.66
111.70,111.58,111.70,111.56
111.45,111.47,111.66,111.45
111.69,111.70,111.73,111.54
111.79,111.55,112.79,111.55
111.88,111.73,111.88,111.62
111.82,111.76,111.90,111.76
111.78,111.59,111.78,111.53
111.40,111.66,111.93,111.40
111.67,111.74,111.78,111.62
111.80,111.83,111.83,111.72
111.73,111.81,111.88,111.73
111.93,111.94,112.00,111.91
111.89,111.95,112.00,111.82
112.00,111.82,112.00,111.79
111.73,111.75,111.75,111.67
111.62,111.64,112.40,111.60
111.65,111.49,111.67,111.49
111.27,111.32,111.48,111.27
110.78,111.40,111.41,110.78
111.65,111.46,113.90,111.32
111.49,111.52,111.66,110.61
112.49,111.79,112.49,111.54
111.30,111.84,111.95,110.61
111.98,111.70,112.01,111.68
111.74,111.80,111.81,111.64
111.78,111.62,111.81,111.40
111.45,111.37,111.49,111.37
111.38,111.43,111.50,111.38
111.22,111.46,111.52,111.22
111.52,111.45,111.52,111.44
111.56,111.63,111.63,111.43
111.50,111.60,111.65,111.50
111.56,111.52,111.61,111.47
111.54,111.59,111.66,111.42
111.37,111.58,111.58,111.37
111.62,111.33,111.71,111.29
111.50,111.45,111.61,111.34
111.45,111.55,111.96,111.45
111.79,111.69,111.79,111.68
111.66,111.76,111.91,111.66
111.87,112.19,113.99,111.65
111.97,112.15,112.20,111.97
112.26,112.20,112.40,112.18
112.38,112.18,113.41,112.13
112.24,112.11,112.36,112.11
112.29,111.90,112.29,111.89
111.91,111.74,112.03,111.70
111.83,111.75,111.92,111.68
111.79,111.70,111.80,110.59
111.96,112.01,112.01,111.86
111.86,112.04,112.04,111.85
112.03,111.99,112.13,111.92
112.03,112.02,112.06,112.00
111.82,111.87,111.94,111.77
111.87,112.15,112.17,111.87
111.90,112.06,112.10,111.88
112.10,112.10,113.23,111.87
112.28,112.11,112.28,111.98
112.08,112.11,112.16,111.99
112.01,112.15,112.25,112.01
112.23,112.19,112.27,112.17
112.21,112.20,113.80,111.38
111.38,112.01,112.24,111.38
112.08,112.11,112.20,112.05
112.19,112.29,112.38,111.92
112.41,112.44,112.48,112.41
112.10,112.41,112.47,111.98
112.46,112.47,112.48,112.39
112.40,112.45,112.48,112.34
112.40,112.40,112.62,112.39
112.58,112.45,112.58,112.44
112.40,112.49,112.53,112.40
112.46,112.46,112.55,112.44
112.38,112.67,112.72,112.38
112.69,112.62,112.82,112.62
112.68,112.76,112.77,112.55
112.38,112.49,112.51,112.38
112.29,112.24,112.43,112.23
113.25,112.38,113.68,112.23
112.37,112.44,112.64,112.32
112.54,112.27,112.54,112.27
112.35,112.33,112.36,112.21
112.36,112.16,112.43,111.56
112.30,112.25,112.30,112.21
112.31,112.38,112.39,112.11
112.24,112.32,112.36,112.18
112.35,112.28,112.35,112.24
112.23,112.08,112.31,112.05
111.97,112.31,112.31,111.97
112.45,112.37,112.48,112.26
112.26,112.32,112.32,112.22
112.42,112.25,112.49,112.25
112.36,112.38,112.54,112.28
112.47,112.49,112.57,112.44
112.50,112.63,112.79,112.50
112.66,112.64,113.04,112.56
112.65,112.67,112.93,112.58
112.59,112.47,112.59,112.41
112.36,112.30,112.51,112.30
112.25,112.12,112.28,112.01
112.13,112.17,112.22,112.05
112.25,112.30,112.38,112.23
112.29,112.25,112.40,112.24
112.56,112.34,112.57,112.34
112.66,112.45,112.66,112.43
112.32,112.35,112.43,112.32
112.32,112.33,112.43,112.32
112.42,112.41,112.45,112.29
112.49,112.54,112.56,112.08
112.35,112.50,113.03,112.35
112.44,112.52,112.61,112.44
112.40,112.44,112.55,112.40
112.54,112.50,112.54,112.49
112.75,112.02,112.75,112.02
112.50,112.60,112.60,112.39
112.44,112.38,112.75,112.20
112.62,112.47,112.62,112.39
112.40,112.36,112.53,112.01
112.23,112.25,112.31,112.22
112.20,112.14,112.34,112.04
112.36,112.42,112.57,112.34
112.40,112.45,112.73,112.27
112.78,112.56,112.78,112.42
112.57,112.61,112.72,112.44
112.65,112.24,112.73,112.24
112.52,112.54,112.72,112.44
112.60,112.76,112.79,112.56
112.65,112.65,112.65,112.57
112.67,112.62,112.72,112.55
112.75,112.86,112.97,112.65
112.26,112.79,113.11,112.26
112.69,112.85,113.11,112.63
112.60,112.80,113.08,112.60
112.81,112.59,113.13,112.59
112.59,112.72,113.12,112.47
112.79,112.77,112.85,112.62
113.24,112.75,113.24,112.37
112.61,112.73,113.26,112.50
112.88,112.80,113.01,112.71
112.75,112.23,113.14,112.23
113.16,112.46,113.16,112.39
112.61,112.53,112.69,112.43
112.60,112.44,112.60,112.36
112.75,112.49,112.75,112.48
112.72,112.59,112.78,112.49
112.40,112.41,112.62,112.21
112.40,112.27,112.49,112.27
112.25,112.24,112.35,112.24
112.33,112.36,112.58,112.11
112.44,112.26,112.46,112.12
112.19,112.32,112.42,112.19
112.18,112.22,112.35,112.18
112.16,112.11,112.22,111.96
112.02,111.95,112.33,111.79
112.24,112.29,112.41,111.87
112.05,112.39,112.54,112.05
112.58,112.18,112.58,112.12
112.28,112.26,112.39,112.15
112.53,112.22,112.53,112.05
112.23,112.44,112.52,112.16
112.30,112.29,112.58,112.19
112.34,112.46,112.70,112.24
112.45,112.42,112.90,112.40
112.32,112.46,112.58,112.29
112.37,112.50,112.63,112.22
112.59,112.49,112.67,112.34
112.41,112.87,112.87,112.41
112.84,112.58,113.19,112.58
113.01,113.06,113.19,112.91
112.98,113.11,113.42,112.83
113.13,113.29,113.52,113.02
113.61,113.49,114.17,113.33
112.54,113.47,113.90,112.54
113.16,113.22,113.56,113.04
113.34,113.20,113.49,113.20
113.06,113.15,113.44,113.06
113.19,113.22,113.37,112.95
113.08,112.96,113.39,112.84
113.31,113.18,113.47,113.03
113.28,113.30,113.43,112.92
113.22,113.30,113.34,112.93
113.24,113.13,113.26,112.87
113.14,112.99,113.17,112.72
113.24,112.95,113.46,112.78
112.89,112.92,112.92,112.42
112.72,112.63,112.94,112.63
113.13,112.90,113.13,112.50
112.47,112.92,112.94,112.47
112.80,112.92,113.10,112.66
113.02,112.82,113.07,112.59
112.52,112.81,112.96,112.51
112.75,112.78,113.14,112.75
112.81,112.75,113.00,112.46
112.75,112.85,112.97,112.66
112.66,112.78,112.90,112.66
113.04,112.79,113.07,112.77
112.86,112.81,112.98,112.67
113.00,112.88,113.15,112.78
113.09,113.04,113.17,112.85
113.16,113.06,113.22,112.89
112.91,113.37,113.37,112.91
113.00,113.25,113.46,113.00
113.60,113.40,113.60,113.39
113.10,113.11,113.47,113.05
113.10,112.99,113.27,112.95
112.90,112.95,113.06,112.86
113.01,113.06,113.25,112.82
112.85,112.32,113.09,112.32
112.90,112.73,112.90,112.46
112.99,112.75,112.99,112.61
112.95,113.15,113.24,112.85
113.20,113.10,113.32,112.91
113.38,113.31,113.63,113.21
113.33,113.20,113.62,113.14
113.73,113.39,113.73,113.10
113.09,113.31,113.80,112.85
113.26,113.25,113.39,113.05
112.95,113.25,113.35,112.95
114.95,113.25,114.95,113.20
113.32,113.08,113.41,112.96
112.57,113.13,113.38,112.57
112.80,113.09,113.34,112.80
113.07,113.10,113.49,112.88
113.39,113.22,113.41,113.01
113.33,113.10,113.45,112.71
113.12,113.42,113.51,112.92
113.65,113.46,113.69,113.10
113.81,113.85,114.06,113.38
113.90,113.92,114.20,113.76
113.90,114.25,114.54,113.43
114.00,114.16,114.52,113.62
114.03,114.39,114.54,113.90
114.63,114.41,114.63,114.00
114.47,114.50,115.14,114.10
114.42,114.83,114.91,114.40
114.50,114.93,114.94,114.34
114.77,114.50,114.84,114.16
114.66,114.58,114.88,114.37
114.15,114.52,114.72,114.11
114.45,115.30,115.40,114.38
114.39,114.30,115.40,114.06
114.44,114.45,114.78,114.30
114.74,114.52,114.74,114.16
114.26,114.68,114.86,114.25
115.08,115.16,115.50,114.72
114.99,114.95,115.31,114.80
114.41,114.73,114.91,114.39
114.67,114.70,114.99,114.53
114.78,114.52,114.78,114.46
114.18,114.50,114.50,114.17
114.39,114.20,114.40,114.16
114.00,114.43,114.55,113.72
114.03,114.13,114.50,113.84
113.99,114.20,114.81,113.89
114.03,114.28,114.62,113.81
115.85,113.77,115.85,113.66
113.85,113.50,114.01,113.45
114.01,113.76,115.29,113.65
113.91,114.30,114.40,113.35
113.76,113.99,114.42,113.65
114.06,114.37,114.63,113.91
114.41,114.22,114.54,113.87
114.41,114.19,114.62,114.07
114.22,114.49,114.64,113.89
113.90,113.95,114.45,113.31
113.79,113.39,114.14,113.34
113.30,113.68,113.75,113.30
113.72,113.40,113.77,113.22
113.31,113.10,113.43,112.92
112.82,113.27,113.34,112.82
113.55,113.49,113.55,113.30
113.30,113.49,113.63,113.30
113.97,113.70,113.97,113.56
113.48,113.68,113.92,113.48
113.76,113.60,113.89,113.57
113.71,113.74,113.95,113.64
113.86,114.30,114.30,113.67
114.00,114.09,114.39,113.92
113.86,113.93,114.30,113.86
114.28,114.06,114.28,113.90
114.30,114.21,114.42,114.00
114.32,114.36,114.46,114.14
114.29,114.06,114.32,114.00
114.10,114.28,114.31,114.08
114.06,114.25,114.45,114.06
114.27,114.18,114.52,114.12
114.51,114.44,114.56,114.16
114.30,114.34,114.54,114.14
114.46,114.51,114.64,114.34
114.46,114.18,114.52,114.08
114.24,114.08,114.53,114.00
114.10,113.95,114.20,113.87
114.28,114.17,114.30,113.84
114.11,114.02,114.24,113.86
114.11,114.16,114.52,114.11
114.28,114.32,114.48,114.17
114.46,114.27,114.47,114.23
114.32,114.53,114.65,114.32
114.58,114.31,114.58,114.25
114.47,114.15,114.47,114.07
114.21,114.13,114.28,113.99
114.08,114.18,114.20,113.97
114.35,114.30,114.51,114.15
114.03,114.11,114.39,114.03
114.11,113.94,114.20,113.85
113.95,113.88,113.96,113.64
113.63,113.81,113.88,113.60
113.50,113.44,113.64,113.39
113.39,113.40,113.59,113.39
113.38,113.21,113.40,113.12
113.11,113.05,113.22,113.03
113.22,113.17,113.26,113.02
113.43,113.32,113.50,113.21
113.34,113.08,113.34,113.04
113.14,113.16,113.22,112.96
113.13,113.08,113.26,113.06
113.13,113.18,113.29,113.10
113.31,113.42,113.52,113.31
113.36,113.16,113.36,113.13
113.15,113.25,113.48,113.12
113.20,113.36,113.38,113.13
113.49,113.30,113.49,113.26
113.34,113.31,113.54,113.26
113.15,113.54,113.59,113.15
113.64,113.58,113.64,113.44
113.69,113.64,113.72,113.55
113.69,113.73,113.90,113.60
113.53,113.31,113.59,113.31
113.30,113.18,113.35,113.15
113.09,112.86,113.10,112.85
112.92,113.08,113.15,112.92
112.92,112.82,113.25,112.41
112.83,112.85,112.95,112.68
112.74,112.71,112.83,112.68
112.60,112.57,112.70,112.55
112.63,112.76,112.89,112.63
112.86,112.82,113.03,112.68
112.93,112.81,113.07,112.80
112.92,112.86,112.98,112.79
112.72,112.96,112.97,112.48
112.81,113.30,113.30,112.73
113.16,113.47,113.53,113.09
113.98,113.17,113.98,113.02
113.10,112.93,113.16,112.93
112.90,113.05,113.08,112.90
112.77,112.97,113.36,112.50
112.82,112.83,112.89,112.70
113.07,113.15,113.29,113.01
113.15,113.18,113.21,113.05
112.93,112.79,112.93,112.71
112.98,112.95,113.12,112.64
113.15,113.23,113.26,113.12
113.38,113.26,113.58,113.16
113.46,113.48,113.61,113.26
113.29,113.18,113.34,113.12
112.96,112.98,113.15,112.92
112.80,113.05,113.11,112.80
113.02,113.17,113.18,112.51
112.88,113.29,113.35,112.88
113.06,113.33,113.41,113.06
113.20,113.29,113.36,113.07
113.28,113.12,113.28,112.91
113.00,113.18,113.26,112.91
113.05,113.23,113.37,113.05
113.10,113.31,113.44,113.06
113.49,113.39,113.67,112.94
113.52,113.34,113.72,113.15
113.30,113.22,113.32,113.11
113.40,113.25,113.40,113.11
113.12,113.26,113.26,113.12
113.37,113.52,113.63,113.34
113.54,113.45,113.54,113.11
113.27,113.27,113.60,113.16
113.15,113.18,113.33,113.08
113.25,113.25,113.54,112.89
113.19,113.42,113.43,113.15
113.10,113.21,113.31,113.10
113.40,113.49,113.67,113.40
113.43,113.55,113.77,113.43
113.37,113.39,113.55,113.31
113.28,113.34,113.38,112.95
113.21,113.31,113.59,113.21
113.28,113.24,113.39,113.24
113.20,113.63,113.64,113.08
113.60,113.59,113.67,113.46
113.65,113.76,113.90,113.59
114.89,113.76,114.89,113.55
113.51,113.46,113.81,113.43
113.31,113.25,113.62,113.22
113.15,113.72,113.92,113.15
113.92,113.82,113.93,113.48
113.79,113.56,113.84,113.28
113.54,113.96,114.00,113.37
113.97,113.97,114.12,113.66
113.80,113.86,114.23,113.52
113.38,113.84,114.02,113.38
113.60,113.50,113.67,113.41
113.43,113.41,113.54,113.05
113.21,113.31,113.46,113.16
113.48,113.54,113.55,113.34
113.45,113.38,113.55,113.29
113.60,113.13,113.60,113.12
113.11,113.17,113.41,113.07
113.15,113.46,113.46,113.03
113.75,113.78,114.00,113.52
113.50,113.49,113.67,113.35
113.73,113.77,113.84,113.31
113.70,113.80,113.94,113.56
113.92,113.66,113.99,113.54
113.72,113.62,113.72,113.43
113.58,113.92,114.00,113.58
114.15,113.92,114.15,113.86
113.96,114.04,114.06,113.96
113.98,113.68,114.18,113.68
114.28,114.09,114.30,113.94
114.03,113.94,114.16,113.74
114.08,113.90,114.29,113.88
113.80,113.86,114.05,113.72
113.92,113.85,114.09,113.80
113.75,113.82,113.95,113.71
113.74,113.93,114.07,113.69
114.05,114.03,114.06,113.82
114.12,114.23,114.28,114.08
114.26,114.18,114.31,114.05
114.16,114.10,114.26,113.96
114.14,114.06,114.16,113.60
113.88,114.02,114.11,113.88
114.39,114.18,114.39,114.11
114.15,114.14,114.26,113.87
114.00,113.90,114.10,113.31
113.74,113.89,113.99,113.62
114.03,114.04,114.22,113.89
113.92,113.92,114.08,113.74
113.88,113.85,113.93,113.58
113.80,113.90,114.05,113.57
113.63,113.58,113.80,113.55
113.64,113.41,113.64,113.40
113.38,113.28,113.55,113.22
113.42,113.33,113.43,113.18
113.10,113.21,113.32,112.98
112.80,112.95,113.13,112.77
112.99,113.06,113.29,112.98
113.00,113.19,113.24,113.00
113.20,113.05,113.32,113.01
113.20,113.35,113.40,113.12
113.51,113.33,113.54,113.27
113.30,113.29,113.30,113.12
113.15,113.23,113.42,113.12
113.21,113.26,113.48,113.19
113.32,113.21,113.34,113.15
113.20,113.24,113.50,113.08
113.25,113.22,113.54,113.22
113.40,113.40,113.44,113.16
113.32,113.20,113.43,113.01
113.41,113.40,113.47,113.05
113.00,113.45,113.48,112.90
113.30,113.32,113.40,113.14
113.17,112.84,113.17,112.79
112.88,113.03,113.10,112.88
113.06,113.31,113.53,113.00
113.26,113.17,113.37,113.09
113.07,113.12,113.31,112.98
113.28,113.10,113.28,112.83
113.15,113.30,113.34,112.97
113.06,112.94,113.38,112.92
113.00,112.97,113.05,112.80
112.90,112.87,113.09,112.62
112.87,113.20,113.22,112.74
113.36,113.33,113.38,113.06
113.45,113.31,113.56,112.83
113.30,113.16,113.35,113.00
112.96,113.00,113.22,112.85
112.85,112.80,113.05,112.80
112.91,112.84,113.14,112.65
112.86,112.65,113.03,112.61
112.50,112.80,112.99,112.50
112.88,113.15,113.15,112.72
112.94,113.16,113.39,112.77
113.74,113.15,113.74,112.90
113.21,113.26,113.35,112.76
113.38,113.37,113.38,113.18
113.37,113.50,113.51,113.26
113.20,113.30,113.57,113.20
113.40,113.47,113.66,113.38
113.62,113.63,113.70,113.41
113.56,113.55,113.77,113.44
113.80,113.80,114.20,113.46
113.78,113.73,113.86,113.42
113.82,113.82,114.09,113.68
114.10,113.61,114.10,113.61
113.68,113.59,113.71,113.40
113.77,113.64,113.77,113.60
113.75,113.73,113.82,113.68
113.75,113.80,113.80,113.54
113.75,113.74,114.02,113.59
114.11,113.83,114.21,113.83
113.93,113.79,114.08,113.76
114.02,114.15,114.22,113.88
114.16,114.13,114.37,114.07
114.29,114.22,114.31,114.10
114.15,114.27,114.33,114.03
114.46,114.56,114.86,114.29
114.76,114.62,115.09,114.51
114.74,115.06,115.06,114.54
114.98,115.04,115.66,114.89
114.99,114.86,115.17,114.63
114.53,114.81,114.92,114.23
114.50,114.68,114.70,114.35
114.66,114.46,114.81,114.42
114.94,114.65,114.94,114.41
114.56,114.53,114.61,114.50
114.42,114.56,114.65,114.27
114.76,114.56,114.85,114.50
114.59,114.63,114.75,114.59
114.42,114.48,114.60,114.40
114.51,114.46,114.56,114.39
114.65,114.19,114.72,114.04
114.23,114.34,114.37,113.95
114.08,114.14,114.32,114.08
114.11,114.11,114.28,113.92
113.97,114.00,114.08,113.81
114.33,114.22,114.33,114.09
114.96,114.07,114.96,114.06
114.15,114.04,114.15,113.93
114.00,113.88,114.27,113.74
113.78,113.94,114.00,113.66
113.92,113.82,114.03,113.74
113.78,114.14,114.14,113.71
114.06,114.19,114.32,114.06
114.22,114.40,114.58,114.05
114.21,114.19,114.26,114.12
114.35,114.16,114.35,114.05
114.22,114.46,114.52,114.02
114.60,114.77,114.78,114.19
114.42,114.41,114.53,114.03
114.47,114.74,114.74,114.40
114.72,114.70,114.78,114.41
114.80,114.88,114.88,114.58
114.59,114.57,114.72,114.52
114.63,114.41,114.65,114.27
114.50,114.62,114.73,114.50
114.69,114.66,114.71,114.53
114.80,114.83,114.86,114.70
114.75,114.85,114.85,114.63
114.58,114.76,114.78,114.58
114.71,114.68,114.86,114.57
114.61,114.63,114.70,114.47
114.59,114.61,114.93,114.43
114.59,114.88,114.90,114.59
114.65,114.76,114.76,114.64
114.88,114.65,114.88,114.53
114.61,114.40,114.74,114.40
114.31,114.36,114.46,114.28
114.46,114.50,114.56,114.32
114.42,114.39,114.46,114.31
114.30,114.34,114.51,114.16
114.50,114.47,114.51,114.27
114.44,114.69,114.69,114.44
114.34,114.82,114.82,114.34
114.45,114.51,114.64,114.41
114.75,114.64,114.76,114.51
114.86,114.84,114.88,114.12
114.71,114.99,114.99,114.71
115.00,114.81,115.00,114.78
114.90,114.94,115.00,114.76
114.94,114.99,115.01,114.83
114.99,115.11,115.25,114.53
114.94,114.90,115.14,114.82
115.50,115.05,115.50,114.77
115.35,114.93,115.35,114.93
115.56,114.88,115.56,114.84
114.66,114.54,114.79,114.42
114.58,114.58,114.67,114.50
114.52,114.70,114.76,114.51
114.25,114.61,114.76,114.25
114.51,114.54,114.78,114.46
114.61,114.57,114.77,114.57
114.56,114.80,114.83,114.46
114.61,114.43,114.79,114.43
114.54,114.70,114.87,114.45
114.77,114.48,114.77,114.45
114.50,114.67,114.77,114.50
115.03,115.02,115.16,114.74
115.01,115.03,115.19,114.83
115.27,115.12,115.27,115.11
115.05,114.96,115.24,114.87
115.15,115.11,115.24,114.77
115.16,115.31,115.36,115.05
115.27,115.38,115.47,115.22
115.54,115.37,115.54,115.34
115.42,115.53,115.68,115.25
115.49,115.54,115.96,115.34
115.43,115.48,115.62,115.35
115.38,115.17,115.42,115.08
115.26,115.14,115.32,115.10
115.19,115.23,115.46,115.04
115.00,115.01,115.22,114.96
115.71,115.62,115.89,115.41
115.20,115.73,116.10,115.20
116.38,115.78,116.38,115.64
116.08,115.84,116.08,115.49
115.49,115.88,115.88,115.49
115.89,115.96,115.96,115.68
115.90,115.98,116.08,115.90
115.76,116.10,116.11,115.74
116.61,116.04,116.61,115.64
115.98,115.79,116.27,115.70
115.84,115.72,115.87,115.58
117.44,115.49,117.44,115.32
115.81,115.69,115.87,115.46
115.28,115.48,115.79,114.98
115.48,115.41,117.40,114.18
115.55,115.53,115.65,115.31
115.40,115.55,115.67,115.34
115.99,115.49,115.99,115.31
115.59,115.59,115.64,115.40
115.38,115.66,115.73,115.38
115.49,115.54,115.65,115.37
115.67,115.45,115.72,115.39
115.97,115.59,115.97,115.41
115.55,115.62,115.81,115.44
115.86,115.95,116.24,115.70
115.57,115.70,115.78,115.53
115.82,115.75,115.82,115.53
115.52,115.62,115.65,115.50
115.69,115.62,115.96,114.97
115.52,115.46,115.61,115.31
115.74,115.27,115.74,115.24
115.79,115.67,115.79,115.47
115.77,115.65,115.78,115.46
115.77,115.38,116.05,115.32
115.97,115.72,115.97,115.54
115.65,115.67,115.69,115.49
115.63,115.54,115.71,115.52
115.61,115.60,115.73,115.60
115.69,115.67,115.81,115.50
115.46,115.50,115.65,115.34
115.71,115.63,115.71,115.57
115.86,115.64,115.86,115.57
115.70,115.61,115.91,115.55
115.66,115.65,115.73,115.60
115.61,115.44,115.90,115.41
115.61,115.68,115.70,115.51
115.36,115.57,115.71,115.36
115.68,115.67,115.76,115.49
115.55,115.51,115.64,115.49
115.69,115.53,115.69,115.31
115.19,115.66,115.84,115.19
115.51,115.59,115.82,115.51
115.67,115.49,115.78,115.45
115.52,115.36,115.52,115.19
115.34,115.26,115.35,115.15
115.16,115.01,115.31,114.98
115.27,115.18,115.34,114.81
115.03,115.11,115.24,114.95
115.30,115.12,115.31,115.09
115.12,115.09,115.21,115.06
115.01,115.11,115.44,115.01
115.15,115.25,115.49,115.05
115.33,115.42,115.58,115.33
115.49,115.46,115.54,115.25
115.51,115.58,115.66,115.46
115.60,115.52,115.62,115.50
115.73,115.67,115.79,115.54
115.74,115.76,115.85,115.66
115.77,115.60,115.77,115.50
115.61,115.49,115.61,115.44
115.45,115.26,115.51,115.17
115.28,115.10,115.28,115.10
115.06,114.84,115.25,114.84
115.14,115.11,115.18,114.96
115.01,114.88,115.17,114.79
114.95,114.97,115.11,114.87
114.86,114.93,114.99,114.85
114.98,114.97,115.30,114.89
114.82,115.01,115.15,114.82
115.09,115.01,115.17,114.97
114.83,115.18,115.26,114.75
114.99,115.13,115.21,114.97
115.18,115.11,115.51,115.03
115.24,115.12,115.25,114.81
115.17,115.11,115.17,115.02
115.20,115.14,115.20,114.63
115.08,115.06,115.08,115.00
115.01,114.78,115.01,114.65
114.91,114.98,115.03,114.75
114.89,115.07,115.15,114.75
114.76,114.91,115.19,114.66
115.25,115.11,115.32,114.95
114.96,115.03,115.15,114.94
115.15,115.23,115.28,115.15
115.00,115.17,115.17,114.79
115.17,114.91,115.18,114.75
114.74,114.12,114.79,114.11
114.62,114.05,114.62,113.79
113.20,113.79,113.95,113.20
113.59,113.66,113.91,113.24
113.63,113.70,113.94,113.42
113.39,113.56,113.77,113.39
113.44,113.41,113.63,113.28
113.44,113.25,113.54,113.12
113.40,113.40,113.51,113.23
113.21,113.33,113.54,113.10
113.20,113.19,113.30,112.98
113.33,113.05,113.36,113.02
113.02,113.33,113.42,113.01
112.94,113.27,113.47,112.94
113.10,112.92,113.33,112.86
112.53,112.57,112.70,112.26
113.07,112.88,113.15,110.31
111.99,112.36,112.62,110.44
112.46,112.69,113.14,112.15
112.58,112.83,113.07,112.58
112.68,112.93,113.16,112.56
