ULBI,Ultralife Corporation - Common Stock,NASDAQ
4.75,4.70,4.85,4.70
4.80,4.80,4.95,4.75
4.80,4.80,4.90,4.80
4.80,4.75,4.84,4.70
4.80,4.80,4.85,4.80
4.80,4.85,4.86,4.80
4.88,4.85,4.95,4.85
4.90,4.95,4.95,4.90
4.90,4.95,4.95,4.90
4.90,4.91,4.96,4.90
4.91,4.90,4.95,4.85
4.86,4.76,4.89,4.70
4.80,4.85,4.85,4.70
4.75,4.80,4.86,4.70
4.75,4.75,4.84,4.70
4.80,4.75,4.85,4.75
4.80,4.85,4.85,4.75
4.85,4.95,4.95,4.85
4.95,4.93,4.95,4.93
4.90,4.95,5.00,4.90
5.00,5.20,5.20,5.00
5.15,5.21,5.25,5.09
5.20,5.25,5.25,5.05
5.05,5.20,5.20,5.05
5.15,5.15,5.20,5.10
5.15,5.20,5.20,5.15
5.20,5.20,5.25,5.15
