TIP,iShares TIPS Bond ETF,NASDAQ
113.14,113.33,113.36,113.03
113.54,113.43,113.67,113.38
113.43,113.32,113.43,113.14
113.30,112.80,113.34,112.69
112.91,112.78,112.91,112.65
113.02,112.74,113.03,112.54
113.05,111.85,113.08,111.81
111.41,111.15,111.57,111.12
111.28,111.09,111.37,110.90
111.43,111.55,111.58,111.30
111.39,111.66,111.79,111.33
112.05,111.94,112.06,111.84
111.85,112.29,112.31,111.80
112.34,112.42,112.57,112.34
112.25,112.37,112.45,112.20
112.49,112.66,112.74,112.39
112.79,112.80,112.87,112.62
112.76,113.17,113.20,112.75
112.96,113.28,113.40,112.94
113.23,113.53,113.55,113.19
113.52,113.92,113.92,113.37
113.58,113.45,113.70,113.42
113.71,113.63,113.73,113.50
113.47,113.72,113.82,113.47
114.07,114.08,114.50,113.86
114.51,114.18,114.62,114.13
113.99,113.98,114.11,113.66
