DUG,ProShares UltraShort Oil & Gas,NASDAQ
67.13,66.95,68.05,66.54
65.99,65.95,67.11,65.65
65.15,65.71,65.74,64.61
66.18,66.18,66.60,65.21
66.19,65.18,66.19,64.10
64.96,64.86,65.50,63.87
65.05,64.80,65.90,64.67
63.97,63.32,65.05,63.25
62.75,62.44,63.09,61.80
61.61,61.09,62.01,61.00
60.88,61.75,62.05,60.82
60.51,60.63,61.44,60.21
61.05,60.24,61.09,60.21
60.30,60.30,60.55,60.12
60.24,60.99,61.73,60.05
60.84,60.47,60.84,60.09
60.05,59.23,60.06,58.91
58.81,57.62,58.97,57.58
58.00,57.84,58.00,57.41
57.91,57.63,57.91,57.30
57.72,58.86,59.44,57.56
59.25,58.32,59.32,58.18
58.76,58.70,59.52,58.65
58.98,59.66,60.05,58.98
59.47,59.84,60.44,59.39
59.53,59.32,59.58,58.56
58.90,57.86,58.90,57.78
58.15,58.40,59.03,58.15
58.70,58.64,59.20,58.61
58.88,59.35,59.66,58.45
59.86,59.84,60.23,59.40
59.40,59.18,60.20,58.95
59.34,59.57,60.11,58.92
60.09,60.15,60.42,59.66
60.10,59.87,60.60,59.64
60.02,60.39,60.50,59.79
61.00,61.04,61.51,60.62
61.20,61.56,61.95,60.99
61.87,63.41,63.49,61.72
63.26,62.75,63.55,62.02
63.02,63.45,63.64,62.39
63.10,61.75,63.15,60.85
61.33,60.76,62.06,60.63
60.62,61.05,61.25,60.06
62.11,61.81,62.11,60.86
61.42,59.70,61.42,59.24
59.93,60.87,61.07,59.86
60.53,61.06,61.36,60.41
59.90,60.36,60.92,59.59
60.55,59.60,60.66,59.27
59.45,59.22,59.45,58.69
58.63,59.09,59.97,58.31
58.76,57.84,58.87,57.68
57.74,57.77,58.67,57.70
57.90,56.84,58.17,56.84
57.00,57.43,57.57,56.78
57.29,57.46,57.62,56.99
56.80,57.44,57.56,56.50
57.32,56.80,57.35,56.51
56.70,55.52,57.22,55.16
55.48,55.76,55.97,55.13
55.51,56.58,56.82,55.45
57.05,57.14,57.46,56.78
57.29,57.01,57.52,56.24
56.96,56.95,57.02,56.43
56.85,56.79,57.35,56.57
57.39,57.19,57.63,57.03
58.38,58.01,58.80,57.61
58.50,57.15,58.50,56.95
57.76,56.55,58.34,56.55
57.33,57.83,58.44,57.21
57.50,56.88,58.09,56.52
57.91,57.71,58.05,56.98
57.75,58.99,58.99,57.47
58.82,59.39,60.15,58.82
58.51,57.30,58.66,57.29
57.71,56.05,57.87,55.82
56.89,55.35,56.92,55.25
55.48,55.75,56.12,55.01
55.00,54.24,55.01,53.95
54.38,53.99,54.56,53.91
53.20,52.88,53.62,52.83
52.73,53.27,53.39,52.45
52.87,52.64,53.12,52.07
53.48,54.12,54.56,53.44
54.15,53.48,54.58,53.30
53.18,53.00,53.63,52.69
53.04,52.95,53.40,52.80
52.61,52.18,52.68,52.18
51.94,52.81,53.47,51.70
52.79,53.03,53.37,52.08
53.11,53.41,54.61,53.02
53.08,51.98,53.09,51.89
52.33,52.76,52.78,52.10
52.06,52.31,52.55,51.54
52.03,53.76,54.07,51.93
53.82,52.10,53.82,52.10
52.11,51.83,52.30,51.66
52.19,52.80,53.15,51.95
53.18,52.04,53.34,52.02
52.00,51.27,52.08,51.23
51.01,50.60,51.40,50.60
50.12,51.41,51.74,50.12
51.46,51.40,52.15,51.00
51.03,51.71,52.01,50.68
51.52,50.73,51.52,50.60
50.40,50.23,51.24,50.21
50.20,51.14,51.50,50.20
51.31,51.37,51.81,50.75
51.60,52.19,52.63,51.25
51.93,52.39,52.45,51.46
52.19,52.23,52.85,51.59
52.51,51.97,52.63,51.69
52.18,52.32,53.06,51.83
52.72,52.66,52.89,52.27
51.73,52.30,52.68,51.66
52.00,52.27,52.57,51.84
52.48,52.58,52.70,51.99
52.56,54.10,54.29,52.56
54.07,53.58,54.18,53.16
54.11,54.03,54.30,53.78
53.44,52.89,53.57,52.60
52.87,53.51,53.88,52.87
53.19,51.78,54.20,51.72
52.13,51.66,52.35,51.58
51.53,51.32,51.61,51.07
50.92,51.30,51.37,50.63
51.27,50.70,51.27,50.57
50.50,49.87,50.50,49.75
49.72,49.33,49.85,49.25
49.25,50.11,50.15,49.18
49.70,49.21,50.05,49.11
49.75,50.59,50.92,49.53
50.56,50.81,51.07,50.10
50.61,50.87,51.32,50.42
50.56,50.06,50.91,49.97
50.37,50.63,51.05,50.28
50.65,51.03,51.79,50.52
50.97,50.79,51.58,50.79
51.10,52.83,52.95,51.08
52.45,51.56,52.45,51.48
51.31,51.85,51.94,51.31
51.97,51.71,52.46,51.69
51.54,51.81,52.02,50.90
51.36,51.23,51.97,50.94
50.87,50.81,51.32,50.58
51.21,51.97,52.45,51.21
52.54,54.13,54.16,52.54
54.10,54.58,55.27,53.88
54.25,53.73,54.52,53.58
54.67,54.33,55.20,53.67
54.13,54.19,54.77,53.65
55.31,55.64,56.08,54.74
55.64,57.66,57.89,55.31
57.15,56.81,57.49,56.42
56.78,57.73,57.95,56.78
57.35,56.03,57.41,55.77
55.20,54.83,55.95,54.67
55.24,55.47,55.82,55.21
55.49,53.87,55.49,53.53
53.45,53.86,54.04,53.23
54.63,53.33,54.72,53.05
53.07,51.83,53.20,51.63
51.52,51.38,51.87,51.23
51.49,51.43,51.51,50.36
51.40,50.66,51.48,50.44
50.48,51.30,51.32,50.48
50.93,49.65,50.93,48.84
49.75,49.69,50.42,49.52
49.73,50.27,50.62,49.60
50.25,50.25,50.90,50.05
50.00,49.69,50.13,49.26
50.18,50.25,50.64,49.21
49.26,49.20,49.69,48.85
49.44,50.16,50.42,49.44
50.12,49.58,50.17,49.48
49.19,49.21,49.65,49.06
49.45,49.04,49.92,49.03
49.10,50.26,50.55,48.93
50.91,50.23,51.02,49.94
50.18,51.21,51.51,50.07
51.24,50.96,51.44,50.74
50.68,50.33,50.69,50.05
50.03,49.47,50.29,49.19
49.74,50.19,50.76,49.37
50.67,49.72,50.84,49.62
49.24,49.45,49.45,48.67
49.62,49.58,49.77,48.74
48.90,48.81,49.10,48.62
48.49,49.23,49.33,48.18
49.18,48.35,49.46,48.16
48.10,47.10,48.10,46.96
46.67,47.05,47.30,46.54
46.88,46.56,47.08,46.52
46.61,46.25,46.76,46.10
46.20,45.76,46.22,45.49
45.31,46.15,46.32,45.03
46.21,47.53,47.58,46.21
47.46,46.61,47.46,46.47
46.10,46.13,47.08,46.10
46.41,47.38,47.53,45.96
47.70,47.66,47.87,47.12
47.02,46.43,47.39,46.24
46.50,45.29,46.55,45.25
44.85,44.17,44.87,44.14
44.16,43.39,44.43,43.17
43.45,42.84,43.48,42.81
42.97,43.00,43.40,42.73
43.09,42.58,43.09,42.33
42.32,42.65,42.75,42.14
42.82,43.06,43.32,42.59
42.77,42.93,43.64,42.69
42.50,42.57,42.57,41.77
42.85,42.53,43.18,42.49
42.60,42.85,43.03,42.51
42.91,42.53,43.01,42.00
42.93,42.15,43.00,42.01
41.94,42.06,42.12,41.66
41.60,41.39,42.17,41.26
41.44,42.61,42.66,41.44
42.57,42.60,42.97,42.50
42.28,42.12,42.56,42.09
41.99,41.83,42.08,41.72
41.75,41.83,41.92,41.56
41.99,42.82,43.40,41.94
42.86,43.03,43.44,42.86
43.24,42.73,43.24,42.54
42.83,42.97,43.07,42.63
42.55,41.92,42.60,41.80
41.76,42.04,42.06,41.60
41.91,42.19,42.19,41.71
42.03,41.96,42.30,41.82
41.76,41.78,42.10,41.59
41.60,41.18,41.92,41.13
41.09,41.19,41.52,41.09
40.97,41.38,41.57,40.95
41.67,41.10,41.67,41.03
41.02,41.19,41.42,41.02
41.00,41.13,41.39,40.63
40.57,40.00,40.58,39.91
39.88,39.90,40.07,39.50
40.07,40.00,40.14,39.98
40.32,39.71,40.32,39.57
39.32,39.38,39.47,38.88
39.17,38.61,39.56,38.60
38.50,38.20,38.52,38.06
38.33,38.51,38.73,38.30
38.25,37.72,38.45,37.67
37.70,37.28,37.85,37.27
36.83,36.55,37.11,36.51
36.93,36.28,36.93,36.13
36.14,37.75,37.88,36.14
38.14,37.26,38.14,37.20
37.24,37.21,37.83,37.10
37.35,37.17,37.58,37.13
37.23,37.06,37.41,37.00
36.72,36.98,37.16,36.61
37.02,37.11,37.25,36.92
36.87,36.74,37.13,36.74
36.81,37.32,37.43,36.81
37.70,37.42,37.71,37.24
37.31,36.94,37.37,36.92
37.83,37.67,38.04,37.42
37.95,38.28,38.43,37.84
38.14,37.58,38.14,37.48
37.72,37.93,38.42,37.62
37.80,36.77,37.80,36.75
36.72,37.85,37.94,36.58
37.48,37.61,37.92,37.42
37.67,37.48,37.88,37.41
37.17,36.89,37.17,36.68
36.87,36.46,37.01,36.43
36.50,36.41,36.54,36.10
36.81,36.97,37.02,36.64
36.93,37.07,37.52,36.91
37.06,37.31,37.32,36.85
37.00,37.75,37.99,36.78
38.04,39.60,39.62,38.04
39.70,40.21,40.85,39.57
40.12,38.89,40.46,38.69
39.10,40.58,41.02,39.10
40.80,40.29,40.88,39.37
39.86,40.80,41.23,39.84
40.82,39.44,40.82,39.38
38.89,39.43,39.46,38.65
39.70,39.91,40.26,39.55
39.61,39.65,39.86,39.33
39.56,40.12,40.24,39.47
39.98,39.56,40.19,39.42
39.32,39.30,39.59,39.13
39.03,38.71,39.15,38.57
38.78,38.51,38.97,38.41
38.59,38.46,38.76,38.38
38.58,38.94,39.26,38.58
38.54,38.25,38.65,38.20
38.07,37.84,38.20,37.43
37.67,37.89,38.08,37.61
38.19,37.90,38.19,37.80
37.80,37.45,37.92,37.41
37.38,38.41,38.69,37.36
37.99,38.12,38.15,37.70
38.02,39.16,39.51,38.02
39.16,38.62,39.62,38.60
39.00,39.79,40.13,39.00
39.99,40.21,40.64,39.40
40.42,40.36,41.31,40.26
40.89,40.27,41.29,40.18
40.34,41.48,41.70,40.34
41.65,40.93,42.00,40.72
40.84,39.95,41.14,39.45
39.62,40.33,40.55,39.62
40.45,40.74,40.94,40.20
40.75,40.79,40.80,40.15
41.16,41.99,42.28,41.16
42.15,42.25,42.30,41.45
42.30,42.16,43.45,41.68
42.28,43.42,43.48,42.16
43.31,42.38,43.72,42.08
43.26,42.57,43.59,42.43
42.72,43.67,44.08,42.44
43.88,45.36,45.71,43.28
46.10,45.71,47.40,45.26
45.52,45.83,46.64,45.31
45.46,45.76,46.41,44.85
46.27,47.01,47.01,45.23
47.40,46.19,48.82,46.08
46.86,49.62,49.75,46.76
50.00,50.97,51.97,48.83
51.25,54.14,54.15,50.03
53.52,55.45,55.99,52.30
56.86,54.71,58.79,54.33
56.35,52.76,57.33,51.72
51.17,51.87,52.79,49.69
51.92,51.01,52.49,50.82
49.93,47.96,49.93,47.75
47.61,49.67,49.76,47.12
48.24,47.93,48.92,46.97
48.08,48.15,49.44,47.94
49.42,50.14,51.11,49.42
49.84,47.91,50.28,47.70
47.20,47.68,48.56,46.19
48.41,47.96,49.05,47.61
48.86,46.07,48.86,45.99
45.78,47.63,47.87,45.13
48.60,49.69,50.40,48.60
48.99,48.06,49.41,47.58
48.45,46.88,48.87,46.83
46.51,45.67,46.61,45.01
45.10,46.49,46.70,44.51
46.65,46.19,47.23,45.98
47.05,47.01,47.15,45.90
47.46,48.26,49.65,47.42
47.74,47.34,48.38,47.23
47.84,47.77,48.26,47.32
47.64,47.73,48.20,46.97
47.38,47.28,48.51,46.96
47.54,46.12,47.54,46.00
44.67,44.89,45.54,44.16
45.00,45.58,45.95,44.78
45.37,47.03,47.17,45.14
47.32,48.25,48.35,47.31
52.15,54.66,54.90,52.06
55.86,54.21,56.14,53.85
54.99,52.84,54.99,51.93
52.23,51.57,52.50,50.78
52.61,52.49,53.40,51.93
52.93,53.68,54.13,52.45
55.18,58.05,58.31,55.00
58.29,56.92,59.08,56.42
58.84,60.56,61.22,58.50
60.85,60.61,60.85,57.39
62.96,63.02,63.07,60.78
62.14,64.19,64.51,60.74
65.57,63.10,65.67,59.13
62.39,57.64,62.39,56.56
54.91,55.11,58.25,54.45
54.20,51.90,55.49,51.60
52.32,52.74,53.74,52.32
52.16,51.40,52.72,51.02
51.80,52.15,53.30,51.80
51.75,52.22,52.68,51.22
51.87,51.91,52.45,51.08
52.22,52.59,53.01,51.80
53.22,53.34,54.08,52.34
54.16,52.87,54.38,52.55
54.42,57.10,57.69,54.24
57.36,58.73,59.57,56.40
57.58,58.45,59.28,56.97
57.50,55.86,58.00,55.73
55.70,56.63,57.75,55.63
58.27,59.91,60.55,58.04
60.00,60.83,61.95,58.58
62.39,60.44,63.89,60.27
59.27,62.06,62.15,58.72
61.59,58.07,61.59,57.93
58.56,57.94,60.03,57.86
57.13,55.77,57.67,55.64
54.87,55.14,57.10,54.79
55.51,56.12,56.21,54.56
55.98,54.48,56.75,54.28
55.45,54.56,55.49,54.06
54.92,58.78,58.99,54.86
58.00,58.60,61.16,57.87
59.64,57.66,60.25,56.20
56.18,54.04,56.91,54.04
52.86,50.94,52.88,50.40
52.18,52.71,53.51,51.78
51.50,50.98,52.00,50.45
50.15,51.02,51.42,50.05
50.79,50.72,51.05,49.68
50.72,51.13,52.71,50.67
52.50,51.69,52.93,51.35
50.75,50.20,50.93,49.71
49.25,48.19,49.48,48.11
48.72,47.90,49.23,47.72
48.76,49.15,49.36,48.35
51.15,49.80,51.66,49.16
50.02,50.20,51.03,49.53
51.35,50.68,51.50,49.97
50.24,50.50,51.02,50.06
50.29,49.90,50.82,49.75
50.52,51.63,52.13,50.48
51.43,51.90,52.00,51.11
52.20,52.64,53.60,52.20
52.77,52.33,53.07,51.79
52.48,52.53,53.57,52.29
53.02,53.04,53.24,52.72
53.91,54.83,55.09,53.30
55.34,55.56,55.58,53.73
56.81,57.16,57.18,55.87
57.05,56.82,57.61,56.36
56.50,57.38,57.44,56.02
58.14,57.94,59.22,57.81
58.53,56.53,59.00,56.51
57.19,57.08,57.77,56.60
57.78,53.77,57.99,53.16
55.00,55.52,55.77,54.61
54.95,54.08,54.95,53.37
53.93,54.35,54.36,53.04
53.90,55.12,55.13,53.90
54.62,53.81,54.62,53.02
52.83,53.86,54.29,52.30
53.92,54.68,55.02,53.92
53.68,52.44,53.68,52.24
53.13,53.33,53.68,52.56
52.89,53.11,53.26,52.18
53.38,52.79,53.66,52.10
52.37,50.76,52.57,50.17
50.90,50.53,51.12,49.96
50.40,51.53,51.58,49.93
51.36,49.98,51.39,49.76
49.95,49.51,50.04,49.32
49.16,50.28,50.43,48.95
49.61,48.50,49.61,48.20
47.90,46.19,48.07,45.97
46.35,46.51,47.20,45.71
46.79,47.31,48.02,46.79
47.10,46.85,47.10,45.94
46.69,47.92,48.24,46.69
47.84,47.30,48.33,46.95
47.26,46.64,47.26,46.00
46.90,47.26,47.66,46.85
46.80,47.31,47.41,46.67
47.42,46.81,47.55,46.67
46.91,45.99,47.44,45.88
45.80,46.26,46.75,45.60
46.12,46.08,46.77,45.88
45.78,46.27,46.69,45.57
45.50,47.35,47.37,45.07
46.73,47.64,48.12,46.16
47.76,48.72,49.33,47.76
48.28,47.18,49.08,47.09
47.29,48.79,48.90,47.06
48.93,48.34,49.03,47.85
47.78,48.60,48.91,47.48
48.38,48.68,48.79,47.76
49.18,48.33,49.40,48.00
48.70,48.30,48.91,48.16
48.84,49.59,49.76,48.84
49.44,49.39,49.93,49.13
48.96,48.40,49.12,48.25
48.97,48.85,49.23,48.40
49.67,50.40,50.75,49.44
50.51,50.55,51.09,49.66
50.92,50.91,51.55,50.79
50.90,50.91,51.29,50.38
50.80,51.21,51.36,50.70
50.83,50.54,51.29,50.00
50.54,51.21,51.25,50.00
51.54,52.48,52.62,51.52
52.94,51.73,53.00,50.85
51.88,52.21,52.47,51.58
51.73,52.26,52.26,51.01
51.24,50.93,51.25,50.65
50.82,51.25,51.38,50.54
51.71,52.40,52.60,51.71
53.18,52.72,53.50,52.23
52.67,51.87,52.91,51.86
51.51,52.10,52.66,50.93
51.68,52.13,52.19,51.33
52.51,53.09,53.16,52.20
52.48,52.11,52.86,52.00
52.28,51.64,52.28,51.55
51.88,52.31,52.31,51.38
52.45,53.44,53.47,52.28
53.65,53.23,54.11,53.19
54.54,55.16,55.20,53.98
54.11,54.46,55.12,54.03
54.45,56.09,56.43,54.35
55.60,55.61,55.77,55.00
56.75,57.23,57.60,56.12
57.39,56.04,59.00,55.70
56.60,58.30,58.75,56.07
56.71,57.81,57.84,56.24
57.47,57.35,57.84,56.51
57.41,56.60,57.41,56.35
57.00,55.49,57.00,55.20
56.01,57.42,57.89,55.59
57.00,57.51,57.76,56.70
57.99,58.85,59.33,57.99
58.87,60.46,60.59,58.87
60.33,60.36,60.65,59.17
60.60,61.18,61.41,60.18
61.25,61.45,62.33,60.32
61.65,63.98,64.42,61.42
65.58,65.82,66.38,64.37
65.46,61.94,65.64,61.24
62.12,60.01,62.53,59.92
60.26,60.63,61.20,59.82
61.79,63.75,63.94,61.75
65.30,66.42,66.70,64.32
65.84,66.93,67.39,64.81
66.50,67.90,67.90,64.37
68.30,65.43,69.43,65.21
65.88,67.88,68.33,64.88
68.15,63.42,68.15,63.37
65.90,63.41,66.17,63.35
63.92,61.07,64.46,60.80
61.71,62.92,63.05,61.61
62.61,63.33,63.49,61.92
63.87,63.15,64.34,62.47
63.47,63.63,64.27,63.06
64.38,67.21,67.84,64.27
67.77,70.36,70.36,66.82
71.49,75.22,75.27,70.29
82.88,83.00,86.53,77.48
74.24,85.30,85.32,74.24
81.40,79.45,84.37,79.29
76.39,71.40,76.39,71.11
72.26,68.31,72.26,66.79
68.78,66.58,71.69,66.00
70.10,71.62,72.55,69.10
70.91,70.26,73.47,69.31
69.83,69.77,70.61,66.81
71.98,72.16,72.67,71.19
71.09,70.01,72.34,69.84
69.07,73.06,73.09,67.44
72.64,72.16,74.26,71.32
73.75,73.32,75.20,73.26
74.35,74.55,75.34,73.78
74.66,72.74,74.66,72.34
72.15,68.54,72.15,68.38
68.35,68.57,69.56,66.24
71.05,72.39,73.19,70.27
71.04,71.77,72.53,70.66
73.50,73.13,74.15,71.80
73.08,75.33,75.35,72.25
76.51,74.70,77.34,73.65
73.26,74.41,75.61,73.01
76.23,79.90,79.93,75.99
79.10,79.77,80.92,77.75
78.50,76.00,78.58,75.67
74.60,75.73,77.08,72.42
77.32,69.41,77.58,69.41
67.98,65.30,68.00,64.82
65.17,62.16,65.52,61.25
60.47,60.47,63.16,59.00
61.00,58.14,61.53,57.73
57.84,58.87,59.64,57.69
59.09,60.48,61.54,58.65
61.29,61.52,62.04,59.81
62.00,60.42,62.04,59.92
60.68,58.39,61.43,58.32
57.94,58.32,59.70,57.59
59.36,60.65,61.17,59.36
61.10,60.32,61.36,59.63
60.70,61.83,61.94,60.26
61.31,59.47,61.31,59.24
60.06,59.70,60.80,58.74
59.94,62.62,62.67,59.94
64.02,64.14,65.41,63.80
63.26,61.13,64.12,60.43
61.20,60.59,61.71,59.23
59.99,59.68,61.29,58.41
60.33,56.95,60.59,56.43
56.01,54.04,56.36,53.28
53.83,55.04,55.82,53.74
55.88,56.31,56.65,54.50
57.12,56.78,58.35,56.31
57.09,58.08,58.44,55.88
58.06,57.73,58.69,56.83
57.69,60.11,60.36,57.69
61.68,63.01,63.12,61.05
63.67,63.58,64.97,62.56
63.67,59.25,63.68,59.23
59.79,60.61,60.90,59.13
59.76,58.63,60.83,58.46
59.70,60.18,61.00,58.60
60.27,61.49,61.53,59.56
61.97,60.70,62.30,59.95
59.83,57.83,60.13,57.30
58.56,58.66,59.45,57.76
59.76,59.68,60.00,59.30
59.12,59.13,59.45,58.00
58.83,58.33,59.35,58.25
59.34,61.94,62.20,58.63
61.07,64.29,64.88,61.07
65.73,65.21,67.56,64.56
67.55,70.15,71.77,67.55
73.23,71.94,74.68,69.82
71.00,70.15,71.99,66.76
70.41,69.12,70.74,67.20
70.86,73.85,73.97,70.61
74.52,72.97,75.99,72.15
70.86,68.79,70.86,68.17
68.86,69.61,71.12,67.95
69.69,73.22,73.23,69.53
73.39,75.75,75.75,73.20
75.32,75.88,77.28,74.50
75.19,74.04,75.96,73.17
71.19,67.47,71.67,67.39
67.51,68.69,69.21,67.16
70.58,71.31,71.83,70.49
69.18,70.39,71.11,68.50
72.84,72.52,72.84,70.45
73.05,71.87,73.41,71.05
72.63,72.03,74.41,71.00
72.27,71.38,73.71,71.36
74.23,76.76,77.73,74.14
79.96,80.62,81.20,76.36
79.18,82.68,83.25,79.11
81.91,86.20,88.11,81.72
84.01,85.62,90.25,83.05
83.68,89.14,90.65,82.05
87.56,81.49,89.96,79.90
87.82,86.08,89.04,84.71
84.87,90.13,92.59,84.15
93.83,95.27,101.12,92.66
96.36,89.43,96.66,87.10
83.50,81.73,86.06,80.42
85.23,89.38,89.46,81.10
86.67,82.43,88.25,82.34
85.80,83.45,85.80,79.10
77.58,78.05,81.48,76.27
77.71,73.90,78.54,73.72
76.40,76.73,78.71,75.70
80.37,81.74,82.50,79.88
79.73,75.51,85.03,75.50
75.39,75.37,76.29,72.50
77.10,78.46,79.72,76.79
81.84,78.71,84.00,77.83
80.71,82.27,84.76,79.42
82.61,83.34,84.70,79.35
85.81,84.04,88.50,82.81
82.00,79.66,83.25,78.99
76.91,78.05,80.37,76.34
76.04,73.36,76.92,72.55
72.00,74.72,75.55,71.61
76.96,75.32,78.10,75.25
73.07,71.79,73.09,71.05
73.44,76.47,76.81,72.35
79.48,74.96,80.00,74.64
75.40,74.56,77.75,74.47
72.40,73.78,74.11,71.80
73.40,75.21,75.57,72.72
74.34,72.17,75.91,71.66
73.27,68.45,73.66,68.36
68.94,66.26,68.94,66.14
66.17,65.06,67.00,63.00
65.06,61.90,65.35,61.75
62.71,67.11,67.23,62.71
65.59,64.99,66.88,63.24
65.28,64.95,67.32,64.89
63.34,61.82,63.36,61.32
63.27,62.57,63.85,62.15
64.25,62.88,65.07,62.83
62.40,60.62,62.82,60.37
59.76,58.80,60.68,57.88
57.83,58.77,59.69,57.62
59.00,59.26,60.30,58.39
60.53,59.60,60.53,58.72
60.59,62.31,62.43,60.07
64.00,61.70,64.57,61.70
61.98,62.20,63.15,61.50
63.50,61.67,64.33,61.53
60.99,61.33,62.06,60.02
62.07,61.36,62.07,60.27
63.28,63.07,63.85,62.70
63.01,63.89,64.29,61.95
64.80,64.83,65.26,64.02
63.25,62.13,64.69,62.00
62.86,62.88,63.90,61.88
60.69,60.25,61.06,59.65
59.16,60.62,60.66,59.00
60.19,56.99,60.29,56.44
57.12,56.61,57.85,56.27
56.28,56.18,56.93,56.10
57.23,57.61,57.85,56.70
60.08,55.80,60.38,55.58
55.21,53.57,55.72,53.53
54.05,52.66,54.32,51.81
52.08,53.16,53.34,51.95
52.83,51.60,52.96,51.32
51.89,52.78,53.58,51.89
52.05,51.36,52.57,51.27
50.71,49.32,50.89,49.17
49.50,50.78,51.15,49.11
50.32,50.85,52.26,49.37
50.99,50.93,52.16,50.63
52.05,53.35,53.95,52.05
53.57,54.88,55.39,52.61
53.31,54.20,55.15,52.55
54.90,54.53,55.22,53.17
54.08,55.95,57.36,54.08
55.19,53.92,55.38,53.91
53.77,53.70,55.02,52.77
52.57,53.29,54.10,51.92
53.76,54.67,54.90,53.07
53.59,52.85,53.59,52.50
52.73,52.34,53.15,51.55
52.08,53.51,54.07,52.06
54.34,53.37,55.46,53.19
53.28,52.86,53.67,52.64
53.26,53.01,53.81,52.64
52.34,52.53,53.13,52.00
51.92,50.75,51.92,50.65
50.47,51.27,51.57,49.97
51.78,51.15,52.14,51.13
51.01,51.67,52.10,50.15
52.30,51.46,53.05,51.34
52.51,51.79,52.93,51.78
51.97,52.03,52.73,51.22
51.41,49.78,51.41,49.71
49.56,47.61,49.56,47.36
47.00,47.76,48.01,46.60
48.73,48.26,49.01,48.00
49.74,50.34,50.59,48.86
51.01,50.74,51.10,49.45
51.30,50.82,51.94,50.32
51.34,51.11,51.76,50.00
52.01,51.49,53.49,51.35
50.34,50.48,51.03,50.18
49.43,49.53,49.58,48.78
49.92,48.56,50.12,48.35
48.19,49.13,49.17,48.07
48.23,47.49,48.46,47.47
50.89,50.88,51.20,49.48
51.83,53.72,54.50,51.80
52.10,50.84,52.34,50.79
50.05,48.73,50.05,48.20
49.05,47.93,49.28,47.86
47.99,47.35,48.04,47.08
48.60,49.32,50.24,48.30
49.89,48.77,50.43,48.73
48.29,49.83,50.45,47.70
48.84,48.55,49.51,48.25
47.91,48.41,48.42,47.64
47.15,45.99,47.15,45.60
46.38,46.74,47.63,45.77
46.00,46.37,46.56,45.89
46.33,46.40,46.73,45.81
46.95,46.37,47.29,46.33
46.86,46.95,47.22,46.49
47.24,47.02,48.00,46.67
47.40,47.95,48.15,46.42
47.82,47.68,48.24,47.48
48.25,49.58,49.90,48.19
50.21,49.13,50.21,49.04
49.08,50.20,50.57,48.38
50.28,50.35,50.96,49.79
51.32,49.59,52.12,49.47
50.53,52.88,53.18,50.53
52.02,52.02,53.84,51.44
52.04,50.05,52.35,50.04
50.25,50.16,50.65,49.48
50.13,49.24,50.24,49.18
48.48,47.93,48.57,47.29
47.44,48.40,48.76,47.44
48.31,49.57,49.79,48.07
49.14,48.21,49.38,47.79
47.89,47.71,48.16,47.36
47.25,46.96,47.33,46.66
47.19,46.78,47.56,46.49
47.07,46.49,47.31,46.45
46.27,44.74,46.27,44.74
45.04,45.49,45.76,45.04
46.32,46.35,46.95,46.15
46.65,45.92,46.65,45.63
46.38,46.27,46.50,45.81
46.39,46.50,46.77,46.12
46.26,46.77,47.14,45.60
47.07,46.16,47.07,46.05
46.04,46.57,46.79,45.59
46.92,47.83,48.35,46.92
48.15,48.08,48.88,48.01
47.28,47.15,47.58,46.86
46.87,45.70,46.87,45.63
45.42,45.37,45.81,45.18
45.00,43.80,45.27,43.60
44.45,46.30,46.30,44.41
46.96,45.49,47.13,45.10
46.40,48.12,48.45,46.40
48.30,49.30,49.61,47.26
49.00,48.24,49.18,47.53
49.32,49.03,49.51,48.70
48.14,49.11,49.11,48.02
49.20,49.91,49.92,48.68
48.78,47.77,49.22,47.70
47.01,47.46,47.50,46.28
47.94,48.70,49.20,47.07
48.56,49.24,49.24,47.92
49.93,49.71,50.80,49.53
49.25,45.28,49.90,45.18
45.34,45.20,46.11,44.34
44.62,44.08,45.23,43.62
44.11,44.25,44.88,44.06
44.08,45.13,45.49,44.06
44.13,43.77,44.23,43.37
43.51,43.62,44.35,43.16
43.38,44.09,44.35,43.28
43.39,42.59,43.39,42.28
42.94,43.64,44.01,42.75
43.92,44.04,44.67,43.68
44.51,44.52,45.59,44.10
44.14,44.93,45.02,43.72
45.03,45.39,45.84,44.69
44.54,45.04,45.44,44.28
44.30,43.75,44.35,43.10
44.16,43.86,44.75,43.55
44.36,44.43,45.00,44.35
44.46,44.69,45.64,44.25
44.86,45.29,45.36,43.85
45.99,45.13,46.25,44.74
44.84,45.38,45.42,44.57
45.46,45.99,46.40,44.45
46.41,47.06,47.20,45.95
46.45,47.02,48.02,46.13
48.00,48.06,49.12,47.60
47.99,47.69,48.51,47.44
48.02,48.14,48.70,47.30
46.90,46.10,46.90,46.05
46.42,45.92,46.74,45.37
45.96,44.32,46.65,43.77
44.51,44.04,44.68,43.30
44.56,45.45,46.22,44.49
45.58,45.02,46.33,44.99
44.38,42.55,44.38,42.48
42.79,43.16,43.38,42.20
42.44,43.68,43.85,41.88
43.31,43.27,43.76,42.86
42.08,41.29,42.13,41.15
41.28,41.33,42.26,40.82
41.65,40.94,41.74,40.75
41.32,41.26,41.68,41.17
40.96,42.44,42.54,40.95
43.60,43.50,44.38,43.20
40.71,38.81,40.71,38.13
37.43,38.63,38.77,37.27
38.74,38.55,38.94,38.19
38.01,37.93,38.13,37.33
38.32,37.96,38.81,37.73
38.21,37.48,38.21,37.37
37.25,37.02,37.82,36.95
