SMIT,Schmitt Industries,NASDAQ
1.87,1.84,1.87,1.77
1.88,1.75,2.00,1.74
1.88,1.70,1.88,1.70
1.73,1.79,1.87,1.73
1.79,1.72,1.80,1.72
1.70,1.69,1.74,1.65
1.67,1.75,1.77,1.67
1.68,1.70,1.71,1.68
1.70,1.69,1.72,1.68
1.69,1.69,1.69,1.69
1.66,1.70,1.70,1.65
1.69,1.72,1.72,1.67
1.72,1.72,1.72,1.72
1.66,1.70,1.75,1.66
1.70,1.65,1.70,1.53
1.65,1.62,1.69,1.62
1.62,1.63,1.69,1.58
1.75,1.66,1.76,1.63
1.66,1.69,1.77,1.66
1.67,1.73,1.78,1.66
1.72,1.67,1.79,1.65
1.67,1.59,1.70,1.57
1.60,1.59,1.60,1.55
1.60,1.74,1.88,1.58
1.66,1.70,1.74,1.60
1.68,1.63,1.70,1.63
