VOX,Vanguard Telecom ETF - DNQ,NASDAQ
95.20,95.80,96.15,94.74
95.98,98.14,98.17,95.96
98.08,98.18,98.46,97.78
98.21,98.15,98.39,97.75
98.30,97.96,98.73,97.96
98.48,98.92,99.15,98.42
98.17,97.37,98.38,97.18
97.04,98.00,98.37,97.00
98.31,98.34,98.36,97.95
98.83,99.82,100.11,98.59
100.02,100.46,100.68,99.97
100.09,99.95,100.76,99.93
100.25,100.70,100.98,99.95
100.75,101.25,101.50,100.73
101.22,101.41,101.79,101.00
101.45,100.59,101.50,100.44
100.77,100.88,101.07,100.77
100.91,100.15,100.91,99.80
101.04,103.42,103.63,101.01
103.57,104.13,104.20,103.38
104.12,103.37,104.36,103.08
103.91,101.94,103.91,101.89
101.88,100.95,102.00,100.85
100.92,101.55,101.63,100.15
101.26,101.16,101.43,100.76
101.01,101.13,101.15,100.18
101.16,101.42,101.58,101.01
