ESNC,EnSync,NASDAQ
0.81,0.95,0.95,0.81
0.95,0.88,0.95,0.85
0.88,0.88,0.94,0.84
0.90,0.79,0.90,0.79
0.89,0.80,0.90,0.79
0.80,0.75,0.80,0.75
0.75,0.84,0.84,0.75
0.86,0.86,0.86,0.80
0.86,0.80,0.86,0.75
0.77,0.78,0.80,0.75
0.77,0.79,0.79,0.73
0.80,0.75,0.80,0.75
0.78,0.75,0.79,0.75
0.75,0.76,0.78,0.75
0.76,0.74,0.76,0.73
0.76,0.74,0.76,0.73
0.76,0.72,0.76,0.72
0.72,0.73,0.75,0.71
0.74,0.78,0.82,0.74
0.80,0.76,0.81,0.76
0.75,0.72,0.75,0.72
0.77,0.72,0.77,0.72
0.72,0.73,0.79,0.72
0.77,0.73,0.77,0.73
0.76,0.72,0.76,0.70
0.74,0.72,0.74,0.70
