VTNR,Vertex Energy,NASDAQ
1.33,1.31,1.35,1.27
1.30,1.26,1.35,1.26
1.24,1.27,1.32,1.24
1.27,1.21,1.30,1.21
1.21,1.20,1.26,1.15
1.18,1.20,1.23,1.17
1.20,1.17,1.22,1.10
1.14,1.14,1.18,1.12
1.13,1.22,1.33,1.13
1.35,1.28,1.35,1.22
1.27,1.27,1.30,1.24
1.26,1.26,1.27,1.21
1.25,1.30,1.30,1.22
1.31,1.28,1.34,1.25
1.28,1.29,1.31,1.27
1.28,1.31,1.33,1.28
1.30,1.31,1.34,1.22
1.31,1.32,1.33,1.29
1.33,1.29,1.33,1.26
1.32,1.28,1.32,1.25
1.26,1.25,1.27,1.19
1.25,1.27,1.30,1.19
1.27,1.25,1.27,1.23
1.26,1.34,1.35,1.25
1.34,1.35,1.45,1.27
1.38,1.41,1.45,1.35
